% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
32872 +3.647273430e-03 +3.647273430e-03 -1.596352727e+00 -1.596352727e+00 +1.0037e+00 -2.1001e+00 +5.0902e-01 +3.0759e+00 -1.9350e+00 -1.3449e+00 -3.0475e+00 -3.6459e+00 +1.6370e-01 +3.1671e+00 -3.8186e+00 +3.2635e+00 -3.0419e+00 +1.9574e+00 -3.4925e+00 -3.2241e+00 +2.9331e+00 -1.6388e-01 -3.1982e+00 +2.9369e-01
32894 +3.556224229e-03 +3.556224229e-03 -1.596443776e+00 -1.596443776e+00 +1.0105e+00 -2.0652e+00 +4.4362e-01 +3.0885e+00 -1.9047e+00 -1.3883e+00 -3.0446e+00 -3.6468e+00 +2.0082e-01 +3.0948e+00 -3.7977e+00 +3.2915e+00 -3.0304e+00 +1.9400e+00 -3.4842e+00 -3.1539e+00 +2.9905e+00 -1.5022e-01 -3.2206e+00 +2.1515e-01
32938 +1.634276669e-03 +1.634276669e-03 -1.598365723e+00 -1.598365723e+00 +9.5283e-01 -2.0431e+00 +5.0064e-01 +3.0611e+00 -1.9394e+00 -1.3178e+00 -3.0451e+00 -3.6746e+00 +2.8776e-01 +3.0508e+00 -3.6969e+00 +3.3287e+00 -3.0439e+00 +1.9698e+00 -3.4401e+00 -3.2243e+00 +3.0898e+00 -1.7581e-01 -3.2612e+00 +1.8265e-01
32992 +1.088660010e-03 +1.088660010e-03 -1.598911340e+00 -1.598911340e+00 +1.0272e+00 -2.0543e+00 +4.4838e-01 +3.0478e+00 -1.9462e+00 -1.2632e+00 -3.0814e+00 -3.7387e+00 +2.8653e-01 +3.1245e+00 -3.7852e+00 +3.3227e+00 -3.0705e+00 +1.9019e+00 -3.4779e+00 -3.2561e+00 +3.2084e+00 -1.7046e-01 -3.2990e+00 +3.7263e-01
33026 +9.720585521e-04 +9.720585521e-04 -1.599027941e+00 -1.599027941e+00 +1.0186e+00 -2.0583e+00 +6.2774e-01 +3.0072e+00 -1.8775e+00 -1.2807e+00 -3.0005e+00 -3.6372e+00 +2.6114e-01 +3.0052e+00 -3.7692e+00 +3.4341e+00 -3.1067e+00 +1.9063e+00 -3.4488e+00 -3.2484e+00 +3.1307e+00 -1.6093e-01 -3.1780e+00 +2.6532e-01
33048 +9.303881415e-04 +9.303881415e-04 -1.599069612e+00 -1.599069612e+00 +1.0167e+00 -2.1072e+00 +5.9100e-01 +3.0054e+00 -1.8834e+00 -1.2801e+00 -3.0509e+00 -3.5874e+00 +2.4671e-01 +2.9757e+00 -3.6966e+00 +3.4214e+00 -3.1104e+00 +1.9495e+00 -3.4332e+00 -3.2149e+00 +3.1456e+00 -1.6038e-01 -3.1555e+00 +2.5411e-01
33070 +8.855510948e-04 +8.855510948e-04 -1.599114449e+00 -1.599114449e+00 +1.0341e+00 -2.1230e+00 +5.9335e-01 +2.9800e+00 -1.8490e+00 -1.2660e+00 -3.1172e+00 -3.5963e+00 +2.6154e-01 +2.9838e+00 -3.7135e+00 +3.3923e+00 -3.1571e+00 +1.9001e+00 -3.4164e+00 -3.2615e+00 +3.1429e+00 -1.0455e-01 -3.1517e+00 +2.7392e-01
33092 +4.948519576e-04 +4.948519576e-04 -1.599505148e+00 -1.599505148e+00 +1.0403e+00 -2.1092e+00 +5.9276e-01 +2.9763e+00 -1.8724e+00 -1.2057e+00 -3.0833e+00 -3.6069e+00 +2.8921e-01 +2.9858e+00 -3.7307e+00 +3.4158e+00 -3.1405e+00 +1.9377e+00 -3.3961e+00 -3.2556e+00 +3.1133e+00 -1.5655e-01 -3.1965e+00 +2.6444e-01
33114 +3.568249332e-04 +3.568249332e-04 -1.599643175e+00 -1.599643175e+00 +1.0310e+00 -2.1467e+00 +6.1751e-01 +3.0343e+00 -1.8823e+00 -1.1757e+00 -3.0845e+00 -3.5792e+00 +3.1637e-01 +3.0255e+00 -3.7284e+00 +3.4305e+00 -3.1238e+00 +1.9530e+00 -3.3568e+00 -3.2507e+00 +3.0992e+00 -1.7025e-01 -3.1395e+00 +2.8703e-01
33236 +3.049063210e-04 +3.049063210e-04 -1.599695094e+00 -1.599695094e+00 +1.0113e+00 -2.1089e+00 +6.3770e-01 +3.0413e+00 -1.9717e+00 -1.1569e+00 -2.9980e+00 -3.5367e+00 +3.8677e-01 +3.0703e+00 -3.6968e+00 +3.4187e+00 -3.1771e+00 +1.9010e+00 -3.2827e+00 -3.2043e+00 +3.1026e+00 -1.7467e-01 -3.1744e+00 +3.1905e-01
33268 +2.533241896e-04 +2.533241896e-04 -1.599746676e+00 -1.599746676e+00 +1.0673e+00 -2.1734e+00 +6.4979e-01 +3.0447e+00 -1.9302e+00 -1.1887e+00 -3.0333e+00 -3.5802e+00 +3.5669e-01 +3.0383e+00 -3.7403e+00 +3.4298e+00 -3.1641e+00 +1.9334e+00 -3.3493e+00 -3.1916e+00 +3.0762e+00 -1.8017e-01 -3.1947e+00 +3.7351e-01
33312 +2.352578681e-04 +2.352578681e-04 -1.599764742e+00 -1.599764742e+00 +1.0630e+00 -2.1768e+00 +6.3229e-01 +3.0400e+00 -1.9403e+00 -1.1399e+00 -3.0531e+00 -3.5794e+00 +3.7753e-01 +3.0414e+00 -3.7662e+00 +3.4338e+00 -3.1404e+00 +1.9323e+00 -3.3456e+00 -3.1828e+00 +3.0830e+00 -1.6878e-01 -3.1760e+00 +3.7323e-01
33334 +2.250425775e-04 +2.250425775e-04 -1.599774957e+00 -1.599774957e+00 +1.0476e+00 -2.1605e+00 +6.2691e-01 +3.0294e+00 -1.9463e+00 -1.1259e+00 -3.0635e+00 -3.5585e+00 +3.7102e-01 +3.0703e+00 -3.7460e+00 +3.4347e+00 -3.1383e+00 +1.9325e+00 -3.3266e+00 -3.1856e+00 +3.0681e+00 -1.6967e-01 -3.1830e+00 +3.7776e-01
33356 +2.073867952e-04 +2.073867952e-04 -1.599792613e+00 -1.599792613e+00 +1.0394e+00 -2.1767e+00 +6.1759e-01 +3.0279e+00 -1.9517e+00 -1.1318e+00 -3.0560e+00 -3.5717e+00 +3.6451e-01 +3.0998e+00 -3.7460e+00 +3.4464e+00 -3.1447e+00 +1.9470e+00 -3.3575e+00 -3.2020e+00 +3.0748e+00 -1.6220e-01 -3.1779e+00 +4.1643e-01
33378 +1.833428572e-04 +1.833428572e-04 -1.599816657e+00 -1.599816657e+00 +1.0451e+00 -2.1606e+00 +6.2492e-01 +3.0425e+00 -1.9628e+00 -1.1300e+00 -3.0435e+00 -3.5917e+00 +3.6143e-01 +3.0738e+00 -3.7358e+00 +3.4454e+00 -3.1592e+00 +1.9227e+00 -3.3639e+00 -3.2200e+00 +3.0908e+00 -1.7278e-01 -3.1700e+00 +4.1018e-01
33400 +1.445304997e-04 +1.445304997e-04 -1.599855470e+00 -1.599855470e+00 +1.0482e+00 -2.1607e+00 +6.0664e-01 +3.0468e+00 -1.9780e+00 -1.1260e+00 -3.0529e+00 -3.5766e+00 +3.5410e-01 +3.0565e+00 -3.7280e+00 +3.4006e+00 -3.1871e+00 +1.9252e+00 -3.3569e+00 -3.2403e+00 +3.1019e+00 -1.7385e-01 -3.1665e+00 +3.8252e-01
33422 +1.394585954e-04 +1.394585954e-04 -1.599860541e+00 -1.599860541e+00 +1.0389e+00 -2.1655e+00 +6.0218e-01 +3.0518e+00 -1.9852e+00 -1.0817e+00 -3.0551e+00 -3.5801e+00 +3.5824e-01 +3.0981e+00 -3.7303e+00 +3.3995e+00 -3.1838e+00 +1.9366e+00 -3.3762e+00 -3.2537e+00 +3.1024e+00 -1.6552e-01 -3.1423e+00 +3.7394e-01
33444 +1.117189364e-04 +1.117189364e-04 -1.599888281e+00 -1.599888281e+00 +1.0492e+00 -2.1484e+00 +5.6940e-01 +3.0591e+00 -1.9831e+00 -1.0799e+00 -3.0692e+00 -3.5798e+00 +3.6588e-01 +3.1012e+00 -3.7122e+00 +3.4003e+00 -3.1644e+00 +1.9314e+00 -3.3758e+00 -3.2360e+00 +3.1080e+00 -1.7195e-01 -3.1290e+00 +3.6502e-01
33466 +9.957916020e-05 +9.957916020e-05 -1.599900421e+00 -1.599900421e+00 +1.0505e+00 -2.1433e+00 +5.6132e-01 +3.0565e+00 -1.9895e+00 -1.0642e+00 -3.0620e+00 -3.5637e+00 +3.5793e-01 +3.0981e+00 -3.7190e+00 +3.3974e+00 -3.1672e+00 +1.9203e+00 -3.3718e+00 -3.2342e+00 +3.1251e+00 -1.8692e-01 -3.1307e+00 +3.8249e-01
33532 +8.543276690e-05 +8.543276690e-05 -1.599914567e+00 -1.599914567e+00 +1.0277e+00 -2.1213e+00 +5.6768e-01 +3.0320e+00 -2.0030e+00 -1.0448e+00 -3.0416e+00 -3.5445e+00 +3.4839e-01 +3.1251e+00 -3.7150e+00 +3.3803e+00 -3.1590e+00 +1.9105e+00 -3.3898e+00 -3.2483e+00 +3.1484e+00 -1.5534e-01 -3.1364e+00 +4.1712e-01
33598 +6.077524343e-05 +6.077524343e-05 -1.599939225e+00 -1.599939225e+00 +1.0321e+00 -2.1138e+00 +5.6769e-01 +3.0168e+00 -2.0211e+00 -1.0233e+00 -3.0582e+00 -3.5486e+00 +3.5896e-01 +3.1201e+00 -3.7005e+00 +3.3727e+00 -3.1901e+00 +1.8863e+00 -3.3947e+00 -3.2408e+00 +3.1631e+00 -1.5649e-01 -3.1252e+00 +4.3168e-01
33620 +5.015672490e-05 +5.015672490e-05 -1.599949843e+00 -1.599949843e+00 +1.0424e+00 -2.1101e+00 +5.8811e-01 +3.0226e+00 -2.0254e+00 -1.0343e+00 -3.0513e+00 -3.5692e+00 +3.5942e-01 +3.1134e+00 -3.6952e+00 +3.3892e+00 -3.1781e+00 +1.8907e+00 -3.3882e+00 -3.2474e+00 +3.1771e+00 -1.6537e-01 -3.1273e+00 +4.2115e-01
33642 +4.277848171e-05 +4.277848171e-05 -1.599957222e+00 -1.599957222e+00 +1.0273e+00 -2.0990e+00 +5.8650e-01 +3.0363e+00 -2.0343e+00 -1.0410e+00 -3.0531e+00 -3.5495e+00 +3.8075e-01 +3.1304e+00 -3.7128e+00 +3.3956e+00 -3.1686e+00 +1.8862e+00 -3.4003e+00 -3.2633e+00 +3.1899e+00 -1.5517e-01 -3.1370e+00 +4.2433e-01
33656 +3.853599771e-05 +3.853599771e-05 -1.599961464e+00 -1.599961464e+00 +1.0324e+00 -2.0799e+00 +5.8815e-01 +3.0286e+00 -2.0226e+00 -1.0569e+00 -3.0446e+00 -3.5587e+00 +3.9589e-01 +3.1932e+00 -3.7067e+00 +3.4011e+00 -3.1550e+00 +1.8610e+00 -3.3674e+00 -3.2759e+00 +3.1930e+00 -1.3266e-01 -3.1233e+00 +4.6903e-01
33664 +3.317352849e-05 +3.317352849e-05 -1.599966826e+00 -1.599966826e+00 +1.0329e+00 -2.0881e+00 +5.7833e-01 +3.0389e+00 -2.0382e+00 -1.0365e+00 -3.0416e+00 -3.5371e+00 +3.9518e-01 +3.1596e+00 -3.7220e+00 +3.3936e+00 -3.1537e+00 +1.8702e+00 -3.3934e+00 -3.2822e+00 +3.2126e+00 -1.4451e-01 -3.1334e+00 +4.4737e-01
33774 +3.253956720e-05 +3.253956720e-05 -1.599967460e+00 -1.599967460e+00 +1.0504e+00 -2.0665e+00 +6.0171e-01 +3.0400e+00 -2.0556e+00 -1.0335e+00 -3.0474e+00 -3.5093e+00 +3.7763e-01 +3.1905e+00 -3.6934e+00 +3.4338e+00 -3.1795e+00 +1.8278e+00 -3.3766e+00 -3.2815e+00 +3.1803e+00 -1.3547e-01 -3.1368e+00 +4.7164e-01
33796 +2.833794398e-05 +2.833794398e-05 -1.599971662e+00 -1.599971662e+00 +1.0711e+00 -2.0429e+00 +6.0837e-01 +3.0447e+00 -2.0598e+00 -1.0194e+00 -3.0555e+00 -3.5058e+00 +3.8056e-01 +3.1886e+00 -3.7160e+00 +3.4219e+00 -3.1837e+00 +1.8260e+00 -3.3764e+00 -3.2806e+00 +3.2101e+00 -1.5895e-01 -3.1283e+00 +4.5591e-01
33884 +2.772496277e-05 +2.772496277e-05 -1.599972275e+00 -1.599972275e+00 +1.0778e+00 -2.0482e+00 +5.9473e-01 +3.0279e+00 -2.0363e+00 -9.9606e-01 -3.0679e+00 -3.5075e+00 +3.7371e-01 +3.1575e+00 -3.7229e+00 +3.4567e+00 -3.1801e+00 +1.8174e+00 -3.3918e+00 -3.2894e+00 +3.2365e+00 -1.1627e-01 -3.1379e+00 +4.8220e-01
33906 +2.446506665e-05 +2.446506665e-05 -1.599975535e+00 -1.599975535e+00 +1.0746e+00 -2.0463e+00 +5.7460e-01 +3.0073e+00 -2.0444e+00 -9.7504e-01 -3.0696e+00 -3.5049e+00 +3.8426e-01 +3.1597e+00 -3.7093e+00 +3.4428e+00 -3.2209e+00 +1.8152e+00 -3.3776e+00 -3.2956e+00 +3.2277e+00 -1.2226e-01 -3.1349e+00 +4.8320e-01
33928 +1.779013993e-05 +1.779013993e-05 -1.599982210e+00 -1.599982210e+00 +1.0608e+00 -2.0401e+00 +5.9544e-01 +2.9975e+00 -2.0464e+00 -9.8334e-01 -3.0598e+00 -3.5118e+00 +4.0642e-01 +3.1596e+00 -3.7058e+00 +3.4337e+00 -3.2094e+00 +1.7938e+00 -3.3710e+00 -3.2933e+00 +3.2466e+00 -1.1958e-01 -3.1308e+00 +4.8405e-01
33950 +8.691724139e-06 +8.691724139e-06 -1.599991308e+00 -1.599991308e+00 +1.0586e+00 -2.0506e+00 +5.9546e-01 +2.9996e+00 -2.0480e+00 -9.6544e-01 -3.0699e+00 -3.5219e+00 +4.1290e-01 +3.1654e+00 -3.6876e+00 +3.4267e+00 -3.1841e+00 +1.8007e+00 -3.3711e+00 -3.3026e+00 +3.2444e+00 -1.1208e-01 -3.1359e+00 +4.8714e-01
33972 +7.425140923e-06 +7.425140923e-06 -1.599992575e+00 -1.599992575e+00 +1.0599e+00 -2.0511e+00 +5.9675e-01 +2.9973e+00 -2.0582e+00 -9.6714e-01 -3.0801e+00 -3.5125e+00 +4.0869e-01 +3.1447e+00 -3.6868e+00 +3.4162e+00 -3.2149e+00 +1.8066e+00 -3.3863e+00 -3.2955e+00 +3.2582e+00 -1.1725e-01 -3.1419e+00 +4.9789e-01
34098 +6.492566338e-06 +6.492566338e-06 -1.599993507e+00 -1.599993507e+00 +1.0771e+00 -2.0344e+00 +5.8672e-01 +2.9952e+00 -2.0636e+00 -9.4554e-01 -3.0822e+00 -3.5204e+00 +4.3379e-01 +3.1381e+00 -3.6648e+00 +3.4103e+00 -3.1838e+00 +1.7904e+00 -3.3847e+00 -3.2931e+00 +3.2618e+00 -1.1888e-01 -3.1403e+00 +4.5912e-01
34104 +6.444342150e-06 +6.444342150e-06 -1.599993556e+00 -1.599993556e+00 +1.0748e+00 -2.0493e+00 +5.9882e-01 +3.0001e+00 -2.0688e+00 -9.6383e-01 -3.0667e+00 -3.5119e+00 +4.2565e-01 +3.1594e+00 -3.6813e+00 +3.4141e+00 -3.2034e+00 +1.8077e+00 -3.4011e+00 -3.2792e+00 +3.2493e+00 -1.1338e-01 -3.1533e+00 +4.8079e-01
34192 +5.978210900e-06 +5.978210900e-06 -1.599994022e+00 -1.599994022e+00 +1.0700e+00 -2.0338e+00 +5.8272e-01 +3.0070e+00 -2.0718e+00 -9.6694e-01 -3.0769e+00 -3.5261e+00 +4.2024e-01 +3.1655e+00 -3.6724e+00 +3.4296e+00 -3.2075e+00 +1.7986e+00 -3.3920e+00 -3.2715e+00 +3.2587e+00 -1.1250e-01 -3.1589e+00 +4.8265e-01
34214 +4.425575131e-06 +4.425575131e-06 -1.599995574e+00 -1.599995574e+00 +1.0705e+00 -2.0363e+00 +5.8841e-01 +2.9984e+00 -2.0708e+00 -9.6792e-01 -3.0812e+00 -3.5221e+00 +4.2944e-01 +3.1574e+00 -3.6693e+00 +3.4239e+00 -3.2240e+00 +1.7954e+00 -3.3825e+00 -3.2743e+00 +3.2539e+00 -1.1589e-01 -3.1525e+00 +4.7841e-01
34236 +2.832403611e-06 +2.832403611e-06 -1.599997168e+00 -1.599997168e+00 +1.0685e+00 -2.0369e+00 +5.9897e-01 +2.9984e+00 -2.0780e+00 -9.6584e-01 -3.0909e+00 -3.5269e+00 +4.3197e-01 +3.1573e+00 -3.6593e+00 +3.4147e+00 -3.2068e+00 +1.7926e+00 -3.3813e+00 -3.2625e+00 +3.2516e+00 -1.1760e-01 -3.1510e+00 +4.8140e-01
34258 +2.295399770e-06 +2.295399770e-06 -1.599997705e+00 -1.599997705e+00 +1.0714e+00 -2.0426e+00 +5.8906e-01 +3.0012e+00 -2.0688e+00 -9.7489e-01 -3.0921e+00 -3.5324e+00 +4.3357e-01 +3.1616e+00 -3.6503e+00 +3.4121e+00 -3.2206e+00 +1.7977e+00 -3.3817e+00 -3.2637e+00 +3.2512e+00 -1.1792e-01 -3.1526e+00 +4.8610e-01
34280 +2.066270074e-06 +2.066270074e-06 -1.599997934e+00 -1.599997934e+00 +1.0739e+00 -2.0458e+00 +5.8361e-01 +2.9933e+00 -2.0698e+00 -9.7111e-01 -3.0858e+00 -3.5382e+00 +4.4064e-01 +3.1722e+00 -3.6469e+00 +3.4154e+00 -3.2193e+00 +1.7891e+00 -3.3824e+00 -3.2656e+00 +3.2586e+00 -1.1788e-01 -3.1506e+00 +4.8854e-01
34302 +2.033061802e-06 +2.033061802e-06 -1.599997967e+00 -1.599997967e+00 +1.0758e+00 -2.0410e+00 +5.8476e-01 +2.9879e+00 -2.0718e+00 -9.8103e-01 -3.0923e+00 -3.5355e+00 +4.3788e-01 +3.1751e+00 -3.6446e+00 +3.4209e+00 -3.2226e+00 +1.7925e+00 -3.3768e+00 -3.2704e+00 +3.2483e+00 -1.2375e-01 -3.1508e+00 +4.8973e-01
34324 +1.703788783e-06 +1.703788783e-06 -1.599998296e+00 -1.599998296e+00 +1.0831e+00 -2.0370e+00 +5.7592e-01 +2.9956e+00 -2.0719e+00 -9.7582e-01 -3.0928e+00 -3.5300e+00 +4.3387e-01 +3.1761e+00 -3.6426e+00 +3.4161e+00 -3.2176e+00 +1.7980e+00 -3.3669e+00 -3.2740e+00 +3.2465e+00 -1.2430e-01 -3.1408e+00 +4.8448e-01
34368 +1.679689194e-06 +1.679689194e-06 -1.599998320e+00 -1.599998320e+00 +1.0838e+00 -2.0437e+00 +5.6954e-01 +2.9974e+00 -2.0756e+00 -9.7293e-01 -3.0886e+00 -3.5311e+00 +4.2943e-01 +3.1844e+00 -3.6369e+00 +3.4216e+00 -3.2193e+00 +1.8071e+00 -3.3714e+00 -3.2579e+00 +3.2463e+00 -1.2868e-01 -3.1344e+00 +4.8184e-01
34390 +1.632048506e-06 +1.632048506e-06 -1.599998368e+00 -1.599998368e+00 +1.0858e+00 -2.0297e+00 +5.7021e-01 +2.9980e+00 -2.0701e+00 -9.7096e-01 -3.0891e+00 -3.5333e+00 +4.2708e-01 +3.1855e+00 -3.6326e+00 +3.4180e+00 -3.2161e+00 +1.8005e+00 -3.3656e+00 -3.2569e+00 +3.2484e+00 -1.3061e-01 -3.1284e+00 +4.8466e-01
34412 +1.538663667e-06 +1.538663667e-06 -1.599998461e+00 -1.599998461e+00 +1.0870e+00 -2.0277e+00 +5.7766e-01 +2.9963e+00 -2.0719e+00 -9.6873e-01 -3.0951e+00 -3.5335e+00 +4.3203e-01 +3.1876e+00 -3.6325e+00 +3.4131e+00 -3.2129e+00 +1.8076e+00 -3.3703e+00 -3.2555e+00 +3.2506e+00 -1.3175e-01 -3.1303e+00 +4.8361e-01
34434 +1.379322954e-06 +1.379322954e-06 -1.599998621e+00 -1.599998621e+00 +1.0903e+00 -2.0288e+00 +5.7559e-01 +2.9917e+00 -2.0723e+00 -9.6336e-01 -3.0920e+00 -3.5323e+00 +4.3611e-01 +3.1976e+00 -3.6291e+00 +3.4170e+00 -3.2173e+00 +1.8035e+00 -3.3675e+00 -3.2555e+00 +3.2557e+00 -1.3127e-01 -3.1356e+00 +4.8469e-01
34456 +1.223006462e-06 +1.223006462e-06 -1.599998777e+00 -1.599998777e+00 +1.0914e+00 -2.0357e+00 +5.7818e-01 +2.9954e+00 -2.0745e+00 -9.5976e-01 -3.0895e+00 -3.5344e+00 +4.3353e-01 +3.1958e+00 -3.6268e+00 +3.4169e+00 -3.2210e+00 +1.8074e+00 -3.3725e+00 -3.2590e+00 +3.2615e+00 -1.3134e-01 -3.1352e+00 +4.8833e-01
34500 +8.927413369e-07 +8.927413369e-07 -1.599999107e+00 -1.599999107e+00 +1.0973e+00 -2.0297e+00 +5.8710e-01 +2.9955e+00 -2.0741e+00 -9.5713e-01 -3.0792e+00 -3.5404e+00 +4.3306e-01 +3.1945e+00 -3.6155e+00 +3.4176e+00 -3.2102e+00 +1.8024e+00 -3.3769e+00 -3.2544e+00 +3.2530e+00 -1.3304e-01 -3.1320e+00 +4.8423e-01
34522 +5.833343137e-07 +5.833343137e-07 -1.599999417e+00 -1.599999417e+00 +1.1004e+00 -2.0280e+00 +5.8408e-01 +3.0009e+00 -2.0755e+00 -9.5232e-01 -3.0836e+00 -3.5398e+00 +4.3148e-01 +3.1870e+00 -3.6170e+00 +3.4126e+00 -3.2194e+00 +1.7991e+00 -3.3731e+00 -3.2551e+00 +3.2565e+00 -1.3161e-01 -3.1325e+00 +4.9074e-01
34544 +5.554982561e-07 +5.554982561e-07 -1.599999445e+00 -1.599999445e+00 +1.1002e+00 -2.0296e+00 +5.8296e-01 +3.0034e+00 -2.0774e+00 -9.5535e-01 -3.0898e+00 -3.5391e+00 +4.3351e-01 +3.1892e+00 -3.6144e+00 +3.4081e+00 -3.2156e+00 +1.7991e+00 -3.3776e+00 -3.2589e+00 +3.2600e+00 -1.3119e-01 -3.1275e+00 +4.8901e-01
34566 +4.699402181e-07 +4.699402181e-07 -1.599999530e+00 -1.599999530e+00 +1.1014e+00 -2.0309e+00 +5.8002e-01 +2.9990e+00 -2.0762e+00 -9.4935e-01 -3.0960e+00 -3.5439e+00 +4.3791e-01 +3.1827e+00 -3.6151e+00 +3.4115e+00 -3.2167e+00 +1.7975e+00 -3.3778e+00 -3.2638e+00 +3.2637e+00 -1.2886e-01 -3.1284e+00 +4.9116e-01
34676 +4.451933331e-07 +4.451933331e-07 -1.599999555e+00 -1.599999555e+00 +1.1081e+00 -2.0344e+00 +5.7791e-01 +3.0013e+00 -2.0778e+00 -9.4806e-01 -3.0982e+00 -3.5432e+00 +4.4478e-01 +3.1828e+00 -3.6079e+00 +3.4098e+00 -3.2191e+00 +1.7988e+00 -3.3793e+00 -3.2678e+00 +3.2744e+00 -1.2183e-01 -3.1395e+00 +4.9098e-01
34698 +2.924445865e-07 +2.924445865e-07 -1.599999708e+00 -1.599999708e+00 +1.1089e+00 -2.0287e+00 +5.7630e-01 +2.9999e+00 -2.0791e+00 -9.4222e-01 -3.0976e+00 -3.5414e+00 +4.4445e-01 +3.1800e+00 -3.6013e+00 +3.4115e+00 -3.2218e+00 +1.7893e+00 -3.3754e+00 -3.2566e+00 +3.2725e+00 -1.1917e-01 -3.1395e+00 +4.8862e-01
34742 +2.708888973e-07 +2.708888973e-07 -1.599999729e+00 -1.599999729e+00 +1.1136e+00 -2.0378e+00 +5.7890e-01 +3.0042e+00 -2.0810e+00 -9.4407e-01 -3.0931e+00 -3.5492e+00 +4.5103e-01 +3.1874e+00 -3.5998e+00 +3.4073e+00 -3.2242e+00 +1.7892e+00 -3.3744e+00 -3.2514e+00 +3.2755e+00 -1.1942e-01 -3.1401e+00 +4.9636e-01
34764 +2.637434837e-07 +2.637434837e-07 -1.599999736e+00 -1.599999736e+00 +1.1170e+00 -2.0336e+00 +5.7147e-01 +3.0033e+00 -2.0803e+00 -9.4822e-01 -3.0988e+00 -3.5503e+00 +4.4454e-01 +3.1929e+00 -3.6001e+00 +3.4032e+00 -3.2201e+00 +1.7849e+00 -3.3704e+00 -3.2476e+00 +3.2726e+00 -1.1751e-01 -3.1394e+00 +4.9759e-01
34779 +2.426068291e-07 +2.426068291e-07 -1.599999757e+00 -1.599999757e+00 +1.1236e+00 -2.0215e+00 +5.7556e-01 +3.0073e+00 -2.0825e+00 -9.3828e-01 -3.1025e+00 -3.5491e+00 +4.4931e-01 +3.1774e+00 -3.5978e+00 +3.4032e+00 -3.2140e+00 +1.7849e+00 -3.3653e+00 -3.2576e+00 +3.2638e+00 -1.2911e-01 -3.1340e+00 +4.8917e-01
34786 +2.126416394e-07 +2.126416394e-07 -1.599999787e+00 -1.599999787e+00 +1.1207e+00 -2.0275e+00 +5.7277e-01 +3.0062e+00 -2.0795e+00 -9.4069e-01 -3.0996e+00 -3.5482e+00 +4.4758e-01 +3.1816e+00 -3.6027e+00 +3.4048e+00 -3.2204e+00 +1.7868e+00 -3.3716e+00 -3.2512e+00 +3.2695e+00 -1.1952e-01 -3.1400e+00 +4.9529e-01
34808 +1.936358820e-07 +1.936358820e-07 -1.599999806e+00 -1.599999806e+00 +1.1246e+00 -2.0263e+00 +5.7943e-01 +3.0075e+00 -2.0807e+00 -9.4634e-01 -3.1012e+00 -3.5495e+00 +4.5080e-01 +3.1803e+00 -3.5989e+00 +3.4027e+00 -3.2222e+00 +1.7834e+00 -3.3706e+00 -3.2501e+00 +3.2711e+00 -1.1953e-01 -3.1364e+00 +4.9335e-01
34830 +1.828886824e-07 +1.828886824e-07 -1.599999817e+00 -1.599999817e+00 +1.1199e+00 -2.0291e+00 +5.7683e-01 +3.0041e+00 -2.0802e+00 -9.4980e-01 -3.1013e+00 -3.5480e+00 +4.5183e-01 +3.1854e+00 -3.6021e+00 +3.4047e+00 -3.2264e+00 +1.7865e+00 -3.3723e+00 -3.2480e+00 +3.2669e+00 -1.2520e-01 -3.1395e+00 +4.9434e-01
34940 +1.793306217e-07 +1.793306217e-07 -1.599999821e+00 -1.599999821e+00 +1.1095e+00 -2.0356e+00 +5.6822e-01 +3.0000e+00 -2.0886e+00 -9.5312e-01 -3.0983e+00 -3.5470e+00 +4.4934e-01 +3.1877e+00 -3.5985e+00 +3.4055e+00 -3.2273e+00 +1.7893e+00 -3.3671e+00 -3.2521e+00 +3.2614e+00 -1.3290e-01 -3.1450e+00 +4.9856e-01
34962 +1.707706798e-07 +1.707706798e-07 -1.599999829e+00 -1.599999829e+00 +1.1140e+00 -2.0313e+00 +5.7462e-01 +3.0022e+00 -2.0874e+00 -9.5439e-01 -3.1005e+00 -3.5489e+00 +4.4927e-01 +3.1918e+00 -3.6051e+00 +3.4035e+00 -3.2286e+00 +1.7886e+00 -3.3678e+00 -3.2519e+00 +3.2631e+00 -1.3314e-01 -3.1438e+00 +5.0564e-01
35006 +1.421303915e-07 +1.421303915e-07 -1.599999858e+00 -1.599999858e+00 +1.1156e+00 -2.0288e+00 +5.7316e-01 +3.0039e+00 -2.0852e+00 -9.4412e-01 -3.0996e+00 -3.5524e+00 +4.5038e-01 +3.1938e+00 -3.5953e+00 +3.4051e+00 -3.2271e+00 +1.7888e+00 -3.3695e+00 -3.2546e+00 +3.2679e+00 -1.2886e-01 -3.1388e+00 +5.0387e-01
35028 +1.057311090e-07 +1.057311090e-07 -1.599999894e+00 -1.599999894e+00 +1.1125e+00 -2.0299e+00 +5.6903e-01 +3.0045e+00 -2.0883e+00 -9.4146e-01 -3.0979e+00 -3.5517e+00 +4.5286e-01 +3.1968e+00 -3.5944e+00 +3.4057e+00 -3.2207e+00 +1.7929e+00 -3.3673e+00 -3.2483e+00 +3.2661e+00 -1.2932e-01 -3.1420e+00 +5.0177e-01
