% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
901 +3.222747987e+00 +3.222747987e+00 -2.198972520e+02 -2.198972520e+02 -1.5470e+00 -1.0575e+00 -3.7769e+00 -4.2116e+00 +4.0532e+00 -2.0781e+00 +2.9442e-01 +1.5630e+00 -1.2395e+00 +2.6119e+00 -1.7462e+00 -7.4961e-01 +4.7785e-01 -2.5761e-01 -3.5094e+00 -8.6989e-01 -3.4762e+00 -3.6799e+00 -1.8682e-01 -1.3497e+00
2728 +3.070285067e+00 +3.070285067e+00 -2.200497149e+02 -2.200497149e+02 -1.7818e+00 -9.3290e-01 -3.6677e+00 -4.1925e+00 +4.0037e+00 -1.9286e+00 +2.5804e-02 +1.4797e+00 -9.8822e-01 +2.3566e+00 -1.5767e+00 -7.4952e-01 +5.1957e-01 -6.9224e-01 -3.8870e+00 -9.0622e-01 -3.1228e+00 -2.8913e+00 -9.2278e-01 -7.3573e-01
2748 +3.011995099e+00 +3.011995099e+00 -2.201080049e+02 -2.201080049e+02 -1.7926e+00 -9.5583e-01 -3.6770e+00 -4.1811e+00 +4.0184e+00 -1.9372e+00 -1.0046e-02 +1.4695e+00 -9.8964e-01 +2.3550e+00 -1.5879e+00 -7.3820e-01 +4.9385e-01 -6.7225e-01 -3.8717e+00 -8.8897e-01 -3.1524e+00 -2.9137e+00 -9.6023e-01 -7.3473e-01
2816 +2.667527902e+00 +2.667527902e+00 -2.204524721e+02 -2.204524721e+02 -1.7921e+00 -9.3621e-01 -3.6666e+00 -4.2151e+00 +4.0032e+00 -1.9375e+00 +1.3311e-02 +1.4671e+00 -9.8007e-01 +2.3545e+00 -1.5936e+00 -7.4649e-01 +5.0319e-01 -6.7214e-01 -3.8967e+00 -8.9972e-01 -3.1553e+00 -2.9226e+00 -9.4186e-01 -7.3643e-01
2838 +1.796107421e+00 +1.796107421e+00 -2.213238926e+02 -2.213238926e+02 -1.8011e+00 -9.4162e-01 -3.6684e+00 -4.1991e+00 +3.9954e+00 -1.9428e+00 +1.3545e-02 +1.4689e+00 -9.7143e-01 +2.3545e+00 -1.5991e+00 -7.6557e-01 +5.1043e-01 -6.5769e-01 -3.8919e+00 -9.0193e-01 -3.1530e+00 -2.9132e+00 -9.5036e-01 -7.2991e-01
2875 +1.627108437e+00 +1.627108437e+00 -2.214928916e+02 -2.214928916e+02 -1.8054e+00 -9.5766e-01 -3.6732e+00 -4.2125e+00 +4.0015e+00 -1.9271e+00 +2.3778e-02 +1.4609e+00 -9.7182e-01 +2.3561e+00 -1.5637e+00 -7.7565e-01 +5.0503e-01 -6.9563e-01 -3.9116e+00 -8.9448e-01 -3.1672e+00 -2.8952e+00 -9.6746e-01 -7.3463e-01
2882 +7.419131539e-01 +7.419131539e-01 -2.223780868e+02 -2.223780868e+02 -1.8153e+00 -9.5966e-01 -3.6795e+00 -4.1843e+00 +4.0163e+00 -1.9372e+00 -8.8962e-03 +1.4563e+00 -9.8058e-01 +2.3607e+00 -1.5959e+00 -7.6858e-01 +5.1398e-01 -6.7694e-01 -3.9081e+00 -8.9605e-01 -3.1746e+00 -2.9022e+00 -9.7620e-01 -7.3299e-01
3300 +6.027195983e-01 +6.027195983e-01 -2.225172804e+02 -2.225172804e+02 -1.8204e+00 -9.3282e-01 -3.6750e+00 -4.1653e+00 +3.9994e+00 -1.9522e+00 +7.0692e-03 +1.4475e+00 -1.0240e+00 +2.3577e+00 -1.5410e+00 -7.6857e-01 +5.0287e-01 -6.7824e-01 -3.9155e+00 -8.8870e-01 -3.1727e+00 -2.9212e+00 -9.5291e-01 -7.6734e-01
3451 +5.818985487e-01 +5.818985487e-01 -2.225381015e+02 -2.225381015e+02 -1.8279e+00 -9.3179e-01 -3.6761e+00 -4.1440e+00 +3.9873e+00 -1.9474e+00 -1.7508e-03 +1.4489e+00 -1.0176e+00 +2.3386e+00 -1.5510e+00 -7.7341e-01 +5.0290e-01 -6.7649e-01 -3.9227e+00 -8.9053e-01 -3.1783e+00 -2.9203e+00 -9.7024e-01 -7.6358e-01
3581 +4.688346131e-01 +4.688346131e-01 -2.226511654e+02 -2.226511654e+02 -1.8260e+00 -9.2565e-01 -3.6715e+00 -4.1366e+00 +4.0004e+00 -1.9640e+00 -9.0585e-03 +1.4594e+00 -1.0369e+00 +2.3523e+00 -1.5372e+00 -7.6290e-01 +5.0224e-01 -6.9208e-01 -3.9242e+00 -8.9538e-01 -3.1754e+00 -2.9144e+00 -9.6541e-01 -7.6071e-01
3696 +4.646931073e-01 +4.646931073e-01 -2.226553069e+02 -2.226553069e+02 -1.8244e+00 -9.1898e-01 -3.6743e+00 -4.1504e+00 +3.9939e+00 -1.9594e+00 -1.9393e-03 +1.4497e+00 -1.0331e+00 +2.3596e+00 -1.5428e+00 -7.7109e-01 +4.9705e-01 -6.8472e-01 -3.9197e+00 -8.8790e-01 -3.1672e+00 -2.9125e+00 -9.6846e-01 -7.6183e-01
3718 +4.058200365e-01 +4.058200365e-01 -2.227141800e+02 -2.227141800e+02 -1.8249e+00 -9.1881e-01 -3.6766e+00 -4.1502e+00 +3.9938e+00 -1.9580e+00 -1.2446e-03 +1.4523e+00 -1.0337e+00 +2.3586e+00 -1.5412e+00 -7.7345e-01 +4.9962e-01 -6.8391e-01 -3.9178e+00 -8.8578e-01 -3.1667e+00 -2.9129e+00 -9.6830e-01 -7.6313e-01
3850 +3.777934095e-01 +3.777934095e-01 -2.227422066e+02 -2.227422066e+02 -1.8286e+00 -9.2295e-01 -3.6746e+00 -4.1495e+00 +3.9925e+00 -1.9638e+00 -2.2174e-03 +1.4527e+00 -1.0333e+00 +2.3567e+00 -1.5360e+00 -7.7476e-01 +4.9519e-01 -6.8254e-01 -3.9182e+00 -8.8261e-01 -3.1670e+00 -2.9120e+00 -9.6715e-01 -7.6032e-01
4026 +3.668965047e-01 +3.668965047e-01 -2.227531035e+02 -2.227531035e+02 -1.8244e+00 -9.2376e-01 -3.6766e+00 -4.1527e+00 +3.9928e+00 -1.9625e+00 -5.3685e-03 +1.4523e+00 -1.0348e+00 +2.3554e+00 -1.5402e+00 -7.7829e-01 +4.9620e-01 -6.7924e-01 -3.9140e+00 -8.8358e-01 -3.1678e+00 -2.9137e+00 -9.6605e-01 -7.6106e-01
4048 +3.408603000e-01 +3.408603000e-01 -2.227791397e+02 -2.227791397e+02 -1.8239e+00 -9.2247e-01 -3.6767e+00 -4.1528e+00 +3.9938e+00 -1.9613e+00 -3.8828e-03 +1.4514e+00 -1.0349e+00 +2.3553e+00 -1.5413e+00 -7.7786e-01 +4.9695e-01 -6.7969e-01 -3.9117e+00 -8.8331e-01 -3.1688e+00 -2.9128e+00 -9.6569e-01 -7.6128e-01
4092 +3.276136838e-01 +3.276136838e-01 -2.227923863e+02 -2.227923863e+02 -1.8255e+00 -9.2167e-01 -3.6772e+00 -4.1537e+00 +3.9948e+00 -1.9624e+00 -3.5126e-03 +1.4520e+00 -1.0357e+00 +2.3549e+00 -1.5424e+00 -7.7691e-01 +4.9650e-01 -6.7801e-01 -3.9129e+00 -8.8331e-01 -3.1684e+00 -2.9105e+00 -9.6407e-01 -7.6069e-01
4114 +3.063868893e-01 +3.063868893e-01 -2.228136131e+02 -2.228136131e+02 -1.8244e+00 -9.2282e-01 -3.6774e+00 -4.1547e+00 +3.9965e+00 -1.9623e+00 -3.8332e-03 +1.4524e+00 -1.0353e+00 +2.3552e+00 -1.5427e+00 -7.7566e-01 +4.9546e-01 -6.7901e-01 -3.9118e+00 -8.8271e-01 -3.1686e+00 -2.9108e+00 -9.6370e-01 -7.6004e-01
4136 +2.465389711e-01 +2.465389711e-01 -2.228734610e+02 -2.228734610e+02 -1.8243e+00 -9.2235e-01 -3.6771e+00 -4.1560e+00 +3.9968e+00 -1.9626e+00 -3.1438e-03 +1.4515e+00 -1.0345e+00 +2.3544e+00 -1.5440e+00 -7.7596e-01 +4.9531e-01 -6.7828e-01 -3.9109e+00 -8.8193e-01 -3.1695e+00 -2.9107e+00 -9.6410e-01 -7.6016e-01
4180 +2.351626979e-01 +2.351626979e-01 -2.228848373e+02 -2.228848373e+02 -1.8241e+00 -9.2264e-01 -3.6788e+00 -4.1564e+00 +3.9959e+00 -1.9616e+00 -4.7695e-03 +1.4515e+00 -1.0337e+00 +2.3519e+00 -1.5441e+00 -7.7614e-01 +4.9472e-01 -6.7950e-01 -3.9093e+00 -8.8159e-01 -3.1682e+00 -2.9118e+00 -9.6533e-01 -7.6114e-01
4202 +1.743603528e-01 +1.743603528e-01 -2.229456396e+02 -2.229456396e+02 -1.8237e+00 -9.2227e-01 -3.6801e+00 -4.1565e+00 +3.9949e+00 -1.9631e+00 -4.4091e-03 +1.4512e+00 -1.0338e+00 +2.3528e+00 -1.5426e+00 -7.7728e-01 +4.9435e-01 -6.7942e-01 -3.9094e+00 -8.8247e-01 -3.1684e+00 -2.9105e+00 -9.6495e-01 -7.6118e-01
4400 +1.630507205e-01 +1.630507205e-01 -2.229569493e+02 -2.229569493e+02 -1.8247e+00 -9.2165e-01 -3.6797e+00 -4.1581e+00 +3.9958e+00 -1.9633e+00 -2.2881e-03 +1.4526e+00 -1.0323e+00 +2.3527e+00 -1.5439e+00 -7.7695e-01 +4.9366e-01 -6.7872e-01 -3.9096e+00 -8.8295e-01 -3.1682e+00 -2.9108e+00 -9.6393e-01 -7.6315e-01
4422 +1.497776252e-01 +1.497776252e-01 -2.229702224e+02 -2.229702224e+02 -1.8249e+00 -9.2177e-01 -3.6808e+00 -4.1581e+00 +3.9965e+00 -1.9627e+00 -1.5381e-03 +1.4526e+00 -1.0324e+00 +2.3529e+00 -1.5440e+00 -7.7723e-01 +4.9339e-01 -6.7913e-01 -3.9095e+00 -8.8218e-01 -3.1676e+00 -2.9109e+00 -9.6360e-01 -7.6275e-01
4620 +1.427711682e-01 +1.427711682e-01 -2.229772288e+02 -2.229772288e+02 -1.8243e+00 -9.2382e-01 -3.6802e+00 -4.1607e+00 +3.9972e+00 -1.9607e+00 -2.1842e-03 +1.4516e+00 -1.0322e+00 +2.3524e+00 -1.5460e+00 -7.7722e-01 +4.9305e-01 -6.7886e-01 -3.9100e+00 -8.8207e-01 -3.1675e+00 -2.9128e+00 -9.6321e-01 -7.6294e-01
4686 +1.320273752e-01 +1.320273752e-01 -2.229879726e+02 -2.229879726e+02 -1.8242e+00 -9.2336e-01 -3.6800e+00 -4.1613e+00 +3.9973e+00 -1.9614e+00 -1.9300e-03 +1.4516e+00 -1.0320e+00 +2.3533e+00 -1.5459e+00 -7.7684e-01 +4.9295e-01 -6.7797e-01 -3.9102e+00 -8.8206e-01 -3.1674e+00 -2.9133e+00 -9.6247e-01 -7.6316e-01
4711 +1.311454944e-01 +1.311454944e-01 -2.229888545e+02 -2.229888545e+02 -1.8236e+00 -9.2437e-01 -3.6810e+00 -4.1619e+00 +3.9979e+00 -1.9614e+00 -1.8654e-03 +1.4509e+00 -1.0321e+00 +2.3520e+00 -1.5464e+00 -7.7789e-01 +4.9231e-01 -6.7645e-01 -3.9109e+00 -8.8155e-01 -3.1674e+00 -2.9132e+00 -9.6245e-01 -7.6251e-01
4730 +1.258362048e-01 +1.258362048e-01 -2.229941638e+02 -2.229941638e+02 -1.8241e+00 -9.2340e-01 -3.6812e+00 -4.1619e+00 +3.9972e+00 -1.9614e+00 -2.9238e-03 +1.4512e+00 -1.0320e+00 +2.3527e+00 -1.5452e+00 -7.7678e-01 +4.9295e-01 -6.7723e-01 -3.9102e+00 -8.8224e-01 -3.1675e+00 -2.9140e+00 -9.6284e-01 -7.6306e-01
4774 +1.205001201e-01 +1.205001201e-01 -2.229994999e+02 -2.229994999e+02 -1.8240e+00 -9.2359e-01 -3.6807e+00 -4.1626e+00 +3.9982e+00 -1.9618e+00 -2.8037e-03 +1.4513e+00 -1.0318e+00 +2.3525e+00 -1.5453e+00 -7.7608e-01 +4.9314e-01 -6.7540e-01 -3.9105e+00 -8.8162e-01 -3.1686e+00 -2.9152e+00 -9.6255e-01 -7.6356e-01
49568 +1.187433252e-01 +1.187433252e-01 -2.230012567e+02 -2.230012567e+02 +1.9836e+00 +1.9519e+00 +1.0917e+00 +2.1995e+00 -5.1978e+00 +3.7420e+00 +1.6259e+00 +1.9879e+00 +1.4438e+00 +6.8579e-01 -1.7090e+00 +1.3514e+00 +1.6037e+00 -4.2268e+00 -1.2777e+00 -3.6988e+00 -4.3460e+00 -2.9650e+00 -1.2594e+00 -3.6180e+00
49810 +1.163544920e-01 +1.163544920e-01 -2.230036455e+02 -2.230036455e+02 +1.9836e+00 +1.9520e+00 +1.0918e+00 +2.1995e+00 -5.1979e+00 +3.7421e+00 +1.6259e+00 +1.9878e+00 +1.4435e+00 +6.8574e-01 -1.7091e+00 +1.3512e+00 +1.6037e+00 -4.2269e+00 -1.2777e+00 -3.6988e+00 -4.3461e+00 -2.9649e+00 -1.2595e+00 -3.6179e+00
50382 +1.146622486e-01 +1.146622486e-01 -2.230053378e+02 -2.230053378e+02 +1.9836e+00 +1.9520e+00 +1.0918e+00 +2.1995e+00 -5.1979e+00 +3.7421e+00 +1.6258e+00 +1.9878e+00 +1.4437e+00 +6.8576e-01 -1.7091e+00 +1.3513e+00 +1.6037e+00 -4.2269e+00 -1.2777e+00 -3.6989e+00 -4.3461e+00 -2.9651e+00 -1.2595e+00 -3.6179e+00
54360 +1.121995220e-01 +1.121995220e-01 -2.230078005e+02 -2.230078005e+02 +1.9836e+00 +1.9519e+00 +1.0917e+00 +2.1994e+00 -5.1979e+00 +3.7421e+00 +1.6259e+00 +1.9878e+00 +1.4438e+00 +6.8574e-01 -1.7091e+00 +1.3514e+00 +1.6037e+00 -4.2269e+00 -1.2777e+00 -3.6989e+00 -4.3461e+00 -2.9650e+00 -1.2595e+00 -3.6179e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439186561e+01 +1.439186561e+01 -3.003813439e+01 -3.003813439e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +1.220569909e+01 +1.220569909e+01 -3.222430091e+01 -3.222430091e+01 +5.3319e+00 -9.0985e-01 -1.0873e+00 +1.0088e+00 -4.1929e+00 +1.7127e-01 +2.0215e+00 +2.4278e-01 +1.0794e+00 +1.0082e+00 -4.2110e+00 +1.2292e+00 +7.7418e-01 +1.3508e+00 +4.2758e+00 +1.0358e+00 -1.7369e+00 +6.8483e-01 +1.1847e+00 +1.7540e+00
10 +1.043084170e+01 +1.043084170e+01 -3.399915830e+01 -3.399915830e+01 +5.4288e+00 -9.1670e-01 -1.0392e+00 +9.2421e-01 -4.3134e+00 +2.1946e-01 +1.9590e+00 +3.0071e-01 +1.0487e+00 +9.8706e-01 -4.1991e+00 +1.3626e+00 +8.9338e-01 +1.4465e+00 +4.0986e+00 +1.1133e+00 -1.8402e+00 +8.3200e-01 +8.2702e-01 +1.9990e+00
13 +1.001439858e+01 +1.001439858e+01 -3.441560142e+01 -3.441560142e+01 +5.2998e+00 -1.1077e+00 -1.2863e+00 +1.0244e+00 -4.3383e+00 +2.6772e-01 +2.1562e+00 +2.4792e-01 +1.1332e+00 +1.0599e+00 -4.0960e+00 +1.4077e+00 +9.7411e-01 +1.5341e+00 +4.1277e+00 +9.4593e-01 -1.6063e+00 +8.9560e-01 +9.9233e-01 +2.0483e+00
22 +9.144586749e+00 +9.144586749e+00 -3.528541325e+01 -3.528541325e+01 +5.3718e+00 -1.0414e+00 -1.1273e+00 +9.5805e-01 -4.3371e+00 +2.2426e-01 +2.0816e+00 +3.5746e-01 +1.1172e+00 +1.0397e+00 -4.1972e+00 +1.3532e+00 +8.3517e-01 +1.4027e+00 +4.1630e+00 +1.0916e+00 -1.7527e+00 +8.5859e-01 +9.6364e-01 +1.9190e+00
48 +8.497158675e+00 +8.497158675e+00 -3.593284132e+01 -3.593284132e+01 +5.1783e+00 -9.4338e-01 -1.2528e+00 +9.7073e-01 -4.3723e+00 +1.5063e-01 +2.0488e+00 +2.1583e-01 +9.8519e-01 +1.0621e+00 -4.1026e+00 +1.3381e+00 +7.0138e-01 +1.3197e+00 +4.1793e+00 +1.1416e+00 -1.7302e+00 +9.2637e-01 +1.0432e+00 +2.0493e+00
93 +5.922758872e+00 +5.922758872e+00 -3.850724113e+01 -3.850724113e+01 +5.4122e+00 -9.7367e-01 -1.2177e+00 +9.5773e-01 -4.2420e+00 +3.8540e-01 +2.1081e+00 +2.6958e-01 +1.0336e+00 +8.3066e-01 -4.1269e+00 +1.4091e+00 +5.6768e-01 +1.1601e+00 +4.1301e+00 +1.1636e+00 -1.8429e+00 +8.5537e-01 +9.6491e-01 +2.3590e+00
164 +5.432803629e+00 +5.432803629e+00 -3.899719637e+01 -3.899719637e+01 +5.5110e+00 -9.3931e-01 -1.1118e+00 +1.0567e+00 -4.2547e+00 +2.6165e-01 +1.9390e+00 +4.9949e-01 +1.0940e+00 +1.1483e+00 -4.3049e+00 +1.4398e+00 +8.0800e-01 +1.3534e+00 +4.1553e+00 +1.0563e+00 -1.8118e+00 +1.2053e+00 +9.5432e-01 +2.1733e+00
203 +4.960326616e+00 +4.960326616e+00 -3.946967338e+01 -3.946967338e+01 +5.3247e+00 -9.9898e-01 -1.3990e+00 +1.0201e+00 -4.2569e+00 +1.3248e-01 +2.0782e+00 +3.8574e-01 +1.1827e+00 +1.1214e+00 -4.2949e+00 +1.3978e+00 +6.8126e-01 +1.2915e+00 +4.1331e+00 +1.0990e+00 -1.6446e+00 +9.7934e-01 +9.7928e-01 +2.1614e+00
349 +4.415410927e+00 +4.415410927e+00 -4.001458907e+01 -4.001458907e+01 +5.3408e+00 -8.5018e-01 -1.2862e+00 +9.0790e-01 -4.4757e+00 +3.1226e-01 +1.6956e+00 +3.8945e-01 +1.1103e+00 +9.6517e-01 -4.4222e+00 +1.3004e+00 +7.0314e-01 +1.3216e+00 +4.2549e+00 +1.1442e+00 -1.8021e+00 +1.0251e+00 +8.1530e-01 +2.1775e+00
373 +3.677466191e+00 +3.677466191e+00 -4.075253381e+01 -4.075253381e+01 +5.3368e+00 -9.2019e-01 -1.2645e+00 +8.9059e-01 -4.4421e+00 +3.6324e-01 +1.8317e+00 +4.0321e-01 +1.0290e+00 +9.7881e-01 -4.4761e+00 +1.3474e+00 +5.5918e-01 +1.3260e+00 +4.2054e+00 +9.1568e-01 -1.7868e+00 +1.1140e+00 +8.2845e-01 +2.3056e+00
1844 +3.145359192e+00 +3.145359192e+00 -4.128464081e+01 -4.128464081e+01 +5.4446e+00 -6.9351e-01 -1.3404e+00 +9.7374e-01 -4.3529e+00 +2.6445e-01 +1.6208e+00 +3.4408e-01 +1.0816e+00 +1.0970e+00 -4.1193e+00 +1.2263e+00 +3.9158e-01 +1.3877e+00 +4.0917e+00 +1.4328e+00 -1.9716e+00 +1.3277e+00 +6.1213e-01 +2.6306e+00
3602 +2.702798084e+00 +2.702798084e+00 -4.172720192e+01 -4.172720192e+01 +5.2467e+00 -7.6993e-01 -1.2444e+00 +1.0409e+00 -4.2955e+00 +3.1380e-01 +1.7294e+00 +3.0209e-01 +1.2699e+00 +1.1764e+00 -4.4420e+00 +1.0360e+00 -1.1395e-02 +1.4291e+00 +4.0823e+00 +1.9460e+00 -1.7828e+00 +1.4454e+00 +6.9149e-01 +2.5458e+00
3735 +2.469850296e+00 +2.469850296e+00 -4.196014970e+01 -4.196014970e+01 +5.2355e+00 -8.1305e-01 -1.2505e+00 +1.0614e+00 -4.3104e+00 +3.3919e-01 +1.7232e+00 +2.7372e-01 +1.2569e+00 +1.1766e+00 -4.4121e+00 +1.0188e+00 -8.2007e-03 +1.4377e+00 +4.0957e+00 +1.9631e+00 -1.7282e+00 +1.4168e+00 +6.3369e-01 +2.5237e+00
3740 +2.159857723e+00 +2.159857723e+00 -4.227014228e+01 -4.227014228e+01 +5.2334e+00 -7.8680e-01 -1.2361e+00 +1.0635e+00 -4.3153e+00 +3.1449e-01 +1.7159e+00 +2.7907e-01 +1.2572e+00 +1.1814e+00 -4.4234e+00 +1.0445e+00 +3.5740e-03 +1.4366e+00 +4.1056e+00 +1.9696e+00 -1.7660e+00 +1.4231e+00 +6.5921e-01 +2.5182e+00
3806 +1.941570306e+00 +1.941570306e+00 -4.248842969e+01 -4.248842969e+01 +5.2328e+00 -7.9482e-01 -1.2390e+00 +1.0641e+00 -4.3089e+00 +3.0980e-01 +1.7396e+00 +2.7889e-01 +1.2637e+00 +1.1802e+00 -4.3995e+00 +1.0524e+00 -1.6692e-03 +1.4208e+00 +4.0977e+00 +1.9686e+00 -1.7631e+00 +1.4242e+00 +6.5261e-01 +2.5019e+00
3865 +1.601452688e+00 +1.601452688e+00 -4.282854731e+01 -4.282854731e+01 +5.2446e+00 -8.0054e-01 -1.2398e+00 +1.0735e+00 -4.3097e+00 +3.2912e-01 +1.7183e+00 +2.8807e-01 +1.2535e+00 +1.1867e+00 -4.4013e+00 +1.0624e+00 +3.3059e-02 +1.4375e+00 +4.1130e+00 +1.9581e+00 -1.7749e+00 +1.4200e+00 +6.6923e-01 +2.5049e+00
3894 +1.431955538e+00 +1.431955538e+00 -4.299804446e+01 -4.299804446e+01 +5.2233e+00 -8.0587e-01 -1.2410e+00 +1.0787e+00 -4.3154e+00 +3.3030e-01 +1.7242e+00 +2.8490e-01 +1.2592e+00 +1.1861e+00 -4.4164e+00 +1.0550e+00 +2.6674e-02 +1.4223e+00 +4.1208e+00 +1.9692e+00 -1.7585e+00 +1.4136e+00 +6.4516e-01 +2.5000e+00
3916 +9.614460809e-01 +9.614460809e-01 -4.346855392e+01 -4.346855392e+01 +5.2294e+00 -8.1329e-01 -1.2465e+00 +1.0884e+00 -4.3036e+00 +3.2283e-01 +1.7240e+00 +2.8163e-01 +1.2556e+00 +1.1874e+00 -4.4228e+00 +1.0531e+00 +2.0089e-02 +1.4167e+00 +4.1125e+00 +1.9729e+00 -1.7611e+00 +1.4191e+00 +6.5928e-01 +2.4991e+00
4114 +9.441024407e-01 +9.441024407e-01 -4.348589756e+01 -4.348589756e+01 +5.2393e+00 -8.0678e-01 -1.2457e+00 +1.0993e+00 -4.3042e+00 +3.2149e-01 +1.7247e+00 +2.7670e-01 +1.2681e+00 +1.1660e+00 -4.4327e+00 +1.0595e+00 +7.3962e-03 +1.4223e+00 +4.1021e+00 +1.9526e+00 -1.7522e+00 +1.3977e+00 +6.4448e-01 +2.4969e+00
4139 +9.214070909e-01 +9.214070909e-01 -4.350859291e+01 -4.350859291e+01 +5.2324e+00 -8.0481e-01 -1.2457e+00 +1.0966e+00 -4.3082e+00 +3.1645e-01 +1.7386e+00 +2.6775e-01 +1.2672e+00 +1.1658e+00 -4.4367e+00 +1.0565e+00 +1.6689e-02 +1.4205e+00 +4.1030e+00 +1.9510e+00 -1.7576e+00 +1.3966e+00 +6.3049e-01 +2.4990e+00
4180 +6.700531769e-01 +6.700531769e-01 -4.375994682e+01 -4.375994682e+01 +5.2354e+00 -8.0792e-01 -1.2403e+00 +1.1020e+00 -4.3036e+00 +3.2188e-01 +1.7294e+00 +2.6681e-01 +1.2711e+00 +1.1655e+00 -4.4323e+00 +1.0564e+00 +1.1400e-02 +1.4272e+00 +4.1029e+00 +1.9582e+00 -1.7605e+00 +1.3930e+00 +6.3533e-01 +2.4924e+00
4356 +6.379858944e-01 +6.379858944e-01 -4.379201411e+01 -4.379201411e+01 +5.2389e+00 -8.1871e-01 -1.2363e+00 +1.1037e+00 -4.2998e+00 +3.2518e-01 +1.7282e+00 +2.6337e-01 +1.2564e+00 +1.1659e+00 -4.4372e+00 +1.0531e+00 +1.8469e-02 +1.4198e+00 +4.0974e+00 +1.9610e+00 -1.7543e+00 +1.3963e+00 +6.2812e-01 +2.4859e+00
4378 +5.985976506e-01 +5.985976506e-01 -4.383140235e+01 -4.383140235e+01 +5.2405e+00 -8.1443e-01 -1.2382e+00 +1.0990e+00 -4.2997e+00 +3.2851e-01 +1.7201e+00 +2.6603e-01 +1.2629e+00 +1.1664e+00 -4.4324e+00 +1.0559e+00 +1.8489e-02 +1.4203e+00 +4.0949e+00 +1.9584e+00 -1.7572e+00 +1.3962e+00 +6.3172e-01 +2.4856e+00
4444 +5.777979010e-01 +5.777979010e-01 -4.385220210e+01 -4.385220210e+01 +5.2389e+00 -8.2394e-01 -1.2421e+00 +1.0982e+00 -4.2964e+00 +3.2794e-01 +1.7226e+00 +2.6825e-01 +1.2639e+00 +1.1639e+00 -4.4359e+00 +1.0552e+00 +2.4820e-02 +1.4152e+00 +4.0896e+00 +1.9606e+00 -1.7549e+00 +1.3913e+00 +6.3363e-01 +2.4902e+00
4466 +4.308682660e-01 +4.308682660e-01 -4.399913173e+01 -4.399913173e+01 +5.2385e+00 -8.2274e-01 -1.2415e+00 +1.0987e+00 -4.2965e+00 +3.2470e-01 +1.7227e+00 +2.6701e-01 +1.2652e+00 +1.1624e+00 -4.4330e+00 +1.0509e+00 +2.3812e-02 +1.4157e+00 +4.0923e+00 +1.9579e+00 -1.7565e+00 +1.3930e+00 +6.3009e-01 +2.4881e+00
4774 +3.749387260e-01 +3.749387260e-01 -4.405506127e+01 -4.405506127e+01 +5.2260e+00 -8.2692e-01 -1.2471e+00 +1.1060e+00 -4.2934e+00 +3.3348e-01 +1.7290e+00 +2.6350e-01 +1.2689e+00 +1.1640e+00 -4.4304e+00 +1.0404e+00 +3.2030e-02 +1.4178e+00 +4.1031e+00 +1.9521e+00 -1.7537e+00 +1.3927e+00 +6.2078e-01 +2.4835e+00
5080 +3.662036501e-01 +3.662036501e-01 -4.406379635e+01 -4.406379635e+01 +5.2228e+00 -8.2764e-01 -1.2508e+00 +1.1108e+00 -4.2894e+00 +3.2833e-01 +1.7324e+00 +2.5622e-01 +1.2741e+00 +1.1678e+00 -4.4323e+00 +1.0447e+00 +3.6016e-02 +1.4209e+00 +4.1007e+00 +1.9542e+00 -1.7616e+00 +1.4005e+00 +6.2385e-01 +2.4741e+00
5082 +3.358934474e-01 +3.358934474e-01 -4.409410655e+01 -4.409410655e+01 +5.2235e+00 -8.2620e-01 -1.2478e+00 +1.1116e+00 -4.2902e+00 +3.3190e-01 +1.7369e+00 +2.5781e-01 +1.2734e+00 +1.1711e+00 -4.4310e+00 +1.0405e+00 +4.0611e-02 +1.4185e+00 +4.1015e+00 +1.9526e+00 -1.7606e+00 +1.3968e+00 +6.1906e-01 +2.4736e+00
5170 +3.024714568e-01 +3.024714568e-01 -4.412752854e+01 -4.412752854e+01 +5.2203e+00 -8.2560e-01 -1.2503e+00 +1.1119e+00 -4.2885e+00 +3.3306e-01 +1.7367e+00 +2.5782e-01 +1.2736e+00 +1.1725e+00 -4.4324e+00 +1.0369e+00 +3.9928e-02 +1.4176e+00 +4.1038e+00 +1.9507e+00 -1.7598e+00 +1.4014e+00 +6.1684e-01 +2.4750e+00
5258 +2.525990492e-01 +2.525990492e-01 -4.417740095e+01 -4.417740095e+01 +5.2196e+00 -8.2620e-01 -1.2512e+00 +1.1127e+00 -4.2883e+00 +3.3267e-01 +1.7388e+00 +2.5734e-01 +1.2737e+00 +1.1723e+00 -4.4332e+00 +1.0362e+00 +3.7649e-02 +1.4161e+00 +4.1072e+00 +1.9522e+00 -1.7640e+00 +1.4023e+00 +6.1406e-01 +2.4736e+00
