% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1100 +1.180267914e+002 +1.180267914e+002 +1.218467914e+002 +1.218467914e+002 -7.4437e-001 -2.3806e+000 +1.3692e+000 -2.0395e+000 +1.5127e+000 -7.4877e-001 -5.8990e-002 -2.8563e+000 -6.7386e-002 -3.1515e+000 +2.5184e+000 -3.4793e+000 +4.7186e-001 -4.0081e+000 +2.1618e+000 +1.5413e+000 -4.8753e+000 +3.8626e-001 -1.2889e+000 +2.1247e+000
1188 +9.199528490e+001 +9.199528490e+001 +9.581528490e+001 +9.581528490e+001 -8.9981e-002 -2.4328e+000 +1.8672e+000 -1.7832e+000 +1.1184e+000 -4.3877e-001 +3.5661e-002 -3.0872e+000 -9.5937e-002 -3.1148e+000 +2.8987e+000 -2.7610e+000 +8.1743e-001 -4.2725e+000 +2.0748e+000 +2.0634e+000 -4.3889e+000 +2.7674e-001 -1.7840e+000 +2.6226e+000
1386 +8.339956953e+001 +8.339956953e+001 +8.721956953e+001 +8.721956953e+001 -5.3764e-002 -2.8858e+000 +2.0600e+000 -1.9727e+000 +9.3522e-001 -1.4666e+000 +4.6508e-001 -3.6954e+000 -3.3649e-001 -2.9664e+000 +3.1711e+000 -2.3125e+000 +1.0027e+000 -3.9615e+000 +1.1234e+000 +2.4018e+000 -4.3022e+000 +4.6228e-001 -1.0608e+000 +2.2289e+000
1404 +7.769787701e+001 +7.769787701e+001 +8.151787701e+001 +8.151787701e+001 +2.1814e-001 -2.8209e+000 +2.3828e+000 -2.3867e+000 +1.0002e+000 -1.8491e+000 +7.0534e-001 -3.5601e+000 -4.1421e-001 -2.9658e+000 +2.5207e+000 -2.0444e+000 +1.0091e+000 -3.9823e+000 +8.8056e-001 +3.1574e+000 -4.1403e+000 +9.5593e-001 -1.2675e+000 +1.0907e+000
1408 +7.738611409e+001 +7.738611409e+001 +8.120611409e+001 +8.120611409e+001 +9.2656e-002 -2.9712e+000 +1.6992e+000 -2.2999e+000 +1.0020e+000 -1.6703e+000 +7.6113e-001 -3.7273e+000 -1.4530e-001 -2.8664e+000 +3.0316e+000 -2.1002e+000 +1.1235e+000 -4.1251e+000 +9.8887e-001 +2.5393e+000 -4.2745e+000 +7.0964e-001 -1.2385e+000 +2.0502e+000
1506 +7.349723029e+001 +7.349723029e+001 +7.731723029e+001 +7.731723029e+001 +1.2776e+000 -2.6891e+000 +1.6227e+000 -1.9339e+000 +1.1931e+000 -1.5327e+000 +1.0062e+000 -3.6610e+000 -1.6229e-001 -2.7350e+000 +2.5579e+000 -2.4207e+000 +1.1524e+000 -4.0830e+000 +1.0116e+000 +2.6861e+000 -4.0470e+000 +1.1198e+000 -1.3391e+000 +2.4172e+000
1514 +7.053945441e+001 +7.053945441e+001 +7.435945441e+001 +7.435945441e+001 +1.8170e+000 -2.8371e+000 +2.3529e+000 -2.4238e+000 +1.2343e+000 -1.5459e+000 +7.9359e-001 -3.9856e+000 -2.0997e-001 -3.1381e+000 +2.8451e+000 -1.6392e+000 +7.9172e-001 -3.7402e+000 +9.7232e-001 +3.5084e+000 -4.2395e+000 +8.3835e-001 -9.6528e-001 +1.5660e+000
1536 +6.722065071e+001 +6.722065071e+001 +7.104065071e+001 +7.104065071e+001 +1.3395e+000 -3.1071e+000 +1.3901e+000 -2.1128e+000 +1.6476e+000 -2.0138e+000 +1.0419e+000 -3.9035e+000 -7.5255e-001 -2.6495e+000 +2.1482e+000 -2.2999e+000 +7.3162e-001 -3.4287e+000 +1.0430e+000 +2.8967e+000 -4.5080e+000 +8.1047e-001 -9.4216e-001 +2.0269e+000
1545 +6.386808449e+001 +6.386808449e+001 +6.768808449e+001 +6.768808449e+001 +1.2260e+000 -2.6424e+000 +1.7646e+000 -2.3146e+000 +1.1590e+000 -1.7366e+000 +9.8652e-001 -3.7270e+000 -3.1830e-001 -3.4999e+000 +3.1466e+000 -1.8244e+000 +1.2597e+000 -3.5984e+000 +1.8385e-001 +2.8118e+000 -4.5788e+000 +1.6320e+000 -1.2884e+000 +2.1037e+000
1562 +6.215994708e+001 +6.215994708e+001 +6.597994708e+001 +6.597994708e+001 +1.2446e+000 -2.7348e+000 +1.8269e+000 -2.2697e+000 +1.0677e+000 -1.7374e+000 +8.6149e-001 -3.7228e+000 -2.3458e-001 -2.8511e+000 +2.7066e+000 -1.8582e+000 +9.8982e-001 -3.5152e+000 +4.9356e-001 +2.7227e+000 -4.3595e+000 +1.0441e+000 -8.0020e-001 +1.9448e+000
1584 +5.825293149e+001 +5.825293149e+001 +6.207293149e+001 +6.207293149e+001 +1.2436e+000 -2.6707e+000 +1.9083e+000 -2.3981e+000 +1.2771e+000 -1.7208e+000 +8.6322e-001 -3.8734e+000 -2.1321e-001 -2.7436e+000 +2.7529e+000 -1.6952e+000 +7.9732e-001 -3.4005e+000 +4.3215e-001 +2.8566e+000 -4.3810e+000 +9.2553e-001 -8.6168e-001 +1.8186e+000
1601 +5.553131450e+001 +5.553131450e+001 +5.935131450e+001 +5.935131450e+001 +1.8229e+000 -2.5833e+000 +1.4077e+000 -2.3858e+000 +1.2691e+000 -1.0889e+000 +9.2599e-001 -3.9523e+000 -2.2685e-001 -2.5363e+000 +2.2561e+000 -1.5254e+000 +8.3092e-001 -3.2079e+000 -4.3890e-002 +2.8105e+000 -4.5807e+000 +8.4758e-001 -5.7575e-001 +1.6415e+000
1661 +5.098945666e+001 +5.098945666e+001 +5.480945666e+001 +5.480945666e+001 +1.6435e+000 -2.2874e+000 +1.8167e+000 -2.7571e+000 +8.3287e-001 -1.6362e+000 +8.7597e-001 -4.0306e+000 -5.0741e-001 -2.3608e+000 +2.4229e+000 -1.4899e+000 +8.8372e-001 -3.1564e+000 +1.5992e-001 +2.8313e+000 -4.1189e+000 +4.3613e-001 -9.0444e-001 +1.5896e+000
1828 +4.955873064e+001 +4.955873064e+001 +5.337873064e+001 +5.337873064e+001 +1.1148e+000 -2.2282e+000 +1.3509e+000 -3.3295e+000 +5.3015e-001 -1.5001e+000 +1.3647e+000 -3.4217e+000 -6.7752e-001 -2.5407e+000 +2.1031e+000 -1.6005e+000 +5.4926e-001 -3.1998e+000 +4.2281e-001 +3.3524e+000 -4.1409e+000 +9.3786e-001 -9.7969e-001 +1.7832e+000
1899 +4.709591251e+001 +4.709591251e+001 +5.091591251e+001 +5.091591251e+001 +1.5218e+000 -2.4876e+000 +1.5497e+000 -3.0076e+000 +7.1267e-001 -1.4326e+000 +1.1623e+000 -3.4383e+000 -5.9315e-001 -2.4485e+000 +1.8777e+000 -1.2188e+000 +2.2494e-001 -3.0587e+000 +6.4694e-002 +3.2075e+000 -4.0684e+000 +5.0956e-001 -8.2845e-001 +1.5975e+000
3390 +4.538291655e+001 +4.538291655e+001 +4.920291655e+001 +4.920291655e+001 +1.4708e+000 -9.0304e-001 +1.0073e+000 -2.0847e+000 +1.9878e+000 -1.9681e+000 -3.5327e-001 -9.3179e-001 -1.8002e+000 -3.8417e+000 +1.1042e+000 +2.8658e+000 -6.8414e-001 -2.4044e+000 -1.6989e+000 +1.2174e+000 +4.1446e-001 +4.8429e+000 +1.6011e+000 +2.8733e+000
3412 +4.079182123e+001 +4.079182123e+001 +4.461182123e+001 +4.461182123e+001 +1.3817e+000 -9.7623e-001 +1.1284e+000 -1.9689e+000 +1.9463e+000 -1.9429e+000 -4.2925e-001 -9.9932e-001 -1.7253e+000 -3.6025e+000 +9.8757e-001 +2.5277e+000 -8.0474e-001 -2.4716e+000 -1.6222e+000 +1.3210e+000 +3.8386e-001 +4.6650e+000 +1.4046e+000 +2.8371e+000
3414 +3.703493199e+001 +3.703493199e+001 +4.085493199e+001 +4.085493199e+001 +1.7588e+000 -9.0027e-001 +1.1584e+000 -1.9946e+000 +1.7283e+000 -1.9242e+000 -3.0137e-001 -4.6541e-001 -1.7290e+000 -3.3977e+000 +1.5243e+000 +2.2988e+000 -7.0633e-001 -2.4723e+000 -1.9713e+000 +1.0755e+000 +7.7865e-001 +4.6293e+000 +1.0447e+000 +2.6737e+000
3456 +3.550861473e+001 +3.550861473e+001 +3.932861473e+001 +3.932861473e+001 +1.6917e+000 -8.6053e-001 +1.3532e+000 -1.9701e+000 +1.9181e+000 -1.8911e+000 -2.3580e-001 -8.8324e-001 -1.5023e+000 -3.4334e+000 +1.0613e+000 +2.6646e+000 -9.5532e-001 -2.4439e+000 -1.5691e+000 +1.0191e+000 +8.3227e-001 +4.5680e+000 +1.2746e+000 +2.6841e+000
3462 +3.398855094e+001 +3.398855094e+001 +3.780855094e+001 +3.780855094e+001 +2.1733e+000 -3.7143e-001 +1.6810e+000 -2.2969e+000 +1.9811e+000 -1.8694e+000 -3.3958e-001 -1.0397e+000 -1.3642e+000 -3.9934e+000 +1.6190e+000 +2.7118e+000 -7.8152e-001 -2.6639e+000 -1.3221e+000 +1.1219e+000 +1.0878e+000 +4.2608e+000 +1.1059e+000 +2.6751e+000
3473 +3.305494474e+001 +3.305494474e+001 +3.687494474e+001 +3.687494474e+001 +1.5925e+000 -6.5941e-001 +1.5144e+000 -1.9731e+000 +1.6354e+000 -2.3722e+000 -2.9733e-001 -1.4022e+000 -1.4870e+000 -3.6241e+000 +1.0994e+000 +2.7673e+000 -1.2020e+000 -2.8284e+000 -1.4617e+000 +1.4024e+000 +9.1136e-001 +4.2903e+000 +8.4428e-001 +2.7627e+000
3478 +3.091295859e+001 +3.091295859e+001 +3.473295859e+001 +3.473295859e+001 +1.8108e+000 -8.1218e-001 +1.5282e+000 -2.1257e+000 +1.9808e+000 -1.9776e+000 -3.9965e-001 -1.1624e+000 -1.4952e+000 -3.4529e+000 +1.0455e+000 +2.6758e+000 -1.0144e+000 -2.6718e+000 -1.5380e+000 +9.8725e-001 +8.6966e-001 +4.3497e+000 +1.2850e+000 +2.7017e+000
3496 +2.676823290e+001 +2.676823290e+001 +3.058823290e+001 +3.058823290e+001 +1.8502e+000 -2.7086e-001 +1.1669e+000 -2.4902e+000 +1.6987e+000 -1.7926e+000 +1.7271e-002 -7.3646e-001 -1.4352e+000 -2.7255e+000 +7.9923e-001 +2.2403e+000 -1.7040e+000 -2.5657e+000 -1.6837e+000 +9.6839e-001 +1.1406e+000 +4.0564e+000 +1.2862e+000 +2.7674e+000
3610 +2.069535732e+001 +2.069535732e+001 +2.451535732e+001 +2.451535732e+001 +2.2012e+000 -3.3422e-001 +1.4170e+000 -2.0339e+000 +1.4736e+000 -1.9007e+000 -3.9368e-001 -1.1351e+000 -1.1414e+000 -3.1303e+000 +1.6965e+000 +2.8518e+000 -4.8510e-001 -2.6668e+000 -1.3725e+000 +1.2465e+000 +1.4013e+000 +4.3611e+000 +1.0994e+000 +2.4866e+000
3896 +1.908425940e+001 +1.908425940e+001 +2.290425940e+001 +2.290425940e+001 +2.7268e+000 +2.4906e-001 +1.5413e+000 -1.9828e+000 +1.4395e+000 -1.1859e+000 +2.2050e-001 -8.3946e-001 -8.0811e-001 -2.5510e+000 +1.6469e+000 +3.3626e+000 -3.8646e-001 -2.5330e+000 -1.4418e+000 +1.3588e+000 +1.6314e+000 +3.7635e+000 +1.0550e+000 +2.6666e+000
3921 +1.829638821e+001 +1.829638821e+001 +2.211638821e+001 +2.211638821e+001 +3.4803e+000 +2.5367e-001 +1.5280e+000 -1.5136e+000 +1.3556e+000 -7.5643e-001 +2.5595e-001 -5.3135e-001 -1.8669e-001 -2.3629e+000 +1.4613e+000 +3.7295e+000 -4.3188e-002 -2.5262e+000 -1.3363e+000 +9.8011e-001 +1.6841e+000 +4.0907e+000 +9.5659e-001 +2.8872e+000
3929 +1.621814202e+001 +1.621814202e+001 +2.003814202e+001 +2.003814202e+001 +2.7605e+000 +1.8779e-001 +1.1954e+000 -2.1281e+000 +1.4793e+000 -1.1077e+000 +5.2902e-001 -1.2440e+000 -7.8694e-001 -1.9531e+000 +1.4485e+000 +3.6659e+000 -2.9303e-001 -2.4256e+000 -1.3059e+000 +1.2078e+000 +2.0798e+000 +3.9344e+000 +1.3731e+000 +2.5094e+000
3940 +1.456911288e+001 +1.456911288e+001 +1.838911288e+001 +1.838911288e+001 +3.0242e+000 +1.4454e-001 +1.2547e+000 -1.8572e+000 +1.3731e+000 -1.0665e+000 +3.5441e-001 -9.9193e-001 -4.5474e-001 -2.3617e+000 +1.3436e+000 +3.5930e+000 -2.6940e-001 -2.5283e+000 -1.4731e+000 +1.0271e+000 +1.8511e+000 +3.8640e+000 +1.1649e+000 +2.6194e+000
3962 +1.371721950e+001 +1.371721950e+001 +1.753721950e+001 +1.753721950e+001 +3.0351e+000 +4.6447e-002 +1.4586e+000 -1.9908e+000 +1.4970e+000 -1.0699e+000 +2.8283e-001 -1.2289e+000 -4.2136e-001 -2.2114e+000 +1.3937e+000 +3.6054e+000 -3.1972e-001 -2.8485e+000 -1.5525e+000 +1.0832e+000 +1.9625e+000 +3.8237e+000 +1.0795e+000 +2.6726e+000
3984 +9.787897124e+000 +9.787897124e+000 +1.360789712e+001 +1.360789712e+001 +3.0685e+000 +1.9863e-001 +1.4628e+000 -1.9483e+000 +1.4534e+000 -1.2147e+000 +1.3572e-001 -1.3403e+000 -4.1581e-001 -2.1048e+000 +1.4632e+000 +3.5966e+000 -3.3318e-001 -2.7710e+000 -1.5057e+000 +1.2190e+000 +1.6881e+000 +3.5516e+000 +1.1860e+000 +2.5210e+000
4072 +7.998919905e+000 +7.998919905e+000 +1.181891991e+001 +1.181891991e+001 +3.2130e+000 +1.3670e-001 +1.3782e+000 -2.1812e+000 +1.4151e+000 -1.0643e+000 +1.0686e-001 -2.0074e+000 -3.1386e-001 -2.1722e+000 +1.2655e+000 +3.9494e+000 -2.6354e-001 -2.8995e+000 -1.5061e+000 +1.3447e+000 +2.0480e+000 +3.5519e+000 +1.0460e+000 +2.7143e+000
4279 +7.368015994e+000 +7.368015994e+000 +1.118801599e+001 +1.118801599e+001 +3.2724e+000 +7.4908e-001 +1.6431e+000 -1.8210e+000 +1.5402e+000 -8.4329e-001 +2.5555e-001 -2.2844e+000 +3.8148e-001 -1.7083e+000 +1.2169e+000 +3.4267e+000 -5.9239e-001 -3.0598e+000 -1.0300e+000 +8.0112e-001 +1.8313e+000 +3.0737e+000 +1.0284e+000 +2.8441e+000
4292 +6.854862135e+000 +6.854862135e+000 +1.067486213e+001 +1.067486213e+001 +3.1458e+000 +5.6129e-001 +1.4339e+000 -2.1136e+000 +1.4232e+000 -7.4398e-001 +2.1292e-001 -2.3952e+000 +3.5179e-001 -1.6578e+000 +9.7691e-001 +3.4964e+000 -4.6670e-001 -3.1563e+000 -1.3396e+000 +8.1676e-001 +2.0904e+000 +3.0954e+000 +1.2193e+000 +2.7910e+000
4394 +6.491931187e+000 +6.491931187e+000 +1.031193119e+001 +1.031193119e+001 +3.2238e+000 +3.9736e-001 +1.9435e+000 -1.9210e+000 +1.4788e+000 -6.1630e-001 +2.0853e-002 -2.6956e+000 +5.5013e-001 -1.5779e+000 +1.2422e+000 +3.5223e+000 -4.9044e-001 -3.2715e+000 -1.2150e+000 +7.9365e-001 +2.2393e+000 +3.1214e+000 +1.2847e+000 +2.9700e+000
4402 +6.241536626e+000 +6.241536626e+000 +1.006153663e+001 +1.006153663e+001 +3.2918e+000 +3.6681e-001 +1.7306e+000 -1.9767e+000 +1.4197e+000 -6.3774e-001 +2.2681e-001 -2.8303e+000 +5.2394e-001 -1.5719e+000 +1.1076e+000 +3.4948e+000 -5.2418e-001 -3.3158e+000 -1.3747e+000 +7.1437e-001 +2.3813e+000 +3.0706e+000 +1.4319e+000 +2.8931e+000
4490 +6.145743241e+000 +6.145743241e+000 +9.965743241e+000 +9.965743241e+000 +3.1247e+000 +4.1509e-001 +1.8324e+000 -1.9904e+000 +1.5080e+000 -7.1965e-001 +2.3166e-002 -2.9563e+000 +6.6570e-001 -1.5766e+000 +1.1819e+000 +3.5178e+000 -6.8279e-001 -3.2987e+000 -1.3962e+000 +6.2309e-001 +2.3891e+000 +3.1567e+000 +1.3683e+000 +2.9626e+000
4509 +5.674155633e+000 +5.674155633e+000 +9.494155633e+000 +9.494155633e+000 +3.1577e+000 +4.5650e-001 +1.6491e+000 -1.8759e+000 +1.6278e+000 -7.0693e-001 -2.9440e-002 -2.8428e+000 +6.1484e-001 -1.4554e+000 +1.2032e+000 +3.7232e+000 -5.5999e-001 -3.3611e+000 -1.3907e+000 +3.8054e-001 +2.3837e+000 +3.2317e+000 +1.2788e+000 +3.1690e+000
4556 +5.622232146e+000 +5.622232146e+000 +9.442232146e+000 +9.442232146e+000 +3.2350e+000 +4.8656e-001 +1.7884e+000 -2.0066e+000 +1.4707e+000 -5.9928e-001 +7.5039e-002 -2.8625e+000 +6.6845e-001 -1.5185e+000 +9.9096e-001 +3.7555e+000 -7.1001e-001 -3.2450e+000 -1.4892e+000 +7.0341e-001 +2.6441e+000 +3.2476e+000 +1.4916e+000 +2.9907e+000
4561 +5.426178917e+000 +5.426178917e+000 +9.246178917e+000 +9.246178917e+000 +3.2197e+000 +3.9955e-001 +1.9189e+000 -2.0216e+000 +1.4982e+000 -6.3360e-001 +4.5158e-002 -2.8403e+000 +6.9368e-001 -1.5574e+000 +1.0350e+000 +3.9638e+000 -6.4791e-001 -3.4309e+000 -1.3370e+000 +7.5968e-001 +2.8098e+000 +3.1769e+000 +1.5394e+000 +2.9033e+000
4564 +5.238669112e+000 +5.238669112e+000 +9.058669112e+000 +9.058669112e+000 +3.3133e+000 +8.6538e-001 +1.7814e+000 -1.9304e+000 +1.4303e+000 -6.6023e-001 +2.2584e-001 -2.9953e+000 +8.4718e-001 -1.8039e+000 +9.9086e-001 +3.9348e+000 -6.6423e-001 -3.1907e+000 -1.6709e+000 +4.3882e-001 +2.5421e+000 +3.1413e+000 +1.6699e+000 +3.0626e+000
4578 +5.098640845e+000 +5.098640845e+000 +8.918640845e+000 +8.918640845e+000 +3.2307e+000 +5.2767e-001 +1.7596e+000 -2.0250e+000 +1.4391e+000 -6.1709e-001 +1.2014e-001 -2.9271e+000 +6.9956e-001 -1.6472e+000 +1.0333e+000 +3.8389e+000 -6.3939e-001 -3.2424e+000 -1.3729e+000 +7.7176e-001 +2.6171e+000 +3.2007e+000 +1.5678e+000 +2.9688e+000
4754 +4.967206836e+000 +4.967206836e+000 +8.787206836e+000 +8.787206836e+000 +3.1478e+000 +6.7910e-001 +1.7951e+000 -1.9801e+000 +1.4489e+000 -7.1535e-001 +1.5065e-001 -3.0595e+000 +7.1282e-001 -1.6328e+000 +1.2798e+000 +3.8302e+000 -7.6775e-001 -3.3350e+000 -1.4089e+000 +4.9058e-001 +2.5192e+000 +3.0952e+000 +1.4258e+000 +3.1794e+000
4815 +4.171242653e+000 +4.171242653e+000 +7.991242653e+000 +7.991242653e+000 +3.1192e+000 +6.8835e-001 +1.8231e+000 -1.8930e+000 +1.4395e+000 -6.3370e-001 +1.7905e-001 -2.6558e+000 +5.1237e-001 -1.7417e+000 +1.1911e+000 +3.7564e+000 -9.1720e-001 -3.2486e+000 -1.2317e+000 +6.1869e-001 +2.9910e+000 +3.1279e+000 +1.4131e+000 +3.2844e+000
4998 +3.828078278e+000 +3.828078278e+000 +7.648078278e+000 +7.648078278e+000 +3.2904e+000 +7.5473e-001 +1.9517e+000 -1.8807e+000 +1.4122e+000 -5.2633e-001 +1.5517e-001 -2.6911e+000 +4.0586e-001 -1.4605e+000 +1.3206e+000 +3.5838e+000 -7.0584e-001 -3.3654e+000 -1.3928e+000 +3.8767e-001 +2.8442e+000 +3.0095e+000 +1.6001e+000 +3.1387e+000
5124 +3.704357126e+000 +3.704357126e+000 +7.524357126e+000 +7.524357126e+000 +3.3662e+000 +7.6180e-001 +2.0015e+000 -1.9465e+000 +1.3501e+000 -5.0536e-001 +2.1865e-001 -2.7336e+000 +5.1598e-001 -1.4705e+000 +1.3980e+000 +3.6884e+000 -8.4097e-001 -3.1227e+000 -1.4456e+000 +5.7464e-001 +2.8511e+000 +3.0927e+000 +1.5297e+000 +3.1095e+000
5267 +3.572178789e+000 +3.572178789e+000 +7.392178789e+000 +7.392178789e+000 +3.2369e+000 +8.7294e-001 +1.9829e+000 -1.8523e+000 +1.4111e+000 -4.3234e-001 +1.8196e-001 -2.9322e+000 +5.8924e-001 -1.4992e+000 +1.2025e+000 +3.7032e+000 -6.6449e-001 -3.3593e+000 -1.3680e+000 +4.8937e-001 +3.0383e+000 +3.1079e+000 +1.6081e+000 +3.1524e+000
% function evaluation | noise-free fitness - Fopt (2.175000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.198388697e+003 +1.198388697e+003 +1.220138697e+003 +1.220138697e+003 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
4 +1.167249762e+003 +1.167249762e+003 +1.188999762e+003 +1.188999762e+003 -1.0753e+000 -4.0952e+000 +3.8432e+000 -1.9864e+000 +4.5282e+000 -7.9556e+000 +2.1148e+000 +3.4516e-001 +1.6301e+000 -1.1791e+000 +2.0825e+000 +1.9619e+000 -2.5276e+000 +1.1147e+000 +2.3952e+000 -1.9954e+000 -3.5310e+000 -2.2883e+000 -1.8160e+000 +1.8344e+000
36 +1.123659317e+003 +1.123659317e+003 +1.145409317e+003 +1.145409317e+003 -1.1171e+000 -4.2200e+000 +3.8843e+000 -1.9330e+000 +4.5587e+000 -7.9386e+000 +2.1573e+000 +2.9524e-001 +1.6963e+000 -9.1432e-001 +2.0962e+000 +1.9025e+000 -2.5181e+000 +8.4222e-001 +2.2973e+000 -2.1397e+000 -3.3719e+000 -2.2110e+000 -1.8502e+000 +1.9021e+000
54 +1.108457277e+003 +1.108457277e+003 +1.130207277e+003 +1.130207277e+003 -1.0532e+000 -4.1854e+000 +3.8396e+000 -2.0763e+000 +4.6319e+000 -8.0437e+000 +2.1750e+000 +4.7301e-001 +1.5425e+000 -1.0135e+000 +2.1898e+000 +2.0764e+000 -2.5103e+000 +1.0199e+000 +2.0079e+000 -2.3729e+000 -3.2790e+000 -2.3575e+000 -1.7180e+000 +1.7727e+000
78 +1.071673363e+003 +1.071673363e+003 +1.093423363e+003 +1.093423363e+003 -1.0908e+000 -4.1370e+000 +3.8470e+000 -1.9031e+000 +4.5906e+000 -8.0492e+000 +2.0300e+000 +1.0395e-001 +1.5869e+000 -8.8379e-001 +1.9194e+000 +2.0338e+000 -2.5572e+000 +1.0019e+000 +2.0742e+000 -2.0244e+000 -3.0783e+000 -2.0882e+000 -1.7113e+000 +1.9811e+000
116 +1.057551971e+003 +1.057551971e+003 +1.079301971e+003 +1.079301971e+003 -1.0567e+000 -4.4301e+000 +3.8104e+000 -1.8290e+000 +4.5253e+000 -8.0515e+000 +2.0405e+000 -4.4935e-003 +1.5641e+000 -9.3359e-001 +1.8965e+000 +2.1320e+000 -2.2060e+000 +1.1188e+000 +2.0193e+000 -2.2967e+000 -3.1494e+000 -2.1389e+000 -1.7990e+000 +1.7574e+000
149 +1.042017019e+003 +1.042017019e+003 +1.063767019e+003 +1.063767019e+003 -1.0808e+000 -4.1455e+000 +3.8996e+000 -1.6629e+000 +4.5325e+000 -8.1385e+000 +2.0913e+000 +3.2337e-001 +1.3913e+000 -6.4917e-001 +2.2437e+000 +1.7017e+000 -2.3078e+000 +1.0352e+000 +2.3113e+000 -2.0984e+000 -3.0692e+000 -2.2817e+000 -1.7223e+000 +1.7651e+000
157 +9.865694382e+002 +9.865694382e+002 +1.008319438e+003 +1.008319438e+003 -1.0603e+000 -4.3782e+000 +3.7388e+000 -1.8917e+000 +4.6438e+000 -7.8890e+000 +2.0685e+000 +4.7857e-002 +1.5513e+000 -6.0540e-001 +2.2186e+000 +1.7806e+000 -2.3633e+000 +1.0371e+000 +2.1018e+000 -2.3167e+000 -3.1999e+000 -2.1444e+000 -2.0351e+000 +1.9723e+000
164 +9.707702503e+002 +9.707702503e+002 +9.925202503e+002 +9.925202503e+002 -1.3217e+000 -4.2277e+000 +3.9114e+000 -1.6359e+000 +4.6684e+000 -8.0107e+000 +2.2605e+000 +1.9276e-001 +1.5247e+000 -6.9127e-001 +2.1405e+000 +1.6094e+000 -2.2068e+000 +9.9754e-001 +2.0692e+000 -2.1118e+000 -3.3086e+000 -2.1402e+000 -1.8495e+000 +1.7346e+000
203 +9.228157803e+002 +9.228157803e+002 +9.445657803e+002 +9.445657803e+002 -1.1782e+000 -4.5055e+000 +3.9423e+000 -1.6639e+000 +4.4971e+000 -7.9334e+000 +2.1522e+000 +3.3117e-001 +1.5272e+000 -5.6268e-002 +2.0844e+000 +2.1623e+000 -2.1042e+000 +1.1079e+000 +1.7035e+000 -2.0488e+000 -3.2881e+000 -2.1869e+000 -2.0152e+000 +1.8717e+000
235 +9.010454569e+002 +9.010454569e+002 +9.227954569e+002 +9.227954569e+002 -1.0414e+000 -4.3821e+000 +4.2063e+000 -1.8177e+000 +4.4995e+000 -7.7134e+000 +2.1616e+000 +3.2739e-001 +1.6775e+000 -2.5653e-001 +2.1230e+000 +1.8282e+000 -2.0407e+000 +6.6602e-001 +1.6993e+000 -2.0173e+000 -3.0255e+000 -2.3652e+000 -2.0148e+000 +1.9258e+000
246 +8.537642502e+002 +8.537642502e+002 +8.755142502e+002 +8.755142502e+002 -1.3311e+000 -4.2158e+000 +3.7913e+000 -1.8833e+000 +4.5130e+000 -7.9163e+000 +2.3856e+000 +3.4890e-001 +1.7032e+000 -3.0893e-002 +2.0997e+000 +2.0998e+000 -2.1427e+000 +8.7540e-001 +1.5899e+000 -2.2954e+000 -2.9144e+000 -2.3069e+000 -1.7228e+000 +1.9401e+000
276 +8.328622096e+002 +8.328622096e+002 +8.546122096e+002 +8.546122096e+002 -1.2196e+000 -4.2928e+000 +4.0717e+000 -2.0898e+000 +4.5010e+000 -7.8808e+000 +2.2040e+000 +1.4495e-001 +1.5977e+000 +2.2285e-001 +2.2275e+000 +2.1612e+000 -1.9399e+000 +6.0141e-001 +1.8979e+000 -2.2599e+000 -2.7655e+000 -2.4041e+000 -1.5605e+000 +1.7882e+000
289 +7.874625590e+002 +7.874625590e+002 +8.092125590e+002 +8.092125590e+002 -1.4340e+000 -4.3990e+000 +3.7975e+000 -2.0974e+000 +4.5103e+000 -8.2172e+000 +2.8950e+000 +1.5559e-001 +1.9012e+000 +3.4214e-001 +2.3850e+000 +1.7277e+000 -1.1749e+000 +6.3763e-001 +1.9081e+000 -2.3134e+000 -2.7976e+000 -2.2276e+000 -1.8766e+000 +1.7729e+000
298 +7.753115725e+002 +7.753115725e+002 +7.970615725e+002 +7.970615725e+002 -1.5220e+000 -4.2238e+000 +3.7171e+000 -1.9595e+000 +4.8100e+000 -7.9030e+000 +2.6447e+000 +1.3264e-001 +2.0799e+000 +3.3004e-001 +2.5330e+000 +2.2545e+000 -1.9538e+000 +9.7876e-001 +1.8667e+000 -2.0829e+000 -2.6279e+000 -2.3491e+000 -1.8119e+000 +1.9720e+000
311 +6.859326488e+002 +6.859326488e+002 +7.076826488e+002 +7.076826488e+002 -1.4128e+000 -4.2488e+000 +3.9457e+000 -1.8504e+000 +4.7354e+000 -7.6318e+000 +2.2926e+000 -2.0725e-001 +2.0808e+000 +5.5890e-001 +2.6835e+000 +1.6870e+000 -1.0060e+000 +7.2916e-001 +1.9440e+000 -2.0769e+000 -2.4421e+000 -2.0974e+000 -1.7167e+000 +1.8677e+000
