% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
396 +5.989192146e+02 +5.989192146e+02 +1.368292146e+02 +1.368292146e+02 +1.6284e-01 -3.4272e+00 +1.0149e+00 +2.5565e+00 -9.7654e-02 +4.9395e+00 -2.5317e+00 +1.7642e+00 -2.6067e+00 -2.4528e-01 +1.2882e+00 -7.0936e-01 -4.0597e-01 -2.6343e+00 +5.2104e-01 -2.1027e+00 -1.0194e-01 -1.0140e+00 -8.9852e-01 +2.1210e+00
399 +5.428832101e+02 +5.428832101e+02 +8.079321008e+01 +8.079321008e+01 +2.9190e-01 -2.5954e+00 +1.3357e+00 +3.0628e+00 +6.2803e-01 +4.2780e+00 -2.0883e+00 +1.2020e+00 -2.8406e+00 -1.0658e-02 +7.5794e-02 -2.5161e-01 -2.8702e-01 -2.7134e+00 +9.3613e-01 -2.9409e+00 -3.6638e-03 -6.1612e-01 +1.4446e-02 +2.4079e+00
421 +4.846295162e+02 +4.846295162e+02 +2.253951624e+01 +2.253951624e+01 -1.0509e+00 -3.1350e+00 +1.0195e+00 +2.0307e+00 -6.8314e-02 +4.5279e+00 -2.2037e+00 +1.4462e+00 -1.1444e+00 -4.2849e-01 +1.4683e+00 -9.3916e-01 +1.3200e-02 -2.3212e+00 +1.2787e+00 -2.8612e+00 -5.9425e-01 +4.1390e-01 +2.4570e+00 +1.9017e+00
451 +4.103497283e+02 +4.103497283e+02 -5.174027167e+01 -5.174027167e+01 -8.1252e-01 -3.3566e+00 +1.5521e+00 +1.3541e+00 -2.0130e-01 +4.2207e+00 -3.4633e+00 +1.9081e+00 -2.4358e+00 +6.6309e-02 +2.1248e+00 -8.3550e-01 -7.5499e-01 -1.6535e+00 +1.4690e+00 -2.1307e+00 -8.1547e-01 +1.3331e+00 +1.6507e+00 +2.9526e+00
557 +3.212004581e+02 +3.212004581e+02 -1.408895419e+02 -1.408895419e+02 +6.0115e-01 -2.4763e+00 +2.3733e+00 +3.2876e+00 +1.3150e+00 +2.7912e+00 -1.4455e+00 +2.5722e+00 -5.7171e-01 +6.0415e-02 +1.4536e-02 -1.2376e+00 -1.3372e-01 -1.4725e+00 -1.0674e-01 -3.8376e+00 +1.4013e-01 +3.2852e+00 +1.5416e+00 +1.8964e+00
660 +3.151475653e+02 +3.151475653e+02 -1.469424347e+02 -1.469424347e+02 +8.6959e-01 -2.2493e+00 +1.1831e+00 +3.1273e+00 +1.2844e+00 +2.9860e+00 -2.0288e+00 +2.6922e+00 +2.3900e-01 +2.3106e-02 +1.3426e+00 -3.4174e+00 -1.6297e+00 -1.7037e+00 +5.4190e-01 -4.0541e+00 -7.4048e-01 +2.7819e+00 +9.0182e-01 +1.5134e+00
682 +3.085105688e+02 +3.085105688e+02 -1.535794312e+02 -1.535794312e+02 +8.2571e-01 -2.5796e+00 +1.8772e+00 +4.1589e+00 +1.6468e+00 +2.8084e+00 -1.6800e+00 +2.4687e+00 -1.2895e-01 +1.8878e-01 +8.8607e-01 -3.6970e+00 -1.4741e+00 -2.0580e+00 +2.0341e-01 -4.2502e+00 -7.6558e-01 +2.6309e+00 +2.2502e+00 +1.3065e+00
792 +2.831238644e+02 +2.831238644e+02 -1.789661356e+02 -1.789661356e+02 +1.3455e+00 -2.5208e+00 +2.0463e+00 +4.0455e+00 +1.1265e+00 +2.8740e+00 -1.8412e+00 +3.9206e+00 +8.9638e-01 -9.1228e-01 +1.1029e+00 -3.3228e+00 -1.7871e+00 -2.0835e+00 +4.1023e-01 -3.1167e+00 -1.4024e-01 +3.2889e+00 +2.0367e+00 +1.8891e+00
1125 +2.718641533e+02 +2.718641533e+02 -1.902258467e+02 -1.902258467e+02 +1.2379e+00 -2.2675e+00 +9.5782e-01 +1.9565e+00 -6.0261e-02 +4.1088e+00 -8.2623e-01 +3.5909e+00 -2.0351e-02 -1.8939e+00 +2.1715e+00 -2.7830e+00 +2.5185e-01 -2.0212e+00 +4.9495e-01 -3.5117e+00 -7.0766e-01 +3.5807e+00 +2.0635e+00 +2.1374e+00
1210 +2.368369952e+02 +2.368369952e+02 -2.252530048e+02 -2.252530048e+02 +1.3433e+00 -1.6657e+00 +1.1644e+00 +3.2787e+00 +7.5964e-01 +3.8646e+00 -8.4184e-01 +3.1530e+00 +1.8086e-01 -8.7855e-01 +2.2502e+00 -3.3588e+00 -3.7979e-01 -1.8357e+00 +5.3536e-01 -3.1783e+00 -4.5345e-01 +2.8330e+00 +1.8550e+00 +2.2811e+00
1320 +2.333177272e+02 +2.333177272e+02 -2.287722728e+02 -2.287722728e+02 +8.2823e-01 -7.9196e-01 +1.2009e+00 +2.5486e+00 +7.0080e-01 +2.9841e+00 -4.7920e-01 +3.4831e+00 -5.9103e-02 +1.0355e-01 +2.1238e+00 -3.0918e+00 -4.9490e-01 -2.5370e+00 +9.7837e-01 -4.0837e+00 -3.4966e-01 +3.2159e+00 +1.9384e+00 +1.2334e+00
1372 +2.174460008e+02 +2.174460008e+02 -2.446439992e+02 -2.446439992e+02 +1.1170e+00 +1.5807e-01 +2.3055e+00 +1.9277e+00 +9.3651e-01 +2.0098e+00 -2.9350e-01 +3.3300e+00 +1.3297e-01 -1.0724e-01 +1.5991e+00 -3.2341e+00 -1.7622e+00 -1.9976e+00 +1.3350e+00 -4.6410e+00 +2.2997e-02 +3.5183e+00 +2.5256e+00 +1.3707e+00
1474 +1.960670007e+02 +1.960670007e+02 -2.660229993e+02 -2.660229993e+02 +3.6305e-01 -1.9007e-01 +7.3105e-01 +1.6217e+00 -2.0866e-01 +2.3379e+00 -7.1298e-01 +3.4149e+00 +1.2672e+00 -5.0754e-01 +1.2564e+00 -3.5233e+00 -4.5894e-01 -2.0628e+00 +9.3448e-01 -4.3193e+00 +6.2882e-02 +3.5141e+00 +2.1753e+00 +1.8546e+00
1776 +1.900902677e+02 +1.900902677e+02 -2.719997323e+02 -2.719997323e+02 +1.3510e+00 -1.4019e+00 +4.3155e-01 +2.5097e+00 +1.3804e+00 +2.3581e+00 -9.0904e-01 +3.7144e+00 +1.4017e-01 -5.6577e-01 +2.6727e+00 -3.2332e+00 -5.3716e-01 -1.6486e+00 +3.8225e-01 -4.2644e+00 -9.6563e-01 +3.3133e+00 +2.8178e+00 +1.6760e+00
1944 +1.828030735e+02 +1.828030735e+02 -2.792869265e+02 -2.792869265e+02 +4.6793e-01 -7.2673e-01 +7.0747e-01 +8.0142e-01 +9.1257e-01 +2.5388e+00 -9.0024e-01 +3.1998e+00 +1.1660e+00 -5.7809e-01 +2.1639e+00 -2.8844e+00 +7.9281e-03 -2.1847e+00 +9.1442e-01 -3.9655e+00 -2.7462e-01 +3.6944e+00 +2.9689e+00 +1.8313e+00
2148 +1.819240056e+02 +1.819240056e+02 -2.801659944e+02 -2.801659944e+02 +1.5196e+00 +6.9884e-01 +7.2095e-01 +3.0565e-01 +1.4328e+00 +3.0457e+00 -3.7895e-01 +3.4733e+00 -8.0062e-02 +5.8546e-01 +1.2227e+00 -2.8509e+00 -4.9464e-01 -1.8136e+00 +9.6108e-01 -4.7163e+00 -1.8278e-01 +3.7839e+00 +2.5081e+00 +2.1372e+00
2376 +1.742343387e+02 +1.742343387e+02 -2.878556613e+02 -2.878556613e+02 +1.2764e+00 +7.0078e-01 +6.7861e-01 +7.2320e-01 +1.6237e+00 +3.1638e+00 -8.6081e-01 +3.9768e+00 +6.3979e-01 +1.9724e-01 +1.8130e+00 -3.6951e+00 -3.1559e-01 -2.0145e+00 +9.4097e-01 -4.6152e+00 -1.5327e-01 +3.6362e+00 +2.0692e+00 +2.4428e+00
