% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.130412458e+07 +1.130412458e+07 +1.130420085e+07 +1.130420085e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.560475128e+06 +2.560475128e+06 +2.560551398e+06 +2.560551398e+06 -2.5316e-01 -1.8021e+00 -7.3261e-01
3 +2.386415268e+06 +2.386415268e+06 +2.386491538e+06 +2.386491538e+06 -2.0008e-01 -2.0028e+00 -5.2985e-01
5 +2.285876061e+06 +2.285876061e+06 +2.285952331e+06 +2.285952331e+06 -2.5461e-01 -1.9903e+00 -5.9514e-01
6 +2.151673759e+06 +2.151673759e+06 +2.151750029e+06 +2.151750029e+06 -3.6198e-01 -2.0234e+00 -5.9833e-01
28 +2.047807129e+06 +2.047807129e+06 +2.047883399e+06 +2.047883399e+06 -3.1574e-01 -2.0703e+00 -5.8900e-01
29 +1.948110555e+06 +1.948110555e+06 +1.948186825e+06 +1.948186825e+06 -1.8314e-01 -2.0190e+00 -7.4329e-01
30 +1.559037679e+06 +1.559037679e+06 +1.559113949e+06 +1.559113949e+06 -1.5019e-01 -2.1387e+00 -7.6891e-01
32 +1.508006059e+06 +1.508006059e+06 +1.508082329e+06 +1.508082329e+06 -1.5415e-01 -2.2736e+00 -5.8722e-01
46 +1.052384975e+06 +1.052384975e+06 +1.052461245e+06 +1.052461245e+06 -1.1835e-01 -2.2438e+00 -9.0072e-01
47 +4.324738494e+05 +4.324738494e+05 +4.325501194e+05 +4.325501194e+05 -3.9018e-01 -2.6348e+00 -8.0302e-01
68 +3.317873183e+05 +3.317873183e+05 +3.318635883e+05 +3.318635883e+05 -7.1299e-01 -2.7409e+00 -7.6865e-01
69 +2.296511731e+04 +2.296511731e+04 +2.304138731e+04 +2.304138731e+04 -5.6905e-02 -3.3499e+00 -1.3722e+00
92 +5.669296730e+02 +5.669296730e+02 +6.431996730e+02 +6.431996730e+02 +4.1296e-01 -2.9189e+00 -1.7853e+00
122 +3.691102661e+02 +3.691102661e+02 +4.453802661e+02 +4.453802661e+02 +1.2279e-01 -2.9732e+00 -1.6610e+00
172 +2.485144869e+01 +2.485144869e+01 +1.011214487e+02 +1.011214487e+02 -4.7485e-02 -3.1804e+00 -1.3558e+00
484 +5.197168184e+00 +5.197168184e+00 +8.146716818e+01 +8.146716818e+01 +4.1670e-01 -3.4248e+00 -1.0519e+00
504 +3.952279301e+00 +3.952279301e+00 +8.022227930e+01 +8.022227930e+01 +3.9209e-01 -3.4853e+00 -9.5380e-01
511 +2.424110775e+00 +2.424110775e+00 +7.869411077e+01 +7.869411077e+01 +4.7926e-01 -3.3911e+00 -1.1108e+00
636 +7.440722216e-01 +7.440722216e-01 +7.701407222e+01 +7.701407222e+01 -1.1832e-01 -3.4128e+00 -9.7677e-01
924 +7.234789453e-01 +7.234789453e-01 +7.699347895e+01 +7.699347895e+01 -1.4583e-01 -3.2611e+00 -1.2058e+00
946 +7.076850900e-01 +7.076850900e-01 +7.697768509e+01 +7.697768509e+01 -1.6077e-01 -3.2681e+00 -1.1929e+00
1012 +5.939168986e-01 +5.939168986e-01 +7.686391690e+01 +7.686391690e+01 -2.2101e-01 -3.2636e+00 -1.1894e+00
1036 +5.685795481e-01 +5.685795481e-01 +7.683857955e+01 +7.683857955e+01 -2.4825e-01 -3.2587e+00 -1.1920e+00
11603 +5.622023880e-01 +5.622023880e-01 +7.683220239e+01 +7.683220239e+01 -2.3762e-01 -3.2616e+00 -1.1897e+00
12469 +5.481743930e-01 +5.481743930e-01 +7.681817439e+01 +7.681817439e+01 -2.4585e-01 -3.2615e+00 -1.1884e+00
13155 +5.366188602e-01 +5.366188602e-01 +7.680661886e+01 +7.680661886e+01 -2.5273e-01 -3.2615e+00 -1.1872e+00
13676 +5.230155670e-01 +5.230155670e-01 +7.679301557e+01 +7.679301557e+01 -2.6092e-01 -3.2615e+00 -1.1858e+00
14177 +5.126097163e-01 +5.126097163e-01 +7.678260972e+01 +7.678260972e+01 -2.6658e-01 -3.2615e+00 -1.1849e+00
14734 +4.975483889e-01 +4.975483889e-01 +7.676754839e+01 +7.676754839e+01 -2.7522e-01 -3.2615e+00 -1.1834e+00
15202 +4.894161603e-01 +4.894161603e-01 +7.675941616e+01 +7.675941616e+01 -2.7980e-01 -3.2615e+00 -1.1826e+00
15699 +4.776038171e-01 +4.776038171e-01 +7.674760382e+01 +7.674760382e+01 -2.8653e-01 -3.2615e+00 -1.1815e+00
16399 +4.671499663e-01 +4.671499663e-01 +7.673714997e+01 +7.673714997e+01 -2.9257e-01 -3.2615e+00 -1.1804e+00
17012 +4.565341504e-01 +4.565341504e-01 +7.672653415e+01 +7.672653415e+01 -2.9857e-01 -3.2615e+00 -1.1794e+00
17538 +4.460395438e-01 +4.460395438e-01 +7.671603954e+01 +7.671603954e+01 -3.0471e-01 -3.2615e+00 -1.1783e+00
18120 +4.337017668e-01 +4.337017668e-01 +7.670370177e+01 +7.670370177e+01 -3.1213e-01 -3.2615e+00 -1.1771e+00
18825 +4.264316073e-01 +4.264316073e-01 +7.669643161e+01 +7.669643161e+01 -3.1615e-01 -3.2615e+00 -1.1764e+00
19614 +4.168342353e-01 +4.168342353e-01 +7.668683424e+01 +7.668683424e+01 -3.2191e-01 -3.2615e+00 -1.1755e+00
20431 +4.062506530e-01 +4.062506530e-01 +7.667625065e+01 +7.667625065e+01 -3.2778e-01 -3.2615e+00 -1.1744e+00
20865 +3.969544046e-01 +3.969544046e-01 +7.666695440e+01 +7.666695440e+01 -3.3331e-01 -3.2615e+00 -1.1735e+00
21439 +3.889691883e-01 +3.889691883e-01 +7.665896919e+01 +7.665896919e+01 -3.3830e-01 -3.2615e+00 -1.1727e+00
22113 +3.791243486e-01 +3.791243486e-01 +7.664912435e+01 +7.664912435e+01 -3.4412e-01 -3.2615e+00 -1.1717e+00
22662 +3.715322629e-01 +3.715322629e-01 +7.664153226e+01 +7.664153226e+01 -3.4870e-01 -3.2615e+00 -1.1709e+00
23590 +3.628119892e-01 +3.628119892e-01 +7.663281199e+01 +7.663281199e+01 -3.5420e-01 -3.2615e+00 -1.1699e+00
24529 +3.547910459e-01 +3.547910459e-01 +7.662479105e+01 +7.662479105e+01 -3.5927e-01 -3.2615e+00 -1.1691e+00
25045 +3.463199109e-01 +3.463199109e-01 +7.661631991e+01 +7.661631991e+01 -3.6500e-01 -3.2615e+00 -1.1682e+00
25286 +3.384337810e-01 +3.384337810e-01 +7.660843378e+01 +7.660843378e+01 -3.6987e-01 -3.2615e+00 -1.1673e+00
25802 +3.304131274e-01 +3.304131274e-01 +7.660041313e+01 +7.660041313e+01 -3.7522e-01 -3.2615e+00 -1.1664e+00
26598 +3.235020011e-01 +3.235020011e-01 +7.659350200e+01 +7.659350200e+01 -3.7998e-01 -3.2615e+00 -1.1656e+00
26752 +3.152936425e-01 +3.152936425e-01 +7.658529364e+01 +7.658529364e+01 -3.8655e-01 -3.2615e+00 -1.1645e+00
27562 +3.086354224e-01 +3.086354224e-01 +7.657863542e+01 +7.657863542e+01 -3.9040e-01 -3.2615e+00 -1.1638e+00
27878 +3.019744543e-01 +3.019744543e-01 +7.657197445e+01 +7.657197445e+01 -3.9532e-01 -3.2615e+00 -1.1630e+00
28506 +2.949767507e-01 +2.949767507e-01 +7.656497675e+01 +7.656497675e+01 -4.0046e-01 -3.2615e+00 -1.1621e+00
29169 +2.880249290e-01 +2.880249290e-01 +7.655802493e+01 +7.655802493e+01 -4.0582e-01 -3.2615e+00 -1.1612e+00
29911 +2.817824646e-01 +2.817824646e-01 +7.655178246e+01 +7.655178246e+01 -4.1079e-01 -3.2615e+00 -1.1604e+00
30456 +2.751761610e-01 +2.751761610e-01 +7.654517616e+01 +7.654517616e+01 -4.1610e-01 -3.2615e+00 -1.1594e+00
31071 +2.684698430e-01 +2.684698430e-01 +7.653846984e+01 +7.653846984e+01 -4.2184e-01 -3.2615e+00 -1.1585e+00
31573 +2.593175965e-01 +2.593175965e-01 +7.652931760e+01 +7.652931760e+01 -4.2973e-01 -3.2615e+00 -1.1572e+00
32613 +2.567199882e-01 +2.567199882e-01 +7.652671999e+01 +7.652671999e+01 -4.3194e-01 -3.2615e+00 -1.1568e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.575630449e+06 +6.575630449e+06 +6.575607899e+06 +6.575607899e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
68 +5.713360986e+06 +5.713360986e+06 +5.713338436e+06 +5.713338436e+06 +2.6143e-01 +3.5798e-01 +1.0070e+00
69 +4.419664448e+06 +4.419664448e+06 +4.419641898e+06 +4.419641898e+06 +5.7476e-01 +7.7293e-01 +1.2375e+00
90 +2.303906336e+06 +2.303906336e+06 +2.303883786e+06 +2.303883786e+06 +1.3024e+00 +8.6706e-01 +1.2481e+00
106 +2.285316660e+06 +2.285316660e+06 +2.285294110e+06 +2.285294110e+06 +1.3000e+00 +6.6602e-01 +9.0497e-01
113 +1.010303813e+06 +1.010303813e+06 +1.010281263e+06 +1.010281263e+06 +1.8173e+00 +1.2560e-01 +1.0335e+00
117 +4.052682308e+05 +4.052682308e+05 +4.052456808e+05 +4.052456808e+05 +2.1937e+00 -3.3364e-01 +8.0011e-01
121 +1.622858904e+05 +1.622858904e+05 +1.622633404e+05 +1.622633404e+05 +2.4656e+00 +5.0001e-01 +1.6808e+00
138 +1.183695726e+05 +1.183695726e+05 +1.183470226e+05 +1.183470226e+05 +3.0747e+00 +1.2565e+00 +1.7414e+00
148 +1.048815151e+05 +1.048815151e+05 +1.048589651e+05 +1.048589651e+05 +2.3475e+00 +4.7010e-01 +2.7985e-01
154 +4.386887483e+03 +4.386887483e+03 +4.364337483e+03 +4.364337483e+03 +2.7854e+00 +2.7079e-01 +1.3069e+00
184 +2.475204666e+03 +2.475204666e+03 +2.452654666e+03 +2.452654666e+03 +3.0009e+00 -4.1986e-01 +1.6646e+00
205 +2.191666222e+03 +2.191666222e+03 +2.169116222e+03 +2.169116222e+03 +3.0111e+00 -8.2352e-04 +1.6607e+00
286 +2.425411289e+01 +2.425411289e+01 +1.704112888e+00 +1.704112888e+00 +2.9307e+00 +1.2809e-01 +1.6297e+00
330 +7.666613976e+00 +7.666613976e+00 -1.488338602e+01 -1.488338602e+01 +2.9394e+00 +1.5258e-01 +1.6903e+00
401 +6.083446383e+00 +6.083446383e+00 -1.646655362e+01 -1.646655362e+01 +2.9291e+00 +2.3649e-01 +1.7467e+00
725 +5.977456831e+00 +5.977456831e+00 -1.657254317e+01 -1.657254317e+01 +2.8846e+00 +3.4262e-01 +1.5769e+00
2870 +5.886521193e+00 +5.886521193e+00 -1.666347881e+01 -1.666347881e+01 +2.8929e+00 +2.8786e-01 +1.5622e+00
5960 +5.748939454e+00 +5.748939454e+00 -1.680106055e+01 -1.680106055e+01 +2.8923e+00 +3.1468e-01 +1.5965e+00
8541 +5.622872410e+00 +5.622872410e+00 -1.692712759e+01 -1.692712759e+01 +2.8920e+00 +3.3663e-01 +1.6248e+00
11354 +5.493005047e+00 +5.493005047e+00 -1.705699495e+01 -1.705699495e+01 +2.8917e+00 +3.6319e-01 +1.6613e+00
15430 +5.370235339e+00 +5.370235339e+00 -1.717976466e+01 -1.717976466e+01 +2.8916e+00 +3.8714e-01 +1.6938e+00
19576 +5.246916000e+00 +5.246916000e+00 -1.730308400e+01 -1.730308400e+01 +2.8916e+00 +4.1348e-01 +1.7313e+00
23310 +5.124692137e+00 +5.124692137e+00 -1.742530786e+01 -1.742530786e+01 +2.8916e+00 +4.4110e-01 +1.7707e+00
29090 +5.009291658e+00 +5.009291658e+00 -1.754070834e+01 -1.754070834e+01 +2.8916e+00 +4.6828e-01 +1.8091e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.490355618e+05 +1.490355618e+05 +1.490492218e+05 +1.490492218e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00
117 +2.109756678e+04 +2.109756678e+04 +2.111122678e+04 +2.111122678e+04 -1.5660e+00 -3.6998e+00 -2.1306e+00
138 +1.769337979e+04 +1.769337979e+04 +1.770703979e+04 +1.770703979e+04 -2.1744e-01 -2.5464e+00 -1.5905e+00
172 +3.488772116e+03 +3.488772116e+03 +3.502432116e+03 +3.502432116e+03 -1.4356e+00 -3.5759e+00 -1.9484e+00
190 +6.071645812e+01 +6.071645812e+01 +7.437645812e+01 +7.437645812e+01 -1.6825e+00 -1.7473e+00 +2.5922e-01
616 +4.456845780e+01 +4.456845780e+01 +5.822845780e+01 +5.822845780e+01 -5.4356e-01 -2.3964e+00 -1.3758e+00
915 +3.796262777e+01 +3.796262777e+01 +5.162262777e+01 +5.162262777e+01 -7.2352e-01 -2.4497e+00 -1.2764e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.788682144e+06 +3.788682144e+06 +3.789619984e+06 +3.789619984e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
46 +3.461436528e+06 +3.461436528e+06 +3.462374368e+06 +3.462374368e+06 +1.5349e+00 +1.0057e+00 -9.8267e-01
68 +1.335472427e+06 +1.335472427e+06 +1.336410267e+06 +1.336410267e+06 +1.8097e+00 +1.0132e+00 -3.0428e-01
77 +1.010903585e+06 +1.010903585e+06 +1.011841425e+06 +1.011841425e+06 +2.2834e+00 +4.4800e-01 -7.6747e-01
81 +7.245318142e+05 +7.245318142e+05 +7.254696542e+05 +7.254696542e+05 +2.0798e+00 +1.0084e+00 -2.5503e-01
90 +6.159999794e+05 +6.159999794e+05 +6.169378194e+05 +6.169378194e+05 +3.5402e+00 +1.3639e+00 -1.4506e+00
94 +3.753290592e+04 +3.753290592e+04 +3.847074592e+04 +3.847074592e+04 +1.8172e+00 +1.6311e+00 +1.6925e+00
100 +3.601416168e+03 +3.601416168e+03 +4.539256168e+03 +4.539256168e+03 +1.7691e+00 +7.5312e-01 +1.1241e+00
130 +2.614815497e+03 +2.614815497e+03 +3.552655497e+03 +3.552655497e+03 +1.8016e+00 +1.0792e+00 +1.2088e+00
154 +9.050686515e+02 +9.050686515e+02 +1.842908651e+03 +1.842908651e+03 +1.8665e+00 +4.0078e-01 +9.7877e-01
160 +2.475150554e+01 +2.475150554e+01 +9.625915055e+02 +9.625915055e+02 +1.1117e+00 +3.2824e-01 +1.7121e+00
550 +1.624666118e+01 +1.624666118e+01 +9.540866612e+02 +9.540866612e+02 +1.1809e+00 +8.0515e-01 +1.7804e+00
643 +1.576740618e+01 +1.576740618e+01 +9.536074062e+02 +9.536074062e+02 +1.2117e+00 +7.2425e-01 +1.7290e+00
818 +1.213303044e+01 +1.213303044e+01 +9.499730304e+02 +9.499730304e+02 +5.2713e-01 +6.6835e-01 +2.3564e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.260504906e+06 +2.260504906e+06 +2.260426186e+06 +2.260426186e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00
130 +2.103121726e+06 +2.103121726e+06 +2.103043006e+06 +2.103043006e+06 -4.0766e+00 +4.7810e-01 -3.0767e+00
136 +6.328035601e+05 +6.328035601e+05 +6.327248401e+05 +6.327248401e+05 -4.4115e+00 +8.9459e-01 -2.6733e+00
137 +5.761040347e+05 +5.761040347e+05 +5.760253147e+05 +5.760253147e+05 -2.4544e+00 +3.1438e-01 -5.5678e-01
142 +4.662123673e+04 +4.662123673e+04 +4.654251673e+04 +4.654251673e+04 -3.6531e+00 +4.5323e-01 -1.1274e+00
153 +3.580643038e+04 +3.580643038e+04 +3.572771038e+04 +3.572771038e+04 -3.4403e+00 +7.4150e-01 -1.4691e+00
240 +2.286807717e+04 +2.286807717e+04 +2.278935717e+04 +2.278935717e+04 -2.7561e+00 -5.4832e-01 -6.5722e-01
244 +2.121632645e+04 +2.121632645e+04 +2.113760645e+04 +2.113760645e+04 -5.6643e+00 -1.7813e+00 +8.7349e-01
283 +8.618885124e+03 +8.618885124e+03 +8.540165124e+03 +8.540165124e+03 -5.3324e+00 -9.1322e-01 +1.0669e-01
330 +2.787743918e+03 +2.787743918e+03 +2.709023918e+03 +2.709023918e+03 -5.0407e+00 +5.0388e-01 -9.6143e-01
349 +7.363640202e+02 +7.363640202e+02 +6.576440202e+02 +6.576440202e+02 -3.9889e+00 +1.4851e+00 -2.1303e+00
352 +3.600336603e+02 +3.600336603e+02 +2.813136603e+02 +2.813136603e+02 -5.0517e+00 +3.2551e-01 -8.9640e-01
462 +3.057588685e+02 +3.057588685e+02 +2.270388685e+02 +2.270388685e+02 -5.1102e+00 -3.3123e-01 -3.3328e-01
481 +1.727143496e+02 +1.727143496e+02 +9.399434957e+01 +9.399434957e+01 -5.3638e+00 +1.4404e-01 -6.4118e-01
484 +8.190087027e+01 +8.190087027e+01 +3.180870270e+00 +3.180870270e+00 -5.0243e+00 -3.4540e-01 -3.2418e-01
