% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
418 +1.335733177e+06 +1.335733177e+06 +1.335523297e+06 +1.335523297e+06 +6.4052e-01 -6.5390e-01 -2.4317e+00 -8.5810e-01 +1.6294e+00 +2.8482e+00 +1.9340e-01 -2.1307e+00 +1.3288e+00 +2.3270e+00 +3.6013e+00 -1.7541e+00 +2.4692e+00 -4.0793e-02 -3.4023e+00 -3.8000e+00 -1.0879e-01 +2.4104e+00 -2.7623e+00 +1.7681e+00
423 +9.801132151e+05 +9.801132151e+05 +9.799033351e+05 +9.799033351e+05 +1.4624e+00 -8.5449e-01 -3.0322e+00 +8.8089e-02 +1.6142e+00 +2.6459e+00 +4.7489e-01 -2.5462e+00 +1.9504e+00 +3.0073e+00 +4.4149e+00 -1.0916e+00 +2.5462e+00 +5.1363e-01 -3.9567e+00 -2.7022e+00 -1.4926e+00 +2.1260e+00 -2.7389e+00 +2.3453e+00
476 +7.224169049e+05 +7.224169049e+05 +7.222070249e+05 +7.222070249e+05 +2.2427e+00 -1.0179e+00 -1.8421e+00 -6.7456e-01 +1.7594e+00 +1.8682e+00 -1.0666e+00 -3.3400e+00 -1.2383e-02 +8.2239e-01 +4.4867e+00 -1.1422e+00 +3.3488e+00 -8.1703e-01 -3.3937e+00 -4.0418e+00 -1.6051e+00 +2.8233e+00 -2.1989e+00 +1.3281e+00
594 +6.775102860e+05 +6.775102860e+05 +6.773004060e+05 +6.773004060e+05 +1.7383e+00 -2.2388e+00 -1.8971e+00 +4.2531e-01 +2.9869e+00 +2.2147e+00 -1.0688e+00 -1.7952e+00 +4.7953e-01 +2.5828e+00 +3.1973e+00 -6.2826e-01 +2.5225e+00 -1.0929e+00 -4.0690e+00 -3.7322e+00 -1.1245e+00 +2.4892e+00 -2.4894e+00 +1.8973e+00
638 +4.268552955e+05 +4.268552955e+05 +4.266454155e+05 +4.266454155e+05 +2.5365e+00 -2.5333e+00 -2.0681e+00 +6.4674e-01 +2.5766e+00 +2.1734e+00 -1.4336e+00 -2.2146e+00 +5.3463e-01 +2.3143e+00 +2.7430e+00 -4.1361e-01 +2.4008e+00 -1.5570e+00 -3.7175e+00 -3.3701e+00 -1.8343e+00 +3.1011e+00 -2.6979e+00 +1.9741e+00
660 +2.764490106e+05 +2.764490106e+05 +2.762391306e+05 +2.762391306e+05 +2.9636e+00 -2.1462e+00 -2.0574e+00 +5.7711e-01 +2.0769e+00 +1.9777e+00 -7.5800e-01 -2.5437e+00 +5.1479e-01 +1.9926e+00 +2.2085e+00 -4.1978e-01 +2.7018e+00 -1.1122e+00 -3.4400e+00 -3.0048e+00 -2.4117e+00 +3.5407e+00 -2.3340e+00 +1.8119e+00
726 +2.062827707e+05 +2.062827707e+05 +2.060728907e+05 +2.060728907e+05 +3.5076e+00 -3.0296e+00 -2.0803e+00 +1.5545e-01 +2.3630e+00 +1.2449e+00 -3.4005e-01 -3.1923e+00 +9.2353e-01 +1.9065e+00 +2.6267e+00 -1.1186e+00 +2.4048e+00 -2.1837e+00 -3.1017e+00 -3.5956e+00 -2.4387e+00 +3.2012e+00 -2.5106e+00 +2.0260e+00
791 +1.358145231e+05 +1.358145231e+05 +1.356046431e+05 +1.356046431e+05 +2.7646e+00 -2.2817e+00 -2.7118e+00 -3.8445e-01 +1.4267e+00 +1.4175e+00 +7.2517e-01 -2.6464e+00 -5.0865e-01 +2.5329e+00 +3.1277e+00 -1.0112e+00 +2.0846e+00 -1.7978e+00 -2.6593e+00 -3.8252e+00 -2.8060e+00 +3.4278e+00 -2.3995e+00 +1.8251e+00
836 +1.308393942e+05 +1.308393942e+05 +1.306295142e+05 +1.306295142e+05 +3.3403e+00 -2.1172e+00 -2.4530e+00 -1.1199e+00 +4.7464e-01 +1.0883e+00 -5.1666e-01 -2.9092e+00 +3.3326e-01 +2.5619e+00 +3.2203e+00 -1.2712e+00 +2.3947e+00 -2.4446e+00 -2.5290e+00 -3.9852e+00 -3.5810e+00 +3.1848e+00 -2.3992e+00 +1.9778e+00
858 +1.078276023e+05 +1.078276023e+05 +1.076177223e+05 +1.076177223e+05 +3.7066e+00 -2.2150e+00 -2.3524e+00 -1.0914e+00 +4.4286e-01 +1.2673e+00 -6.6591e-01 -3.2845e+00 +4.9006e-02 +2.1997e+00 +3.2309e+00 -1.0784e+00 +2.4291e+00 -2.5171e+00 -2.5471e+00 -3.7441e+00 -3.1610e+00 +3.2543e+00 -2.3203e+00 +1.8596e+00
880 +6.902451522e+04 +6.902451522e+04 +6.881463522e+04 +6.881463522e+04 +3.7592e+00 -1.5854e+00 -2.4026e+00 -1.2110e+00 +5.6648e-01 +1.3570e+00 -5.2767e-01 -3.4288e+00 +2.7685e-01 +2.2651e+00 +3.0408e+00 -7.2464e-01 +3.1603e+00 -2.1873e+00 -2.2255e+00 -3.8663e+00 -3.1727e+00 +3.3360e+00 -2.3481e+00 +1.8692e+00
1193 +6.585841101e+04 +6.585841101e+04 +6.564853101e+04 +6.564853101e+04 +3.6034e+00 -1.2517e+00 -2.1018e+00 +6.0134e-01 +1.2803e+00 +7.6192e-01 -1.1182e+00 -4.4797e+00 -1.5794e-01 +2.5364e+00 +3.7746e+00 -1.7425e-01 +3.0049e+00 -2.0669e+00 -2.0582e+00 -3.5730e+00 -2.6931e+00 +2.9764e+00 -2.4267e+00 +1.9681e+00
1481 +5.699712840e+04 +5.699712840e+04 +5.678724840e+04 +5.678724840e+04 +3.2887e+00 -7.5679e-01 -1.4532e+00 +1.0241e+00 +1.1791e+00 +1.8952e+00 -1.3821e+00 -4.0297e+00 -9.3249e-02 +2.8644e+00 +3.0272e+00 -3.0099e-01 +3.0571e+00 -2.1533e+00 -2.2511e+00 -4.0479e+00 -3.2481e+00 +3.0436e+00 -2.4141e+00 +1.9771e+00
1584 +4.822150852e+04 +4.822150852e+04 +4.801162852e+04 +4.801162852e+04 +3.5394e+00 -2.4206e-01 -1.3479e+00 +1.7714e+00 +1.2522e+00 +2.3648e+00 -1.4525e+00 -4.0215e+00 -2.9904e-01 +2.7726e+00 +2.9106e+00 -1.4156e-01 +3.1567e+00 -1.3818e+00 -2.2733e+00 -3.9966e+00 -3.3358e+00 +2.9913e+00 -2.3481e+00 +1.9309e+00
1595 +4.492736176e+04 +4.492736176e+04 +4.471748176e+04 +4.471748176e+04 +3.4204e+00 -1.1013e-01 -1.4826e+00 +1.6486e+00 +1.4605e+00 +2.1591e+00 -1.2705e+00 -3.9207e+00 -1.7378e-01 +2.4725e+00 +3.0680e+00 -4.9522e-01 +3.0302e+00 -1.2049e+00 -2.2231e+00 -3.6912e+00 -2.8713e+00 +3.0512e+00 -2.3637e+00 +1.9205e+00
1672 +3.996941862e+04 +3.996941862e+04 +3.975953862e+04 +3.975953862e+04 +3.5052e+00 +2.9338e-02 -1.1286e+00 +1.6762e+00 +1.4836e+00 +2.1475e+00 -1.2698e+00 -3.8379e+00 -4.6108e-02 +2.6520e+00 +3.1867e+00 -3.0337e-01 +3.1956e+00 -1.4204e+00 -2.0060e+00 -3.8762e+00 -3.2653e+00 +3.0691e+00 -2.3122e+00 +1.9115e+00
1694 +3.310894592e+04 +3.310894592e+04 +3.289906592e+04 +3.289906592e+04 +3.5591e+00 -9.9959e-03 -1.1246e+00 +1.6936e+00 +1.6545e+00 +2.1683e+00 -9.9364e-01 -3.9797e+00 -1.1220e-01 +2.7266e+00 +3.2038e+00 -2.6639e-01 +3.2432e+00 -1.3012e+00 -1.9572e+00 -3.6772e+00 -3.1179e+00 +2.9999e+00 -2.3657e+00 +1.9338e+00
1760 +3.192728601e+04 +3.192728601e+04 +3.171740601e+04 +3.171740601e+04 +3.3688e+00 +8.6780e-02 -1.4238e+00 +1.7631e+00 +1.6438e+00 +2.2960e+00 -1.3933e+00 -4.2223e+00 -2.3804e-01 +2.4781e+00 +2.8621e+00 -1.6438e-01 +3.2526e+00 -1.1935e+00 -1.9358e+00 -3.7171e+00 -3.2357e+00 +3.0608e+00 -2.3664e+00 +1.8992e+00
1826 +2.838938819e+04 +2.838938819e+04 +2.817950819e+04 +2.817950819e+04 +3.3333e+00 -1.6558e-01 -1.0871e+00 +1.6535e+00 +1.6139e+00 +2.6160e+00 -1.6465e+00 -4.0690e+00 -3.7812e-01 +2.4756e+00 +3.0331e+00 +3.6499e-02 +3.0471e+00 -1.1053e+00 -1.5894e+00 -3.7738e+00 -3.1135e+00 +3.0901e+00 -2.4485e+00 +1.9083e+00
1914 +2.442335102e+04 +2.442335102e+04 +2.421347102e+04 +2.421347102e+04 +3.3116e+00 +4.4162e-01 -1.0086e+00 +1.7325e+00 +1.7214e+00 +2.6675e+00 -1.5958e+00 -4.1158e+00 -5.5657e-01 +2.5729e+00 +3.1014e+00 +2.8683e-01 +3.0374e+00 -1.4036e+00 -1.5833e+00 -3.8379e+00 -3.0882e+00 +2.9818e+00 -2.3894e+00 +1.9262e+00
1936 +2.313310534e+04 +2.313310534e+04 +2.292322534e+04 +2.292322534e+04 +3.2326e+00 +6.0459e-01 -1.0290e+00 +1.7556e+00 +1.6063e+00 +2.7389e+00 -1.7268e+00 -4.0736e+00 -4.2864e-01 +2.5960e+00 +3.0148e+00 +3.1923e-01 +3.1000e+00 -1.4174e+00 -1.5644e+00 -3.9172e+00 -3.0594e+00 +3.0579e+00 -2.3624e+00 +1.9504e+00
1944 +2.110189159e+04 +2.110189159e+04 +2.089201159e+04 +2.089201159e+04 +3.5414e+00 +8.1845e-01 -1.0983e+00 +1.7366e+00 +1.3111e+00 +2.9011e+00 -1.7595e+00 -4.0179e+00 -3.9321e-01 +2.6361e+00 +2.8445e+00 +3.2351e-01 +3.3221e+00 -1.0491e+00 -1.4260e+00 -3.8209e+00 -3.1166e+00 +2.9765e+00 -2.3979e+00 +1.9150e+00
2134 +2.014551504e+04 +2.014551504e+04 +1.993563504e+04 +1.993563504e+04 +3.3156e+00 +1.1286e+00 -1.2425e+00 +1.4992e+00 +2.0765e+00 +2.9356e+00 -2.1013e+00 -4.3377e+00 -2.9010e-01 +3.0206e+00 +2.5269e+00 +1.5371e-01 +3.1413e+00 -1.4165e+00 -1.4506e+00 -3.6775e+00 -3.1160e+00 +3.0386e+00 -2.3831e+00 +1.9126e+00
2520 +1.925381419e+04 +1.925381419e+04 +1.904393419e+04 +1.904393419e+04 +3.2184e+00 +6.3366e-01 -9.9607e-01 +2.0188e+00 +1.9240e+00 +2.3524e+00 -2.1789e+00 -4.3862e+00 -6.5135e-01 +3.4110e+00 +2.4703e+00 +3.1016e-01 +3.2527e+00 -1.6209e+00 -1.3188e+00 -3.7568e+00 -3.0746e+00 +3.1313e+00 -2.3978e+00 +1.9250e+00
2530 +1.885337185e+04 +1.885337185e+04 +1.864349185e+04 +1.864349185e+04 +3.2542e+00 +7.9691e-01 -9.9553e-01 +2.0471e+00 +1.9446e+00 +2.4739e+00 -2.1972e+00 -4.3203e+00 -6.1748e-01 +3.4847e+00 +2.4426e+00 +2.5614e-01 +3.1285e+00 -1.5213e+00 -1.4136e+00 -3.7989e+00 -3.0676e+00 +3.0772e+00 -2.3734e+00 +1.9314e+00
2547 +1.859719604e+04 +1.859719604e+04 +1.838731604e+04 +1.838731604e+04 +3.1412e+00 +8.3003e-01 -9.8722e-01 +1.9773e+00 +2.0188e+00 +2.4489e+00 -2.4245e+00 -4.4932e+00 -6.7608e-01 +3.5807e+00 +2.3748e+00 +3.2524e-01 +3.2664e+00 -1.5337e+00 -1.3782e+00 -3.7970e+00 -3.0437e+00 +3.1104e+00 -2.3453e+00 +1.9333e+00
2574 +1.788124627e+04 +1.788124627e+04 +1.767136627e+04 +1.767136627e+04 +3.2065e+00 +8.7556e-01 -1.0166e+00 +2.0185e+00 +1.8665e+00 +2.4693e+00 -2.2326e+00 -4.2626e+00 -5.0567e-01 +3.4463e+00 +2.4159e+00 +2.9868e-01 +3.1857e+00 -1.4311e+00 -1.4356e+00 -3.6983e+00 -3.0616e+00 +3.1004e+00 -2.3694e+00 +1.9299e+00
2593 +1.775559513e+04 +1.775559513e+04 +1.754571513e+04 +1.754571513e+04 +3.2474e+00 +1.2662e+00 -1.0984e+00 +1.7585e+00 +1.7093e+00 +2.4766e+00 -2.2522e+00 -4.3915e+00 -6.0067e-01 +3.3439e+00 +2.3744e+00 +3.9229e-01 +3.2514e+00 -1.3958e+00 -1.4258e+00 -3.7435e+00 -3.0969e+00 +3.1440e+00 -2.4082e+00 +1.9228e+00
2618 +1.670238669e+04 +1.670238669e+04 +1.649250669e+04 +1.649250669e+04 +3.1984e+00 +1.0291e+00 -1.0234e+00 +1.9753e+00 +1.7089e+00 +2.4648e+00 -2.2521e+00 -4.3966e+00 -6.1531e-01 +3.3805e+00 +2.4201e+00 +3.2831e-01 +3.2874e+00 -1.3756e+00 -1.4054e+00 -3.6975e+00 -3.0655e+00 +3.0812e+00 -2.3912e+00 +1.9257e+00
2640 +1.531455029e+04 +1.531455029e+04 +1.510467029e+04 +1.510467029e+04 +3.2737e+00 +1.0459e+00 -1.0201e+00 +2.0976e+00 +1.7038e+00 +2.4381e+00 -2.2037e+00 -4.2806e+00 -6.2964e-01 +3.4337e+00 +2.3766e+00 +4.6458e-01 +3.3099e+00 -1.3973e+00 -1.4272e+00 -3.6827e+00 -3.0959e+00 +3.0527e+00 -2.3629e+00 +1.9315e+00
2684 +1.431753942e+04 +1.431753942e+04 +1.410765942e+04 +1.410765942e+04 +3.1489e+00 +1.1228e+00 -1.0111e+00 +2.2455e+00 +1.6513e+00 +2.4343e+00 -2.2490e+00 -4.2968e+00 -5.6918e-01 +3.4523e+00 +2.3752e+00 +5.3266e-01 +3.3436e+00 -1.4978e+00 -1.5146e+00 -3.7124e+00 -3.0754e+00 +3.1040e+00 -2.4010e+00 +1.9273e+00
2836 +1.340702922e+04 +1.340702922e+04 +1.319714922e+04 +1.319714922e+04 +3.1354e+00 +1.1443e+00 -8.9579e-01 +2.1678e+00 +1.7678e+00 +2.2394e+00 -2.3887e+00 -4.3437e+00 -5.1205e-01 +3.3384e+00 +2.3586e+00 +6.4867e-01 +3.4540e+00 -1.4374e+00 -1.6215e+00 -3.7454e+00 -3.0564e+00 +2.9912e+00 -2.3646e+00 +1.9228e+00
2848 +1.317884243e+04 +1.317884243e+04 +1.296896243e+04 +1.296896243e+04 +3.2104e+00 +9.8391e-01 -9.3254e-01 +2.0520e+00 +1.8510e+00 +2.5546e+00 -2.4909e+00 -4.4106e+00 -4.4183e-01 +3.3125e+00 +2.5681e+00 +6.4667e-01 +3.5317e+00 -1.4044e+00 -1.4614e+00 -3.7118e+00 -3.0743e+00 +3.0390e+00 -2.3597e+00 +1.9304e+00
2860 +1.250139179e+04 +1.250139179e+04 +1.229151179e+04 +1.229151179e+04 +3.1405e+00 +1.0720e+00 -9.3472e-01 +2.1327e+00 +1.7873e+00 +2.4195e+00 -2.4542e+00 -4.3706e+00 -3.8512e-01 +3.3025e+00 +2.4511e+00 +7.0591e-01 +3.4208e+00 -1.4420e+00 -1.5145e+00 -3.7078e+00 -3.0341e+00 +3.0509e+00 -2.3712e+00 +1.9136e+00
2904 +1.202258515e+04 +1.202258515e+04 +1.181270515e+04 +1.181270515e+04 +3.1322e+00 +1.0031e+00 -9.8304e-01 +2.1656e+00 +1.8469e+00 +2.3280e+00 -2.4137e+00 -4.4003e+00 -4.3052e-01 +3.2999e+00 +2.4735e+00 +7.7221e-01 +3.4054e+00 -1.3730e+00 -1.4834e+00 -3.7761e+00 -3.0656e+00 +3.0525e+00 -2.3806e+00 +1.9241e+00
2926 +1.153028918e+04 +1.153028918e+04 +1.132040918e+04 +1.132040918e+04 +3.1137e+00 +9.7370e-01 -9.7173e-01 +2.1384e+00 +1.8665e+00 +2.3623e+00 -2.4213e+00 -4.3674e+00 -4.4091e-01 +3.2860e+00 +2.4842e+00 +8.2063e-01 +3.4821e+00 -1.3605e+00 -1.4841e+00 -3.7843e+00 -3.0484e+00 +3.0555e+00 -2.3845e+00 +1.9136e+00
2929 +1.129642119e+04 +1.129642119e+04 +1.108654119e+04 +1.108654119e+04 +3.0544e+00 +9.3937e-01 -9.4866e-01 +2.1909e+00 +1.9854e+00 +2.4412e+00 -2.5770e+00 -4.2847e+00 -4.8196e-01 +3.2532e+00 +2.3363e+00 +8.8308e-01 +3.4736e+00 -1.3426e+00 -1.5147e+00 -3.7151e+00 -3.0671e+00 +3.0626e+00 -2.3639e+00 +1.9276e+00
2944 +1.118533044e+04 +1.118533044e+04 +1.097545044e+04 +1.097545044e+04 +3.0931e+00 +1.0750e+00 -9.5207e-01 +2.0885e+00 +2.0196e+00 +2.4483e+00 -2.1698e+00 -4.2907e+00 -4.2710e-01 +3.2892e+00 +2.4213e+00 +9.0740e-01 +3.4842e+00 -1.2712e+00 -1.5018e+00 -3.7517e+00 -3.0588e+00 +3.0426e+00 -2.3965e+00 +1.9256e+00
2992 +1.071791768e+04 +1.071791768e+04 +1.050803768e+04 +1.050803768e+04 +3.1216e+00 +1.0740e+00 -8.3257e-01 +2.1924e+00 +1.8742e+00 +2.4287e+00 -2.3596e+00 -4.3222e+00 -4.4344e-01 +3.2344e+00 +2.3492e+00 +1.0198e+00 +3.5406e+00 -1.3055e+00 -1.5661e+00 -3.8242e+00 -3.0821e+00 +3.0558e+00 -2.3946e+00 +1.9261e+00
3014 +1.036754662e+04 +1.036754662e+04 +1.015766662e+04 +1.015766662e+04 +3.1403e+00 +1.0718e+00 -7.5510e-01 +2.1644e+00 +1.8938e+00 +2.4808e+00 -2.4177e+00 -4.3001e+00 -4.5250e-01 +3.2464e+00 +2.3682e+00 +1.1129e+00 +3.5687e+00 -1.3030e+00 -1.5400e+00 -3.8298e+00 -3.0864e+00 +3.0669e+00 -2.3815e+00 +1.9104e+00
3080 +1.004336249e+04 +1.004336249e+04 +9.833482491e+03 +9.833482491e+03 +3.0658e+00 +1.0767e+00 -7.7016e-01 +2.3160e+00 +1.8582e+00 +2.4976e+00 -2.4707e+00 -4.2166e+00 -4.8046e-01 +3.3879e+00 +2.2758e+00 +1.1596e+00 +3.5788e+00 -1.3508e+00 -1.5910e+00 -3.7600e+00 -3.0775e+00 +3.0890e+00 -2.3911e+00 +1.9108e+00
3146 +9.915619166e+03 +9.915619166e+03 +9.705739166e+03 +9.705739166e+03 +3.0989e+00 +1.1013e+00 -7.7608e-01 +2.3625e+00 +1.7369e+00 +2.5931e+00 -2.4472e+00 -4.2010e+00 -5.7066e-01 +3.2658e+00 +2.4551e+00 +1.2688e+00 +3.6280e+00 -1.3085e+00 -1.5630e+00 -3.7586e+00 -3.0768e+00 +3.0600e+00 -2.3550e+00 +1.9324e+00
3168 +9.612552186e+03 +9.612552186e+03 +9.402672186e+03 +9.402672186e+03 +3.1458e+00 +1.1190e+00 -7.8392e-01 +2.3693e+00 +1.7202e+00 +2.5310e+00 -2.4960e+00 -4.2396e+00 -5.0950e-01 +3.2099e+00 +2.3341e+00 +1.3240e+00 +3.6133e+00 -1.2577e+00 -1.5507e+00 -3.7398e+00 -3.0900e+00 +3.0770e+00 -2.3816e+00 +1.9250e+00
3234 +9.384342688e+03 +9.384342688e+03 +9.174462688e+03 +9.174462688e+03 +3.1076e+00 +1.0913e+00 -8.3673e-01 +2.3331e+00 +1.5621e+00 +2.5294e+00 -2.5723e+00 -4.3101e+00 -6.0302e-01 +3.2362e+00 +2.3115e+00 +1.4320e+00 +3.6955e+00 -1.2256e+00 -1.5361e+00 -3.7794e+00 -3.0292e+00 +3.0410e+00 -2.3814e+00 +1.9204e+00
3388 +9.089458078e+03 +9.089458078e+03 +8.879578078e+03 +8.879578078e+03 +3.1691e+00 +1.2610e+00 -7.0186e-01 +2.3045e+00 +1.6403e+00 +2.5574e+00 -2.6591e+00 -4.3868e+00 -8.2654e-01 +3.1117e+00 +2.3407e+00 +1.4630e+00 +3.7780e+00 -1.1947e+00 -1.5028e+00 -3.7593e+00 -3.0732e+00 +3.0547e+00 -2.3756e+00 +1.9202e+00
3476 +8.468037800e+03 +8.468037800e+03 +8.258157800e+03 +8.258157800e+03 +3.1367e+00 +1.3614e+00 -7.7694e-01 +2.3225e+00 +1.5799e+00 +2.6537e+00 -2.5735e+00 -4.3103e+00 -8.3792e-01 +3.0861e+00 +2.3029e+00 +1.5885e+00 +3.7479e+00 -1.3801e+00 -1.5376e+00 -3.8100e+00 -3.0771e+00 +3.0672e+00 -2.3804e+00 +1.9296e+00
