% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
112 +1.051807865e+07 +1.051807865e+07 +1.051786877e+07 +1.051786877e+07 -2.6034e+00 +2.7077e-01 -5.6713e+00 -4.1657e-01 -1.4517e+00 -4.4996e+00 -2.5839e+00 -1.1575e+00 -4.7980e-01 -2.5868e+00 +9.3038e-01 +3.5298e+00 +2.9289e-01 +7.9286e-01 +3.5426e+00 +9.1378e-01 +3.1008e+00 +2.1561e+00 -6.7716e-01 +4.1637e-01
136 +1.016835537e+07 +1.016835537e+07 +1.016814549e+07 +1.016814549e+07 -2.6304e+00 +2.8599e-01 -5.4855e+00 -6.8582e-01 -1.6234e+00 -4.3065e+00 -2.3409e+00 -1.1294e+00 -2.0412e-01 -2.8553e+00 +1.2522e+00 +3.1615e+00 +4.1656e-01 +1.2458e+00 +3.8236e+00 +1.1411e+00 +3.4520e+00 +2.2755e+00 -6.1199e-01 +7.9384e-01
137 +9.351488015e+06 +9.351488015e+06 +9.351278135e+06 +9.351278135e+06 -2.4723e+00 +1.9398e-01 -5.7476e+00 -1.9690e-01 -1.5893e+00 -4.1482e+00 -2.4905e+00 -1.2098e+00 -5.1359e-01 -2.6754e+00 +1.2980e+00 +3.3666e+00 +5.9870e-01 +1.0233e+00 +3.4461e+00 +7.9894e-01 +3.2600e+00 +1.9019e+00 -5.3309e-01 +9.8702e-01
156 +8.144467281e+06 +8.144467281e+06 +8.144257401e+06 +8.144257401e+06 -2.6586e+00 +4.4227e-01 -5.8113e+00 -6.7954e-01 -1.6623e+00 -4.7410e+00 -2.4134e+00 -1.2030e+00 -3.8945e-01 -2.7045e+00 +1.2150e+00 +2.9835e+00 +2.3064e-01 +1.5096e+00 +3.6687e+00 +1.0087e+00 +2.9426e+00 +2.1394e+00 -8.1490e-01 +1.0775e+00
187 +7.884177093e+06 +7.884177093e+06 +7.883967213e+06 +7.883967213e+06 -2.2181e+00 +1.6592e-01 -5.7040e+00 -3.1641e-01 -1.8335e+00 -4.2679e+00 -2.3754e+00 -1.0442e+00 -5.4428e-01 -2.6115e+00 +1.3655e+00 +2.8280e+00 +1.8701e-01 +1.6097e+00 +3.6251e+00 +7.1669e-01 +2.6886e+00 +2.1083e+00 -3.7203e-01 +1.8166e+00
190 +7.313940314e+06 +7.313940314e+06 +7.313730434e+06 +7.313730434e+06 -2.6341e+00 +8.2283e-02 -5.7500e+00 -3.2066e-01 -1.5662e+00 -4.1396e+00 -2.7124e+00 -7.8669e-01 +1.3775e-01 -2.3976e+00 +9.8147e-01 +3.2886e+00 +1.2969e-01 +1.5361e+00 +3.3789e+00 +1.0946e+00 +2.7416e+00 +2.1663e+00 -6.8961e-01 +1.7127e+00
217 +7.046122658e+06 +7.046122658e+06 +7.045912778e+06 +7.045912778e+06 -2.5803e+00 +1.8233e-01 -5.4778e+00 -8.8478e-01 -1.7590e+00 -4.1633e+00 -2.4154e+00 -1.1521e+00 +3.1111e-01 -2.1723e+00 +1.4071e+00 +2.0485e+00 -2.4049e-01 +6.5538e-01 +3.3290e+00 +9.9521e-01 +2.4222e+00 +2.0875e+00 -9.3077e-01 +2.6147e+00
223 +6.381956731e+06 +6.381956731e+06 +6.381746851e+06 +6.381746851e+06 -1.9810e+00 -2.3371e-01 -5.5477e+00 -8.1600e-02 -1.5959e+00 -4.9451e+00 -2.0776e+00 -3.7859e-01 +1.1457e-01 -2.8281e+00 +1.1024e+00 +2.3441e+00 +3.5380e-01 +6.8732e-01 +3.3188e+00 +1.0530e+00 +1.8755e+00 +1.8327e+00 -6.6128e-01 +1.7263e+00
231 +6.276580772e+06 +6.276580772e+06 +6.276370892e+06 +6.276370892e+06 -2.2201e+00 -7.0666e-02 -5.8284e+00 -1.9017e-01 -1.5530e+00 -4.5644e+00 -2.1791e+00 -6.0558e-01 +1.0127e-01 -1.2032e+00 +1.1896e+00 +3.6865e+00 +3.4568e-01 +9.9218e-01 +3.2294e+00 +1.0510e+00 +2.7037e+00 +2.4879e+00 -1.4143e+00 +1.8445e+00
237 +5.474671550e+06 +5.474671550e+06 +5.474461670e+06 +5.474461670e+06 -2.4600e+00 +3.0422e-01 -5.7516e+00 -5.5072e-01 -1.9434e+00 -3.9281e+00 -2.7291e+00 -5.8272e-01 +8.5484e-01 -2.5333e+00 +1.0381e+00 +3.4259e+00 +5.4592e-01 +1.7609e+00 +3.1739e+00 +4.7690e-01 +2.2227e+00 +2.3356e+00 -1.3685e+00 +1.8869e+00
246 +4.808868164e+06 +4.808868164e+06 +4.808658284e+06 +4.808658284e+06 -2.8953e+00 -1.0852e-01 -6.2168e+00 -8.6904e-01 -1.2906e+00 -4.9753e+00 -1.2050e+00 -9.4569e-01 +1.6995e-01 -2.1855e+00 +6.0118e-01 +2.7698e+00 +5.2694e-01 +1.2607e+00 +3.1629e+00 +1.0250e+00 +1.5716e+00 +2.4356e+00 -1.5873e+00 +1.6738e+00
274 +4.691563251e+06 +4.691563251e+06 +4.691353371e+06 +4.691353371e+06 -2.4462e+00 -3.0494e-01 -5.8054e+00 -5.9856e-01 -2.0630e+00 -3.6673e+00 -1.7944e+00 -9.5989e-01 +6.3905e-01 -2.8022e+00 +1.4466e+00 +2.1539e+00 +2.5841e-01 +6.2820e-01 +3.2318e+00 +1.0746e+00 +1.7224e+00 +3.1124e+00 -2.6780e+00 +1.6295e+00
