% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
748 +5.809769591e+02 +5.809769591e+02 +6.109469591e+02 +6.109469591e+02 +2.4078e+00 -5.1287e-01 -4.8167e+00 -1.2212e+00 +2.6321e+00 +2.0449e+00 -2.3121e+00 -1.8595e+00 +5.0988e-01 -2.7530e+00 +1.4477e+00 -9.3251e-01 +1.9454e+00 +2.3629e+00 -1.7471e+00 +2.4188e+00 -1.7088e+00 +7.0393e-02 +1.1711e+00 -3.3694e+00
792 +5.703403724e+02 +5.703403724e+02 +6.003103724e+02 +6.003103724e+02 +1.6611e+00 -7.1338e-01 -3.6360e+00 -1.7346e+00 +3.2319e+00 +2.4235e+00 -2.8474e+00 -2.9469e+00 +1.5922e+00 -2.7963e+00 +1.8564e+00 -8.9945e-01 +3.2732e+00 +1.5612e+00 -2.0897e+00 +3.0696e+00 -1.1531e+00 -1.0323e+00 +1.5010e+00 -3.5346e+00
880 +4.764406084e+02 +4.764406084e+02 +5.064106084e+02 +5.064106084e+02 +2.2318e+00 -1.3800e+00 -4.9456e+00 -2.6001e+00 +3.3028e+00 +3.4921e+00 -2.9007e+00 -2.7828e+00 +1.3226e+00 -2.4575e+00 +1.9537e+00 -1.3997e+00 +3.3622e+00 +2.1642e+00 -1.9723e+00 +3.4831e+00 -1.0548e+00 -1.1151e+00 +6.2868e-01 -3.0733e+00
924 +3.928383166e+02 +3.928383166e+02 +4.228083166e+02 +4.228083166e+02 +2.2169e+00 -1.1271e+00 -3.6873e+00 -1.8442e+00 +2.8528e+00 +3.0010e+00 -3.2074e+00 -2.8899e+00 +8.5758e-01 -2.1841e+00 +1.8888e+00 -1.6355e+00 +2.9863e+00 +2.7241e+00 -2.2327e+00 +3.3099e+00 -1.4332e+00 -1.1075e+00 +1.5918e+00 -2.4321e+00
990 +2.963321285e+02 +2.963321285e+02 +3.263021285e+02 +3.263021285e+02 +1.6867e+00 -2.0360e+00 -3.6900e+00 -1.4607e+00 +2.8278e+00 +3.3054e+00 -3.3301e+00 -2.5284e+00 +8.7048e-01 -1.6429e+00 +1.8491e+00 -2.2031e+00 +3.6504e+00 +2.6030e+00 -2.0587e+00 +3.0862e+00 -2.1851e+00 -9.4619e-01 +1.3846e+00 -2.7134e+00
1034 +2.782260473e+02 +2.782260473e+02 +3.081960473e+02 +3.081960473e+02 +1.6206e+00 -1.1448e+00 -4.1347e+00 -1.6869e+00 +2.6789e+00 +3.0768e+00 -3.7356e+00 -2.4826e+00 +1.0625e+00 -1.6251e+00 +2.0900e+00 -1.6827e+00 +3.7448e+00 +1.8744e+00 -1.7463e+00 +2.8501e+00 -1.9948e+00 -3.5047e-01 +1.5458e+00 -3.4202e+00
1056 +2.492043941e+02 +2.492043941e+02 +2.791743941e+02 +2.791743941e+02 +1.4852e+00 -1.6422e+00 -4.3342e+00 -1.9760e+00 +2.9233e+00 +2.9366e+00 -3.6282e+00 -3.0202e+00 +1.0119e+00 -1.7795e+00 +1.5653e+00 -1.6444e+00 +3.7089e+00 +1.9291e+00 -1.4452e+00 +2.6733e+00 -2.5475e+00 -1.4519e-01 +1.1031e+00 -3.4555e+00
1078 +2.131838713e+02 +2.131838713e+02 +2.431538713e+02 +2.431538713e+02 +1.0173e+00 -1.1557e+00 -4.1282e+00 -1.7734e+00 +2.9129e+00 +2.9365e+00 -3.8421e+00 -2.6472e+00 +8.8299e-01 -1.7445e+00 +1.4392e+00 -1.7035e+00 +3.5262e+00 +2.3602e+00 -1.4917e+00 +2.6627e+00 -2.7790e+00 -6.1678e-01 +9.8717e-01 -3.0561e+00
1210 +2.061966503e+02 +2.061966503e+02 +2.361666503e+02 +2.361666503e+02 +4.6002e-01 -1.5909e+00 -3.7210e+00 -2.0969e+00 +2.5962e+00 +3.5556e+00 -3.1332e+00 -2.8223e+00 +1.0939e+00 -1.5731e+00 +1.6845e+00 -1.9711e+00 +4.3227e+00 +2.4260e+00 -1.4643e+00 +2.5612e+00 -2.7473e+00 -1.2625e+00 +1.0412e+00 -3.0293e+00
1298 +1.954122709e+02 +1.954122709e+02 +2.253822709e+02 +2.253822709e+02 +6.0876e-01 -1.5197e+00 -3.4435e+00 -1.9007e+00 +2.6627e+00 +3.5177e+00 -3.5908e+00 -2.9127e+00 +1.2124e+00 -1.9722e+00 +2.0383e+00 -2.1268e+00 +4.2601e+00 +2.5634e+00 -1.6226e+00 +2.5082e+00 -2.6592e+00 -1.0643e+00 +1.6680e+00 -3.3532e+00
1320 +1.855504696e+02 +1.855504696e+02 +2.155204696e+02 +2.155204696e+02 +4.6604e-01 -1.3499e+00 -3.3118e+00 -1.7674e+00 +2.7643e+00 +3.4811e+00 -3.8193e+00 -2.8078e+00 +1.3423e+00 -1.9999e+00 +2.1136e+00 -1.9854e+00 +4.1086e+00 +2.5313e+00 -1.7276e+00 +2.5282e+00 -2.3854e+00 -1.1190e+00 +1.4464e+00 -3.1565e+00
1364 +1.770169811e+02 +1.770169811e+02 +2.069869811e+02 +2.069869811e+02 +5.1097e-01 -1.8287e+00 -3.4829e+00 -2.0599e+00 +2.8781e+00 +3.4111e+00 -3.5663e+00 -2.9886e+00 +1.4122e+00 -2.1204e+00 +1.7337e+00 -2.0234e+00 +4.1539e+00 +2.3781e+00 -1.7055e+00 +2.4977e+00 -2.4241e+00 -1.2792e+00 +1.1775e+00 -3.3148e+00
1386 +1.716286025e+02 +1.716286025e+02 +2.015986025e+02 +2.015986025e+02 +4.5872e-01 -1.6832e+00 -3.3940e+00 -2.0060e+00 +2.7292e+00 +3.5135e+00 -3.5828e+00 -2.7652e+00 +1.3251e+00 -1.9663e+00 +1.5237e+00 -1.9011e+00 +4.1750e+00 +2.4502e+00 -1.8587e+00 +2.4647e+00 -2.3382e+00 -1.3662e+00 +1.3282e+00 -3.3155e+00
1408 +1.103942912e+02 +1.103942912e+02 +1.403642912e+02 +1.403642912e+02 +5.8565e-01 -1.7552e+00 -3.4461e+00 -1.9433e+00 +2.8787e+00 +3.5387e+00 -3.7111e+00 -2.7546e+00 +1.3048e+00 -1.7439e+00 +1.6888e+00 -1.9672e+00 +4.3517e+00 +2.4599e+00 -1.8115e+00 +2.5555e+00 -2.3656e+00 -1.4730e+00 +1.4710e+00 -3.1748e+00
1430 +9.357176595e+01 +9.357176595e+01 +1.235417659e+02 +1.235417659e+02 +5.3099e-01 -1.8469e+00 -3.5185e+00 -1.9156e+00 +3.0146e+00 +3.5613e+00 -3.7046e+00 -2.8001e+00 +1.2985e+00 -1.6237e+00 +1.5563e+00 -1.9313e+00 +4.2583e+00 +2.5268e+00 -1.7572e+00 +2.6198e+00 -2.4282e+00 -1.4853e+00 +1.4486e+00 -3.0528e+00
1738 +7.373615460e+01 +7.373615460e+01 +1.037061546e+02 +1.037061546e+02 +1.0224e+00 -1.6780e+00 -3.6112e+00 -1.9592e+00 +3.1654e+00 +3.4870e+00 -3.8508e+00 -2.8149e+00 +1.0943e+00 -1.8411e+00 +1.3576e+00 -1.8844e+00 +4.0158e+00 +2.4338e+00 -1.6896e+00 +2.7456e+00 -2.2433e+00 -1.0870e+00 +1.3803e+00 -3.1871e+00
1782 +6.634528849e+01 +6.634528849e+01 +9.631528849e+01 +9.631528849e+01 +9.1018e-01 -1.7658e+00 -3.5782e+00 -1.8904e+00 +3.1788e+00 +3.4947e+00 -3.8220e+00 -2.8789e+00 +1.0801e+00 -1.8227e+00 +1.3764e+00 -1.8773e+00 +4.0967e+00 +2.4084e+00 -1.6319e+00 +2.6854e+00 -2.2559e+00 -1.1440e+00 +1.4699e+00 -3.1417e+00
1804 +5.862623613e+01 +5.862623613e+01 +8.859623613e+01 +8.859623613e+01 +8.8877e-01 -1.6183e+00 -3.5823e+00 -1.8789e+00 +3.1806e+00 +3.4481e+00 -3.8329e+00 -2.8271e+00 +1.0645e+00 -1.7965e+00 +1.4415e+00 -1.9692e+00 +4.1178e+00 +2.4175e+00 -1.6415e+00 +2.6707e+00 -2.3585e+00 -1.0971e+00 +1.5447e+00 -3.1993e+00
1848 +5.555953767e+01 +5.555953767e+01 +8.552953767e+01 +8.552953767e+01 +7.4249e-01 -1.6451e+00 -3.6657e+00 -1.9553e+00 +3.1000e+00 +3.3993e+00 -3.7835e+00 -2.9221e+00 +1.0270e+00 -1.8786e+00 +1.4685e+00 -1.8902e+00 +4.0936e+00 +2.4262e+00 -1.6612e+00 +2.6715e+00 -2.4047e+00 -1.0327e+00 +1.4438e+00 -3.2023e+00
1892 +5.021173052e+01 +5.021173052e+01 +8.018173052e+01 +8.018173052e+01 +8.5579e-01 -1.5576e+00 -3.6714e+00 -1.8496e+00 +3.1100e+00 +3.3940e+00 -3.7478e+00 -2.8795e+00 +1.0172e+00 -1.8699e+00 +1.4489e+00 -1.7975e+00 +4.0391e+00 +2.3494e+00 -1.6922e+00 +2.6884e+00 -2.5061e+00 -9.9442e-01 +1.4605e+00 -3.1888e+00
2024 +4.831194805e+01 +4.831194805e+01 +7.828194805e+01 +7.828194805e+01 +7.5038e-01 -1.7152e+00 -3.7701e+00 -1.8559e+00 +3.2124e+00 +3.4993e+00 -3.8088e+00 -2.7725e+00 +1.0673e+00 -1.9459e+00 +1.4246e+00 -1.7687e+00 +4.1014e+00 +2.5126e+00 -1.6200e+00 +2.6978e+00 -2.6000e+00 -1.0149e+00 +1.4639e+00 -3.2740e+00
2068 +4.719205650e+01 +4.719205650e+01 +7.716205650e+01 +7.716205650e+01 +7.7423e-01 -1.6799e+00 -3.8409e+00 -1.8721e+00 +3.2067e+00 +3.4640e+00 -3.7896e+00 -2.7966e+00 +1.0088e+00 -1.9293e+00 +1.4036e+00 -1.7532e+00 +4.0813e+00 +2.5300e+00 -1.6271e+00 +2.6112e+00 -2.4717e+00 -1.0192e+00 +1.4940e+00 -3.2525e+00
2156 +4.478061136e+01 +4.478061136e+01 +7.475061136e+01 +7.475061136e+01 +7.7255e-01 -1.5709e+00 -3.8032e+00 -1.8188e+00 +3.1622e+00 +3.4839e+00 -3.7253e+00 -2.8093e+00 +1.0068e+00 -1.9098e+00 +1.3920e+00 -1.8077e+00 +4.1021e+00 +2.4738e+00 -1.6267e+00 +2.5597e+00 -2.4550e+00 -1.0019e+00 +1.4347e+00 -3.2388e+00
2222 +4.252894539e+01 +4.252894539e+01 +7.249894539e+01 +7.249894539e+01 +6.9503e-01 -1.6941e+00 -3.8295e+00 -1.8365e+00 +3.2184e+00 +3.4893e+00 -3.7898e+00 -2.7403e+00 +9.9180e-01 -1.8678e+00 +1.4578e+00 -1.8389e+00 +4.0833e+00 +2.4168e+00 -1.6251e+00 +2.5899e+00 -2.4902e+00 -1.0163e+00 +1.4524e+00 -3.2404e+00
2266 +3.761190684e+01 +3.761190684e+01 +6.758190684e+01 +6.758190684e+01 +6.8279e-01 -1.6835e+00 -3.8255e+00 -1.8697e+00 +3.2120e+00 +3.4843e+00 -3.7879e+00 -2.7730e+00 +9.6162e-01 -1.8773e+00 +1.4253e+00 -1.7906e+00 +4.1194e+00 +2.4385e+00 -1.5714e+00 +2.5986e+00 -2.4747e+00 -1.0642e+00 +1.4852e+00 -3.2470e+00
2288 +3.606987159e+01 +3.606987159e+01 +6.603987159e+01 +6.603987159e+01 +6.8197e-01 -1.6624e+00 -3.8096e+00 -1.8574e+00 +3.2016e+00 +3.4561e+00 -3.7677e+00 -2.7462e+00 +1.0019e+00 -1.8606e+00 +1.4065e+00 -1.7733e+00 +4.0838e+00 +2.4004e+00 -1.5513e+00 +2.5662e+00 -2.4987e+00 -1.0257e+00 +1.4630e+00 -3.2751e+00
2310 +3.332689784e+01 +3.332689784e+01 +6.329689784e+01 +6.329689784e+01 +6.7132e-01 -1.6739e+00 -3.7743e+00 -1.8428e+00 +3.2068e+00 +3.4574e+00 -3.7733e+00 -2.7537e+00 +1.0071e+00 -1.8011e+00 +1.4167e+00 -1.7863e+00 +4.0831e+00 +2.3879e+00 -1.5700e+00 +2.5830e+00 -2.5223e+00 -1.0163e+00 +1.4607e+00 -3.2778e+00
2332 +3.056123278e+01 +3.056123278e+01 +6.053123278e+01 +6.053123278e+01 +6.9612e-01 -1.6881e+00 -3.7985e+00 -1.8470e+00 +3.1763e+00 +3.4720e+00 -3.7795e+00 -2.7561e+00 +1.0066e+00 -1.7977e+00 +1.4144e+00 -1.7886e+00 +4.1028e+00 +2.3997e+00 -1.5632e+00 +2.5704e+00 -2.5134e+00 -1.0498e+00 +1.4470e+00 -3.2767e+00
2360 +2.916600621e+01 +2.916600621e+01 +5.913600621e+01 +5.913600621e+01 +7.8632e-01 -1.6525e+00 -3.7831e+00 -1.9105e+00 +3.1862e+00 +3.4587e+00 -3.7939e+00 -2.7439e+00 +9.4853e-01 -1.7377e+00 +1.4223e+00 -1.7776e+00 +4.0975e+00 +2.3754e+00 -1.5278e+00 +2.5700e+00 -2.5084e+00 -1.0583e+00 +1.4596e+00 -3.2503e+00
2376 +2.661156238e+01 +2.661156238e+01 +5.658156238e+01 +5.658156238e+01 +7.3976e-01 -1.6391e+00 -3.7323e+00 -1.8600e+00 +3.1688e+00 +3.4796e+00 -3.7752e+00 -2.7495e+00 +9.9642e-01 -1.7908e+00 +1.4063e+00 -1.8141e+00 +4.0805e+00 +2.3788e+00 -1.5470e+00 +2.5911e+00 -2.5059e+00 -1.0504e+00 +1.4628e+00 -3.2711e+00
2398 +2.488712046e+01 +2.488712046e+01 +5.485712046e+01 +5.485712046e+01 +7.6742e-01 -1.6513e+00 -3.7571e+00 -1.8583e+00 +3.1678e+00 +3.4554e+00 -3.7770e+00 -2.7641e+00 +9.9489e-01 -1.7946e+00 +1.3999e+00 -1.8144e+00 +4.0719e+00 +2.3917e+00 -1.5571e+00 +2.6051e+00 -2.5188e+00 -1.0750e+00 +1.4603e+00 -3.2667e+00
2420 +1.983131316e+01 +1.983131316e+01 +4.980131316e+01 +4.980131316e+01 +7.7045e-01 -1.6969e+00 -3.7334e+00 -1.8784e+00 +3.1589e+00 +3.4437e+00 -3.7856e+00 -2.7724e+00 +9.9626e-01 -1.7552e+00 +1.4247e+00 -1.8148e+00 +4.0791e+00 +2.3996e+00 -1.5716e+00 +2.6203e+00 -2.4883e+00 -1.1117e+00 +1.4692e+00 -3.2434e+00
2442 +1.873143722e+01 +1.873143722e+01 +4.870143722e+01 +4.870143722e+01 +7.3356e-01 -1.7060e+00 -3.7283e+00 -1.8675e+00 +3.1390e+00 +3.4513e+00 -3.8208e+00 -2.7504e+00 +1.0147e+00 -1.7755e+00 +1.4439e+00 -1.7928e+00 +4.0751e+00 +2.4071e+00 -1.5775e+00 +2.6258e+00 -2.4719e+00 -1.1094e+00 +1.4779e+00 -3.2372e+00
2530 +1.735768912e+01 +1.735768912e+01 +4.732768912e+01 +4.732768912e+01 +7.4351e-01 -1.6911e+00 -3.6950e+00 -1.9080e+00 +3.1232e+00 +3.4548e+00 -3.8088e+00 -2.7779e+00 +1.0323e+00 -1.7331e+00 +1.4625e+00 -1.8012e+00 +4.1130e+00 +2.4011e+00 -1.5655e+00 +2.6438e+00 -2.4603e+00 -1.1340e+00 +1.4517e+00 -3.2148e+00
2552 +1.590929481e+01 +1.590929481e+01 +4.587929481e+01 +4.587929481e+01 +7.6162e-01 -1.7011e+00 -3.6879e+00 -1.8896e+00 +3.1148e+00 +3.4649e+00 -3.8005e+00 -2.7511e+00 +1.0368e+00 -1.7447e+00 +1.4570e+00 -1.8041e+00 +4.1045e+00 +2.4256e+00 -1.5591e+00 +2.6610e+00 -2.4807e+00 -1.1461e+00 +1.4294e+00 -3.2205e+00
2662 +1.438705489e+01 +1.438705489e+01 +4.435705489e+01 +4.435705489e+01 +7.7370e-01 -1.7033e+00 -3.6976e+00 -1.9020e+00 +3.1595e+00 +3.4797e+00 -3.8195e+00 -2.7498e+00 +1.0192e+00 -1.7540e+00 +1.4143e+00 -1.7808e+00 +4.1024e+00 +2.4332e+00 -1.5688e+00 +2.6634e+00 -2.4677e+00 -1.1328e+00 +1.4825e+00 -3.2205e+00
2684 +1.168113366e+01 +1.168113366e+01 +4.165113366e+01 +4.165113366e+01 +7.6709e-01 -1.6967e+00 -3.7151e+00 -1.9098e+00 +3.1554e+00 +3.4653e+00 -3.8288e+00 -2.7477e+00 +1.0203e+00 -1.7563e+00 +1.4280e+00 -1.7921e+00 +4.1129e+00 +2.4170e+00 -1.5590e+00 +2.6597e+00 -2.4744e+00 -1.1367e+00 +1.4810e+00 -3.2197e+00
2706 +1.104586617e+01 +1.104586617e+01 +4.101586617e+01 +4.101586617e+01 +7.5538e-01 -1.6827e+00 -3.7339e+00 -1.8926e+00 +3.1375e+00 +3.4610e+00 -3.8385e+00 -2.7539e+00 +1.0072e+00 -1.7439e+00 +1.4477e+00 -1.7925e+00 +4.1184e+00 +2.4145e+00 -1.5512e+00 +2.6414e+00 -2.4721e+00 -1.1551e+00 +1.4798e+00 -3.2233e+00
2750 +1.084941890e+01 +1.084941890e+01 +4.081941890e+01 +4.081941890e+01 +7.6811e-01 -1.6662e+00 -3.7190e+00 -1.8874e+00 +3.1409e+00 +3.4609e+00 -3.8481e+00 -2.7471e+00 +9.9914e-01 -1.7407e+00 +1.4264e+00 -1.7905e+00 +4.1069e+00 +2.4163e+00 -1.5550e+00 +2.6590e+00 -2.4545e+00 -1.1272e+00 +1.4785e+00 -3.2322e+00
2904 +9.283169576e+00 +9.283169576e+00 +3.925316958e+01 +3.925316958e+01 +7.7067e-01 -1.6714e+00 -3.7087e+00 -1.9040e+00 +3.1302e+00 +3.4853e+00 -3.8656e+00 -2.7355e+00 +1.0076e+00 -1.7397e+00 +1.4286e+00 -1.8023e+00 +4.1098e+00 +2.4093e+00 -1.5389e+00 +2.6623e+00 -2.4607e+00 -1.1944e+00 +1.4639e+00 -3.2256e+00
2926 +8.687473273e+00 +8.687473273e+00 +3.865747327e+01 +3.865747327e+01 +7.6137e-01 -1.6842e+00 -3.7082e+00 -1.8917e+00 +3.1433e+00 +3.4843e+00 -3.8497e+00 -2.7435e+00 +1.0146e+00 -1.7419e+00 +1.4374e+00 -1.8008e+00 +4.1099e+00 +2.4114e+00 -1.5397e+00 +2.6598e+00 -2.4630e+00 -1.1964e+00 +1.4582e+00 -3.2272e+00
2948 +8.042925025e+00 +8.042925025e+00 +3.801292502e+01 +3.801292502e+01 +7.5720e-01 -1.7004e+00 -3.7221e+00 -1.8900e+00 +3.1350e+00 +3.4844e+00 -3.8543e+00 -2.7448e+00 +1.0085e+00 -1.7369e+00 +1.4374e+00 -1.7992e+00 +4.1007e+00 +2.4011e+00 -1.5415e+00 +2.6617e+00 -2.4715e+00 -1.1856e+00 +1.4580e+00 -3.2335e+00
2992 +7.584158625e+00 +7.584158625e+00 +3.755415862e+01 +3.755415862e+01 +7.5987e-01 -1.6936e+00 -3.7158e+00 -1.9000e+00 +3.1269e+00 +3.4981e+00 -3.8535e+00 -2.7357e+00 +1.0081e+00 -1.7351e+00 +1.4362e+00 -1.7997e+00 +4.0814e+00 +2.4042e+00 -1.5470e+00 +2.6537e+00 -2.4850e+00 -1.1884e+00 +1.4661e+00 -3.2404e+00
3039 +7.052041336e+00 +7.052041336e+00 +3.702204134e+01 +3.702204134e+01 +7.4493e-01 -1.6860e+00 -3.7123e+00 -1.8927e+00 +3.1234e+00 +3.4921e+00 -3.8378e+00 -2.7269e+00 +1.0105e+00 -1.7468e+00 +1.4302e+00 -1.8085e+00 +4.0947e+00 +2.4186e+00 -1.5531e+00 +2.6585e+00 -2.4775e+00 -1.1612e+00 +1.4707e+00 -3.2348e+00
3080 +6.876458844e+00 +6.876458844e+00 +3.684645884e+01 +3.684645884e+01 +7.4681e-01 -1.6992e+00 -3.7086e+00 -1.8986e+00 +3.1247e+00 +3.4953e+00 -3.8488e+00 -2.7295e+00 +9.9955e-01 -1.7369e+00 +1.4357e+00 -1.7982e+00 +4.0913e+00 +2.4194e+00 -1.5414e+00 +2.6513e+00 -2.4786e+00 -1.1967e+00 +1.4730e+00 -3.2372e+00
3102 +6.388699377e+00 +6.388699377e+00 +3.635869938e+01 +3.635869938e+01 +7.5462e-01 -1.7006e+00 -3.7118e+00 -1.8964e+00 +3.1205e+00 +3.4950e+00 -3.8433e+00 -2.7343e+00 +9.9607e-01 -1.7310e+00 +1.4314e+00 -1.7947e+00 +4.0919e+00 +2.4165e+00 -1.5421e+00 +2.6484e+00 -2.4747e+00 -1.1864e+00 +1.4727e+00 -3.2447e+00
3146 +6.002142467e+00 +6.002142467e+00 +3.597214247e+01 +3.597214247e+01 +7.5223e-01 -1.7020e+00 -3.7081e+00 -1.8985e+00 +3.1255e+00 +3.4918e+00 -3.8555e+00 -2.7349e+00 +1.0022e+00 -1.7280e+00 +1.4299e+00 -1.7996e+00 +4.0950e+00 +2.4125e+00 -1.5404e+00 +2.6464e+00 -2.4766e+00 -1.1860e+00 +1.4761e+00 -3.2452e+00
3168 +5.610561721e+00 +5.610561721e+00 +3.558056172e+01 +3.558056172e+01 +7.5330e-01 -1.6950e+00 -3.7089e+00 -1.8954e+00 +3.1266e+00 +3.4931e+00 -3.8569e+00 -2.7365e+00 +1.0032e+00 -1.7287e+00 +1.4259e+00 -1.8013e+00 +4.0953e+00 +2.4092e+00 -1.5420e+00 +2.6441e+00 -2.4750e+00 -1.1876e+00 +1.4797e+00 -3.2431e+00
3212 +5.092255319e+00 +5.092255319e+00 +3.506225532e+01 +3.506225532e+01 +7.6286e-01 -1.6903e+00 -3.7162e+00 -1.8970e+00 +3.1352e+00 +3.4881e+00 -3.8497e+00 -2.7363e+00 +1.0012e+00 -1.7323e+00 +1.4236e+00 -1.8015e+00 +4.0902e+00 +2.4085e+00 -1.5414e+00 +2.6448e+00 -2.4760e+00 -1.1862e+00 +1.4828e+00 -3.2447e+00
3256 +4.315004161e+00 +4.315004161e+00 +3.428500416e+01 +3.428500416e+01 +7.5532e-01 -1.6941e+00 -3.7199e+00 -1.8976e+00 +3.1391e+00 +3.4871e+00 -3.8447e+00 -2.7391e+00 +9.9892e-01 -1.7421e+00 +1.4122e+00 -1.7957e+00 +4.0843e+00 +2.4140e+00 -1.5439e+00 +2.6432e+00 -2.4765e+00 -1.1739e+00 +1.4756e+00 -3.2401e+00
3344 +3.787984781e+00 +3.787984781e+00 +3.375798478e+01 +3.375798478e+01 +7.6841e-01 -1.6884e+00 -3.7192e+00 -1.9046e+00 +3.1301e+00 +3.4796e+00 -3.8426e+00 -2.7406e+00 +9.9169e-01 -1.7463e+00 +1.4109e+00 -1.8000e+00 +4.0764e+00 +2.4127e+00 -1.5410e+00 +2.6459e+00 -2.4674e+00 -1.1723e+00 +1.4791e+00 -3.2311e+00
3454 +3.648819128e+00 +3.648819128e+00 +3.361881913e+01 +3.361881913e+01 +7.6891e-01 -1.6939e+00 -3.7188e+00 -1.9012e+00 +3.1357e+00 +3.4775e+00 -3.8438e+00 -2.7347e+00 +9.9559e-01 -1.7450e+00 +1.4091e+00 -1.8063e+00 +4.0790e+00 +2.4081e+00 -1.5459e+00 +2.6478e+00 -2.4697e+00 -1.1693e+00 +1.4801e+00 -3.2336e+00
