% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.740687613e+01 +6.740687613e+01 +1.387568761e+02 +1.387568761e+02
113 +5.935680400e+01 +5.935680400e+01 +1.307068040e+02 +1.307068040e+02
188 +5.754912530e+01 +5.754912530e+01 +1.288991253e+02 +1.288991253e+02
198 +5.587102702e+01 +5.587102702e+01 +1.272210270e+02 +1.272210270e+02
200 +5.202730400e+01 +5.202730400e+01 +1.233773040e+02 +1.233773040e+02
211 +4.866187299e+01 +4.866187299e+01 +1.200118730e+02 +1.200118730e+02
242 +4.632091548e+01 +4.632091548e+01 +1.176709155e+02 +1.176709155e+02
264 +4.535248117e+01 +4.535248117e+01 +1.167024812e+02 +1.167024812e+02
286 +4.362524610e+01 +4.362524610e+01 +1.149752461e+02 +1.149752461e+02
381 +4.206846894e+01 +4.206846894e+01 +1.134184689e+02 +1.134184689e+02
404 +2.839935799e+01 +2.839935799e+01 +9.974935799e+01 +9.974935799e+01
549 +2.756150180e+01 +2.756150180e+01 +9.891150180e+01 +9.891150180e+01
593 +2.394784780e+01 +2.394784780e+01 +9.529784780e+01 +9.529784780e+01
671 +2.144653720e+01 +2.144653720e+01 +9.279653720e+01 +9.279653720e+01
770 +2.031885125e+01 +2.031885125e+01 +9.166885125e+01 +9.166885125e+01
836 +1.983839260e+01 +1.983839260e+01 +9.118839260e+01 +9.118839260e+01
857 +1.656716169e+01 +1.656716169e+01 +8.791716169e+01 +8.791716169e+01
924 +1.587435440e+01 +1.587435440e+01 +8.722435440e+01 +8.722435440e+01
990 +1.496046519e+01 +1.496046519e+01 +8.631046519e+01 +8.631046519e+01
1056 +1.270598723e+01 +1.270598723e+01 +8.405598723e+01 +8.405598723e+01
1078 +1.216048423e+01 +1.216048423e+01 +8.351048423e+01 +8.351048423e+01
1320 +1.132607505e+01 +1.132607505e+01 +8.267607505e+01 +8.267607505e+01
1411 +1.061935891e+01 +1.061935891e+01 +8.196935891e+01 +8.196935891e+01
1452 +9.394365742e+00 +9.394365742e+00 +8.074436574e+01 +8.074436574e+01
1474 +8.165521681e+00 +8.165521681e+00 +7.951552168e+01 +7.951552168e+01
1637 +7.573609481e+00 +7.573609481e+00 +7.892360948e+01 +7.892360948e+01
1716 +7.080594710e+00 +7.080594710e+00 +7.843059471e+01 +7.843059471e+01
1782 +6.763412303e+00 +6.763412303e+00 +7.811341230e+01 +7.811341230e+01
1892 +6.164617897e+00 +6.164617897e+00 +7.751461790e+01 +7.751461790e+01
2068 +5.989313052e+00 +5.989313052e+00 +7.733931305e+01 +7.733931305e+01
2266 +4.833715710e+00 +4.833715710e+00 +7.618371571e+01 +7.618371571e+01
2315 +4.710212464e+00 +4.710212464e+00 +7.606021246e+01 +7.606021246e+01
2332 +4.544675817e+00 +4.544675817e+00 +7.589467582e+01 +7.589467582e+01
2354 +4.342145219e+00 +4.342145219e+00 +7.569214522e+01 +7.569214522e+01
2376 +3.985023742e+00 +3.985023742e+00 +7.533502374e+01 +7.533502374e+01
2398 +3.810975667e+00 +3.810975667e+00 +7.516097567e+01 +7.516097567e+01
2772 +3.788245010e+00 +3.788245010e+00 +7.513824501e+01 +7.513824501e+01
2789 +3.698132720e+00 +3.698132720e+00 +7.504813272e+01 +7.504813272e+01
2792 +3.550470338e+00 +3.550470338e+00 +7.490047034e+01 +7.490047034e+01
2838 +3.512494326e+00 +3.512494326e+00 +7.486249433e+01 +7.486249433e+01
3050 +3.250830470e+00 +3.250830470e+00 +7.460083047e+01 +7.460083047e+01
3058 +3.184360009e+00 +3.184360009e+00 +7.453436001e+01 +7.453436001e+01
3121 +3.074532889e+00 +3.074532889e+00 +7.442453289e+01 +7.442453289e+01
3278 +2.927530617e+00 +2.927530617e+00 +7.427753062e+01 +7.427753062e+01
3300 +2.853731684e+00 +2.853731684e+00 +7.420373168e+01 +7.420373168e+01
3348 +2.575821726e+00 +2.575821726e+00 +7.392582173e+01 +7.392582173e+01
3603 +2.460290604e+00 +2.460290604e+00 +7.381029060e+01 +7.381029060e+01
