% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
325 +6.305623745e+02 +6.305623745e+02 +1.684723745e+02 +1.684723745e+02 -2.2918e+00 +2.1154e+00 +6.1140e-01 +1.1913e+00 +1.7109e+00 +2.5182e+00 -1.3540e-01 -4.2300e-01 -1.3269e+00 -2.2195e+00 -2.4439e+00 -1.3693e+00 -2.1224e-01 -4.7857e+00 -2.8285e+00 -1.2253e+00 -1.3030e+00 +1.5185e+00 +1.3312e+00 +8.7300e-01
349 +5.880132979e+02 +5.880132979e+02 +1.259232979e+02 +1.259232979e+02 -2.1625e+00 +1.5340e+00 +7.9230e-01 +1.3000e+00 +9.9692e-01 +3.4704e+00 -1.0533e+00 +4.2115e-01 -7.8920e-01 -3.0097e+00 -4.2730e+00 -6.9445e-01 -7.1442e-01 -4.8411e+00 -2.4574e+00 -2.9958e+00 +1.7879e-01 +1.6190e+00 +2.0743e+00 +5.8560e-01
356 +5.751048391e+02 +5.751048391e+02 +1.130148391e+02 +1.130148391e+02 -3.0923e+00 +1.2559e+00 +7.0745e-01 +1.4023e+00 +1.3060e+00 +2.6239e+00 -5.8140e-01 +4.4862e-01 -1.2535e-01 -2.9655e+00 -3.1302e+00 -1.4326e+00 -2.7915e-01 -5.7524e+00 -2.4157e+00 -3.5235e+00 -9.6159e-01 +2.1417e+00 +1.6038e+00 +1.2658e+00
372 +5.604466582e+02 +5.604466582e+02 +9.835665815e+01 +9.835665815e+01 -2.0319e+00 +6.6709e-01 +3.6146e-01 +1.5107e+00 +1.0140e+00 +2.1382e+00 -5.5159e-01 +5.7526e-01 -3.3893e-01 -2.4838e+00 -1.8242e+00 -2.0343e+00 -1.2719e+00 -4.4975e+00 -2.6520e+00 -1.9446e+00 -5.0665e-01 +1.0106e+00 +1.7568e+00 +9.9087e-01
377 +4.897766060e+02 +4.897766060e+02 +2.768660602e+01 +2.768660602e+01 -1.5402e+00 +1.2264e+00 -6.1482e-02 +2.1097e+00 +1.8655e+00 +2.3495e+00 -9.0494e-01 +9.2923e-01 +5.5494e-01 -3.2901e+00 -2.2310e+00 -1.8633e+00 -5.4535e-01 -5.3083e+00 +6.4485e-02 -3.2770e+00 -1.3914e+00 +2.3198e+00 +2.2879e+00 +1.9713e+00
383 +4.719065966e+02 +4.719065966e+02 +9.816596567e+00 +9.816596567e+00 -1.8323e+00 +5.8935e-01 +5.2184e-01 +1.6885e+00 +1.4050e+00 +2.2378e+00 -7.4721e-01 +5.3423e-01 +2.0786e+00 -3.0390e+00 -2.2523e+00 -6.6975e-01 -4.1390e-01 -5.2600e+00 -1.2279e+00 -4.7876e+00 -1.2165e+00 +8.4763e-01 +2.2220e+00 +1.2778e+00
396 +4.486629745e+02 +4.486629745e+02 -1.342702549e+01 -1.342702549e+01 -1.8894e+00 +1.0839e+00 +6.3466e-01 +1.4820e+00 +1.5396e+00 +2.7592e+00 -4.7507e-01 +9.6944e-01 +5.6329e-01 -2.9812e+00 -2.4535e+00 -9.1322e-01 -8.5794e-01 -4.8620e+00 -1.2510e+00 -3.0855e+00 -5.4661e-01 +1.3624e+00 +1.8265e+00 +1.2858e+00
402 +4.395677369e+02 +4.395677369e+02 -2.252226310e+01 -2.252226310e+01 -1.7503e+00 +1.9777e+00 +3.5662e-01 +1.7576e+00 +9.0519e-01 +3.4289e+00 -1.1503e+00 +2.6466e+00 -1.8592e-01 -3.8078e+00 -1.8470e+00 -1.6677e+00 -3.6969e-01 -4.7973e+00 +7.9876e-02 -2.6277e+00 -7.8638e-01 +2.6587e+00 +1.6672e+00 +2.0956e+00
433 +4.203390619e+02 +4.203390619e+02 -4.175093813e+01 -4.175093813e+01 -1.3167e+00 +1.3884e+00 +1.2618e+00 +2.3741e+00 +2.1517e+00 +2.8807e+00 -9.5285e-01 +9.3529e-01 +2.5737e-01 -1.8249e+00 -1.1971e+00 -7.1810e-01 -3.5018e-01 -5.0175e+00 +1.3913e+00 -3.9879e+00 -1.9756e+00 +4.6362e-01 +1.8160e+00 +2.9081e+00
456 +3.940369150e+02 +3.940369150e+02 -6.805308500e+01 -6.805308500e+01 -3.0895e+00 +2.6928e+00 +1.4781e+00 +3.8211e-01 +1.5333e+00 +2.3251e+00 +2.1172e+00 +2.3914e+00 +7.1930e-02 -2.3250e+00 -1.2220e+00 -2.5661e+00 -1.7985e-01 -4.1127e+00 -6.3644e-01 -3.6867e+00 +1.1043e-01 +1.3063e+00 +2.1600e+00 +2.2464e+00
544 +3.574616582e+02 +3.574616582e+02 -1.046283418e+02 -1.046283418e+02 +1.4808e-01 +3.9277e+00 +2.0864e+00 +2.4085e+00 +4.1266e-01 +3.1420e+00 -3.8483e-01 +2.2665e+00 -2.0027e-01 -2.8839e+00 +1.1631e+00 -3.3646e+00 -4.4126e-02 -3.4510e+00 -1.3477e+00 -3.4733e+00 -9.0099e-01 +1.5041e+00 +2.7722e+00 +3.7186e-01
586 +3.415804250e+02 +3.415804250e+02 -1.205095750e+02 -1.205095750e+02 -1.4023e+00 +2.9445e+00 +4.8899e-01 +1.3954e+00 +1.1136e+00 +1.7722e+00 +4.8281e-01 +2.7604e+00 +5.2914e-01 -3.4694e+00 +2.4558e+00 -1.1710e+00 -6.4304e-01 -3.4789e+00 -3.5816e-01 -3.8375e+00 +8.0915e-02 +1.3350e+00 +2.5782e+00 +2.3738e+00
