% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.270868857e+02 +1.270868857e+02 -3.350031143e+02 -3.350031143e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
206 +1.136450057e+02 +1.136450057e+02 -3.484449943e+02 -3.484449943e+02 +6.5915e-01 -2.1255e+00 +3.3399e+00 -3.6268e-01 +1.2244e+00
209 +8.115908961e+01 +8.115908961e+01 -3.809309104e+02 -3.809309104e+02 +4.3055e-02 -1.2838e+00 +2.2262e+00 -5.2985e-01 +2.2543e+00
276 +7.514862059e+01 +7.514862059e+01 -3.869413794e+02 -3.869413794e+02 +5.4183e-01 -2.8319e-01 +3.7951e+00 +1.6644e-01 +3.0344e+00
299 +6.217650758e+01 +6.217650758e+01 -3.999134924e+02 -3.999134924e+02 -2.2513e-01 +3.8188e+00 +2.0223e+00 +9.9629e-01 +3.2942e+00
344 +5.758223408e+01 +5.758223408e+01 -4.045077659e+02 -4.045077659e+02 -2.2049e-01 +4.2635e+00 +2.9427e+00 -1.5595e-01 +1.7050e+00
400 +4.756660247e+01 +4.756660247e+01 -4.145233975e+02 -4.145233975e+02 +3.3654e-01 +7.9293e-01 +2.9430e+00 +7.4188e-01 +2.5734e+00
464 +4.447971515e+01 +4.447971515e+01 -4.176102848e+02 -4.176102848e+02 +2.9099e-01 +3.7701e+00 +3.0588e+00 +7.0760e-01 +2.9137e+00
539 +4.265721069e+01 +4.265721069e+01 -4.194327893e+02 -4.194327893e+02 +8.7065e-01 +3.5409e+00 +2.2393e+00 +1.0826e+00 +1.7029e+00
550 +2.100544581e+01 +2.100544581e+01 -4.410845542e+02 -4.410845542e+02 +5.3341e-01 +2.3691e+00 +2.8051e+00 +1.1406e+00 +2.3005e+00
660 +1.848429635e+01 +1.848429635e+01 -4.436057036e+02 -4.436057036e+02 +5.0815e-01 +3.1828e+00 +2.1637e+00 +6.8775e-01 +2.3215e+00
