% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.124201902e+02 +9.124201902e+02 +4.503301902e+02 +4.503301902e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
127 +8.709535340e+02 +8.709535340e+02 +4.088635340e+02 +4.088635340e+02 -1.3224e+00 -6.2645e+00 +2.5445e+00 -2.6574e+00 +3.7973e+00 +4.2448e+00 +5.2692e-01 -5.5414e-01 +1.2629e+00 +3.3288e-01 +3.7328e-01 +1.7405e+00 +9.1195e-01 -3.1153e+00 -5.0178e-01 -2.3162e+00 -1.7526e+00 +2.8741e+00 +5.3259e-01 +1.0268e+00
154 +8.490450440e+02 +8.490450440e+02 +3.869550440e+02 +3.869550440e+02 -1.2910e+00 -6.3044e+00 +2.4231e+00 -2.6136e+00 +3.6987e+00 +4.2216e+00 +5.4183e-01 -5.5120e-01 +1.0920e+00 +3.3825e-01 +3.3711e-01 +1.7706e+00 +9.4518e-01 -2.9984e+00 -4.8132e-01 -2.2835e+00 -1.7390e+00 +2.7725e+00 +4.1180e-01 +9.7079e-01
175 +8.219796077e+02 +8.219796077e+02 +3.598896077e+02 +3.598896077e+02 -1.3818e+00 -6.1750e+00 +2.2628e+00 -2.5075e+00 +3.7142e+00 +4.3627e+00 +6.8477e-01 -3.0219e-01 +1.0813e+00 +1.2826e-01 +4.7977e-01 +1.6651e+00 +8.0073e-01 -2.8262e+00 -4.6674e-01 -2.6341e+00 -1.6844e+00 +2.9965e+00 +3.1809e-01 +9.8625e-01
181 +7.965458821e+02 +7.965458821e+02 +3.344558821e+02 +3.344558821e+02 -1.6035e+00 -6.0395e+00 +2.1760e+00 -2.8352e+00 +3.2855e+00 +4.4317e+00 +7.0151e-01 -2.0582e-01 +1.3316e+00 +1.1676e-02 +4.6541e-01 +1.6088e+00 +8.8117e-01 -2.9895e+00 -9.0036e-01 -2.4357e+00 -1.7573e+00 +2.8934e+00 +1.4105e-01 +1.0176e+00
206 +7.866166593e+02 +7.866166593e+02 +3.245266593e+02 +3.245266593e+02 -1.2970e+00 -6.3132e+00 +2.1991e+00 -2.5531e+00 +3.8758e+00 +4.1968e+00 +7.1143e-01 -4.5672e-01 +1.2911e+00 +2.6829e-01 +4.6431e-01 +1.3939e+00 +8.1938e-01 -2.9266e+00 -3.5624e-01 -2.5835e+00 -2.0318e+00 +2.5550e+00 +1.5718e-01 +9.3745e-01
211 +7.737482637e+02 +7.737482637e+02 +3.116582637e+02 +3.116582637e+02 -1.5216e+00 -6.1583e+00 +2.2346e+00 -2.3295e+00 +3.6733e+00 +4.2900e+00 +8.0307e-01 -4.0458e-01 +1.4794e+00 +2.5556e-01 +6.2810e-01 +7.8812e-01 +1.1467e+00 -3.0298e+00 -3.8865e-01 -2.3386e+00 -1.9762e+00 +2.8396e+00 +2.7581e-01 +8.2042e-01
223 +7.418289849e+02 +7.418289849e+02 +2.797389849e+02 +2.797389849e+02 -1.1706e+00 -6.1746e+00 +1.7534e+00 -2.3813e+00 +3.6817e+00 +4.5077e+00 +7.3738e-01 -6.4431e-01 +1.3988e+00 +1.7661e-02 +3.4410e-01 +7.9503e-01 +8.0786e-01 -2.8080e+00 -1.1977e-01 -2.6694e+00 -1.8241e+00 +2.8976e+00 -5.3961e-02 +1.0938e+00
249 +7.293440836e+02 +7.293440836e+02 +2.672540836e+02 +2.672540836e+02 -1.4189e+00 -6.2531e+00 +2.3929e+00 -2.5460e+00 +3.4715e+00 +4.3539e+00 +4.1538e-01 -4.4450e-02 +1.1442e+00 +1.6391e-02 +8.9880e-02 +1.4051e+00 +1.1329e+00 -2.7781e+00 -4.1314e-01 -2.5463e+00 -1.8087e+00 +3.1816e+00 -3.6645e-01 +6.4340e-01
256 +6.538467846e+02 +6.538467846e+02 +1.917567846e+02 +1.917567846e+02 -1.3707e+00 -6.2715e+00 +2.1232e+00 -2.9054e+00 +3.5747e+00 +4.1859e+00 +5.3270e-01 -6.0408e-01 +1.7453e+00 -5.9539e-02 +1.7442e-01 +4.0294e-01 +1.0207e+00 -3.0359e+00 -7.1881e-01 -2.3326e+00 -1.9139e+00 +3.0783e+00 -2.0644e-01 +8.2542e-01
288 +6.375861682e+02 +6.375861682e+02 +1.754961682e+02 +1.754961682e+02 -1.5076e+00 -6.0842e+00 +2.2439e+00 -2.8929e+00 +3.5378e+00 +4.1419e+00 +1.4012e+00 -9.6283e-01 +1.7352e+00 -4.6432e-01 -2.2141e-01 +8.0967e-01 +1.1429e+00 -3.1802e+00 -4.6125e-01 -3.1261e+00 -1.4490e+00 +3.3993e+00 -2.7619e-01 +8.9068e-01
296 +6.030975556e+02 +6.030975556e+02 +1.410075556e+02 +1.410075556e+02 -1.0202e+00 -6.3837e+00 +2.3282e+00 -2.6786e+00 +3.2138e+00 +4.0879e+00 +1.3920e+00 -2.5896e-01 +1.6049e+00 +4.5168e-01 +1.7934e-02 +7.8358e-01 +9.2800e-01 -3.0951e+00 +2.8663e-01 -2.5395e+00 -1.8444e+00 +3.7086e+00 -9.7294e-01 +8.3146e-01
302 +5.692277348e+02 +5.692277348e+02 +1.071377348e+02 +1.071377348e+02 -1.3066e+00 -6.8142e+00 +2.2192e+00 -2.8201e+00 +3.1169e+00 +4.1318e+00 +7.7396e-01 -4.8760e-01 +1.6904e+00 -3.3742e-01 +1.3646e-01 -2.7610e-01 +1.2123e+00 -3.3685e+00 -7.8560e-01 -2.8182e+00 -1.6615e+00 +3.7473e+00 -6.2623e-01 +7.5649e-01
