% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+002 +1.581765120e+002 +1.412365120e+002 +1.412365120e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
2 +8.374657499e+001 +8.374657499e+001 +6.680657499e+001 +6.680657499e+001 +3.3642e+000 +5.3101e-001 -3.1998e+000 -3.2921e+000 -1.9944e-001 -2.6863e-001 -7.7891e-001 -8.6859e-001 -8.7421e-001 -3.5713e+000 +1.5729e+000 +4.4667e+000 -4.8155e+000 -8.5137e-001 +2.7419e+000 +1.2412e+000 +1.9377e+000 -2.4456e+000 +3.6703e+000 +1.8415e+000
3 +7.726749026e+001 +7.726749026e+001 +6.032749026e+001 +6.032749026e+001 +3.2294e+000 +8.3117e-001 -2.9976e+000 -3.3233e+000 +3.0530e-002 -1.9055e-001 -7.3111e-001 -5.8880e-001 -9.0888e-001 -3.4297e+000 +1.5760e+000 +4.3470e+000 -4.7529e+000 -8.9994e-001 +2.8761e+000 +1.1119e+000 +1.8717e+000 -2.4122e+000 +3.6919e+000 +1.7053e+000
4 +7.160124359e+001 +7.160124359e+001 +5.466124359e+001 +5.466124359e+001 +2.9844e+000 +6.1785e-001 -3.0654e+000 -3.3713e+000 -2.5344e-001 -3.2764e-001 -7.0526e-001 -6.5282e-001 -7.8461e-001 -3.6288e+000 +1.5275e+000 +4.6021e+000 -4.9557e+000 -9.0152e-001 +2.7799e+000 +1.0314e+000 +2.2059e+000 -2.7081e+000 +3.6185e+000 +1.6906e+000
8 +6.141485850e+001 +6.141485850e+001 +4.447485850e+001 +4.447485850e+001 +3.1484e+000 +7.7633e-001 -3.1267e+000 -3.3536e+000 +1.3046e-001 -3.6083e-001 -6.7782e-001 -7.2812e-001 -8.7000e-001 -3.4161e+000 +1.3377e+000 +4.4282e+000 -4.8703e+000 -6.8020e-001 +2.7198e+000 +1.0299e+000 +2.0464e+000 -2.5703e+000 +3.7357e+000 +1.6935e+000
13 +5.010715972e+001 +5.010715972e+001 +3.316715972e+001 +3.316715972e+001 +3.3608e+000 +5.5349e-001 -3.1986e+000 -3.3588e+000 -1.0643e-001 -2.9084e-001 -7.2252e-001 -6.2524e-001 -8.8377e-001 -3.6207e+000 +1.6087e+000 +4.5311e+000 -4.8364e+000 -8.7144e-001 +2.6856e+000 +1.1328e+000 +2.0965e+000 -2.5961e+000 +3.7915e+000 +1.5992e+000
65 +4.188030507e+001 +4.188030507e+001 +2.494030507e+001 +2.494030507e+001 +3.4032e+000 +4.5279e-001 -3.2861e+000 -3.5255e+000 -1.1539e-001 -3.4395e-001 -8.7889e-001 -8.7627e-001 -9.0555e-001 -3.4524e+000 +1.4788e+000 +4.4901e+000 -4.8254e+000 -7.5969e-001 +2.5250e+000 +1.1820e+000 +2.0828e+000 -2.7091e+000 +3.6052e+000 +1.8106e+000
156 +3.983468523e+001 +3.983468523e+001 +2.289468523e+001 +2.289468523e+001 +3.2218e+000 +4.1714e-001 -3.3929e+000 -3.5701e+000 -2.1048e-002 -3.7360e-001 -9.4222e-001 -8.0152e-001 -7.1188e-001 -3.3784e+000 +1.7022e+000 +4.4893e+000 -4.8559e+000 -9.1284e-001 +2.5406e+000 +1.1448e+000 +2.1866e+000 -2.4318e+000 +3.5549e+000 +1.8746e+000
1042 +3.904949134e+001 +3.904949134e+001 +2.210949134e+001 +2.210949134e+001 +3.6932e+000 +4.5617e-001 -3.4159e+000 -3.4810e+000 -2.8474e-001 -2.2320e-001 -5.0518e-001 -8.5919e-001 -7.4497e-001 -3.4895e+000 +1.8373e+000 +4.2237e+000 -4.8382e+000 -7.6139e-001 +2.3921e+000 +9.3946e-001 +2.0516e+000 -2.5471e+000 +3.6511e+000 +2.1546e+000
1056 +3.849820910e+001 +3.849820910e+001 +2.155820910e+001 +2.155820910e+001 +3.6420e+000 +5.2553e-001 -3.4779e+000 -3.4920e+000 -3.0727e-001 -2.6269e-001 -5.3004e-001 -8.9706e-001 -7.5713e-001 -3.5021e+000 +1.9266e+000 +4.2395e+000 -4.7926e+000 -7.0895e-001 +2.3809e+000 +9.7195e-001 +1.9402e+000 -2.5323e+000 +3.7071e+000 +2.1446e+000
1100 +3.785256738e+001 +3.785256738e+001 +2.091256738e+001 +2.091256738e+001 +3.7242e+000 +5.2248e-001 -3.5488e+000 -3.4780e+000 -2.6090e-001 -2.8040e-001 -5.8017e-001 -8.8975e-001 -7.4548e-001 -3.5217e+000 +1.9275e+000 +4.2305e+000 -4.7683e+000 -7.2991e-001 +2.3758e+000 +9.5795e-001 +1.9402e+000 -2.4879e+000 +3.7187e+000 +2.2145e+000
1165 +3.615420974e+001 +3.615420974e+001 +1.921420974e+001 +1.921420974e+001 +3.6915e+000 +5.5418e-001 -3.4930e+000 -3.4904e+000 -2.2421e-001 -2.4892e-001 -5.4281e-001 -8.4696e-001 -7.3896e-001 -3.5743e+000 +1.9328e+000 +4.2145e+000 -4.7561e+000 -7.6753e-001 +2.3974e+000 +9.7100e-001 +1.9878e+000 -2.5018e+000 +3.6825e+000 +2.2695e+000
1265 +3.485453014e+001 +3.485453014e+001 +1.791453014e+001 +1.791453014e+001 +3.6374e+000 +6.0766e-001 -3.5979e+000 -3.5045e+000 -2.4729e-001 -2.7680e-001 -5.1260e-001 -8.2510e-001 -7.4079e-001 -3.5836e+000 +1.9504e+000 +4.2049e+000 -4.7851e+000 -7.3461e-001 +2.3677e+000 +8.8622e-001 +2.0246e+000 -2.5769e+000 +3.8457e+000 +2.4830e+000
1540 +3.410633528e+001 +3.410633528e+001 +1.716633528e+001 +1.716633528e+001 +3.6565e+000 +6.1552e-001 -3.6183e+000 -3.4891e+000 -2.7855e-001 -2.5795e-001 -4.9855e-001 -8.5514e-001 -7.6939e-001 -3.5527e+000 +2.0424e+000 +4.1818e+000 -4.7620e+000 -7.8818e-001 +2.3320e+000 +9.4045e-001 +1.9280e+000 -2.4254e+000 +3.6756e+000 +2.3834e+000
1584 +3.363756919e+001 +3.363756919e+001 +1.669756919e+001 +1.669756919e+001 +3.6426e+000 +6.4146e-001 -3.6375e+000 -3.4847e+000 -2.9692e-001 -2.6167e-001 -4.8185e-001 -8.6864e-001 -7.7977e-001 -3.5468e+000 +2.0494e+000 +4.1771e+000 -4.7644e+000 -7.4977e-001 +2.3491e+000 +9.2020e-001 +1.9531e+000 -2.4407e+000 +3.6800e+000 +2.3612e+000
1686 +3.244934715e+001 +3.244934715e+001 +1.550934715e+001 +1.550934715e+001 +3.6718e+000 +6.3046e-001 -3.6611e+000 -3.5102e+000 -2.8647e-001 -2.1618e-001 -4.5030e-001 -8.8101e-001 -7.4900e-001 -3.5051e+000 +2.0367e+000 +4.1471e+000 -4.7842e+000 -7.7527e-001 +2.3779e+000 +9.0754e-001 +1.9868e+000 -2.4303e+000 +3.7216e+000 +2.3855e+000
1738 +3.213486873e+001 +3.213486873e+001 +1.519486873e+001 +1.519486873e+001 +3.6352e+000 +6.5351e-001 -3.6594e+000 -3.5206e+000 -3.1955e-001 -2.4508e-001 -4.1704e-001 -9.0177e-001 -7.4444e-001 -3.5092e+000 +2.0772e+000 +4.1360e+000 -4.7624e+000 -7.5278e-001 +2.3662e+000 +9.3592e-001 +1.9929e+000 -2.4683e+000 +3.6873e+000 +2.3991e+000
1892 +3.139917462e+001 +3.139917462e+001 +1.445917462e+001 +1.445917462e+001 +3.6515e+000 +6.4386e-001 -3.6517e+000 -3.5667e+000 -3.3898e-001 -2.3940e-001 -3.9439e-001 -9.4892e-001 -7.2042e-001 -3.4950e+000 +2.0870e+000 +4.1422e+000 -4.7969e+000 -7.7388e-001 +2.3887e+000 +9.5491e-001 +1.9874e+000 -2.4758e+000 +3.7042e+000 +2.4263e+000
2244 +3.087832866e+001 +3.087832866e+001 +1.393832866e+001 +1.393832866e+001 +3.6461e+000 +6.7620e-001 -3.6492e+000 -3.5662e+000 -3.3123e-001 -2.4301e-001 -3.9382e-001 -9.5769e-001 -6.8143e-001 -3.4355e+000 +2.0658e+000 +4.1311e+000 -4.7751e+000 -7.6174e-001 +2.3827e+000 +9.2961e-001 +1.9845e+000 -2.4940e+000 +3.7031e+000 +2.4489e+000
3652 +3.019828369e+001 +3.019828369e+001 +1.325828369e+001 +1.325828369e+001 +3.6644e+000 +6.6266e-001 -3.6223e+000 -3.5864e+000 -2.9536e-001 -2.3180e-001 -4.0827e-001 -9.8510e-001 -6.8589e-001 -3.4065e+000 +2.0803e+000 +4.1366e+000 -4.7871e+000 -7.6207e-001 +2.3978e+000 +9.2563e-001 +2.0035e+000 -2.5210e+000 +3.7909e+000 +2.4322e+000
9724 +2.951153091e+001 +2.951153091e+001 +1.257153091e+001 +1.257153091e+001 +3.7263e+000 +6.4779e-001 -3.4627e+000 -3.5480e+000 -2.9757e-001 -2.0964e-001 -3.8758e-001 -1.0663e+000 -6.0155e-001 -3.4047e+000 +2.0670e+000 +4.1518e+000 -4.8335e+000 -7.9283e-001 +2.3702e+000 +1.0593e+000 +2.0644e+000 -2.6459e+000 +4.1244e+000 +2.4088e+000
% function evaluation | noise-free fitness - Fopt (1.881000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+001 +5.562307111e+001 +7.443307111e+001 +7.443307111e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
% function evaluation | noise-free fitness - Fopt (2.731500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.178320511e+002 +2.178320511e+002 +4.909820511e+002 +4.909820511e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
164 +2.134842826e+002 +2.134842826e+002 +4.866342826e+002 +4.866342826e+002 +5.0907e-001 -1.7958e+000 -7.6998e-001 -8.1637e+000 +8.4534e-001 -1.7076e+000 -1.8466e-001 -4.4690e-001 -1.7799e+000 +5.2769e-002 -2.9712e-001 +1.3330e+000 -4.2467e+000 +2.9769e+000 +2.8560e+000 +3.9168e-001 +1.9658e+000 -1.4643e-001 +2.8683e+000 -6.1368e+000
232 +2.072427774e+002 +2.072427774e+002 +4.803927774e+002 +4.803927774e+002 +6.2685e-001 -2.0947e+000 -8.1684e-001 -7.9564e+000 +9.5001e-001 -1.6180e+000 -3.5688e-001 -5.9279e-001 -1.7124e+000 +2.0003e-001 -4.4123e-001 +1.4117e+000 -4.3478e+000 +3.1032e+000 +2.8691e+000 +3.2754e-001 +2.2702e+000 -2.3224e-001 +2.8895e+000 -5.8883e+000
294 +2.036915058e+002 +2.036915058e+002 +4.768415058e+002 +4.768415058e+002 +7.1807e-001 -1.9594e+000 -1.0437e+000 -7.6042e+000 +8.2022e-001 -1.5087e+000 -2.8694e-001 -6.5891e-001 -1.5971e+000 +3.2714e-001 -5.7710e-001 +1.1284e+000 -4.1819e+000 +3.0844e+000 +3.0724e+000 +5.8276e-001 +2.1527e+000 -4.0074e-001 +2.7667e+000 -5.9031e+000
