% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.506600110e+04 +5.506600110e+04 +5.510190110e+04 +5.510190110e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
122 +4.415135729e+04 +4.415135729e+04 +4.418725729e+04 +4.418725729e+04 -2.4379e+00 -2.8885e+00 +8.7388e-01 +1.1679e+00 -1.4569e+00
124 +3.358670997e+04 +3.358670997e+04 +3.362260997e+04 +3.362260997e+04 -2.0321e+00 -2.3718e+00 +8.3106e-01 +1.3511e+00 -1.5178e+00
127 +2.933967292e+04 +2.933967292e+04 +2.937557292e+04 +2.937557292e+04 -1.6521e+00 -2.1793e+00 +2.3736e-01 +1.3542e+00 -1.3543e+00
135 +1.346004179e+02 +1.346004179e+02 +1.705004179e+02 +1.705004179e+02 -1.9885e+00 -1.8935e+00 +3.9192e-01 +1.3594e+00 -3.4384e+00
156 +1.257149486e+02 +1.257149486e+02 +1.616149486e+02 +1.616149486e+02 -1.8733e+00 -2.5152e+00 +1.0205e+00 +1.4044e-01 -6.6843e+00
164 +1.210352168e+02 +1.210352168e+02 +1.569352168e+02 +1.569352168e+02 -2.0389e+00 -2.2318e+00 +6.8947e-02 +7.4360e-01 -4.2482e+00
169 +1.171084804e+02 +1.171084804e+02 +1.530084804e+02 +1.530084804e+02 -1.5422e+00 -2.0087e+00 +3.0514e-01 +1.2354e+00 -5.0753e+00
181 +1.128220875e+02 +1.128220875e+02 +1.487220875e+02 +1.487220875e+02 -1.9182e+00 -1.3133e+00 +6.2485e-01 +5.0962e-01 -5.1671e+00
213 +9.483468850e+01 +9.483468850e+01 +1.307346885e+02 +1.307346885e+02 -1.2852e+00 -2.4702e-01 +1.5248e+00 +1.7038e+00 -5.9360e+00
367 +8.033958534e+01 +8.033958534e+01 +1.162395853e+02 +1.162395853e+02 -1.2809e+00 -1.6909e+00 +8.8549e-01 +4.7549e-01 -3.7494e+00
390 +5.840402971e+01 +5.840402971e+01 +9.430402971e+01 +9.430402971e+01 -6.1910e-01 -9.6022e-01 +1.8272e+00 +2.0779e+00 -3.7933e+00
470 +5.690246915e+01 +5.690246915e+01 +9.280246915e+01 +9.280246915e+01 -7.9295e-01 +1.8011e+00 +8.9844e-01 +1.8074e+00 -4.0439e+00
517 +4.454953367e+01 +4.454953367e+01 +8.044953367e+01 +8.044953367e+01 +8.5576e-01 +1.2189e+00 +4.5349e-01 +3.0441e+00 -3.8264e+00
635 +4.030710240e+01 +4.030710240e+01 +7.620710240e+01 +7.620710240e+01 +1.0974e+00 +2.7803e+00 +1.2213e+00 +3.1061e+00 -4.4295e+00
713 +2.558554839e+01 +2.558554839e+01 +6.148554839e+01 +6.148554839e+01 +3.0430e-01 +1.9886e+00 +1.8679e+00 +1.4004e+00 -3.2694e+00
718 +2.412559429e+01 +2.412559429e+01 +6.002559429e+01 +6.002559429e+01 +7.8097e-01 +4.1083e+00 +1.7369e+00 +1.8631e+00 -1.8341e+00
1076 +1.628055064e+01 +1.628055064e+01 +5.218055064e+01 +5.218055064e+01 +1.1818e+00 +1.2069e+00 +1.9428e+00 +3.6282e+00 -2.4800e+00
1110 +1.205250027e+01 +1.205250027e+01 +4.795250027e+01 +4.795250027e+01 +1.0931e+00 +2.0843e+00 +2.7219e+00 +2.9719e+00 -2.3308e+00
1230 +1.048984725e+01 +1.048984725e+01 +4.638984725e+01 +4.638984725e+01 +1.3299e+00 +9.5597e-01 +2.8743e+00 +2.4834e+00 -2.8319e+00
1252 +7.506350000e+00 +7.506350000e+00 +4.340635000e+01 +4.340635000e+01 +1.6334e+00 +8.3693e-01 +3.1906e+00 +3.2550e+00 -2.6396e+00
1257 +5.458121297e+00 +5.458121297e+00 +4.135812130e+01 +4.135812130e+01 +1.6594e+00 +9.6222e-01 +2.8213e+00 +2.8435e+00 -2.2768e+00
1305 +4.494802943e+00 +4.494802943e+00 +4.039480294e+01 +4.039480294e+01 +1.8061e+00 +1.2559e+00 +2.8499e+00 +3.0874e+00 -2.2173e+00
1314 +4.253903061e+00 +4.253903061e+00 +4.015390306e+01 +4.015390306e+01 +2.2090e+00 +5.0644e-01 +3.1472e+00 +2.9847e+00 -2.5795e+00
1335 +3.927625007e+00 +3.927625007e+00 +3.982762501e+01 +3.982762501e+01 +2.1376e+00 +9.2710e-01 +3.0259e+00 +2.7413e+00 -2.3733e+00
1340 +2.649528056e+00 +2.649528056e+00 +3.854952806e+01 +3.854952806e+01 +1.9667e+00 +1.0062e+00 +2.6457e+00 +2.9589e+00 -1.9108e+00
1345 +2.455434219e+00 +2.455434219e+00 +3.835543422e+01 +3.835543422e+01 +2.1781e+00 +1.0431e+00 +2.8658e+00 +3.4513e+00 -1.8914e+00
1371 +1.866693299e+00 +1.866693299e+00 +3.776669330e+01 +3.776669330e+01 +2.4251e+00 +6.0808e-01 +2.8806e+00 +2.9703e+00 -2.1324e+00
1437 +1.627500561e+00 +1.627500561e+00 +3.752750056e+01 +3.752750056e+01 +2.4174e+00 +8.3802e-01 +2.8952e+00 +3.1558e+00 -2.1130e+00
1507 +1.373201938e+00 +1.373201938e+00 +3.727320194e+01 +3.727320194e+01 +2.2967e+00 +8.4891e-01 +2.7288e+00 +3.2345e+00 -1.8055e+00
1532 +1.298783211e+00 +1.298783211e+00 +3.719878321e+01 +3.719878321e+01 +2.4067e+00 +8.5376e-01 +2.7399e+00 +3.0460e+00 -1.9247e+00
1688 +6.730958677e-01 +6.730958677e-01 +3.657309587e+01 +3.657309587e+01 +2.5923e+00 +8.6972e-01 +2.7772e+00 +3.1510e+00 -1.7974e+00
1757 +6.398447698e-01 +6.398447698e-01 +3.653984477e+01 +3.653984477e+01 +2.5230e+00 +9.4257e-01 +2.8147e+00 +3.1867e+00 -1.7310e+00
1769 +4.163208579e-01 +4.163208579e-01 +3.631632086e+01 +3.631632086e+01 +2.5194e+00 +9.6718e-01 +2.6568e+00 +3.2368e+00 -1.6588e+00
1798 +3.935231937e-01 +3.935231937e-01 +3.629352319e+01 +3.629352319e+01 +2.5872e+00 +1.1166e+00 +2.6591e+00 +3.3450e+00 -1.7035e+00
1905 +2.757760887e-01 +2.757760887e-01 +3.617577609e+01 +3.617577609e+01 +2.6512e+00 +1.0145e+00 +2.6607e+00 +3.4057e+00 -1.6060e+00
1921 +1.471216350e-01 +1.471216350e-01 +3.604712163e+01 +3.604712163e+01 +2.6561e+00 +1.0777e+00 +2.6399e+00 +3.2772e+00 -1.5513e+00
