% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
440 +6.260670415e+02 +6.260670415e+02 +1.639770415e+02 +1.639770415e+02 +1.8753e+00 -2.6322e+00 +1.5021e+00 +2.5355e+00 -2.5566e-02 +1.6913e+00 +1.9189e+00 -1.5097e+00 +1.0165e+00 -2.3115e+00 +1.0172e+00 -2.5115e+00 -2.1834e+00 +1.1893e+00 +4.8989e-01 -6.0533e-01 -2.7762e+00 +1.8525e+00 +1.8051e-01 -3.2723e-01
443 +5.477827207e+02 +5.477827207e+02 +8.569272066e+01 +8.569272066e+01 +3.2532e+00 -3.1034e+00 -2.6298e-01 +1.9223e+00 +7.5451e-01 +2.0770e+00 +2.7449e+00 -1.6420e+00 +1.2967e+00 -1.6892e+00 +2.2287e+00 -2.7293e+00 -2.4354e+00 -7.0357e-01 +5.0658e-01 -1.8101e+00 -2.4840e+00 +1.5956e+00 +1.5448e+00 +9.8708e-01
484 +5.287835446e+02 +5.287835446e+02 +6.669354464e+01 +6.669354464e+01 +1.7534e+00 -1.8933e+00 +1.3060e+00 +2.1888e+00 -6.2277e-01 +5.7282e-01 +2.4328e+00 -7.3141e-01 +8.0430e-01 -2.0935e+00 +1.0056e+00 -2.6837e+00 -2.2416e+00 -4.8242e-01 -1.1636e+00 -2.8300e+00 -3.0181e+00 +2.2183e+00 +1.6078e+00 -7.0793e-02
487 +4.363735729e+02 +4.363735729e+02 -2.571642712e+01 -2.571642712e+01 +1.5347e+00 +6.3629e-01 +6.1008e-02 +7.5387e-01 -1.7702e+00 +4.3322e-01 +1.2298e+00 +2.1238e-01 +1.1677e+00 -3.8527e+00 +9.1417e-01 -2.4744e+00 -2.5684e-01 +2.1745e-01 -1.4625e-01 -2.1200e+00 -5.0540e-01 +6.9932e-01 +8.6730e-01 +1.1158e+00
491 +4.223056738e+02 +4.223056738e+02 -3.978432617e+01 -3.978432617e+01 +1.5836e+00 -2.2875e+00 +1.2618e+00 +3.3442e+00 -1.9952e-01 -1.7280e+00 +1.6979e+00 -2.1491e-01 +6.3422e-01 -1.7284e+00 +1.6847e+00 -3.3611e+00 -1.8887e+00 -7.8284e-01 -1.0314e+00 -4.0071e+00 -2.2410e+00 +3.0050e+00 +1.7253e+00 +5.4094e-01
562 +3.940819035e+02 +3.940819035e+02 -6.800809648e+01 -6.800809648e+01 +5.5678e-01 -3.2449e+00 -1.0331e+00 +2.1833e+00 -1.5228e+00 +1.4272e+00 -2.3747e-01 +4.0348e-01 +5.9459e-01 -2.2931e+00 -4.1813e-01 -3.9054e+00 -1.5896e+00 -4.0090e+00 +8.5719e-01 -2.2003e+00 -3.6014e-01 +2.2879e+00 +1.9462e+00 +1.9522e+00
572 +3.347380888e+02 +3.347380888e+02 -1.273519112e+02 -1.273519112e+02 +4.7577e-01 -2.3289e+00 -1.2335e+00 +2.8371e+00 -8.4574e-01 +7.5538e-01 +7.2396e-01 +4.6198e-01 +1.1540e+00 -2.1673e+00 +7.7508e-01 -3.7966e+00 -1.2113e+00 -1.4159e+00 -9.8239e-02 -3.3664e+00 -1.2625e+00 +2.5889e+00 +2.1093e+00 +3.3260e-01
638 +3.277960415e+02 +3.277960415e+02 -1.342939585e+02 -1.342939585e+02 +2.1642e-01 -1.9283e+00 -4.7634e-01 +3.1937e+00 +9.1072e-01 +1.8817e+00 +4.6435e-01 +2.0692e+00 +1.8990e-01 -2.2697e+00 +1.4915e+00 -3.8753e+00 -5.1611e-01 -2.7785e+00 -3.6715e-01 -4.2048e+00 -1.7416e+00 +3.3649e+00 +2.1612e+00 +6.7047e-01
718 +3.183760684e+02 +3.183760684e+02 -1.437139316e+02 -1.437139316e+02 -7.4382e-01 -8.9178e-01 -1.8278e+00 +2.0786e+00 +2.0059e-01 +2.6998e+00 +4.7886e-01 +3.2826e+00 +1.1726e+00 -1.9991e+00 -2.4844e-01 -4.6667e+00 -1.6871e+00 -2.4588e+00 +4.1968e-01 -2.8397e+00 +5.9712e-02 +3.2507e+00 +1.6209e+00 +1.5557e+00
803 +2.613030145e+02 +2.613030145e+02 -2.007869855e+02 -2.007869855e+02 +6.5459e-01 -8.4056e-01 +2.4329e-02 +1.3509e+00 -1.4354e+00 +2.1540e+00 +6.2661e-01 +1.7834e+00 +1.0194e+00 -5.0298e-02 +1.7855e+00 -4.0782e+00 -8.6531e-01 -2.9631e+00 -2.2822e-01 -4.8021e+00 -6.6973e-01 +3.1108e+00 +1.9984e+00 +1.4404e+00
867 +2.491910227e+02 +2.491910227e+02 -2.128989773e+02 -2.128989773e+02 +2.1596e+00 -1.0419e+00 -2.9704e-01 +2.6632e+00 -1.0053e+00 +2.0517e+00 +6.1338e-01 +1.4122e+00 -6.4637e-02 -2.3182e-02 +1.9695e+00 -3.7033e+00 -8.8265e-01 -3.0438e+00 +1.4769e+00 -2.1385e+00 -8.5097e-01 +3.6491e+00 +2.8136e+00 +2.2647e+00
874 +2.249709157e+02 +2.249709157e+02 -2.371190843e+02 -2.371190843e+02 +2.3038e+00 -1.3580e+00 +1.1381e+00 +2.1418e+00 -8.0434e-02 +2.7833e+00 -1.9182e-01 +1.9730e+00 +1.5714e+00 -4.2621e-02 +1.3395e+00 -3.6775e+00 -8.2458e-01 -2.5817e+00 +1.5793e+00 -3.5773e+00 +1.4835e-01 +4.3118e+00 +2.1347e+00 +1.7839e+00
906 +1.932076198e+02 +1.932076198e+02 -2.688823802e+02 -2.688823802e+02 +1.9336e+00 -6.5771e-01 -3.6902e-01 +2.5051e+00 -6.1516e-02 +2.1321e+00 -1.0102e+00 +1.4293e+00 -4.3675e-02 +5.1910e-01 +1.6279e+00 -3.2167e+00 -1.0806e+00 -3.3637e+00 +9.5413e-01 -4.4123e+00 -6.9662e-01 +3.5491e+00 +2.7964e+00 +2.1933e+00
1251 +1.794938843e+02 +1.794938843e+02 -2.825961157e+02 -2.825961157e+02 +5.2516e-01 -7.6715e-01 +6.6125e-01 +2.6784e+00 -7.6256e-01 +2.8313e+00 +4.8008e-01 +2.1262e+00 +5.8416e-01 -3.3245e-01 +2.6664e+00 -3.2930e+00 -6.8900e-01 -2.9892e+00 +4.7857e-01 -3.9430e+00 -9.1525e-02 +2.6733e+00 +2.7035e+00 +1.1580e+00
