% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.707168231e+01 +3.707168231e+01 +2.013168231e+01 +2.013168231e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544776293e+01 +1.544776293e+01 +3.425776293e+01 +3.425776293e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.571434203e+01 +3.571434203e+01 +3.088643420e+02 +3.088643420e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
148 +3.528677802e+01 +3.528677802e+01 +3.084367780e+02 +3.084367780e+02 -3.8575e+00 -1.3695e-01 +1.1360e-01 +2.4979e+00 -2.2484e+00 +8.4321e-01 +4.1756e+00 +1.6270e-01 +3.3613e-02 +5.9173e+00 +4.7789e-01 -2.2236e-01 +1.8353e+00 +4.0078e+00 +2.2638e-01 -5.4197e+00 +3.0374e+00 -1.6497e+00 +1.5424e-01 -1.3949e+00
169 +3.152295884e+01 +3.152295884e+01 +3.046729588e+02 +3.046729588e+02 -3.5468e+00 -4.9785e-01 +2.2583e-01 +2.5599e+00 -1.9256e+00 +7.0378e-01 +4.2772e+00 -2.6250e-01 -2.4037e-01 +5.2363e+00 +5.6276e-01 -3.1087e-01 +1.9251e+00 +3.5435e+00 -4.3479e-01 -5.3357e+00 +2.6284e+00 -1.7061e+00 -1.6534e-01 -1.1102e+00
185 +2.932083551e+01 +2.932083551e+01 +3.024708355e+02 +3.024708355e+02 -3.4595e+00 -3.2081e-01 +2.6481e-01 +2.5528e+00 -1.7153e+00 +1.9619e-01 +3.5992e+00 +1.5514e-01 +2.4810e-01 +5.1889e+00 +3.8523e-01 +1.2085e-01 +1.8320e+00 +3.3283e+00 -4.9488e-01 -5.5007e+00 +2.5424e+00 -1.3932e+00 -2.3382e-01 -1.0596e+00
202 +2.621151851e+01 +2.621151851e+01 +2.993615185e+02 +2.993615185e+02 -3.3972e+00 -5.2880e-01 +5.7758e-01 +2.2974e+00 -1.7250e+00 +3.7545e-01 +3.7204e+00 -1.0614e-01 -6.8917e-02 +5.4054e+00 +2.2221e-01 +4.6744e-02 +2.0537e+00 +2.7714e+00 +1.8207e-01 -5.0233e+00 +3.0780e+00 -1.3982e+00 +4.6016e-01 -1.3690e+00
214 +2.561579220e+01 +2.561579220e+01 +2.987657922e+02 +2.987657922e+02 -3.7256e+00 -5.5261e-01 -1.9676e-03 +2.6930e+00 -2.3029e+00 +8.6354e-01 +3.7519e+00 +5.6276e-02 -5.4044e-01 +4.8673e+00 +3.7473e-01 +2.5555e-01 +1.9229e+00 +3.3070e+00 -5.7034e-01 -4.8694e+00 +2.6657e+00 -1.2753e+00 -1.0369e-02 -1.4756e+00
