% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+004 +1.831961742e+004 +1.777311742e+004 +1.777311742e+004 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
346 +1.676058657e+004 +1.676058657e+004 +1.621408657e+004 +1.621408657e+004 +2.2715e+000 -8.7002e-001 +8.8440e-001 -2.6387e+000 +1.1600e+000 +1.3935e+000 -3.5966e+000 -1.6229e+000 -1.5198e-001 +1.2149e+000 +2.8223e+000 +2.2364e+000 +4.4022e+000 +4.1914e-001 +1.7127e+000 +9.9241e-001 +7.8206e-001 -5.3915e-001 +5.0463e-002 +2.1412e+000
355 +9.540100847e+003 +9.540100847e+003 +8.993600847e+003 +8.993600847e+003 +1.9732e+000 -2.4854e-001 +1.0526e+000 -2.3219e+000 +7.1050e-001 +2.0760e+000 -4.2208e+000 -1.5959e+000 -4.6533e-001 +8.3347e-001 +1.9058e+000 +1.0259e+000 +4.3258e+000 -7.6872e-002 +1.8013e+000 -2.8104e-001 +1.4979e+000 -8.8635e-001 +1.7696e-002 +1.5045e+000
374 +9.324204429e+003 +9.324204429e+003 +8.777704429e+003 +8.777704429e+003 +1.9203e+000 -8.4552e-001 +3.8301e-001 -2.5746e+000 +8.0153e-001 +1.9920e+000 -3.7185e+000 -1.6275e+000 -5.7038e-002 +8.0675e-001 +1.8349e+000 +1.5916e+000 +4.1480e+000 +2.7407e-001 +1.5833e+000 +3.0316e-001 +1.3385e+000 -6.6420e-001 -1.4435e-001 +1.9427e+000
378 +5.681726192e+003 +5.681726192e+003 +5.135226192e+003 +5.135226192e+003 +2.0945e+000 -1.1627e-001 +4.3298e-001 -2.5401e+000 +1.1520e+000 +1.5387e+000 -3.9702e+000 -5.5224e-001 +2.2191e-001 +3.2878e-001 +2.1133e+000 +2.1566e+000 +3.4684e+000 +8.4775e-001 +1.6567e+000 -1.1696e-001 +9.9055e-001 -5.9326e-001 -1.9127e-001 +2.3446e+000
396 +5.110987441e+003 +5.110987441e+003 +4.564487441e+003 +4.564487441e+003 +1.8896e+000 -6.2261e-001 +6.2663e-001 -2.4911e+000 +3.9478e-001 +1.5963e+000 -3.9295e+000 -1.5859e+000 +9.4021e-003 +6.2327e-001 +1.8593e+000 +1.4435e+000 +3.7100e+000 +4.1044e-001 +1.7432e+000 +1.2034e-001 +1.5275e+000 -9.9342e-001 -2.7450e-001 +2.1326e+000
403 +4.627048507e+003 +4.627048507e+003 +4.080548507e+003 +4.080548507e+003 +2.4405e+000 -1.3179e+000 +7.8905e-001 -2.6613e+000 +6.4748e-001 +1.4981e+000 -3.0751e+000 -1.4250e+000 -5.2936e-001 +1.9192e-001 +1.9368e+000 +1.9477e+000 +3.5164e+000 +1.3208e+000 +1.3606e+000 -4.7424e-001 +1.4713e+000 -1.2720e+000 -6.9159e-001 +2.6797e+000
405 +3.953874753e+003 +3.953874753e+003 +3.407374753e+003 +3.407374753e+003 +2.7453e+000 +6.4082e-002 +8.1949e-001 -3.1526e+000 +8.3298e-001 +1.4811e+000 -4.5619e+000 -1.9492e-001 +3.9224e-001 +1.1604e+000 +2.3804e+000 +8.4836e-001 +3.3680e+000 +8.4673e-001 +1.9546e+000 -2.5887e-001 +1.9568e+000 -1.3117e+000 -3.2120e-001 +2.2638e+000
414 +2.715650782e+003 +2.715650782e+003 +2.169150782e+003 +2.169150782e+003 +1.6595e+000 -9.6790e-002 +1.6464e+000 -2.3140e+000 +4.4786e-001 +1.3148e+000 -4.0834e+000 -1.2525e+000 +7.2268e-001 +8.8465e-001 +2.4009e+000 +1.2672e+000 +3.1611e+000 +7.6915e-001 +2.3195e+000 -5.5918e-001 +9.8959e-001 -8.6592e-001 -1.2565e+000 +2.0263e+000
418 +1.925071110e+003 +1.925071110e+003 +1.378571110e+003 +1.378571110e+003 +1.9820e+000 -7.2672e-001 +1.0236e+000 -2.5711e+000 +3.3038e-001 +1.5572e+000 -4.1818e+000 -1.3090e+000 -9.8130e-002 +7.6602e-001 +2.1318e+000 +1.3600e+000 +3.0109e+000 +5.5256e-001 +1.7040e+000 -5.9744e-002 +1.4056e+000 -1.1716e+000 -7.7495e-001 +1.8781e+000
427 +6.883895013e+002 +6.883895013e+002 +1.418895013e+002 +1.418895013e+002 +1.7657e+000 -7.6883e-001 +1.2541e+000 -2.1143e+000 +5.5456e-001 +1.0461e+000 -3.8408e+000 -1.7489e+000 -4.6488e-001 +4.6769e-001 +2.2108e+000 +9.6898e-001 +2.5169e+000 -3.7574e-001 +1.2764e+000 -6.3426e-001 +5.0663e-001 -1.0103e+000 -1.0973e+000 +8.5884e-001
550 +6.042484035e+002 +6.042484035e+002 +5.774840352e+001 +5.774840352e+001 +2.7967e+000 -1.1847e+000 +5.6367e-001 -2.3451e+000 +8.6460e-001 +1.2225e+000 -3.0715e+000 -5.6209e-001 +7.3319e-001 +6.1043e-001 +2.0418e+000 +9.2718e-001 +2.7391e+000 +1.1723e-001 +1.8035e+000 -1.6405e+000 +1.3216e+000 -1.6547e+000 -1.6304e+000 +1.3596e+000
572 +4.123907521e+002 +4.123907521e+002 -1.341092479e+002 -1.341092479e+002 +2.8618e+000 -1.5191e+000 +4.4119e-001 -2.1299e+000 +1.1457e+000 +1.0357e+000 -2.6148e+000 -6.5451e-001 +5.0687e-001 +5.2377e-001 +1.9061e+000 +8.0974e-001 +2.4420e+000 -7.6975e-002 +1.9251e+000 -1.7464e+000 +8.3732e-001 -1.7670e+000 -1.6392e+000 +1.7162e+000
616 +1.405945299e+002 +1.405945299e+002 -4.059054701e+002 -4.059054701e+002 +2.7437e+000 -1.4172e+000 +4.5935e-001 -2.1089e+000 +9.4516e-001 +8.2867e-001 -2.0145e+000 -7.0853e-001 -3.4491e-002 +6.9323e-001 +1.6457e+000 +9.6840e-001 +2.1905e+000 +2.2915e-002 +1.5699e+000 -1.6554e+000 +3.5023e-001 -2.2229e+000 -1.7049e+000 +1.9728e+000
638 +1.216474473e+002 +1.216474473e+002 -4.248525527e+002 -4.248525527e+002 +2.6853e+000 -1.5009e+000 +6.5062e-001 -1.9882e+000 +1.2786e+000 +1.1447e+000 -1.7373e+000 -5.6237e-001 +1.1275e-001 +5.0805e-001 +1.3613e+000 +1.1708e+000 +2.0582e+000 -8.0192e-002 +1.7156e+000 -1.6415e+000 +9.6931e-001 -2.1603e+000 -1.7000e+000 +1.4917e+000
660 +4.879843911e+001 +4.879843911e+001 -4.977015609e+002 -4.977015609e+002 +2.6295e+000 -9.3057e-001 +3.0672e-001 -1.5816e+000 +1.4024e+000 +1.3444e+000 -2.0449e+000 -6.3063e-001 +8.3937e-002 +2.3791e-001 +1.0365e+000 +9.0792e-001 +2.1079e+000 -9.3618e-001 +1.3021e+000 -1.6710e+000 +1.4984e+000 -2.1089e+000 -1.3507e+000 +1.3769e+000
704 +1.038752676e+001 +1.038752676e+001 -5.361124732e+002 -5.361124732e+002 +2.6249e+000 -3.8790e-001 -6.9943e-002 -9.0207e-001 +1.6573e+000 +7.7589e-001 -1.4965e+000 -7.0442e-003 -3.4466e-001 +4.3005e-001 +9.8038e-002 +9.8504e-001 +1.3108e+000 -1.3060e+000 +6.0334e-001 -1.2098e+000 +1.3771e+000 -1.9051e+000 -1.2105e+000 +1.3362e+000
858 +4.319285421e+000 +4.319285421e+000 -5.421807146e+002 -5.421807146e+002 +2.3702e+000 -5.6066e-002 -1.1158e+000 -1.9113e-001 +2.4016e+000 -1.6505e+000 -2.2315e+000 +1.5110e-001 -5.8569e-001 +6.3938e-001 +1.9568e-001 +2.0598e+000 +1.4360e+000 -8.1925e-001 +1.5780e+000 -1.1093e+000 +8.1619e-001 -2.0556e+000 -2.1232e+000 +9.5775e-001
946 +3.561474483e+000 +3.561474483e+000 -5.429385255e+002 -5.429385255e+002 +2.3354e+000 -3.5115e-001 -4.6026e-001 -1.2766e-001 +1.7928e+000 -1.5248e+000 -2.4909e+000 -1.9405e-001 -5.1923e-001 +3.3087e-001 +5.9755e-001 +1.4719e+000 +4.3044e-001 -1.3684e+000 +1.8931e+000 -1.0709e+000 +1.2658e+000 -1.4184e+000 -1.6952e+000 +1.7558e+000
