% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.253398105e+01 +1.253398105e+01 +1.054739811e+02 +1.054739811e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
289 +2.836635138e+00 +2.836635138e+00 +9.577663514e+01 +9.577663514e+01 +9.7219e-02 -1.8819e-01 -1.8321e+00
384 +1.442460785e+00 +1.442460785e+00 +9.438246078e+01 +9.438246078e+01 -5.4832e-01 +4.7886e-03 -2.0186e+00
386 +1.362896566e+00 +1.362896566e+00 +9.430289657e+01 +9.430289657e+01 -1.9483e-01 +5.8115e-03 -1.3521e+00
406 +5.130584382e-01 +5.130584382e-01 +9.345305844e+01 +9.345305844e+01 -2.3546e-01 +1.4261e-02 -1.8767e+00
506 +3.990848669e-01 +3.990848669e-01 +9.333908487e+01 +9.333908487e+01 -4.4089e-02 +3.2903e-01 -9.1868e-01
602 +3.142709778e-01 +3.142709778e-01 +9.325427098e+01 +9.325427098e+01 -1.6529e-01 +2.7279e-01 -9.4402e-01
612 +2.744320950e-01 +2.744320950e-01 +9.321443210e+01 +9.321443210e+01 -1.9487e-01 +1.9399e-01 -1.1062e+00
1241 +1.572871901e-01 +1.572871901e-01 +9.309728719e+01 +9.309728719e+01 -1.8274e-01 +3.6660e-01 -7.4133e-01
2320 +6.175602683e-02 +6.175602683e-02 +9.300175603e+01 +9.300175603e+01 -2.6457e-01 +5.5037e-01 -1.6238e-01
2420 +1.748575880e-02 +1.748575880e-02 +9.295748576e+01 +9.295748576e+01 -2.2852e-01 +6.6219e-01 -3.2023e-02
3307 +8.105351632e-03 +8.105351632e-03 +9.294810535e+01 +9.294810535e+01 -2.0157e-01 +7.9224e-01 +4.4689e-01
3363 +1.566200325e-07 +1.566200325e-07 +9.294000016e+01 +9.294000016e+01 -2.3763e-01 +7.5753e-01 +2.8406e-01
15230 +1.531369236e-07 +1.531369236e-07 +9.294000015e+01 +9.294000015e+01 -2.2354e-01 +7.3140e-01 +2.6154e-01
15233 +2.549602129e-08 +2.549602129e-08 +9.294000003e+01 +9.294000003e+01 -2.1245e-01 +7.5137e-01 +2.7553e-01
15426 +2.287299594e-08 +2.287299594e-08 +9.294000002e+01 +9.294000002e+01 -2.1808e-01 +7.2722e-01 +2.8225e-01
15447 +1.964221497e-08 +1.964221497e-08 +9.294000002e+01 +9.294000002e+01 -2.2262e-01 +7.5209e-01 +2.7331e-01
15491 +1.573474151e-08 +1.573474151e-08 +9.294000002e+01 +9.294000002e+01 -2.2130e-01 +7.1820e-01 +2.8396e-01
15527 +1.511646985e-08 +1.511646985e-08 +9.294000002e+01 +9.294000002e+01 -2.1639e-01 +7.5706e-01 +2.7207e-01
15638 +9.552820757e-09 +9.552820757e-09 +9.294000001e+01 +9.294000001e+01 -2.1361e-01 +7.2794e-01 +2.8121e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.012892492e+02 +3.012892492e+02 +3.366392492e+02 +3.366392492e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
94 +1.393485377e+01 +1.393485377e+01 +4.928485377e+01 +4.928485377e+01 +1.8937e+00 +8.4080e-01 +2.0770e+00
120 +1.340950562e+01 +1.340950562e+01 +4.875950562e+01 +4.875950562e+01 +2.2628e+00 +6.9199e-01 +2.1332e+00
133 +6.663303863e+00 +6.663303863e+00 +4.201330386e+01 +4.201330386e+01 +1.5984e+00 +1.2459e+00 +2.0684e+00
135 +3.812355324e+00 +3.812355324e+00 +3.916235532e+01 +3.916235532e+01 +2.1486e+00 +1.1254e+00 +2.5659e+00
652 +3.007670233e+00 +3.007670233e+00 +3.835767023e+01 +3.835767023e+01 +3.6424e+00 +4.6000e-01 +4.6943e-01
1928 +2.708905703e+00 +2.708905703e+00 +3.805890570e+01 +3.805890570e+01 +3.4328e+00 +6.2904e-01 +2.1110e-01
1980 +2.493446182e+00 +2.493446182e+00 +3.784344618e+01 +3.784344618e+01 +2.7410e+00 +9.0206e-01 +9.1965e-01
2904 +2.082382935e+00 +2.082382935e+00 +3.743238293e+01 +3.743238293e+01 +3.3974e+00 +7.2082e-01 -7.5521e-02
3140 +1.451006570e-01 +1.451006570e-01 +3.549510066e+01 +3.549510066e+01 +2.0251e+00 +1.3988e+00 +3.6222e+00
3300 +1.015381307e-01 +1.015381307e-01 +3.545153813e+01 +3.545153813e+01 +2.0445e+00 +1.3449e+00 +3.6033e+00
3302 +9.188719824e-02 +9.188719824e-02 +3.544188720e+01 +3.544188720e+01 +2.0255e+00 +1.3624e+00 +3.6603e+00
3310 +4.110874706e-02 +4.110874706e-02 +3.539110875e+01 +3.539110875e+01 +1.9631e+00 +1.3690e+00 +3.5269e+00
5966 +3.539213855e-02 +3.539213855e-02 +3.538539214e+01 +3.538539214e+01 +1.8640e+00 +1.4030e+00 +3.8889e+00
10311 +1.511274161e-02 +1.511274161e-02 +3.536511274e+01 +3.536511274e+01 +1.8127e+00 +1.4364e+00 +3.7794e+00
10462 +1.280385680e-02 +1.280385680e-02 +3.536280386e+01 +3.536280386e+01 +1.8364e+00 +1.4742e+00 +3.8178e+00
10544 +3.200964201e-03 +3.200964201e-03 +3.535320096e+01 +3.535320096e+01 +1.7985e+00 +1.4814e+00 +3.8929e+00
10741 +7.820268166e-08 +7.820268166e-08 +3.535000008e+01 +3.535000008e+01 +1.7591e+00 +1.4706e+00 +3.9674e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.465623999e+02 +3.465623999e+02 +3.503823999e+02 +3.503823999e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.406336332e+02 +2.406336332e+02 +2.444536332e+02 +2.444536332e+02 +2.3850e+00 -2.0622e+00 -6.5663e-01
8 +1.858139018e+02 +1.858139018e+02 +1.896339018e+02 +1.896339018e+02 +2.2692e+00 -2.0326e+00 -1.1454e-01
137 +1.165710697e+02 +1.165710697e+02 +1.203910697e+02 +1.203910697e+02 +1.5461e-01 +4.5194e+00 +2.1550e+00
142 +8.445882984e+01 +8.445882984e+01 +8.827882984e+01 +8.827882984e+01 +1.3730e+00 +4.0182e+00 +4.0159e+00
169 +2.533607815e+01 +2.533607815e+01 +2.915607815e+01 +2.915607815e+01 +4.5291e+00 +7.6833e+00 +3.0433e+00
266 +1.998015403e+01 +1.998015403e+01 +2.380015403e+01 +2.380015403e+01 +3.0091e+00 +7.2812e+00 +3.3773e+00
276 +1.875074321e+01 +1.875074321e+01 +2.257074321e+01 +2.257074321e+01 +3.8893e+00 +6.2157e+00 +3.1218e+00
288 +7.863157104e+00 +7.863157104e+00 +1.168315710e+01 +1.168315710e+01 +2.7776e+00 +6.6826e+00 +2.8619e+00
310 +4.093426822e+00 +4.093426822e+00 +7.913426822e+00 +7.913426822e+00 +4.0218e+00 +5.3126e+00 +2.3367e+00
315 +1.524463232e+00 +1.524463232e+00 +5.344463232e+00 +5.344463232e+00 +3.7625e+00 +4.4240e+00 +2.5984e+00
662 +8.154281391e-01 +8.154281391e-01 +4.635428139e+00 +4.635428139e+00 +4.2700e+00 -9.0043e-01 +1.4214e+00
674 +5.433908936e-01 +5.433908936e-01 +4.363390894e+00 +4.363390894e+00 +3.8900e+00 +8.0464e-01 +1.9179e+00
681 +2.752080029e-01 +2.752080029e-01 +4.095208003e+00 +4.095208003e+00 +4.1163e+00 +1.8570e-01 +1.7571e+00
706 +2.096279623e-01 +2.096279623e-01 +4.029627962e+00 +4.029627962e+00 +4.0080e+00 -1.2364e-01 +1.7021e+00
728 +1.288499372e-01 +1.288499372e-01 +3.948849937e+00 +3.948849937e+00 +4.1027e+00 +3.9979e-01 +1.7006e+00
747 +3.995680517e-02 +3.995680517e-02 +3.859956805e+00 +3.859956805e+00 +4.0005e+00 +8.2302e-01 +1.8539e+00
