% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+02 +1.581765120e+02 +1.412365120e+02 +1.412365120e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
269 +1.507199526e+02 +1.507199526e+02 +1.337799526e+02 +1.337799526e+02 +3.8447e-01 -2.6282e+00 +7.7858e-01 -1.4033e+00 -2.2825e+00 -1.8733e+00 +3.1329e+00 +4.2630e-01 +1.9913e+00 +2.0600e+00 -1.6694e+00 +3.2108e-01 +9.1078e-01 -2.7616e-01 +3.2078e+00 +1.4308e-01 -2.3147e-01 +1.1780e-01 +1.3595e+00 +1.2296e+00
327 +1.398532338e+02 +1.398532338e+02 +1.229132338e+02 +1.229132338e+02 +4.0343e-01 -2.6285e+00 +1.2851e+00 -1.5192e+00 -1.9992e+00 -1.9110e+00 +3.3972e+00 +2.7684e-03 +2.1462e+00 +1.9578e+00 -1.1473e+00 +9.1499e-01 +1.2478e+00 -7.1985e-01 +3.4289e+00 +1.3209e-01 -7.6668e-01 +5.6853e-01 +1.0561e+00 +1.3862e+00
406 +1.283300287e+02 +1.283300287e+02 +1.113900287e+02 +1.113900287e+02 +3.2579e-01 -2.5173e+00 +9.7155e-01 -9.0347e-01 -2.7091e+00 -1.1202e+00 +3.5311e+00 +6.7433e-01 +2.3625e+00 +1.6073e+00 -8.0808e-01 +8.6587e-01 +1.0828e+00 -5.7957e-01 +4.2241e+00 +5.9998e-01 -9.0381e-01 +8.1181e-01 +1.4710e+00 +1.3940e+00
408 +1.012702162e+02 +1.012702162e+02 +8.433021620e+01 +8.433021620e+01 +5.0553e-01 -2.4824e+00 +6.1133e-01 -1.1534e+00 -2.3670e+00 -1.1361e+00 +3.8237e+00 +6.0128e-01 +1.9207e+00 +1.8847e+00 -5.5777e-01 +3.3662e-01 +8.9124e-01 -4.0168e-01 +3.2757e+00 +4.9089e-01 -4.4722e-01 +7.3551e-01 +8.5097e-01 +1.0879e+00
482 +9.331063625e+01 +9.331063625e+01 +7.637063625e+01 +7.637063625e+01 +5.4398e-01 -3.0790e+00 +7.7082e-01 -1.6592e+00 -2.0504e+00 -1.0724e+00 +3.7515e+00 +5.3903e-01 +1.8926e+00 +1.7735e+00 -1.7628e-01 +8.7583e-01 +8.8825e-01 -3.0423e-01 +4.2696e+00 +4.9927e-01 -9.5484e-01 +5.8195e-01 +1.0377e+00 +1.5860e+00
527 +8.960129538e+01 +8.960129538e+01 +7.266129538e+01 +7.266129538e+01 +8.1336e-01 -2.3990e+00 +3.4873e-01 -1.5530e+00 -1.7132e+00 -9.4944e-01 +2.8907e+00 +4.7367e-01 +2.3123e+00 +2.0378e+00 +4.3800e-01 +7.5766e-01 +3.4891e-01 -3.8395e-01 +4.3566e+00 +4.3433e-01 -4.8373e-01 +1.2632e+00 +1.3197e+00 +1.6077e+00
538 +8.539426865e+01 +8.539426865e+01 +6.845426865e+01 +6.845426865e+01 +9.9091e-01 -2.7532e+00 +8.3537e-01 -1.5897e+00 -1.9167e+00 -1.9840e-01 +3.9500e+00 +1.5537e-01 +2.1994e+00 +1.6849e+00 +4.6924e-01 +4.5508e-01 +1.1407e+00 -8.2639e-01 +3.5528e+00 +2.5065e-01 -4.6633e-01 +6.2715e-01 +1.4065e+00 +1.6693e+00
553 +7.764628684e+01 +7.764628684e+01 +6.070628684e+01 +6.070628684e+01 +4.9766e-01 -2.9508e+00 +9.3372e-01 -6.4334e-01 -1.8006e+00 -6.6308e-01 +3.0860e+00 +5.4732e-01 +2.2967e+00 +2.1417e+00 +2.6445e-01 +8.4738e-01 +9.8296e-01 -4.9229e-01 +4.0222e+00 +4.1737e-01 -8.2133e-02 +5.8088e-01 +1.5753e+00 +1.5041e+00
601 +7.717728742e+01 +7.717728742e+01 +6.023728742e+01 +6.023728742e+01 +8.7394e-01 -2.6494e+00 +3.2605e-02 -1.5482e+00 -1.7299e+00 -2.0973e-02 +3.1148e+00 +8.5842e-01 +2.1955e+00 +8.9318e-01 +1.1756e+00 +1.1883e+00 +9.2951e-01 -5.7292e-01 +4.9092e+00 +3.3525e-01 -4.0500e-01 -2.2268e-01 +2.0656e+00 +2.3277e+00
660 +7.192439253e+01 +7.192439253e+01 +5.498439253e+01 +5.498439253e+01 +3.5620e-01 -2.8356e+00 -5.8040e-02 -1.4572e+00 -1.8908e+00 -7.8875e-01 +3.6338e+00 +4.5478e-01 +1.9930e+00 +1.8463e+00 +2.6020e+00 +1.4823e+00 +4.9349e-01 -8.1456e-01 +4.0161e+00 +9.1281e-02 -5.9411e-01 -1.1698e-01 +1.4519e+00 +1.5492e+00
691 +6.632976931e+01 +6.632976931e+01 +4.938976931e+01 +4.938976931e+01 +6.8740e-01 -3.4389e+00 +7.9819e-02 -6.2222e-01 -1.0340e+00 -4.7391e-01 +4.3857e+00 +2.3855e-01 +2.1524e+00 +1.8484e+00 +2.3300e+00 +1.8727e+00 +9.5427e-03 -3.2194e-01 +3.4273e+00 -2.2951e-01 +8.4771e-02 -4.9802e-01 +1.1773e+00 +2.2073e+00
704 +6.341512288e+01 +6.341512288e+01 +4.647512288e+01 +4.647512288e+01 +7.6273e-01 -2.9540e+00 -3.7016e-01 -1.6254e+00 -8.7866e-01 -5.0218e-01 +3.3855e+00 +2.4977e-01 +2.0802e+00 +1.9576e+00 +2.3376e+00 +1.7971e+00 +1.1844e-02 -8.3582e-01 +3.5125e+00 -1.2264e-01 -6.8831e-01 -2.9479e-01 +9.4393e-01 +1.9534e+00
738 +5.303471570e+01 +5.303471570e+01 +3.609471570e+01 +3.609471570e+01 +1.2995e+00 -2.9916e+00 -2.0718e-01 -2.8118e+00 -8.6705e-01 +3.6008e-01 +2.7125e+00 -2.8567e-01 +1.7928e+00 +1.1840e+00 +1.9979e+00 +4.3781e-01 +1.9735e-01 -9.1486e-01 +2.4787e+00 -3.2194e-01 -5.5313e-01 -1.0911e-01 +8.3065e-01 +9.5150e-01
822 +4.021664248e+01 +4.021664248e+01 +2.327664248e+01 +2.327664248e+01 +7.1187e-01 -7.8675e-01 -8.3910e-01 -1.6832e+00 +2.4105e+00 -1.2804e+00 +3.0412e-01 -1.6288e+00 +3.9411e-01 +1.1958e+00 +2.0308e+00 +1.9278e+00 -1.3125e+00 +3.7831e-01 +4.1137e+00 -1.0707e+00 +5.6947e-01 +1.1781e+00 +1.8121e+00 +2.5743e+00
