% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.047410848e+07 +1.047410848e+07 +1.047389860e+07 +1.047389860e+07 +2.1742e+00 +1.5318e-01 +3.8376e+00 -1.8901e+00 +2.5923e+00 -3.6824e-01 -2.3857e-01 -1.4131e-01 -5.4991e-01 +1.8992e-01 +5.7631e-01 +4.0823e+00 +1.1679e+00 +8.7972e-01 -3.6049e-01 -2.5242e+00 -4.1571e+00 -7.5829e-01 -8.4041e-02 +3.8436e-02
3 +9.171807556e+06 +9.171807556e+06 +9.171597676e+06 +9.171597676e+06 +2.2637e+00 +9.1963e-02 +3.9507e+00 -2.0003e+00 +2.6289e+00 -1.6285e-01 -4.6916e-02 -1.6460e-01 -3.9200e-01 +1.2490e-01 +8.3504e-01 +3.8065e+00 +1.0056e+00 +7.4894e-01 -2.2799e-01 -2.7059e+00 -4.0865e+00 -7.3680e-01 -3.2130e-01 +2.0126e-01
25 +9.071872567e+06 +9.071872567e+06 +9.071662687e+06 +9.071662687e+06 +2.2811e+00 +1.6170e-01 +4.0047e+00 -1.9609e+00 +2.5971e+00 -4.1165e-01 -2.5770e-02 -1.8544e-01 -3.8130e-01 +8.8718e-02 +7.3831e-01 +3.8769e+00 +1.3440e+00 +8.5179e-01 -1.8592e-01 -2.7345e+00 -4.0875e+00 -7.6734e-01 -3.3021e-01 +2.4470e-01
37 +8.861851617e+06 +8.861851617e+06 +8.861641737e+06 +8.861641737e+06 +2.0382e+00 +8.5875e-03 +4.0741e+00 -1.9555e+00 +2.7996e+00 -2.7719e-01 -2.0842e-01 -1.5231e-01 -3.2369e-01 +1.4808e-01 +8.6043e-01 +3.8285e+00 +1.0962e+00 +8.4976e-01 -3.1486e-01 -2.5883e+00 -4.3015e+00 -6.5852e-01 -2.9474e-01 +3.2732e-01
46 +8.365038769e+06 +8.365038769e+06 +8.364828889e+06 +8.364828889e+06 +2.1510e+00 -4.6983e-02 +4.0719e+00 -1.8883e+00 +2.6300e+00 -2.9600e-01 -5.1517e-02 -1.9207e-01 -4.3993e-01 +1.0938e-01 +8.5037e-01 +4.0049e+00 +1.2563e+00 +8.1037e-01 -1.3366e-01 -2.6274e+00 -4.1956e+00 -6.5618e-01 -2.8802e-01 +4.7761e-01
52 +8.278286893e+06 +8.278286893e+06 +8.278077013e+06 +8.278077013e+06 +2.2728e+00 -2.8777e-02 +4.0647e+00 -1.9727e+00 +2.5610e+00 -2.5420e-01 +1.3255e-01 -8.4040e-02 -2.4768e-01 +2.0694e-01 +7.8923e-01 +4.0108e+00 +1.2515e+00 +9.3189e-01 -2.5639e-01 -2.6000e+00 -4.0610e+00 -7.1746e-01 -3.5760e-01 +4.5790e-01
70 +7.560560871e+06 +7.560560871e+06 +7.560350991e+06 +7.560350991e+06 +2.0763e+00 +1.1672e-01 +4.0187e+00 -1.8560e+00 +2.6606e+00 -2.3132e-01 -1.8392e-01 +6.1783e-02 -4.4172e-01 +1.0406e-01 +9.4850e-01 +3.9502e+00 +1.2460e+00 +6.9833e-01 -3.1397e-01 -2.7601e+00 -4.1484e+00 -4.6341e-01 -3.6691e-01 +5.1704e-01
91 +6.571135203e+06 +6.571135203e+06 +6.570925323e+06 +6.570925323e+06 +2.1748e+00 +5.1530e-02 +3.8908e+00 -2.0176e+00 +2.6541e+00 -2.5594e-01 -9.7507e-02 -3.0282e-01 -5.5177e-01 +9.5371e-03 +7.9475e-01 +3.9431e+00 +1.0778e+00 +7.9138e-01 -3.8641e-01 -2.4577e+00 -4.0676e+00 -6.3850e-01 -5.2759e-01 +7.6920e-01
127 +5.802844119e+06 +5.802844119e+06 +5.802634239e+06 +5.802634239e+06 +2.2572e+00 +2.1857e-01 +3.7670e+00 -2.1141e+00 +2.5268e+00 -2.9854e-01 -2.0719e-01 +5.6569e-02 -3.3236e-01 +1.0585e-01 +6.3817e-01 +4.1091e+00 +1.2217e+00 +1.0802e+00 -3.4754e-01 -2.6100e+00 -4.4162e+00 -7.4903e-01 -7.2357e-01 +1.0245e+00
135 +5.111735757e+06 +5.111735757e+06 +5.111525877e+06 +5.111525877e+06 +2.0868e+00 -6.7980e-02 +3.8347e+00 -1.8928e+00 +2.5954e+00 -3.5749e-01 -3.5394e-01 -2.3866e-01 -5.4220e-01 -2.1787e-01 +8.4824e-01 +3.8035e+00 +1.3071e+00 +8.1161e-01 -4.2443e-01 -2.7471e+00 -4.2560e+00 -4.5776e-01 -7.8811e-01 +1.0086e+00
