% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288577618e+08 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
101 +4.239766774e+08 +4.239766774e+08 +4.239760563e+08 +4.239760563e+08 +5.9973e-01 +9.4506e-01 +1.7844e+00 +8.7636e-01 -2.3045e+00 +2.2977e-01 -8.4146e-01 +9.2098e-01 +9.6485e-01 -6.5978e-01 +1.8256e-01 +2.2326e+00 +5.2453e-01 +2.5241e+00 -1.6193e+00 +4.7128e-01 -1.2139e+00 -1.4225e+00 -3.1056e+00 +2.8286e+00
121 +4.161926089e+08 +4.161926089e+08 +4.161919878e+08 +4.161919878e+08 +1.6429e-01 +1.0661e+00 +1.9287e+00 +5.8797e-01 -1.9433e+00 +2.4589e-01 -5.7705e-01 +7.5147e-01 +1.0457e+00 -3.6167e-01 +6.4796e-01 +2.1618e+00 +7.0963e-01 +2.4110e+00 -2.0053e+00 +5.0183e-01 -1.2987e+00 -1.6482e+00 -2.8241e+00 +2.8450e+00
126 +3.975397579e+08 +3.975397579e+08 +3.975391368e+08 +3.975391368e+08 +5.6623e-01 +8.9892e-01 +1.8294e+00 +8.5899e-01 -2.2244e+00 +1.5605e-01 -4.5629e-01 +9.1481e-01 +6.9414e-01 -3.7359e-01 +1.8634e-01 +2.4840e+00 +5.1807e-01 +2.4602e+00 -1.7828e+00 +3.3341e-01 -1.1137e+00 -1.3899e+00 -2.9390e+00 +2.4953e+00
140 +3.516752316e+08 +3.516752316e+08 +3.516746105e+08 +3.516746105e+08 +5.4142e-01 +1.0994e+00 +1.5544e+00 +6.4659e-01 -2.2618e+00 +4.3895e-01 -8.3602e-01 +9.4706e-01 +1.1602e+00 -2.7562e-01 +1.4151e-01 +2.2997e+00 +8.0644e-01 +2.6904e+00 -1.5046e+00 +5.2737e-01 -9.6281e-01 -1.4058e+00 -2.8184e+00 +2.9118e+00
143 +3.379597134e+08 +3.379597134e+08 +3.379590923e+08 +3.379590923e+08 +3.5618e-01 +1.0316e+00 +1.9370e+00 +3.7237e-01 -2.2001e+00 +2.3186e-01 -6.1200e-01 +9.2277e-01 +7.9988e-01 -1.4086e-01 +6.2439e-02 +1.8570e+00 +7.2483e-01 +2.3728e+00 -1.9163e+00 +2.8773e-01 -7.5627e-01 -1.5617e+00 -2.5638e+00 +2.8257e+00
159 +3.019691064e+08 +3.019691064e+08 +3.019684853e+08 +3.019684853e+08 +9.9597e-02 +9.7972e-01 +1.5646e+00 +5.8946e-01 -1.8572e+00 +1.0412e-01 -7.4414e-01 +8.3984e-01 +1.1128e+00 +7.6267e-02 +1.8891e-01 +2.2241e+00 +1.2159e+00 +2.4327e+00 -1.4489e+00 +3.3695e-01 -9.3851e-01 -1.3746e+00 -2.6806e+00 +2.6416e+00
185 +2.834184671e+08 +2.834184671e+08 +2.834178460e+08 +2.834178460e+08 +4.6976e-01 +8.5275e-01 +1.5434e+00 +1.8761e-01 -2.4427e+00 -6.8119e-02 -6.3017e-01 +7.3446e-01 +1.3360e+00 +1.1183e-01 +6.3945e-02 +1.8820e+00 +1.2898e+00 +2.6654e+00 -1.9515e+00 +8.6379e-02 -9.6031e-01 -1.2667e+00 -2.9859e+00 +2.3217e+00
204 +2.628750350e+08 +2.628750350e+08 +2.628744139e+08 +2.628744139e+08 +4.9012e-01 +1.2634e+00 +1.3707e+00 +2.7081e-01 -2.0616e+00 +2.7777e-01 -5.6998e-01 +6.7631e-01 +1.3584e+00 -5.6868e-01 -9.2803e-02 +2.2968e+00 +1.0985e+00 +2.9206e+00 -1.7140e+00 -2.1128e-01 -4.5533e-01 -1.1865e+00 -2.5834e+00 +2.1392e+00
206 +2.502104219e+08 +2.502104219e+08 +2.502098008e+08 +2.502098008e+08 +1.2044e+00 +1.2140e+00 +1.3575e+00 +2.1882e-01 -2.0512e+00 -1.5150e-01 -9.9982e-01 +1.3290e+00 +4.0809e-01 +3.7518e-02 +3.2508e-02 +2.1322e+00 +1.2164e+00 +2.0061e+00 -9.7094e-01 +4.1755e-02 -6.0072e-01 -1.4963e+00 -2.7935e+00 +2.7109e+00
