% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.918812790e+08 +2.918812790e+08 +2.918806579e+08 +2.918806579e+08
292 +2.723555178e+08 +2.723555178e+08 +2.723548967e+08 +2.723548967e+08
314 +2.627843348e+08 +2.627843348e+08 +2.627837137e+08 +2.627837137e+08
326 +2.543496716e+08 +2.543496716e+08 +2.543490505e+08 +2.543490505e+08
338 +2.467819953e+08 +2.467819953e+08 +2.467813742e+08 +2.467813742e+08
357 +2.427842544e+08 +2.427842544e+08 +2.427836333e+08 +2.427836333e+08
360 +2.389596495e+08 +2.389596495e+08 +2.389590284e+08 +2.389590284e+08
365 +2.332312381e+08 +2.332312381e+08 +2.332306170e+08 +2.332306170e+08
377 +2.272208517e+08 +2.272208517e+08 +2.272202306e+08 +2.272202306e+08
379 +2.153524301e+08 +2.153524301e+08 +2.153518090e+08 +2.153518090e+08
382 +2.108419743e+08 +2.108419743e+08 +2.108413532e+08 +2.108413532e+08
406 +1.849054031e+08 +1.849054031e+08 +1.849047820e+08 +1.849047820e+08
422 +1.796995387e+08 +1.796995387e+08 +1.796989176e+08 +1.796989176e+08
430 +1.631016527e+08 +1.631016527e+08 +1.631010316e+08 +1.631010316e+08
433 +1.601999207e+08 +1.601999207e+08 +1.601992996e+08 +1.601992996e+08
442 +1.362740445e+08 +1.362740445e+08 +1.362734234e+08 +1.362734234e+08
484 +1.318062566e+08 +1.318062566e+08 +1.318056354e+08 +1.318056354e+08
488 +1.264861689e+08 +1.264861689e+08 +1.264855478e+08 +1.264855478e+08
495 +1.072649128e+08 +1.072649128e+08 +1.072642917e+08 +1.072642917e+08
506 +1.055914685e+08 +1.055914685e+08 +1.055908474e+08 +1.055908474e+08
528 +1.010132320e+08 +1.010132320e+08 +1.010126109e+08 +1.010126109e+08
550 +8.766414699e+07 +8.766414699e+07 +8.766352588e+07 +8.766352588e+07
572 +7.461394331e+07 +7.461394331e+07 +7.461332220e+07 +7.461332220e+07
594 +7.080063955e+07 +7.080063955e+07 +7.080001844e+07 +7.080001844e+07
616 +6.063855873e+07 +6.063855873e+07 +6.063793762e+07 +6.063793762e+07
638 +4.392797594e+07 +4.392797594e+07 +4.392735483e+07 +4.392735483e+07
660 +3.545428241e+07 +3.545428241e+07 +3.545366130e+07 +3.545366130e+07
726 +3.444337965e+07 +3.444337965e+07 +3.444275854e+07 +3.444275854e+07
748 +3.029457323e+07 +3.029457323e+07 +3.029395212e+07 +3.029395212e+07
770 +3.014813918e+07 +3.014813918e+07 +3.014751807e+07 +3.014751807e+07
792 +2.854937019e+07 +2.854937019e+07 +2.854874908e+07 +2.854874908e+07
814 +2.268193368e+07 +2.268193368e+07 +2.268131257e+07 +2.268131257e+07
836 +1.659485125e+07 +1.659485125e+07 +1.659423014e+07 +1.659423014e+07
858 +1.293496086e+07 +1.293496086e+07 +1.293433975e+07 +1.293433975e+07
880 +1.142116672e+07 +1.142116672e+07 +1.142054561e+07 +1.142054561e+07
1034 +1.099882326e+07 +1.099882326e+07 +1.099820215e+07 +1.099820215e+07
1056 +1.025700742e+07 +1.025700742e+07 +1.025638631e+07 +1.025638631e+07
1078 +9.208851024e+06 +9.208851024e+06 +9.208229914e+06 +9.208229914e+06
1100 +8.143310261e+06 +8.143310261e+06 +8.142689151e+06 +8.142689151e+06
1122 +7.320661685e+06 +7.320661685e+06 +7.320040575e+06 +7.320040575e+06
1210 +6.770431291e+06 +6.770431291e+06 +6.769810181e+06 +6.769810181e+06
1254 +6.661432650e+06 +6.661432650e+06 +6.660811540e+06 +6.660811540e+06
1276 +5.714916636e+06 +5.714916636e+06 +5.714295526e+06 +5.714295526e+06
1320 +5.041331286e+06 +5.041331286e+06 +5.040710176e+06 +5.040710176e+06
1364 +4.126559206e+06 +4.126559206e+06 +4.125938096e+06 +4.125938096e+06
1386 +3.482131285e+06 +3.482131285e+06 +3.481510175e+06 +3.481510175e+06
1408 +3.251361655e+06 +3.251361655e+06 +3.250740545e+06 +3.250740545e+06
1518 +1.959703113e+06 +1.959703113e+06 +1.959082003e+06 +1.959082003e+06
1540 +1.773369230e+06 +1.773369230e+06 +1.772748120e+06 +1.772748120e+06
1584 +1.661415885e+06 +1.661415885e+06 +1.660794775e+06 +1.660794775e+06
1606 +1.341154805e+06 +1.341154805e+06 +1.340533695e+06 +1.340533695e+06
1628 +1.191072395e+06 +1.191072395e+06 +1.190451285e+06 +1.190451285e+06
1650 +1.174399410e+06 +1.174399410e+06 +1.173778300e+06 +1.173778300e+06
1738 +1.098451045e+06 +1.098451045e+06 +1.097829935e+06 +1.097829935e+06
1760 +9.686551642e+05 +9.686551642e+05 +9.680340542e+05 +9.680340542e+05
1804 +9.359884277e+05 +9.359884277e+05 +9.353673177e+05 +9.353673177e+05
1826 +6.615170788e+05 +6.615170788e+05 +6.608959688e+05 +6.608959688e+05
1848 +6.376127045e+05 +6.376127045e+05 +6.369915945e+05 +6.369915945e+05
1870 +4.496507656e+05 +4.496507656e+05 +4.490296556e+05 +4.490296556e+05
2002 +3.756512897e+05 +3.756512897e+05 +3.750301797e+05 +3.750301797e+05
2068 +3.562168660e+05 +3.562168660e+05 +3.555957560e+05 +3.555957560e+05
2112 +3.315925073e+05 +3.315925073e+05 +3.309713973e+05 +3.309713973e+05
2134 +2.546828676e+05 +2.546828676e+05 +2.540617576e+05 +2.540617576e+05
2156 +1.875388116e+05 +1.875388116e+05 +1.869177016e+05 +1.869177016e+05
2178 +1.406277617e+05 +1.406277617e+05 +1.400066517e+05 +1.400066517e+05
2288 +1.193546079e+05 +1.193546079e+05 +1.187334979e+05 +1.187334979e+05
2310 +1.011337367e+05 +1.011337367e+05 +1.005126267e+05 +1.005126267e+05
2354 +8.781523728e+04 +8.781523728e+04 +8.719412728e+04 +8.719412728e+04
2376 +8.571735184e+04 +8.571735184e+04 +8.509624184e+04 +8.509624184e+04
2398 +7.387777319e+04 +7.387777319e+04 +7.325666319e+04 +7.325666319e+04
2486 +6.687700116e+04 +6.687700116e+04 +6.625589116e+04 +6.625589116e+04
2530 +5.048058870e+04 +5.048058870e+04 +4.985947870e+04 +4.985947870e+04
2552 +4.510869165e+04 +4.510869165e+04 +4.448758165e+04 +4.448758165e+04
2574 +3.505178441e+04 +3.505178441e+04 +3.443067441e+04 +3.443067441e+04
2596 +3.103046495e+04 +3.103046495e+04 +3.040935495e+04 +3.040935495e+04
2618 +2.911385381e+04 +2.911385381e+04 +2.849274381e+04 +2.849274381e+04
2728 +2.721795759e+04 +2.721795759e+04 +2.659684759e+04 +2.659684759e+04
2750 +2.133836646e+04 +2.133836646e+04 +2.071725646e+04 +2.071725646e+04
2772 +1.928181031e+04 +1.928181031e+04 +1.866070031e+04 +1.866070031e+04
2794 +1.606082707e+04 +1.606082707e+04 +1.543971707e+04 +1.543971707e+04
2816 +1.362747690e+04 +1.362747690e+04 +1.300636690e+04 +1.300636690e+04
2860 +1.072663575e+04 +1.072663575e+04 +1.010552575e+04 +1.010552575e+04
2882 +8.769050609e+03 +8.769050609e+03 +8.147940609e+03 +8.147940609e+03
2926 +8.392349409e+03 +8.392349409e+03 +7.771239409e+03 +7.771239409e+03
2970 +4.989511152e+03 +4.989511152e+03 +4.368401152e+03 +4.368401152e+03
3234 +4.674558852e+03 +4.674558852e+03 +4.053448852e+03 +4.053448852e+03
3256 +4.495947342e+03 +4.495947342e+03 +3.874837342e+03 +3.874837342e+03
3278 +4.055920902e+03 +4.055920902e+03 +3.434810902e+03 +3.434810902e+03
3322 +3.752625241e+03 +3.752625241e+03 +3.131515241e+03 +3.131515241e+03
3344 +3.399992090e+03 +3.399992090e+03 +2.778882090e+03 +2.778882090e+03
3366 +2.854074058e+03 +2.854074058e+03 +2.232964058e+03 +2.232964058e+03
3476 +2.647651353e+03 +2.647651353e+03 +2.026541353e+03 +2.026541353e+03
3498 +2.281931919e+03 +2.281931919e+03 +1.660821919e+03 +1.660821919e+03
3564 +2.093071258e+03 +2.093071258e+03 +1.471961258e+03 +1.471961258e+03
3608 +2.039848612e+03 +2.039848612e+03 +1.418738612e+03 +1.418738612e+03
3630 +1.690078483e+03 +1.690078483e+03 +1.068968483e+03 +1.068968483e+03
3652 +1.396036399e+03 +1.396036399e+03 +7.749263989e+02 +7.749263989e+02
3674 +1.159871931e+03 +1.159871931e+03 +5.387619313e+02 +5.387619313e+02
3696 +1.108150466e+03 +1.108150466e+03 +4.870404661e+02 +4.870404661e+02
3784 +1.076931699e+03 +1.076931699e+03 +4.558216995e+02 +4.558216995e+02
3806 +9.476344070e+02 +9.476344070e+02 +3.265244070e+02 +3.265244070e+02
3828 +8.649216918e+02 +8.649216918e+02 +2.438116918e+02 +2.438116918e+02
3850 +8.057243696e+02 +8.057243696e+02 +1.846143696e+02 +1.846143696e+02
3916 +7.147296014e+02 +7.147296014e+02 +9.361960140e+01 +9.361960140e+01
3938 +6.252975783e+02 +6.252975783e+02 +4.187578281e+00 +4.187578281e+00
3960 +5.556214660e+02 +5.556214660e+02 -6.548853396e+01 -6.548853396e+01
3982 +5.239119422e+02 +5.239119422e+02 -9.719805784e+01 -9.719805784e+01
4026 +4.338755288e+02 +4.338755288e+02 -1.872344712e+02 -1.872344712e+02
4048 +3.991806153e+02 +3.991806153e+02 -2.219293847e+02 -2.219293847e+02
4070 +3.789948456e+02 +3.789948456e+02 -2.421151544e+02 -2.421151544e+02
4092 +3.471108382e+02 +3.471108382e+02 -2.739991618e+02 -2.739991618e+02
4136 +2.688275821e+02 +2.688275821e+02 -3.522824179e+02 -3.522824179e+02
4158 +2.373726140e+02 +2.373726140e+02 -3.837373860e+02 -3.837373860e+02
4180 +1.970413039e+02 +1.970413039e+02 -4.240686961e+02 -4.240686961e+02
4202 +1.767813850e+02 +1.767813850e+02 -4.443286150e+02 -4.443286150e+02
4224 +1.546755355e+02 +1.546755355e+02 -4.664344645e+02 -4.664344645e+02
4246 +1.265614978e+02 +1.265614978e+02 -4.945485022e+02 -4.945485022e+02
4268 +9.585537942e+01 +9.585537942e+01 -5.252546206e+02 -5.252546206e+02
4290 +9.108317855e+01 +9.108317855e+01 -5.300268214e+02 -5.300268214e+02
4378 +8.807308481e+01 +8.807308481e+01 -5.330369152e+02 -5.330369152e+02
4400 +8.457976260e+01 +8.457976260e+01 -5.365302374e+02 -5.365302374e+02
4444 +7.199368712e+01 +7.199368712e+01 -5.491163129e+02 -5.491163129e+02
4466 +6.346284833e+01 +6.346284833e+01 -5.576471517e+02 -5.576471517e+02
4510 +5.583336800e+01 +5.583336800e+01 -5.652766320e+02 -5.652766320e+02
4532 +5.221148351e+01 +5.221148351e+01 -5.688985165e+02 -5.688985165e+02
4554 +4.263089303e+01 +4.263089303e+01 -5.784791070e+02 -5.784791070e+02
4576 +3.554470385e+01 +3.554470385e+01 -5.855652961e+02 -5.855652961e+02
4598 +3.460609630e+01 +3.460609630e+01 -5.865039037e+02 -5.865039037e+02
4620 +3.080489986e+01 +3.080489986e+01 -5.903051001e+02 -5.903051001e+02
4642 +2.603565407e+01 +2.603565407e+01 -5.950743459e+02 -5.950743459e+02
4730 +2.402209666e+01 +2.402209666e+01 -5.970879033e+02 -5.970879033e+02
4774 +2.366921176e+01 +2.366921176e+01 -5.974407882e+02 -5.974407882e+02
4796 +1.890723884e+01 +1.890723884e+01 -6.022027612e+02 -6.022027612e+02
4840 +1.679303158e+01 +1.679303158e+01 -6.043169684e+02 -6.043169684e+02
4950 +1.537639042e+01 +1.537639042e+01 -6.057336096e+02 -6.057336096e+02
4972 +1.350877221e+01 +1.350877221e+01 -6.076012278e+02 -6.076012278e+02
4994 +1.082125281e+01 +1.082125281e+01 -6.102887472e+02 -6.102887472e+02
