% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.124201902e+02 +9.124201902e+02 +4.503301902e+02 +4.503301902e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
311 +8.850355954e+02 +8.850355954e+02 +4.229455954e+02 +4.229455954e+02 -4.7445e-01 -7.1282e-01 +3.1345e-01 -1.6423e+00 -2.1924e-01 +3.4011e+00 +1.9005e+00 -5.7574e+00 -3.9028e+00 +1.1055e+00 -8.7212e-01 -1.1225e+00 -5.1520e-01 -1.0042e-01 +9.6935e-02 -2.8536e+00 +1.4953e+00 -3.6678e-01 -9.4597e-01 -2.2764e+00
316 +7.494833072e+02 +7.494833072e+02 +2.873933072e+02 +2.873933072e+02 -6.0871e-01 -2.4560e-01 +4.5958e-01 -6.9896e-01 -8.2183e-01 +3.0055e+00 +2.2679e+00 -5.3620e+00 -2.9132e+00 +1.5162e+00 -5.6412e-01 -9.9536e-01 -5.8975e-01 -2.9010e-01 +5.0699e-01 -2.6998e+00 +1.0469e+00 +6.1681e-01 -1.8552e+00 -1.1473e+00
374 +7.188917953e+02 +7.188917953e+02 +2.568017953e+02 +2.568017953e+02 -1.5052e+00 -2.2119e-01 +7.4147e-01 -8.6282e-02 -2.0279e-01 +3.0043e+00 +1.8674e+00 -4.9938e+00 -3.0254e+00 +9.5653e-01 -1.1751e+00 -1.5421e+00 -1.3527e+00 -8.9710e-01 +8.7693e-02 -2.9729e+00 +1.4228e+00 -1.2207e-01 -2.0738e+00 -1.8075e+00
380 +6.575403206e+02 +6.575403206e+02 +1.954503206e+02 +1.954503206e+02 -1.5974e+00 +1.5690e+00 +6.0483e-01 +3.2126e-01 +3.1954e-01 +3.2172e+00 +1.4990e+00 -5.1812e+00 -2.5989e+00 +2.6541e-01 -2.0394e-01 -1.9101e+00 -1.3568e+00 -1.7255e+00 -1.3564e+00 -3.1145e+00 +8.0302e-01 +4.6270e-02 -9.8688e-01 -1.1151e+00
395 +6.427639962e+02 +6.427639962e+02 +1.806739962e+02 +1.806739962e+02 -1.6612e+00 -1.0737e-01 +1.1008e-01 +5.5267e-01 -3.0843e-01 +2.5698e+00 +1.6803e+00 -5.2856e+00 -2.6831e+00 -8.9829e-02 -2.2297e+00 -2.4494e+00 -2.1177e+00 -1.9585e+00 -1.1740e-01 -2.9752e+00 +9.5258e-02 +1.3227e-01 -2.7195e+00 -1.6354e+00
416 +6.097672824e+02 +6.097672824e+02 +1.476772824e+02 +1.476772824e+02 -1.2832e+00 +2.8882e-01 -3.4615e-01 -3.1781e-01 +3.9187e-01 +3.1832e+00 +2.4780e+00 -5.5506e+00 -3.0349e+00 +2.3795e-01 -7.9456e-01 -2.1022e+00 -1.9062e+00 -1.0554e+00 +1.2636e-03 -3.7436e+00 +4.3968e-01 +9.5630e-01 -3.9966e+00 -2.0532e-01
418 +5.845099505e+02 +5.845099505e+02 +1.224199505e+02 +1.224199505e+02 -1.3897e+00 +1.7342e-01 +1.9666e-01 -4.0855e-02 +6.0409e-01 +3.1415e+00 +2.2005e+00 -4.9420e+00 -2.6116e+00 +3.5996e-01 -1.2980e+00 -1.8109e+00 -1.1169e+00 -6.7159e-01 -4.1732e-01 -3.5639e+00 +5.5453e-02 +5.6604e-01 -2.0384e+00 -1.3533e+00
451 +4.903555686e+02 +4.903555686e+02 +2.826556861e+01 +2.826556861e+01 -9.3120e-01 +8.9790e-01 +2.1609e-01 -5.8401e-02 +7.4733e-01 +2.0715e+00 +2.9126e+00 -5.3445e+00 -2.3762e+00 +2.1386e-01 -1.4560e+00 -2.2631e+00 -8.2591e-02 -2.6704e+00 -4.8372e-01 -3.5485e+00 -7.9193e-01 +6.8327e-01 -3.7953e+00 -1.2153e-01
484 +4.828101285e+02 +4.828101285e+02 +2.072012853e+01 +2.072012853e+01 -2.0859e+00 +5.2624e-01 -6.4791e-01 -2.6445e-01 +3.7082e-01 +2.9325e+00 +2.9812e+00 -4.2823e+00 -1.5828e+00 -3.0711e-02 -1.6122e+00 -2.5198e+00 -2.9986e-01 -1.5748e+00 -4.7777e-01 -3.0655e+00 +2.2688e-01 +6.7524e-01 -3.4584e+00 -6.4759e-01
