% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.500000000e+00 +6.500000000e+00 +1.303300000e+02 +1.303300000e+02 +0.0000e+00 +0.0000e+00
77 +3.384049013e+00 +3.384049013e+00 +1.272140490e+02 +1.272140490e+02 +3.6238e-01 -9.4704e-01
124 +3.095724331e+00 +3.095724331e+00 +1.269257243e+02 +1.269257243e+02 +6.0953e-01 -9.1241e-01
154 +6.847552778e-01 +6.847552778e-01 +1.245147553e+02 +1.245147553e+02 -8.4315e-02 -5.7013e-01
211 +6.491105773e-01 +6.491105773e-01 +1.244791106e+02 +1.244791106e+02 -1.1238e-01 -3.4657e-01
226 +1.563044916e-02 +1.563044916e-02 +1.238456304e+02 +1.238456304e+02 -6.6830e-03 +8.0298e-01
329 +7.350051051e-03 +7.350051051e-03 +1.238373501e+02 +1.238373501e+02 +2.3076e-02 +8.8516e-01
530 +4.911915816e-03 +4.911915816e-03 +1.238349119e+02 +1.238349119e+02 -4.0386e-02 +6.8159e-01
577 +4.784279511e-03 +4.784279511e-03 +1.238347843e+02 +1.238347843e+02 -6.9666e-02 +5.6126e-01
1103 +4.601616031e-03 +4.601616031e-03 +1.238346016e+02 +1.238346016e+02 -6.8939e-02 +5.6597e-01
1126 +4.253417402e-03 +4.253417402e-03 +1.238342534e+02 +1.238342534e+02 -6.6964e-02 +5.7012e-01
1212 +4.078292577e-03 +4.078292577e-03 +1.238340783e+02 +1.238340783e+02 -6.6400e-02 +5.7679e-01
1222 +3.309109359e-03 +3.309109359e-03 +1.238333091e+02 +1.238333091e+02 -6.2607e-02 +5.8657e-01
1265 +2.974835840e-03 +2.974835840e-03 +1.238329748e+02 +1.238329748e+02 -5.9913e-02 +6.0273e-01
1275 +2.211643112e-03 +2.211643112e-03 +1.238322116e+02 +1.238322116e+02 -5.7741e-02 +6.0735e-01
1330 +1.721543509e-03 +1.721543509e-03 +1.238317215e+02 +1.238317215e+02 -5.4186e-02 +6.1904e-01
1791 +1.683650526e-03 +1.683650526e-03 +1.238316837e+02 +1.238316837e+02 -5.3606e-02 +6.2075e-01
1814 +1.628985515e-03 +1.628985515e-03 +1.238316290e+02 +1.238316290e+02 -5.3266e-02 +6.2206e-01
1855 +1.556690878e-03 +1.556690878e-03 +1.238315567e+02 +1.238315567e+02 -5.3445e-02 +6.2278e-01
1904 +1.532214203e-03 +1.532214203e-03 +1.238315322e+02 +1.238315322e+02 -5.3021e-02 +6.2585e-01
1956 +1.463393362e-03 +1.463393362e-03 +1.238314634e+02 +1.238314634e+02 -5.2663e-02 +6.2530e-01
1993 +1.278446821e-03 +1.278446821e-03 +1.238312784e+02 +1.238312784e+02 -5.0945e-02 +6.3107e-01
2039 +7.951099317e-04 +7.951099317e-04 +1.238307951e+02 +1.238307951e+02 -4.7009e-02 +6.4652e-01
2232 +7.564781560e-04 +7.564781560e-04 +1.238307565e+02 +1.238307565e+02 -4.5680e-02 +6.4983e-01
2413 +7.342632902e-04 +7.342632902e-04 +1.238307343e+02 +1.238307343e+02 -4.6298e-02 +6.4962e-01
2490 +7.205898504e-04 +7.205898504e-04 +1.238307206e+02 +1.238307206e+02 -4.6175e-02 +6.4998e-01
2622 +6.945499765e-04 +6.945499765e-04 +1.238306945e+02 +1.238306945e+02 -4.5893e-02 +6.5097e-01
2643 +6.517636331e-04 +6.517636331e-04 +1.238306518e+02 +1.238306518e+02 -4.5454e-02 +6.5222e-01
2659 +6.345855980e-04 +6.345855980e-04 +1.238306346e+02 +1.238306346e+02 -4.5239e-02 +6.5279e-01
2690 +6.172630512e-04 +6.172630512e-04 +1.238306173e+02 +1.238306173e+02 -4.4891e-02 +6.5486e-01
2713 +6.092524827e-04 +6.092524827e-04 +1.238306093e+02 +1.238306093e+02 -4.4867e-02 +6.5385e-01
2733 +5.907623923e-04 +5.907623923e-04 +1.238305908e+02 +1.238305908e+02 -4.4717e-02 +6.5507e-01
2779 +5.779937724e-04 +5.779937724e-04 +1.238305780e+02 +1.238305780e+02 -4.4452e-02 +6.5526e-01
2831 +5.696869916e-04 +5.696869916e-04 +1.238305697e+02 +1.238305697e+02 -4.4396e-02 +6.5645e-01
2842 +5.598711698e-04 +5.598711698e-04 +1.238305599e+02 +1.238305599e+02 -4.4324e-02 +6.5599e-01
2862 +5.465027082e-04 +5.465027082e-04 +1.238305465e+02 +1.238305465e+02 -4.4077e-02 +6.5665e-01
2872 +5.224772737e-04 +5.224772737e-04 +1.238305225e+02 +1.238305225e+02 -4.3695e-02 +6.5788e-01
2962 +5.083267190e-04 +5.083267190e-04 +1.238305083e+02 +1.238305083e+02 -4.3696e-02 +6.5860e-01
3063 +4.920919864e-04 +4.920919864e-04 +1.238304921e+02 +1.238304921e+02 -4.3485e-02 +6.5923e-01
3088 +4.773193673e-04 +4.773193673e-04 +1.238304773e+02 +1.238304773e+02 -4.3149e-02 +6.6101e-01
3094 +4.649346337e-04 +4.649346337e-04 +1.238304649e+02 +1.238304649e+02 -4.3099e-02 +6.6086e-01
3106 +4.055945326e-04 +4.055945326e-04 +1.238304056e+02 +1.238304056e+02 -4.2272e-02 +6.6369e-01
3255 +3.828409393e-04 +3.828409393e-04 +1.238303828e+02 +1.238303828e+02 -4.1717e-02 +6.6621e-01
3423 +3.436403210e-04 +3.436403210e-04 +1.238303436e+02 +1.238303436e+02 -4.0988e-02 +6.6741e-01
3496 +2.994498717e-04 +2.994498717e-04 +1.238302994e+02 +1.238302994e+02 -4.0199e-02 +6.7018e-01
3538 +2.614446954e-04 +2.614446954e-04 +1.238302614e+02 +1.238302614e+02 -3.9799e-02 +6.7198e-01
3680 +2.271702579e-04 +2.271702579e-04 +1.238302272e+02 +1.238302272e+02 -3.9254e-02 +6.7431e-01
3757 +1.958558855e-04 +1.958558855e-04 +1.238301959e+02 +1.238301959e+02 -3.8591e-02 +6.7652e-01
3777 +1.873328301e-04 +1.873328301e-04 +1.238301873e+02 +1.238301873e+02 -3.8420e-02 +6.7730e-01
3871 +1.445414404e-04 +1.445414404e-04 +1.238301445e+02 +1.238301445e+02 -3.7410e-02 +6.8092e-01
4205 +1.407978616e-04 +1.407978616e-04 +1.238301408e+02 +1.238301408e+02 -3.7213e-02 +6.8117e-01
4262 +1.259668594e-04 +1.259668594e-04 +1.238301260e+02 +1.238301260e+02 -3.6930e-02 +6.8244e-01
4279 +1.190969740e-04 +1.190969740e-04 +1.238301191e+02 +1.238301191e+02 -3.6595e-02 +6.8330e-01
4306 +1.051228612e-04 +1.051228612e-04 +1.238301051e+02 +1.238301051e+02 -3.6327e-02 +6.8449e-01
4365 +8.975327853e-05 +8.975327853e-05 +1.238300898e+02 +1.238300898e+02 -3.5733e-02 +6.8706e-01
4388 +8.868892374e-05 +8.868892374e-05 +1.238300887e+02 +1.238300887e+02 -3.5696e-02 +6.8650e-01
4398 +8.150497182e-05 +8.150497182e-05 +1.238300815e+02 +1.238300815e+02 -3.5526e-02 +6.8769e-01
4469 +5.790240971e-05 +5.790240971e-05 +1.238300579e+02 +1.238300579e+02 -3.4423e-02 +6.9085e-01
4471 +5.072158244e-05 +5.072158244e-05 +1.238300507e+02 +1.238300507e+02 -3.4342e-02 +6.9133e-01
4494 +3.864059960e-05 +3.864059960e-05 +1.238300386e+02 +1.238300386e+02 -3.3755e-02 +6.9390e-01
4953 +3.776388751e-05 +3.776388751e-05 +1.238300378e+02 +1.238300378e+02 -3.3785e-02 +6.9335e-01
