% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+02 +1.581765120e+02 +1.412365120e+02 +1.412365120e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.475582298e+01 +7.475582298e+01 +5.781582298e+01 +5.781582298e+01 +3.6081e+00 -3.4514e+00 -1.0728e+00 -3.1329e+00 +1.0275e+00 -1.9151e+00 +1.8457e+00 -2.7805e+00 -9.9786e-01 +4.0350e+00 +1.0985e+00 -3.7577e-01 +2.0163e+00 -1.7745e+00 +2.0945e+00 -1.0146e+00 +1.0852e-01 +1.7626e+00 -8.5811e-01 +2.8492e+00
52 +6.599782090e+01 +6.599782090e+01 +4.905782090e+01 +4.905782090e+01 +3.5607e+00 -3.4438e+00 -1.2532e+00 -3.0606e+00 +1.1379e+00 -2.1294e+00 +1.6209e+00 -2.7501e+00 -7.7282e-01 +3.9882e+00 +1.3169e+00 -3.7116e-01 +2.0740e+00 -1.8424e+00 +2.0532e+00 -1.0466e+00 +2.7018e-01 +1.7545e+00 -5.1106e-01 +2.7780e+00
156 +6.213418928e+01 +6.213418928e+01 +4.519418928e+01 +4.519418928e+01 +3.4296e+00 -3.5125e+00 -1.1635e+00 -3.1947e+00 +1.1850e+00 -1.7097e+00 +1.6015e+00 -2.5690e+00 -7.4606e-01 +4.1601e+00 +1.3527e+00 -5.2263e-01 +2.1564e+00 -1.8386e+00 +1.9730e+00 -9.9311e-01 -3.5610e-02 +1.8253e+00 -7.5916e-01 +3.0631e+00
213 +6.123405000e+01 +6.123405000e+01 +4.429405000e+01 +4.429405000e+01 +3.4791e+00 -3.4642e+00 -1.0927e+00 -3.2038e+00 +1.3147e+00 -1.8987e+00 +1.7958e+00 -2.5487e+00 -9.0279e-01 +4.2415e+00 +1.3281e+00 -5.8096e-01 +2.0018e+00 -2.0308e+00 +1.9854e+00 -1.0323e+00 +1.1049e-01 +2.0264e+00 -5.1605e-01 +3.1656e+00
382 +5.803775956e+01 +5.803775956e+01 +4.109775956e+01 +4.109775956e+01 +3.6410e+00 -3.2714e+00 -1.2934e+00 -3.2046e+00 +1.0406e+00 -1.7784e+00 +1.7261e+00 -2.3718e+00 -1.0185e+00 +4.2151e+00 +1.3571e+00 -4.6359e-01 +2.2325e+00 -2.0134e+00 +1.9312e+00 -8.4553e-01 +8.1695e-02 +1.7891e+00 -4.7740e-01 +3.2121e+00
545 +5.747420845e+01 +5.747420845e+01 +4.053420845e+01 +4.053420845e+01 +3.5373e+00 -3.2968e+00 -1.2835e+00 -3.1666e+00 +1.0271e+00 -1.7861e+00 +1.7340e+00 -2.4008e+00 -9.5767e-01 +4.2581e+00 +1.4924e+00 -3.0056e-01 +2.4014e+00 -2.0894e+00 +1.7309e+00 -8.4990e-01 -1.3378e-01 +2.1054e+00 -5.0923e-01 +3.4140e+00
1120 +5.590937294e+01 +5.590937294e+01 +3.896937294e+01 +3.896937294e+01 +3.2747e+00 -3.4756e+00 -1.2804e+00 -3.0873e+00 +7.6405e-01 -1.8233e+00 +1.7050e+00 -2.0132e+00 -8.4933e-01 +3.7687e+00 +2.0383e+00 -2.0039e-01 +2.3097e+00 -2.2655e+00 +1.5850e+00 -1.0100e+00 -1.5843e-03 +1.8365e+00 -4.2576e-01 +3.5775e+00
1193 +5.344564871e+01 +5.344564871e+01 +3.650564871e+01 +3.650564871e+01 +3.2659e+00 -3.3005e+00 -1.2063e+00 -3.2894e+00 +9.9017e-01 -1.8805e+00 +1.7735e+00 -1.8604e+00 -1.1066e+00 +3.7523e+00 +1.7031e+00 -9.5044e-02 +2.4286e+00 -2.5346e+00 +1.5141e+00 -8.6385e-01 -4.3037e-02 +1.5801e+00 -2.4682e-01 +3.6901e+00
1232 +5.232359946e+01 +5.232359946e+01 +3.538359946e+01 +3.538359946e+01 +3.3535e+00 -3.3321e+00 -1.1605e+00 -3.1407e+00 +9.6952e-01 -1.9749e+00 +1.7567e+00 -2.0138e+00 -8.7891e-01 +3.8158e+00 +1.7933e+00 +1.1714e-02 +2.3126e+00 -2.4439e+00 +1.6177e+00 -8.5151e-01 -1.6942e-02 +1.5512e+00 -2.6312e-01 +3.7241e+00
1524 +5.011919667e+01 +5.011919667e+01 +3.317919667e+01 +3.317919667e+01 +3.5112e+00 -3.2535e+00 -1.2441e+00 -3.2700e+00 +1.0563e+00 -2.1763e+00 +1.7661e+00 -2.1398e+00 -1.0269e+00 +3.8833e+00 +1.9148e+00 +1.6745e-01 +2.4416e+00 -2.5964e+00 +1.5326e+00 -9.0364e-01 -1.5408e-01 +1.5358e+00 -1.0240e-01 +3.7030e+00
