% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.506600110e+04 +5.506600110e+04 +5.510190110e+04 +5.510190110e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.775538980e+04 +4.775538980e+04 +4.779128980e+04 +4.779128980e+04 -6.8133e-01 +3.4718e+00 +1.0586e+00 +2.1008e+00 +5.1167e-01
3 +4.078878725e+04 +4.078878725e+04 +4.082468725e+04 +4.082468725e+04 -7.8198e-01 +3.6363e+00 +8.1614e-01 +2.1103e+00 +4.2817e-01
15 +3.955543689e+04 +3.955543689e+04 +3.959133689e+04 +3.959133689e+04 -4.7802e-01 +3.4960e+00 +9.8416e-01 +2.0265e+00 +4.3687e-01
24 +3.728394188e+04 +3.728394188e+04 +3.731984188e+04 +3.731984188e+04 -5.3100e-01 +3.4503e+00 +9.6064e-01 +1.9348e+00 +3.6504e-01
25 +3.637517843e+04 +3.637517843e+04 +3.641107843e+04 +3.641107843e+04 -7.4040e-01 +3.4237e+00 +1.1310e+00 +2.1782e+00 +2.8191e-01
28 +3.417495445e+04 +3.417495445e+04 +3.421085445e+04 +3.421085445e+04 -6.4904e-01 +3.6152e+00 +9.8780e-01 +2.2321e+00 +2.3840e-01
49 +3.169436759e+04 +3.169436759e+04 +3.173026759e+04 +3.173026759e+04 -3.3081e-01 +3.7168e+00 +1.0305e+00 +2.0494e+00 +1.1798e-01
62 +2.121294968e+04 +2.121294968e+04 +2.124884968e+04 +2.124884968e+04 -7.8901e-01 +3.6037e+00 +9.7060e-01 +2.3126e+00 -2.4433e-01
68 +1.762902112e+04 +1.762902112e+04 +1.766492112e+04 +1.766492112e+04 -6.2120e-01 +3.7200e+00 +1.2362e+00 +1.6959e+00 -5.0845e-01
79 +9.046060244e+03 +9.046060244e+03 +9.081960244e+03 +9.081960244e+03 -6.4082e-01 +3.8274e+00 +8.4441e-01 +2.2524e+00 -7.4434e-01
91 +4.413209836e+01 +4.413209836e+01 +8.003209836e+01 +8.003209836e+01 -6.3319e-01 +3.6020e+00 +9.8292e-01 +2.0266e+00 -2.9525e+00
101 +3.955273300e+01 +3.955273300e+01 +7.545273300e+01 +7.545273300e+01 -4.3485e-01 +3.5323e+00 +1.0985e+00 +1.5746e+00 -2.5781e+00
118 +2.921892057e+01 +2.921892057e+01 +6.511892057e+01 +6.511892057e+01 -1.8676e-01 +3.3037e+00 +1.8396e+00 +2.8356e+00 -2.4228e+00
188 +2.863347597e+01 +2.863347597e+01 +6.453347597e+01 +6.453347597e+01 -2.4714e-01 +2.4046e+00 +1.6052e+00 +1.9626e+00 -2.6313e+00
239 +2.525443949e+01 +2.525443949e+01 +6.115443949e+01 +6.115443949e+01 -6.0626e-02 +2.7216e+00 +1.3549e+00 +1.7734e+00 -2.1933e+00
272 +2.141448223e+01 +2.141448223e+01 +5.731448223e+01 +5.731448223e+01 +5.1201e-01 +2.7026e+00 +1.2687e+00 +2.6871e+00 -1.7385e+00
351 +1.983612492e+01 +1.983612492e+01 +5.573612492e+01 +5.573612492e+01 +8.5610e-01 +3.2025e+00 +1.3784e+00 +2.3317e+00 -2.0899e+00
416 +1.244740060e+01 +1.244740060e+01 +4.834740060e+01 +4.834740060e+01 +1.1655e+00 +2.8875e+00 +2.1191e+00 +2.4729e+00 -1.8547e+00
465 +1.186394711e+01 +1.186394711e+01 +4.776394711e+01 +4.776394711e+01 +1.2176e+00 +1.8567e+00 +1.9072e+00 +2.7243e+00 -2.3022e+00
798 +1.108343883e+01 +1.108343883e+01 +4.698343883e+01 +4.698343883e+01 +1.1780e+00 +1.8516e+00 +2.4481e+00 +3.3150e+00 -2.1070e+00
801 +1.009270246e+01 +1.009270246e+01 +4.599270246e+01 +4.599270246e+01 +1.7209e+00 +1.8341e+00 +2.4634e+00 +2.9415e+00 -2.8702e+00
808 +9.288706497e+00 +9.288706497e+00 +4.518870650e+01 +4.518870650e+01 +1.6472e+00 +2.3097e+00 +2.4931e+00 +3.4121e+00 -2.5666e+00
820 +8.860943349e+00 +8.860943349e+00 +4.476094335e+01 +4.476094335e+01 +1.7470e+00 +1.6086e+00 +2.6400e+00 +3.3223e+00 -2.8985e+00
826 +6.696214803e+00 +6.696214803e+00 +4.259621480e+01 +4.259621480e+01 +1.4801e+00 +1.7966e+00 +2.3283e+00 +3.1510e+00 -1.9632e+00
871 +4.756993580e+00 +4.756993580e+00 +4.065699358e+01 +4.065699358e+01 +1.9618e+00 +7.0077e-01 +2.9152e+00 +2.7094e+00 -2.5152e+00
879 +2.656941638e+00 +2.656941638e+00 +3.855694164e+01 +3.855694164e+01 +2.0420e+00 +1.9022e+00 +2.4456e+00 +3.3786e+00 -1.5446e+00
