% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
113168 +4.263318927e-001 +4.263318927e-001 +6.603633189e+001 +6.603633189e+001 +3.4843e-001 +6.1622e-002 -4.8068e-002 +4.7278e-001 -6.1123e-001 -7.3685e-001 +3.4998e-001 -3.8161e-001 +2.4907e-001 -3.8555e-001 -1.8021e-001 +6.3515e-001 +6.6033e-001 +1.1101e-001 +5.0323e-001 +4.4984e-002 -1.7201e-001 -3.3480e-002 -6.2226e-001 +8.6974e-001
113613 +4.167773897e-001 +4.167773897e-001 +6.602677739e+001 +6.602677739e+001 +3.4721e-001 +6.3401e-002 -4.7726e-002 +4.7640e-001 -6.1183e-001 -7.3979e-001 +3.5228e-001 -3.8551e-001 +2.4567e-001 -3.8373e-001 -1.7890e-001 +6.3593e-001 +6.5956e-001 +1.1050e-001 +5.0362e-001 +4.3064e-002 -1.6829e-001 -3.6778e-002 -6.2225e-001 +8.6706e-001
114290 +4.072682675e-001 +4.072682675e-001 +6.601726827e+001 +6.601726827e+001 +3.4478e-001 +6.6105e-002 -4.5092e-002 +4.7934e-001 -6.1207e-001 -7.4134e-001 +3.5372e-001 -3.8810e-001 +2.4443e-001 -3.8274e-001 -1.7789e-001 +6.3581e-001 +6.5926e-001 +1.0968e-001 +5.0351e-001 +4.2464e-002 -1.6604e-001 -3.9800e-002 -6.2039e-001 +8.6434e-001
114818 +3.972551776e-001 +3.972551776e-001 +6.600725518e+001 +6.600725518e+001 +3.4442e-001 +6.8815e-002 -4.5093e-002 +4.8388e-001 -6.1270e-001 -7.4214e-001 +3.5654e-001 -3.9222e-001 +2.4093e-001 -3.8021e-001 -1.7679e-001 +6.3583e-001 +6.5804e-001 +1.0889e-001 +5.0386e-001 +3.9977e-002 -1.6273e-001 -4.1739e-002 -6.1927e-001 +8.6238e-001
115235 +3.890361299e-001 +3.890361299e-001 +6.599903613e+001 +6.599903613e+001 +3.4245e-001 +7.0717e-002 -4.4307e-002 +4.8689e-001 -6.1436e-001 -7.4662e-001 +3.5776e-001 -3.9537e-001 +2.3711e-001 -3.7916e-001 -1.7510e-001 +6.3695e-001 +6.5683e-001 +1.0740e-001 +5.0352e-001 +3.8576e-002 -1.5838e-001 -4.7428e-002 -6.1875e-001 +8.5878e-001
115764 +3.800309372e-001 +3.800309372e-001 +6.599003094e+001 +6.599003094e+001 +3.4153e-001 +7.2615e-002 -4.4081e-002 +4.8980e-001 -6.1438e-001 -7.4630e-001 +3.5966e-001 -3.9886e-001 +2.3656e-001 -3.7686e-001 -1.7481e-001 +6.3694e-001 +6.5747e-001 +1.0770e-001 +5.0349e-001 +3.6614e-002 -1.5580e-001 -4.7194e-002 -6.1871e-001 +8.5768e-001
116182 +3.714798344e-001 +3.714798344e-001 +6.598147983e+001 +6.598147983e+001 +3.4035e-001 +7.5781e-002 -4.3363e-002 +4.9537e-001 -6.1581e-001 -7.4855e-001 +3.6316e-001 -4.0528e-001 +2.3298e-001 -3.7475e-001 -1.7346e-001 +6.3597e-001 +6.5720e-001 +1.0738e-001 +5.0395e-001 +3.5438e-002 -1.5265e-001 -4.9197e-002 -6.1868e-001 +8.5542e-001
116534 +3.619003324e-001 +3.619003324e-001 +6.597190033e+001 +6.597190033e+001 +3.3869e-001 +7.8633e-002 -4.2552e-002 +4.9894e-001 -6.1591e-001 -7.5105e-001 +3.6567e-001 -4.0894e-001 +2.3020e-001 -3.7394e-001 -1.7310e-001 +6.3659e-001 +6.5669e-001 +1.0682e-001 +5.0407e-001 +3.3409e-002 -1.4783e-001 -5.3078e-002 -6.1819e-001 +8.5298e-001
116920 +3.546494291e-001 +3.546494291e-001 +6.596464943e+001 +6.596464943e+001 +3.3738e-001 +7.9737e-002 -4.2220e-002 +5.0169e-001 -6.1645e-001 -7.5226e-001 +3.6640e-001 -4.1259e-001 +2.2888e-001 -3.7130e-001 -1.7222e-001 +6.3716e-001 +6.5645e-001 +1.0523e-001 +5.0426e-001 +3.1726e-002 -1.4619e-001 -5.5631e-002 -6.1758e-001 +8.5141e-001
117480 +3.466076179e-001 +3.466076179e-001 +6.595660762e+001 +6.595660762e+001 +3.3573e-001 +8.2387e-002 -4.2070e-002 +5.0502e-001 -6.1775e-001 -7.5390e-001 +3.6851e-001 -4.1678e-001 +2.2499e-001 -3.6991e-001 -1.7138e-001 +6.3761e-001 +6.5614e-001 +1.0496e-001 +5.0376e-001 +3.1071e-002 -1.4196e-001 -5.7003e-002 -6.1678e-001 +8.4924e-001
117992 +3.387906426e-001 +3.387906426e-001 +6.594879064e+001 +6.594879064e+001 +3.3389e-001 +8.4005e-002 -4.0933e-002 +5.0769e-001 -6.1858e-001 -7.5597e-001 +3.7018e-001 -4.1833e-001 +2.2400e-001 -3.6801e-001 -1.7071e-001 +6.3792e-001 +6.5558e-001 +1.0437e-001 +5.0358e-001 +2.9342e-002 -1.3970e-001 -6.0034e-002 -6.1561e-001 +8.4669e-001
118492 +3.309694249e-001 +3.309694249e-001 +6.594096942e+001 +6.594096942e+001 +3.3300e-001 +8.6596e-002 -3.9968e-002 +5.1053e-001 -6.1846e-001 -7.5770e-001 +3.7232e-001 -4.2263e-001 +2.2146e-001 -3.6712e-001 -1.6949e-001 +6.3839e-001 +6.5435e-001 +1.0428e-001 +5.0375e-001 +2.7937e-002 -1.3655e-001 -6.2600e-002 -6.1494e-001 +8.4391e-001
118888 +3.235827569e-001 +3.235827569e-001 +6.593358276e+001 +6.593358276e+001 +3.3186e-001 +8.7920e-002 -3.9477e-002 +5.1396e-001 -6.1867e-001 -7.5957e-001 +3.7277e-001 -4.2589e-001 +2.1944e-001 -3.6524e-001 -1.6792e-001 +6.3838e-001 +6.5408e-001 +1.0391e-001 +5.0358e-001 +2.5889e-002 -1.3281e-001 -6.5866e-002 -6.1472e-001 +8.4238e-001
119482 +3.161448814e-001 +3.161448814e-001 +6.592614488e+001 +6.592614488e+001 +3.3073e-001 +9.0600e-002 -3.9414e-002 +5.1839e-001 -6.1997e-001 -7.6216e-001 +3.7554e-001 -4.2961e-001 +2.1718e-001 -3.6347e-001 -1.6700e-001 +6.3864e-001 +6.5412e-001 +1.0322e-001 +5.0349e-001 +2.5112e-002 -1.3018e-001 -6.7469e-002 -6.1453e-001 +8.4064e-001
119988 +3.090255305e-001 +3.090255305e-001 +6.591902553e+001 +6.591902553e+001 +3.2902e-001 +9.2201e-002 -3.8886e-002 +5.2137e-001 -6.2027e-001 -7.6362e-001 +3.7698e-001 -4.3355e-001 +2.1439e-001 -3.6167e-001 -1.6558e-001 +6.3856e-001 +6.5359e-001 +1.0221e-001 +5.0341e-001 +2.3506e-002 -1.2669e-001 -7.0480e-002 -6.1447e-001 +8.3890e-001
120494 +3.018589057e-001 +3.018589057e-001 +6.591185891e+001 +6.591185891e+001 +3.2768e-001 +9.4725e-002 -3.7857e-002 +5.2393e-001 -6.2096e-001 -7.6492e-001 +3.7863e-001 -4.3699e-001 +2.1174e-001 -3.5995e-001 -1.6454e-001 +6.3838e-001 +6.5296e-001 +1.0168e-001 +5.0323e-001 +2.2418e-002 -1.2389e-001 -7.2183e-002 -6.1338e-001 +8.3638e-001
120990 +2.950458885e-001 +2.950458885e-001 +6.590504589e+001 +6.590504589e+001 +3.2687e-001 +9.7353e-002 -3.7086e-002 +5.2746e-001 -6.2179e-001 -7.6686e-001 +3.8038e-001 -4.4217e-001 +2.0693e-001 -3.5718e-001 -1.6364e-001 +6.3865e-001 +6.5116e-001 +1.0102e-001 +5.0342e-001 +2.1547e-002 -1.2032e-001 -7.3551e-002 -6.1209e-001 +8.3352e-001
121523 +2.882920623e-001 +2.882920623e-001 +6.589829206e+001 +6.589829206e+001 +3.2437e-001 +9.8105e-002 -3.6207e-002 +5.2961e-001 -6.2218e-001 -7.6947e-001 +3.8194e-001 -4.4373e-001 +2.0636e-001 -3.5619e-001 -1.6301e-001 +6.3967e-001 +6.5091e-001 +1.0018e-001 +5.0360e-001 +1.9901e-002 -1.1776e-001 -7.8337e-002 -6.1230e-001 +8.3251e-001
121990 +2.818288989e-001 +2.818288989e-001 +6.589182890e+001 +6.589182890e+001 +3.2392e-001 +1.0089e-001 -3.6413e-002 +5.3303e-001 -6.2269e-001 -7.7028e-001 +3.8341e-001 -4.4754e-001 +2.0329e-001 -3.5413e-001 -1.6143e-001 +6.3948e-001 +6.5085e-001 +9.9983e-002 +5.0340e-001 +1.8426e-002 -1.1523e-001 -7.8993e-002 -6.1227e-001 +8.3022e-001
122452 +2.749732520e-001 +2.749732520e-001 +6.588497325e+001 +6.588497325e+001 +3.2282e-001 +1.0355e-001 -3.5633e-002 +5.3703e-001 -6.2301e-001 -7.7302e-001 +3.8586e-001 -4.5132e-001 +2.0123e-001 -3.5321e-001 -1.6035e-001 +6.3936e-001 +6.5107e-001 +9.9816e-002 +5.0312e-001 +1.6178e-002 -1.1148e-001 -8.1772e-002 -6.1218e-001 +8.2875e-001
122974 +2.683202846e-001 +2.683202846e-001 +6.587832028e+001 +6.587832028e+001 +3.2182e-001 +1.0489e-001 -3.5336e-002 +5.4124e-001 -6.2402e-001 -7.7454e-001 +3.8819e-001 -4.5559e-001 +1.9903e-001 -3.5199e-001 -1.5964e-001 +6.3929e-001 +6.5060e-001 +9.8659e-002 +5.0385e-001 +1.4532e-002 -1.0787e-001 -8.4459e-002 -6.1064e-001 +8.2547e-001
123420 +2.628403777e-001 +2.628403777e-001 +6.587284038e+001 +6.587284038e+001 +3.2104e-001 +1.0725e-001 -3.5330e-002 +5.4330e-001 -6.2344e-001 -7.7666e-001 +3.8947e-001 -4.5874e-001 +1.9659e-001 -3.4936e-001 -1.5800e-001 +6.4009e-001 +6.4988e-001 +9.8471e-002 +5.0356e-001 +1.3687e-002 -1.0646e-001 -8.6761e-002 -6.1130e-001 +8.2493e-001
123904 +2.567365166e-001 +2.567365166e-001 +6.586673652e+001 +6.586673652e+001 +3.1996e-001 +1.0943e-001 -3.5537e-002 +5.4666e-001 -6.2398e-001 -7.7802e-001 +3.9056e-001 -4.6275e-001 +1.9357e-001 -3.4854e-001 -1.5663e-001 +6.3967e-001 +6.4931e-001 +9.8061e-002 +5.0350e-001 +1.1995e-002 -1.0281e-001 -8.8558e-002 -6.1058e-001 +8.2341e-001
124410 +2.509338640e-001 +2.509338640e-001 +6.586093386e+001 +6.586093386e+001 +3.1889e-001 +1.1149e-001 -3.5330e-002 +5.4969e-001 -6.2440e-001 -7.7911e-001 +3.9244e-001 -4.6594e-001 +1.9151e-001 -3.4658e-001 -1.5578e-001 +6.3970e-001 +6.4938e-001 +9.7281e-002 +5.0335e-001 +1.0530e-002 -1.0052e-001 -9.0399e-002 -6.1034e-001 +8.2093e-001
125202 +2.452480444e-001 +2.452480444e-001 +6.585524804e+001 +6.585524804e+001 +3.1692e-001 +1.1387e-001 -3.4414e-002 +5.5308e-001 -6.2551e-001 -7.8177e-001 +3.9406e-001 -4.6944e-001 +1.8996e-001 -3.4551e-001 -1.5452e-001 +6.3979e-001 +6.4875e-001 +9.6765e-002 +5.0354e-001 +9.4132e-003 -9.7175e-002 -9.2350e-002 -6.0994e-001 +8.1921e-001
125749 +2.398233894e-001 +2.398233894e-001 +6.584982339e+001 +6.584982339e+001 +3.1656e-001 +1.1548e-001 -3.4896e-002 +5.5665e-001 -6.2543e-001 -7.8224e-001 +3.9575e-001 -4.7407e-001 +1.8689e-001 -3.4355e-001 -1.5273e-001 +6.3950e-001 +6.4885e-001 +9.6362e-002 +5.0301e-001 +7.6338e-003 -9.4565e-002 -9.4900e-002 -6.0945e-001 +8.1682e-001
126302 +2.339447722e-001 +2.339447722e-001 +6.584394477e+001 +6.584394477e+001 +3.1515e-001 +1.1756e-001 -3.3992e-002 +5.5856e-001 -6.2535e-001 -7.8469e-001 +3.9713e-001 -4.7715e-001 +1.8423e-001 -3.4173e-001 -1.5172e-001 +6.4019e-001 +6.4748e-001 +9.5002e-002 +5.0332e-001 +6.6599e-003 -9.1981e-002 -9.6640e-002 -6.0934e-001 +8.1559e-001
126742 +2.290289568e-001 +2.290289568e-001 +6.583902896e+001 +6.583902896e+001 +3.1378e-001 +1.1945e-001 -3.3938e-002 +5.6174e-001 -6.2618e-001 -7.8598e-001 +3.9853e-001 -4.8006e-001 +1.8230e-001 -3.4035e-001 -1.5127e-001 +6.3962e-001 +6.4685e-001 +9.4848e-002 +5.0308e-001 +5.3064e-003 -8.9585e-002 -9.7944e-002 -6.0883e-001 +8.1315e-001
127248 +2.237183751e-001 +2.237183751e-001 +6.583371838e+001 +6.583371838e+001 +3.1323e-001 +1.2132e-001 -3.3808e-002 +5.6427e-001 -6.2626e-001 -7.8741e-001 +3.9956e-001 -4.8307e-001 +1.7962e-001 -3.3887e-001 -1.4963e-001 +6.4004e-001 +6.4667e-001 +9.4004e-002 +5.0340e-001 +4.0101e-003 -8.6959e-002 -1.0141e-001 -6.0842e-001 +8.1178e-001
127754 +2.186948449e-001 +2.186948449e-001 +6.582869484e+001 +6.582869484e+001 +3.1167e-001 +1.2315e-001 -3.3435e-002 +5.6750e-001 -6.2666e-001 -7.8899e-001 +4.0187e-001 -4.8741e-001 +1.7705e-001 -3.3677e-001 -1.4940e-001 +6.3943e-001 +6.4629e-001 +9.3718e-002 +5.0326e-001 +2.3283e-003 -8.2890e-002 -1.0295e-001 -6.0817e-001 +8.1017e-001
128297 +2.134892962e-001 +2.134892962e-001 +6.582348930e+001 +6.582348930e+001 +3.1079e-001 +1.2519e-001 -3.3847e-002 +5.7153e-001 -6.2630e-001 -7.8975e-001 +4.0310e-001 -4.8966e-001 +1.7542e-001 -3.3528e-001 -1.4731e-001 +6.3919e-001 +6.4556e-001 +9.2830e-002 +5.0316e-001 +7.2145e-004 -8.1165e-002 -1.0510e-001 -6.0736e-001 +8.0715e-001
128759 +2.089100775e-001 +2.089100775e-001 +6.581891008e+001 +6.581891008e+001 +3.1047e-001 +1.2754e-001 -3.4937e-002 +5.7538e-001 -6.2724e-001 -7.9190e-001 +4.0525e-001 -4.9431e-001 +1.7244e-001 -3.3342e-001 -1.4592e-001 +6.3855e-001 +6.4561e-001 +9.2539e-002 +5.0276e-001 -5.8812e-004 -7.8034e-002 -1.0639e-001 -6.0746e-001 +8.0566e-001
129212 +2.041710265e-001 +2.041710265e-001 +6.581417103e+001 +6.581417103e+001 +3.0964e-001 +1.3020e-001 -3.4257e-002 +5.7707e-001 -6.2684e-001 -7.9279e-001 +4.0713e-001 -4.9756e-001 +1.7044e-001 -3.3181e-001 -1.4508e-001 +6.3896e-001 +6.4512e-001 +9.2176e-002 +5.0255e-001 -1.9153e-003 -7.5288e-002 -1.0839e-001 -6.0632e-001 +8.0339e-001
129602 +1.994711562e-001 +1.994711562e-001 +6.580947116e+001 +6.580947116e+001 +3.0845e-001 +1.3106e-001 -3.3936e-002 +5.7917e-001 -6.2736e-001 -7.9461e-001 +4.0739e-001 -4.9971e-001 +1.6850e-001 -3.3071e-001 -1.4383e-001 +6.3880e-001 +6.4444e-001 +9.1451e-002 +5.0232e-001 -3.4870e-003 -7.2042e-002 -1.1150e-001 -6.0595e-001 +8.0170e-001
129998 +1.947868256e-001 +1.947868256e-001 +6.580478683e+001 +6.580478683e+001 +3.0718e-001 +1.3362e-001 -3.3678e-002 +5.8299e-001 -6.2802e-001 -7.9592e-001 +4.0947e-001 -5.0310e-001 +1.6591e-001 -3.2880e-001 -1.4275e-001 +6.3849e-001 +6.4449e-001 +9.1089e-002 +5.0258e-001 -4.9415e-003 -7.0054e-002 -1.1215e-001 -6.0625e-001 +8.0041e-001
130482 +1.904793485e-001 +1.904793485e-001 +6.580047935e+001 +6.580047935e+001 +3.0606e-001 +1.3494e-001 -3.3871e-002 +5.8436e-001 -6.2762e-001 -7.9700e-001 +4.1033e-001 -5.0649e-001 +1.6337e-001 -3.2701e-001 -1.4192e-001 +6.3833e-001 +6.4312e-001 +9.0345e-002 +5.0255e-001 -5.7635e-003 -6.8147e-002 -1.1386e-001 -6.0594e-001 +7.9883e-001
131010 +1.859367561e-001 +1.859367561e-001 +6.579593676e+001 +6.579593676e+001 +3.0500e-001 +1.3743e-001 -3.3759e-002 +5.8721e-001 -6.2736e-001 -7.9844e-001 +4.1117e-001 -5.0994e-001 +1.6049e-001 -3.2550e-001 -1.4037e-001 +6.3877e-001 +6.4225e-001 +8.9439e-002 +5.0260e-001 -6.5775e-003 -6.5341e-002 -1.1628e-001 -6.0577e-001 +7.9724e-001
131406 +1.819667677e-001 +1.819667677e-001 +6.579196677e+001 +6.579196677e+001 +3.0432e-001 +1.3889e-001 -3.3812e-002 +5.9027e-001 -6.2793e-001 -7.9909e-001 +4.1297e-001 -5.1283e-001 +1.5877e-001 -3.2430e-001 -1.3933e-001 +6.3818e-001 +6.4263e-001 +8.8653e-002 +5.0241e-001 -7.9708e-003 -6.3020e-002 -1.1789e-001 -6.0538e-001 +7.9538e-001
131978 +1.776670480e-001 +1.776670480e-001 +6.578766705e+001 +6.578766705e+001 +3.0292e-001 +1.4101e-001 -3.3327e-002 +5.9365e-001 -6.2846e-001 -8.0255e-001 +4.1417e-001 -5.1714e-001 +1.5630e-001 -3.2380e-001 -1.3746e-001 +6.3871e-001 +6.4258e-001 +8.8832e-002 +5.0250e-001 -9.4754e-003 -5.9782e-002 -1.2148e-001 -6.0549e-001 +7.9401e-001
132616 +1.736611224e-001 +1.736611224e-001 +6.578366112e+001 +6.578366112e+001 +3.0201e-001 +1.4284e-001 -3.3660e-002 +5.9589e-001 -6.2850e-001 -8.0311e-001 +4.1590e-001 -5.2020e-001 +1.5396e-001 -3.2161e-001 -1.3673e-001 +6.3893e-001 +6.4217e-001 +8.8300e-002 +5.0265e-001 -1.1537e-002 -5.7834e-002 -1.2335e-001 -6.0507e-001 +7.9265e-001
133210 +1.697750874e-001 +1.697750874e-001 +6.577977509e+001 +6.577977509e+001 +3.0100e-001 +1.4429e-001 -3.3966e-002 +5.9880e-001 -6.2880e-001 -8.0453e-001 +4.1698e-001 -5.2333e-001 +1.5202e-001 -3.2047e-001 -1.3552e-001 +6.3834e-001 +6.4188e-001 +8.7906e-002 +5.0244e-001 -1.2093e-002 -5.5480e-002 -1.2373e-001 -6.0475e-001 +7.9081e-001
133870 +1.657877038e-001 +1.657877038e-001 +6.577578770e+001 +6.577578770e+001 +3.0039e-001 +1.4632e-001 -3.3797e-002 +6.0159e-001 -6.2892e-001 -8.0546e-001 +4.1826e-001 -5.2608e-001 +1.4999e-001 -3.1846e-001 -1.3423e-001 +6.3827e-001 +6.4145e-001 +8.6962e-002 +5.0226e-001 -1.3343e-002 -5.3122e-002 -1.2500e-001 -6.0403e-001 +7.8900e-001
134530 +1.620022780e-001 +1.620022780e-001 +6.577200228e+001 +6.577200228e+001 +2.9897e-001 +1.4808e-001 -3.3564e-002 +6.0400e-001 -6.2874e-001 -8.0652e-001 +4.1941e-001 -5.2986e-001 +1.4697e-001 -3.1706e-001 -1.3297e-001 +6.3769e-001 +6.4128e-001 +8.6186e-002 +5.0229e-001 -1.4711e-002 -5.0417e-002 -1.2676e-001 -6.0317e-001 +7.8686e-001
135146 +1.582687574e-001 +1.582687574e-001 +6.576826876e+001 +6.576826876e+001 +2.9820e-001 +1.4975e-001 -3.3716e-002 +6.0644e-001 -6.2900e-001 -8.0742e-001 +4.2118e-001 -5.3217e-001 +1.4554e-001 -3.1556e-001 -1.3245e-001 +6.3770e-001 +6.3986e-001 +8.5544e-002 +5.0213e-001 -1.5560e-002 -4.8972e-002 -1.2851e-001 -6.0316e-001 +7.8544e-001
135822 +1.546222539e-001 +1.546222539e-001 +6.576462225e+001 +6.576462225e+001 +2.9809e-001 +1.5125e-001 -3.4015e-002 +6.1000e-001 -6.2884e-001 -8.0907e-001 +4.2272e-001 -5.3635e-001 +1.4258e-001 -3.1410e-001 -1.3084e-001 +6.3786e-001 +6.3945e-001 +8.5264e-002 +5.0229e-001 -1.7153e-002 -4.5268e-002 -1.3156e-001 -6.0314e-001 +7.8361e-001
136312 +1.512752992e-001 +1.512752992e-001 +6.576127530e+001 +6.576127530e+001 +2.9653e-001 +1.5315e-001 -3.3774e-002 +6.1184e-001 -6.2919e-001 -8.1027e-001 +4.2382e-001 -5.3823e-001 +1.4076e-001 -3.1283e-001 -1.3012e-001 +6.3716e-001 +6.3915e-001 +8.5077e-002 +5.0213e-001 -1.8206e-002 -4.3807e-002 -1.3223e-001 -6.0248e-001 +7.8239e-001
136840 +1.478500696e-001 +1.478500696e-001 +6.575785007e+001 +6.575785007e+001 +2.9552e-001 +1.5477e-001 -3.3790e-002 +6.1348e-001 -6.2929e-001 -8.1167e-001 +4.2418e-001 -5.4187e-001 +1.3830e-001 -3.1134e-001 -1.2830e-001 +6.3728e-001 +6.3841e-001 +8.4017e-002 +5.0200e-001 -1.9166e-002 -4.1744e-002 -1.3372e-001 -6.0264e-001 +7.8123e-001
137368 +1.444741604e-001 +1.444741604e-001 +6.575447416e+001 +6.575447416e+001 +2.9507e-001 +1.5643e-001 -3.4335e-002 +6.1669e-001 -6.2889e-001 -8.1307e-001 +4.2514e-001 -5.4497e-001 +1.3594e-001 -3.0967e-001 -1.2677e-001 +6.3751e-001 +6.3813e-001 +8.3740e-002 +5.0192e-001 -2.0340e-002 -3.9031e-002 -1.3585e-001 -6.0237e-001 +7.7963e-001
138028 +1.411303306e-001 +1.411303306e-001 +6.575113033e+001 +6.575113033e+001 +2.9384e-001 +1.5831e-001 -3.4291e-002 +6.1919e-001 -6.2920e-001 -8.1440e-001 +4.2658e-001 -5.4793e-001 +1.3423e-001 -3.0875e-001 -1.2634e-001 +6.3731e-001 +6.3814e-001 +8.3208e-002 +5.0173e-001 -2.1632e-002 -3.6617e-002 -1.3820e-001 -6.0198e-001 +7.7796e-001
138600 +1.379159210e-001 +1.379159210e-001 +6.574791592e+001 +6.574791592e+001 +2.9279e-001 +1.5984e-001 -3.4371e-002 +6.2158e-001 -6.2888e-001 -8.1553e-001 +4.2825e-001 -5.5085e-001 +1.3219e-001 -3.0729e-001 -1.2509e-001 +6.3667e-001 +6.3774e-001 +8.2426e-002 +5.0162e-001 -2.3424e-002 -3.4455e-002 -1.3974e-001 -6.0202e-001 +7.7654e-001
139304 +1.348745683e-001 +1.348745683e-001 +6.574487457e+001 +6.574487457e+001 +2.9256e-001 +1.6182e-001 -3.4386e-002 +6.2393e-001 -6.2914e-001 -8.1647e-001 +4.2940e-001 -5.5355e-001 +1.3017e-001 -3.0580e-001 -1.2372e-001 +6.3644e-001 +6.3732e-001 +8.2297e-002 +5.0132e-001 -2.4410e-002 -3.2403e-002 -1.4101e-001 -6.0185e-001 +7.7505e-001
139894 +1.313595804e-001 +1.313595804e-001 +6.574135958e+001 +6.574135958e+001 +2.9144e-001 +1.6398e-001 -3.5433e-002 +6.2713e-001 -6.2958e-001 -8.1772e-001 +4.3088e-001 -5.5680e-001 +1.2775e-001 -3.0403e-001 -1.2249e-001 +6.3609e-001 +6.3703e-001 +8.1438e-002 +5.0129e-001 -2.5361e-002 -3.0083e-002 -1.4191e-001 -6.0166e-001 +7.7336e-001
140450 +1.285953482e-001 +1.285953482e-001 +6.573859535e+001 +6.573859535e+001 +2.9092e-001 +1.6549e-001 -3.5100e-002 +6.2963e-001 -6.2965e-001 -8.1935e-001 +4.3136e-001 -5.5978e-001 +1.2550e-001 -3.0305e-001 -1.2137e-001 +6.3618e-001 +6.3656e-001 +8.0988e-002 +5.0080e-001 -2.6628e-002 -2.7700e-002 -1.4390e-001 -6.0120e-001 +7.7215e-001
140888 +1.257433537e-001 +1.257433537e-001 +6.573574335e+001 +6.573574335e+001 +2.9024e-001 +1.6721e-001 -3.5700e-002 +6.3108e-001 -6.2909e-001 -8.2011e-001 +4.3263e-001 -5.6268e-001 +1.2353e-001 -3.0170e-001 -1.2034e-001 +6.3592e-001 +6.3602e-001 +8.0623e-002 +5.0096e-001 -2.7666e-002 -2.5656e-002 -1.4549e-001 -6.0104e-001 +7.7004e-001
141548 +1.229543605e-001 +1.229543605e-001 +6.573295436e+001 +6.573295436e+001 +2.8902e-001 +1.6864e-001 -3.5765e-002 +6.3338e-001 -6.2895e-001 -8.2118e-001 +4.3346e-001 -5.6563e-001 +1.2141e-001 -3.0051e-001 -1.1886e-001 +6.3568e-001 +6.3569e-001 +8.0122e-002 +5.0095e-001 -2.8594e-002 -2.3811e-002 -1.4644e-001 -6.0104e-001 +7.6929e-001
142230 +1.199956232e-001 +1.199956232e-001 +6.572999562e+001 +6.572999562e+001 +2.8832e-001 +1.7011e-001 -3.6233e-002 +6.3588e-001 -6.2881e-001 -8.2216e-001 +4.3459e-001 -5.6856e-001 +1.1897e-001 -2.9919e-001 -1.1748e-001 +6.3528e-001 +6.3505e-001 +7.9283e-002 +5.0105e-001 -3.0066e-002 -2.1621e-002 -1.4810e-001 -6.0068e-001 +7.6741e-001
142758 +1.174278206e-001 +1.174278206e-001 +6.572742782e+001 +6.572742782e+001 +2.8771e-001 +1.7177e-001 -3.6008e-002 +6.3891e-001 -6.2901e-001 -8.2317e-001 +4.3642e-001 -5.7116e-001 +1.1732e-001 -2.9794e-001 -1.1675e-001 +6.3523e-001 +6.3490e-001 +7.8995e-002 +5.0111e-001 -3.1117e-002 -1.9617e-002 -1.4968e-001 -6.0024e-001 +7.6622e-001
143308 +1.147294509e-001 +1.147294509e-001 +6.572472945e+001 +6.572472945e+001 +2.8661e-001 +1.7407e-001 -3.6342e-002 +6.4172e-001 -6.2892e-001 -8.2471e-001 +4.3784e-001 -5.7439e-001 +1.1532e-001 -2.9675e-001 -1.1525e-001 +6.3443e-001 +6.3459e-001 +7.8635e-002 +5.0091e-001 -3.2564e-002 -1.7628e-002 -1.5075e-001 -6.0029e-001 +7.6443e-001
143840 +1.121794191e-001 +1.121794191e-001 +6.572217942e+001 +6.572217942e+001 +2.8554e-001 +1.7529e-001 -3.7149e-002 +6.4331e-001 -6.2912e-001 -8.2584e-001 +4.3819e-001 -5.7702e-001 +1.1319e-001 -2.9531e-001 -1.1405e-001 +6.3450e-001 +6.3409e-001 +7.8007e-002 +5.0086e-001 -3.2963e-002 -1.5780e-002 -1.5277e-001 -5.9997e-001 +7.6368e-001
144430 +1.096132846e-001 +1.096132846e-001 +6.571961328e+001 +6.571961328e+001 +2.8550e-001 +1.7718e-001 -3.7191e-002 +6.4556e-001 -6.2913e-001 -8.2702e-001 +4.3976e-001 -5.8026e-001 +1.1077e-001 -2.9384e-001 -1.1284e-001 +6.3432e-001 +6.3419e-001 +7.7664e-002 +5.0089e-001 -3.4524e-002 -1.3605e-002 -1.5393e-001 -5.9981e-001 +7.6246e-001
145178 +1.071343034e-001 +1.071343034e-001 +6.571713430e+001 +6.571713430e+001 +2.8455e-001 +1.7916e-001 -3.7261e-002 +6.4784e-001 -6.2941e-001 -8.2760e-001 +4.4074e-001 -5.8301e-001 +1.0894e-001 -2.9184e-001 -1.1213e-001 +6.3433e-001 +6.3325e-001 +7.7083e-002 +5.0091e-001 -3.5311e-002 -1.1301e-002 -1.5570e-001 -5.9946e-001 +7.6064e-001
145708 +1.046321380e-001 +1.046321380e-001 +6.571463214e+001 +6.571463214e+001 +2.8341e-001 +1.8018e-001 -3.7236e-002 +6.4995e-001 -6.2957e-001 -8.2891e-001 +4.4210e-001 -5.8562e-001 +1.0723e-001 -2.9109e-001 -1.1121e-001 +6.3417e-001 +6.3257e-001 +7.6201e-002 +5.0063e-001 -3.6718e-002 -9.6542e-003 -1.5753e-001 -5.9937e-001 +7.5852e-001
