% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
248 +3.816948464e+02 +3.816948464e+02 +3.724848464e+02 +3.724848464e+02 -1.0492e+00 +1.5257e+00 -1.7560e+00 +1.7003e+00 -4.1701e+00 +5.3576e-01 -3.7322e+00 -2.9482e+00 -1.6957e+00 -4.6028e+00 +3.0267e+00 -6.3299e+00 -1.6804e+00 -1.0414e+00 -4.0674e-01 +1.4682e+00 +9.6239e-01 -1.4331e+00 -7.9869e-03 +2.9068e+00
276 +3.554875256e+02 +3.554875256e+02 +3.462775256e+02 +3.462775256e+02 -1.0420e+00 +5.9377e-01 -1.6861e+00 +1.1662e+00 -4.7087e+00 +2.8955e-01 -3.5122e+00 -2.9097e+00 -2.2708e+00 -3.7751e+00 +2.6264e+00 -7.0057e+00 -1.9777e+00 +1.3008e+00 -1.0240e+00 +2.1843e+00 +9.7801e-01 -1.3541e+00 -1.7258e+00 +3.3716e+00
300 +3.528933006e+02 +3.528933006e+02 +3.436833006e+02 +3.436833006e+02 -6.9806e-01 +5.4535e-01 -1.6227e+00 +1.4996e+00 -4.3471e+00 -9.2465e-01 -4.1982e+00 -2.7269e+00 -1.5963e+00 -3.1998e+00 +7.9455e-01 -5.8596e+00 -1.7474e+00 +9.4269e-01 -1.2883e+00 +1.5703e+00 +2.4262e+00 +7.0986e-01 +2.5022e+00 +3.9755e+00
316 +3.215565814e+02 +3.215565814e+02 +3.123465814e+02 +3.123465814e+02 +7.2049e-01 +2.2955e+00 -2.8455e+00 +5.9917e-01 -4.9142e+00 +4.0318e-01 -3.7930e+00 -2.1144e+00 -1.9885e+00 -5.0774e+00 +2.1733e+00 -5.2997e+00 -1.8940e+00 +1.2823e+00 +9.4869e-02 +8.7512e-01 +3.9021e+00 -1.5443e+00 -1.1516e+00 +4.2548e+00
337 +3.007724206e+02 +3.007724206e+02 +2.915624206e+02 +2.915624206e+02 -1.9078e+00 +1.3704e+00 -2.4411e+00 +1.1100e+00 -3.5326e+00 +6.4477e-01 -3.8517e+00 -2.0954e+00 -3.0497e+00 -4.6456e+00 +1.3113e+00 -7.1121e+00 -2.2764e+00 +9.4159e-01 -8.8737e-01 +1.7202e+00 +2.3824e+00 -7.4298e-01 -4.0861e+00 +5.4912e+00
345 +2.847329978e+02 +2.847329978e+02 +2.755229978e+02 +2.755229978e+02 -1.3713e+00 -2.2159e-01 -7.1024e-01 +1.3869e+00 -5.4775e+00 +6.2075e-01 -3.8270e+00 -2.4228e+00 -3.1739e+00 -3.8746e+00 +1.0662e+00 -7.1985e+00 -2.8854e+00 +2.4651e+00 -1.2138e+00 +1.2642e+00 +4.7488e+00 -1.5506e+00 -4.2316e+00 +4.4122e+00
380 +2.729922171e+02 +2.729922171e+02 +2.637822171e+02 +2.637822171e+02 +1.5211e-01 +1.2959e+00 -1.3207e+00 +1.7464e-01 -4.6713e+00 -3.7009e-01 -4.0537e+00 -6.9652e-01 -4.4362e+00 -3.8662e+00 +1.3335e+00 -7.0641e+00 -1.0063e+00 +1.7187e+00 -1.8639e+00 +8.9581e-01 +6.3641e+00 -4.9513e-01 -2.8663e+00 +5.2315e+00
382 +2.568619611e+02 +2.568619611e+02 +2.476519611e+02 +2.476519611e+02 -1.4199e+00 +6.3161e-01 -2.7459e+00 +1.9477e+00 -6.3350e+00 +2.1779e-01 -3.9817e+00 -2.5616e+00 -4.0041e+00 -3.3950e+00 -1.3597e-01 -6.4177e+00 -1.6076e+00 +2.6816e+00 -2.7892e+00 +1.4437e+00 +7.1225e+00 +1.1373e+00 -6.5633e+00 +3.0174e+00
386 +2.447308461e+02 +2.447308461e+02 +2.355208461e+02 +2.355208461e+02 -3.0452e+00 +1.8701e-01 -2.1318e+00 +8.4004e-01 -7.0039e+00 +2.3968e-01 -5.3509e+00 -6.0982e-01 -8.4126e-01 -4.0694e+00 +1.7819e+00 -7.0089e+00 -1.7444e+00 +2.5744e+00 -1.6126e+00 -1.8833e-01 +7.3222e+00 +2.7943e-01 -5.1144e+00 +4.3778e+00
