% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.287602554e+01 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
200 +8.103220293e+01 +8.103220293e+01 -9.189677971e+02 -9.189677971e+02 -3.3994e+00 -9.6206e-01 +2.3778e+00 -4.6608e+00 +3.6319e-01 -2.7987e-01 -1.2476e+00 +3.3129e+00 +1.5182e+00 +8.7304e-01 +1.5649e+00 -4.1038e-01 -2.1153e+00 -1.2342e+00 -2.7422e+00 -1.3545e+00 +1.7692e+00 +7.7555e-01 +2.1725e+00 -6.1635e-01
232 +7.891852744e+01 +7.891852744e+01 -9.210814726e+02 -9.210814726e+02 -3.1596e+00 -8.1639e-01 +2.3686e+00 -4.6800e+00 -3.8139e-01 -4.2278e-01 -8.5536e-01 +2.0498e+00 +1.5948e+00 +8.8831e-01 +1.3439e+00 +4.1291e-02 -1.8354e+00 -1.0029e+00 -3.0135e+00 -1.0989e+00 +1.9982e+00 +1.8995e-01 +2.4378e+00 -3.7155e-01
251 +7.721435198e+01 +7.721435198e+01 -9.227856480e+02 -9.227856480e+02 -2.7042e+00 -1.6973e+00 +2.0421e+00 -5.1051e+00 -2.0312e-01 +2.4663e-01 -1.8037e+00 +1.5775e+00 +2.6263e+00 +3.9454e-01 +1.6438e+00 -7.6915e-01 -1.6788e+00 -2.2893e+00 -2.8085e+00 -1.3759e+00 +1.8631e+00 +6.3688e-01 +1.9048e+00 +5.6179e-02
278 +7.517674873e+01 +7.517674873e+01 -9.248232513e+02 -9.248232513e+02 -2.7086e+00 -9.5984e-01 +2.3438e+00 -4.9095e+00 -3.5734e-01 -2.9771e-01 -9.0588e-01 +1.0047e+00 +1.5131e+00 +9.3877e-01 +1.8861e+00 -1.2990e+00 -1.4632e+00 -1.8422e+00 -2.7675e+00 -3.5518e-01 +2.7929e+00 +7.5157e-01 +1.5160e+00 -3.0424e-01
280 +7.240438965e+01 +7.240438965e+01 -9.275956104e+02 -9.275956104e+02 -3.1273e+00 +9.3236e-02 +2.1823e+00 -5.1593e+00 -1.2195e-01 -4.2264e-01 -2.1374e+00 -2.9528e-02 +1.7540e+00 -1.4875e-01 +2.5090e+00 -1.2990e+00 -1.8317e+00 -1.3911e+00 -2.6411e+00 -1.8251e+00 +2.4709e+00 -1.3237e-02 +1.7841e+00 -8.6466e-01
291 +6.833403963e+01 +6.833403963e+01 -9.316659604e+02 -9.316659604e+02 -3.3748e+00 -4.6060e-01 +2.1927e+00 -4.4593e+00 -4.2520e-02 +3.3104e-01 -1.3072e+00 -9.9729e-01 +2.0962e+00 +3.8972e-01 +2.2228e+00 -1.2302e+00 -5.7695e-01 -1.8948e+00 -3.4186e+00 -1.2928e+00 +2.5599e+00 -3.4709e-01 +1.9568e+00 -8.7258e-01
293 +6.640817494e+01 +6.640817494e+01 -9.335918251e+02 -9.335918251e+02 -2.3207e+00 -9.0162e-01 +2.1711e+00 -4.4099e+00 +6.3899e-01 -3.5216e-01 -1.3229e+00 -1.2059e+00 +1.1018e+00 +8.6359e-01 +2.3296e+00 -1.3843e+00 -9.3198e-01 -1.6316e+00 -2.6110e+00 -4.9554e-01 +2.7866e+00 -3.8020e-01 +2.2311e+00 -1.8420e+00
325 +6.271889950e+01 +6.271889950e+01 -9.372811005e+02 -9.372811005e+02 -2.9917e+00 -1.7352e+00 +2.1243e+00 -4.0710e+00 +4.1606e-01 -1.2965e+00 -1.6999e+00 -1.1278e+00 +2.4939e+00 +9.0367e-01 +2.0285e+00 -2.2672e+00 -1.9089e+00 -1.8639e+00 -2.0478e+00 -1.5962e+00 +1.3308e+00 -2.0100e-01 +1.9691e+00 -1.0716e+00
335 +5.436866897e+01 +5.436866897e+01 -9.456313310e+02 -9.456313310e+02 -3.3024e+00 -1.9999e-01 +3.1777e+00 -3.5074e+00 +1.3369e+00 -1.8107e+00 -2.1956e+00 -4.8210e+00 +1.1818e+00 +1.5360e+00 +2.4530e+00 -1.2965e+00 -2.1312e+00 -2.9490e+00 -2.5554e+00 -1.9781e+00 +2.3507e+00 +4.4591e-01 +1.3146e+00 -8.7496e-01
338 +3.816914695e+01 +3.816914695e+01 -9.618308530e+02 -9.618308530e+02 -2.6842e+00 -8.8969e-01 +1.9594e+00 -4.7036e+00 +7.7444e-01 -9.1546e-01 -1.2149e+00 -5.5224e+00 +1.5594e+00 +1.5572e+00 +3.0230e+00 -1.5953e+00 -1.6523e+00 -1.9421e+00 -2.9070e+00 -2.5903e+00 +2.4126e+00 +7.3016e-01 +2.1552e+00 -1.7655e+00
373 +3.152758925e+01 +3.152758925e+01 -9.684724108e+02 -9.684724108e+02 -4.3046e+00 -3.0502e-01 +1.1675e+00 -5.4968e+00 -1.8056e-01 -1.9261e+00 -1.7477e+00 -4.6078e+00 +1.6344e+00 +2.0195e+00 +2.2416e+00 -1.4848e+00 -2.6170e-01 -1.4377e+00 -2.3324e+00 -2.8941e+00 +2.2642e+00 +5.1169e-01 +1.4301e+00 +2.3775e-03
374 +2.660516844e+01 +2.660516844e+01 -9.733948316e+02 -9.733948316e+02 -3.1635e+00 -1.4078e+00 +2.1581e+00 -5.2564e+00 +4.7168e-01 -1.7188e+00 -1.6988e+00 -5.8911e+00 +1.7339e+00 +1.2016e+00 +2.7717e+00 -1.3942e+00 -3.0843e-01 -1.4014e+00 -3.1296e+00 -2.1227e+00 +2.7213e+00 +9.8380e-01 +1.3526e+00 -1.0463e+00
396 +2.183791238e+01 +2.183791238e+01 -9.781620876e+02 -9.781620876e+02 -3.1212e+00 -1.7651e+00 +2.4715e+00 -5.1111e+00 +5.9502e-01 -1.1911e+00 -1.3714e+00 -5.7789e+00 +1.4680e+00 +1.5399e+00 +3.1478e+00 -1.5428e+00 +8.0961e-01 -1.3525e+00 -3.1727e+00 -1.3264e+00 +2.7918e+00 +5.2839e-01 +1.0824e+00 -1.9157e+00
