% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.487914355e+00 +1.487914355e+00 -5.086208564e+01 -5.086208564e+01 +0.0000e+00 +0.0000e+00
2 +9.022454479e-01 +9.022454479e-01 -5.144775455e+01 -5.144775455e+01 +1.1334e-01 -1.7126e+00
3 +5.413566176e-01 +5.413566176e-01 -5.180864338e+01 -5.180864338e+01 -2.3129e-01 -1.6498e+00
27 +4.994878209e-01 +4.994878209e-01 -5.185051218e+01 -5.185051218e+01 -2.7348e-01 -1.6213e+00
28 +3.608156675e-01 +3.608156675e-01 -5.198918433e+01 -5.198918433e+01 -4.1475e-01 -1.6266e+00
48 +1.102955521e-01 +1.102955521e-01 -5.223970445e+01 -5.223970445e+01 -6.8590e-01 -1.5310e+00
66 +1.046382902e-01 +1.046382902e-01 -5.224536171e+01 -5.224536171e+01 -8.6915e-01 -1.6151e+00
73 +6.645211884e-02 +6.645211884e-02 -5.228354788e+01 -5.228354788e+01 -9.2137e-01 -1.3167e+00
74 +5.990320061e-02 +5.990320061e-02 -5.229009680e+01 -5.229009680e+01 -7.4472e-01 -1.5944e+00
92 +4.176981898e-02 +4.176981898e-02 -5.230823018e+01 -5.230823018e+01 -8.3613e-01 -1.2175e+00
141 +4.156650020e-02 +4.156650020e-02 -5.230843350e+01 -5.230843350e+01 -7.6374e-01 -1.5157e+00
154 +2.353325638e-02 +2.353325638e-02 -5.232646674e+01 -5.232646674e+01 -8.5800e-01 -1.3859e+00
198 +7.237564203e-03 +7.237564203e-03 -5.234276244e+01 -5.234276244e+01 -8.4913e-01 -1.3016e+00
241 +3.369434014e-03 +3.369434014e-03 -5.234663057e+01 -5.234663057e+01 -8.3342e-01 -1.3800e+00
354 +1.811113632e-03 +1.811113632e-03 -5.234818889e+01 -5.234818889e+01 -8.5726e-01 -1.3061e+00
425 +1.108429503e-03 +1.108429503e-03 -5.234889157e+01 -5.234889157e+01 -8.6650e-01 -1.2694e+00
447 +3.456875760e-04 +3.456875760e-04 -5.234965431e+01 -5.234965431e+01 -8.5366e-01 -1.3124e+00
2290 +3.363474306e-04 +3.363474306e-04 -5.234966365e+01 -5.234966365e+01 -8.5383e-01 -1.3117e+00
2325 +3.194973083e-04 +3.194973083e-04 -5.234968050e+01 -5.234968050e+01 -8.5448e-01 -1.3091e+00
