% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.680316576e+01 +3.680316576e+01 -1.554683424e+01 -1.554683424e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
443 +3.442604263e+01 +3.442604263e+01 -1.792395737e+01 -1.792395737e+01 +1.8448e+00 -3.3074e-01 -1.3757e+00 -1.1476e+00 +3.3939e+00 +2.0610e+00 -3.4942e+00 -5.4283e+00 +1.6164e+00 -2.6858e+00 -5.3262e-01 +1.7793e+00 -2.4921e+00 +2.0444e+00 -1.1147e+00 -2.2359e+00 -5.7402e-01 -1.7366e+00 +3.0178e+00 +8.2436e-01
497 +3.368338922e+01 +3.368338922e+01 -1.866661078e+01 -1.866661078e+01 +2.0357e+00 +2.9043e-01 -3.6553e+00 -2.3787e+00 +3.9049e+00 +1.8378e+00 -2.9336e+00 -4.8485e+00 +8.9660e-01 -2.5335e+00 +5.9724e-01 +9.7479e-01 -1.4060e+00 +2.1556e+00 -1.8061e+00 -2.0071e+00 +4.9501e-01 -3.0305e-01 +1.9552e+00 +1.8921e-02
498 +3.106909631e+01 +3.106909631e+01 -2.128090369e+01 -2.128090369e+01 +2.6875e+00 +6.8363e-01 -1.5610e+00 -1.5095e+00 +3.2986e+00 +1.4332e-01 -3.2451e+00 -3.7806e+00 +1.1109e+00 -3.8759e+00 +2.3760e-01 +8.8667e-03 -2.8008e+00 +2.7152e+00 -9.0081e-01 -2.5575e+00 -1.1492e-02 -1.2054e+00 +4.0452e+00 -5.0491e-01
506 +3.026316541e+01 +3.026316541e+01 -2.208683459e+01 -2.208683459e+01 +1.7465e+00 +1.2474e+00 -2.1390e+00 -1.4425e+00 +4.0208e+00 +4.4714e-01 -2.7893e+00 -3.9078e+00 +7.3730e-01 -3.0703e+00 +2.8492e-02 +9.7818e-01 -2.1165e+00 +1.8699e+00 -1.1632e+00 -2.3217e+00 -1.4327e-01 -1.3459e+00 +3.4007e+00 -4.1859e-01
515 +2.958389573e+01 +2.958389573e+01 -2.276610427e+01 -2.276610427e+01 +3.4852e+00 +1.5312e+00 -3.9002e-02 -3.1155e+00 +3.3662e+00 +4.0022e-01 -2.5897e+00 -4.1276e+00 +1.0722e+00 -3.4454e+00 +1.8070e-02 +4.7006e-01 -1.8929e+00 +9.9675e-01 -1.0617e+00 -1.0635e+00 +1.8148e-01 -1.0266e+00 +3.5222e+00 -2.9189e+00
521 +2.946342147e+01 +2.946342147e+01 -2.288657853e+01 -2.288657853e+01 +2.6736e+00 +4.8895e-02 -1.8792e+00 -1.7059e+00 +2.6809e+00 -2.4858e+00 -5.0022e+00 -3.0246e+00 +3.4437e-01 -3.4847e+00 -2.5198e-01 +4.7991e-01 -5.0821e-01 +1.5807e+00 -1.0646e-02 -3.1998e+00 +3.0912e-01 -1.2009e+00 +3.1499e+00 -1.7888e+00
528 +2.441362618e+01 +2.441362618e+01 -2.793637382e+01 -2.793637382e+01 +1.6157e+00 +9.4782e-01 -1.8133e+00 -2.0531e+00 +3.2964e+00 -6.1585e-02 -3.7340e+00 -3.6990e+00 +8.6892e-01 -3.1031e+00 +3.0035e-01 +7.5624e-01 -1.6509e+00 +1.3911e+00 -7.9672e-01 -2.4156e+00 -9.2093e-02 -7.3485e-01 +4.1273e+00 -1.3852e+00
533 +2.220960300e+01 +2.220960300e+01 -3.014039700e+01 -3.014039700e+01 +8.6058e-01 +6.2886e-01 -1.8371e+00 -2.0432e+00 +2.0438e+00 -3.7138e-01 -2.8532e+00 -3.0910e+00 -2.6425e-01 -2.7872e+00 +1.7027e+00 +4.1182e-01 -1.2184e+00 +2.9574e-01 -3.3714e-01 -2.0513e+00 -7.3792e-01 -9.5353e-01 +4.6962e+00 -2.6452e-01
550 +2.137214607e+01 +2.137214607e+01 -3.097785393e+01 -3.097785393e+01 +2.2613e+00 +1.9485e-01 -2.4498e+00 -2.4150e+00 +2.6072e+00 +3.2931e-02 -3.2483e+00 -3.4537e+00 +8.9636e-02 -2.8935e+00 +1.1548e+00 +4.2071e-01 -1.1211e+00 +6.9508e-01 -4.6788e-01 -2.2443e+00 -6.4444e-01 -6.4888e-01 +5.1820e+00 -1.6386e+00
572 +2.067516832e+01 +2.067516832e+01 -3.167483168e+01 -3.167483168e+01 +1.6522e+00 -2.5659e-01 -2.1747e+00 -2.5851e+00 +2.9710e+00 +4.5827e-02 -3.3957e+00 -4.1841e+00 +9.5335e-01 -2.4076e+00 +1.1460e+00 +1.2736e+00 -3.9264e-02 -9.7125e-02 -5.0853e-01 -2.5293e+00 -5.8094e-01 -1.0719e+00 +4.6246e+00 -1.5537e+00
594 +1.549014324e+01 +1.549014324e+01 -3.685985676e+01 -3.685985676e+01 +8.8685e-01 -1.6790e-01 -6.0164e-01 -1.8800e+00 +1.6009e+00 +7.6490e-01 -2.7431e+00 -3.7676e+00 +5.5425e-01 -2.5105e+00 +1.8175e+00 +7.1813e-01 +4.3127e-01 +5.2992e-02 -8.0902e-01 -2.5324e+00 -9.1360e-01 -9.3824e-01 +5.8113e+00 -1.8460e+00
616 +1.540821453e+01 +1.540821453e+01 -3.694178547e+01 -3.694178547e+01 -2.3863e-01 -1.5886e-01 +1.5277e-01 -2.3142e+00 +1.3927e+00 +2.1022e+00 -2.3997e+00 -3.4557e+00 +1.1859e+00 -2.3180e+00 +1.5795e+00 +1.3758e+00 +5.9819e-01 +1.8603e-01 -1.5981e+00 -2.1110e+00 -7.0943e-01 -2.2104e+00 +6.7677e+00 -2.8079e+00
638 +1.476297458e+01 +1.476297458e+01 -3.758702542e+01 -3.758702542e+01 +4.8867e-01 -4.6145e-01 +3.4539e-01 -2.4602e+00 +7.1331e-01 +2.2510e+00 -1.4407e+00 -3.2167e+00 +1.2867e+00 -2.6446e+00 +1.2275e+00 +8.6247e-01 +9.8010e-01 -2.6831e-01 -1.3387e+00 -1.4895e+00 -9.0368e-01 -1.7770e+00 +6.3238e+00 -1.5874e+00
660 +1.404126161e+01 +1.404126161e+01 -3.830873839e+01 -3.830873839e+01 +6.4429e-01 +6.2747e-01 +3.2511e-01 -2.2405e+00 +5.3659e-01 +2.0382e+00 -1.8810e+00 -3.1005e+00 +1.6251e+00 -3.1325e+00 +7.3120e-01 +1.2768e+00 +1.6102e+00 -3.3905e-01 -1.5692e+00 -1.5466e+00 -6.3138e-01 -2.1275e+00 +6.1873e+00 -3.1944e+00
700 +1.300055969e+01 +1.300055969e+01 -3.934944031e+01 -3.934944031e+01 -2.0882e+00 -5.6404e-01 +1.0795e+00 -1.0010e+00 +7.5748e-01 +1.8482e+00 -3.0203e+00 -2.9667e+00 +1.2981e+00 -2.9267e+00 -2.6201e-02 +4.2049e-01 +2.0846e+00 +4.4095e-01 -2.0961e+00 -1.6567e+00 -1.7941e+00 -2.7081e+00 +4.3268e+00 -2.3867e+00
704 +1.150294340e+01 +1.150294340e+01 -4.084705660e+01 -4.084705660e+01 +6.0583e-01 -1.5481e-02 -2.1106e-01 -2.5635e+00 -7.1203e-01 +2.1096e+00 -2.0209e+00 -2.9062e+00 +1.1562e+00 -2.5983e+00 +1.1967e+00 +1.0300e+00 +2.0074e+00 -1.3331e+00 -3.5340e+00 -1.7560e+00 -1.4348e+00 -8.9907e-01 +5.7086e+00 -3.1002e+00
726 +1.119484769e+01 +1.119484769e+01 -4.115515231e+01 -4.115515231e+01 +6.1266e-01 +1.3388e-01 +5.7938e-01 -1.5781e+00 -7.8061e-01 +2.2235e+00 -1.8852e+00 -2.7359e+00 +5.0696e-01 -1.8458e+00 +1.0699e+00 +1.3445e+00 +2.2267e+00 -1.1309e+00 -3.7948e+00 -2.5063e+00 -1.0242e+00 -7.9204e-01 +5.0400e+00 -3.6486e+00
798 +1.025201717e+01 +1.025201717e+01 -4.209798283e+01 -4.209798283e+01 +1.8174e-01 +1.3823e+00 +1.0068e+00 -3.2846e+00 -2.2534e-01 +2.3265e+00 -1.8943e+00 -1.9074e+00 +1.0314e+00 -4.2416e+00 +7.0902e-01 +6.6128e-01 +9.0761e-01 -3.0399e-01 -2.7553e+00 -8.6183e-01 -1.2661e+00 +3.2713e-01 +4.1549e+00 -4.3230e+00
814 +9.394613808e+00 +9.394613808e+00 -4.295538619e+01 -4.295538619e+01 -8.9133e-01 +1.4709e+00 +1.6760e+00 -2.3285e+00 -1.1893e+00 +2.2216e+00 -2.5198e+00 -2.6233e+00 +5.1067e-01 -3.5805e+00 +2.8528e-01 +1.2102e+00 +2.5586e+00 -1.0745e+00 -2.2520e+00 -1.1670e+00 -2.4137e+00 +5.3230e-01 +4.3997e+00 -3.7823e+00
