% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
86 +1.091162336e+07 +1.091162336e+07 +1.091141348e+07 +1.091141348e+07 +7.5369e+00 -2.1495e-01 -3.1070e+00 -1.4237e+00 -2.2985e+00 +1.8373e+00 -5.2990e+00 +8.5950e-01 +3.1220e-01 +2.6376e+00 +1.7083e+00 -1.6641e+00 +9.5366e-01 -3.0968e+00 -1.2632e+00 +5.2288e-01 +1.5994e+00 +5.4869e+00 -4.8226e-01 -1.1553e-01
96 +1.028903506e+07 +1.028903506e+07 +1.028882518e+07 +1.028882518e+07 +7.5395e+00 -9.2583e-02 -3.0676e+00 -1.4980e+00 -2.5945e+00 +1.8559e+00 -5.0990e+00 +1.0636e+00 +2.3685e-01 +2.9132e+00 +1.5290e+00 -1.5241e+00 +1.1415e+00 -2.9820e+00 -1.2390e+00 +7.1357e-01 +1.6508e+00 +5.7018e+00 -4.5850e-01 +2.4787e-01
119 +9.890633712e+06 +9.890633712e+06 +9.890423832e+06 +9.890423832e+06 +7.3864e+00 -2.3285e-01 -2.9079e+00 -1.6115e+00 -2.6255e+00 +1.8017e+00 -5.5398e+00 +8.7342e-01 +9.0438e-02 +2.8757e+00 +1.6695e+00 -1.5014e+00 +1.1115e+00 -3.1552e+00 -1.3188e+00 +7.2781e-01 +1.7272e+00 +5.5686e+00 -4.8937e-01 +3.4521e-01
143 +9.693560643e+06 +9.693560643e+06 +9.693350763e+06 +9.693350763e+06 +7.7139e+00 -3.4079e-01 -3.1333e+00 -1.6941e+00 -2.6440e+00 +2.2711e+00 -5.6136e+00 +1.2865e+00 +9.6957e-02 +2.7881e+00 +1.6836e+00 -1.5243e+00 +1.3294e+00 -3.0756e+00 -1.3459e+00 +7.4850e-01 +1.5512e+00 +5.8380e+00 -6.1985e-01 +3.2840e-01
156 +9.120198741e+06 +9.120198741e+06 +9.119988861e+06 +9.119988861e+06 +7.3869e+00 -2.2214e-01 -2.9770e+00 -1.8889e+00 -2.6371e+00 +2.1183e+00 -5.2012e+00 +7.8638e-01 +1.4445e-01 +2.8086e+00 +1.6315e+00 -1.2945e+00 +1.0401e+00 -3.1771e+00 -1.2206e+00 +8.9088e-01 +1.4082e+00 +5.7181e+00 -5.9536e-01 +4.8038e-01
168 +7.850333617e+06 +7.850333617e+06 +7.850123737e+06 +7.850123737e+06 +7.6705e+00 -3.5411e-01 -2.9977e+00 -1.7834e+00 -2.4557e+00 +2.2146e+00 -5.6059e+00 +9.5852e-01 +1.8172e-01 +2.8182e+00 +2.0048e+00 -1.6462e+00 +1.1453e+00 -2.6814e+00 -1.0354e+00 +8.2511e-01 +1.5242e+00 +5.0517e+00 -5.4584e-01 +6.5469e-01
183 +7.096123733e+06 +7.096123733e+06 +7.095913853e+06 +7.095913853e+06 +7.5415e+00 -3.5372e-01 -3.4932e+00 -1.6374e+00 -2.5303e+00 +2.1862e+00 -5.2522e+00 +8.9614e-01 -2.5470e-02 +3.0396e+00 +1.4030e+00 -1.3843e+00 +9.5133e-01 -2.8752e+00 -1.2614e+00 +5.7489e-01 +1.6977e+00 +5.3120e+00 -5.4016e-01 +1.0642e+00
200 +6.637867149e+06 +6.637867149e+06 +6.637657269e+06 +6.637657269e+06 +7.5804e+00 -1.7318e-01 -3.1082e+00 -1.7551e+00 -2.1682e+00 +2.4165e+00 -5.6560e+00 +1.0457e+00 -8.3728e-02 +3.0502e+00 +1.7839e+00 -1.5656e+00 +9.2264e-01 -3.0481e+00 -1.4651e+00 +8.7128e-01 +1.5415e+00 +5.2019e+00 -5.6464e-01 +1.2107e+00
222 +5.509308427e+06 +5.509308427e+06 +5.509098547e+06 +5.509098547e+06 +7.3559e+00 -5.6635e-01 -2.9973e+00 -2.0853e+00 -2.5330e+00 +2.5758e+00 -5.6760e+00 +1.0501e+00 +2.3394e-01 +3.0899e+00 +1.1802e+00 -1.8331e+00 +1.3069e+00 -2.9673e+00 -1.1574e+00 +7.1145e-01 +1.5961e+00 +4.8820e+00 -1.1103e+00 +1.3832e+00
