% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.012777594e+06 +3.012777594e+06 +3.012722654e+06 +3.012722654e+06 +0.0000e+00 +0.0000e+00
99 +1.679730783e+05 +1.679730783e+05 +1.679181383e+05 +1.679181383e+05 -4.0859e-01 -1.3491e+00
110 +7.575810880e+02 +7.575810880e+02 +7.026410880e+02 +7.026410880e+02 -6.4570e-01 -1.7160e+00
548 +2.517542507e+02 +2.517542507e+02 +1.968142507e+02 +1.968142507e+02 -4.4241e+00 -9.3926e-01
608 +7.523336642e+01 +7.523336642e+01 +2.029336642e+01 +2.029336642e+01 -9.3347e+00 +1.3600e-01
660 +4.362832093e+01 +4.362832093e+01 -1.131167907e+01 -1.131167907e+01 -8.5406e+00 -3.1185e-02
900 +4.173924831e+01 +4.173924831e+01 -1.320075169e+01 -1.320075169e+01 -8.4320e+00 -5.5428e-02
1108 +4.162324529e+01 +4.162324529e+01 -1.331675471e+01 -1.331675471e+01 -8.4138e+00 -5.9004e-02
5850 +4.073634371e+01 +4.073634371e+01 -1.420365629e+01 -1.420365629e+01 -8.3533e+00 -7.2477e-02
10751 +3.980614204e+01 +3.980614204e+01 -1.513385796e+01 -1.513385796e+01 -8.2782e+00 -8.8735e-02
18035 +3.890424492e+01 +3.890424492e+01 -1.603575508e+01 -1.603575508e+01 -8.2031e+00 -1.0504e-01
24327 +3.800500764e+01 +3.800500764e+01 -1.693499236e+01 -1.693499236e+01 -8.1263e+00 -1.2164e-01
28209 +3.715319646e+01 +3.715319646e+01 -1.778680354e+01 -1.778680354e+01 -8.0502e+00 -1.3798e-01
34279 +3.630319363e+01 +3.630319363e+01 -1.863680637e+01 -1.863680637e+01 -7.9731e+00 -1.5467e-01
39420 +3.547709967e+01 +3.547709967e+01 -1.946290033e+01 -1.946290033e+01 -7.8967e+00 -1.7124e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.442491678e+02 +8.442491678e+02 +9.033791678e+02 +9.033791678e+02 +0.0000e+00 +0.0000e+00
110 +7.387459656e+02 +7.387459656e+02 +7.978759656e+02 +7.978759656e+02 -5.0936e+00 +4.6941e+00
123 +1.211008431e+02 +1.211008431e+02 +1.802308431e+02 +1.802308431e+02 -5.5671e+00 +5.1505e+00
286 +1.100519268e+02 +1.100519268e+02 +1.691819268e+02 +1.691819268e+02 -5.1287e+00 +4.7473e+00
329 +2.933378666e+01 +2.933378666e+01 +8.846378666e+01 +8.846378666e+01 -4.8354e+00 +4.4955e+00
374 +1.526017389e+01 +1.526017389e+01 +7.439017389e+01 +7.439017389e+01 -5.1059e+00 +4.7388e+00
572 +1.500327288e+01 +1.500327288e+01 +7.413327288e+01 +7.413327288e+01 -5.0031e+00 +4.6462e+00
638 +1.418186380e+01 +1.418186380e+01 +7.331186380e+01 +7.331186380e+01 -5.0245e+00 +4.6642e+00
648 +1.391916065e+01 +1.391916065e+01 +7.304916065e+01 +7.304916065e+01 -5.0037e+00 +4.6452e+00
43614 +1.380329383e+01 +1.380329383e+01 +7.293329383e+01 +7.293329383e+01 -4.9931e+00 +4.6355e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.132814721e+05 +3.132814721e+05 +3.127899421e+05 +3.127899421e+05 +0.0000e+00 +0.0000e+00
69 +2.973299733e+05 +2.973299733e+05 +2.968384433e+05 +2.968384433e+05 -4.5060e+00 +2.0396e+00
83 +1.304650986e+05 +1.304650986e+05 +1.299735686e+05 +1.299735686e+05 -2.1704e+00 +1.3533e+00
88 +1.696393307e+04 +1.696393307e+04 +1.647240307e+04 +1.647240307e+04 -3.2635e+00 +1.5783e+00
110 +6.775410870e+03 +6.775410870e+03 +6.283880870e+03 +6.283880870e+03 -1.9107e+00 +8.2481e-01
