% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+02 +6.396983841e+02 +1.776083841e+02 +1.776083841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
329 +6.272465630e+02 +6.272465630e+02 +1.651565630e+02 +1.651565630e+02 -1.1033e+00 -3.1720e+00 -4.6988e+00 +2.3231e+00 +6.7740e-01 +5.2826e-01 -1.5940e+00 -9.7192e-01 +8.9569e-01 +4.1967e+00 -9.5838e-01 -1.4893e+00 -1.1990e+00 -2.3504e-01 +1.2245e+00 -2.2443e+00 -1.4048e+00 +3.4540e+00 +7.6783e-01 +1.1186e+00
371 +6.043789436e+02 +6.043789436e+02 +1.422889436e+02 +1.422889436e+02 -2.2126e+00 -3.4656e+00 -3.4469e+00 +1.6217e+00 +9.4011e-01 -1.5130e-01 -1.7309e+00 -7.3187e-01 +2.2713e+00 +4.1817e+00 -7.6101e-01 -1.4055e+00 -1.8161e-01 +7.6381e-03 +9.1808e-01 -2.2059e+00 -2.0360e+00 +3.0312e+00 +9.5379e-01 +1.0940e+00
394 +6.004721948e+02 +6.004721948e+02 +1.383821948e+02 +1.383821948e+02 -1.5306e+00 -3.7648e+00 -2.5392e+00 +2.5832e+00 +2.3795e-01 +1.2235e+00 -1.3468e+00 -7.2726e-01 +1.4085e+00 +4.0757e+00 -1.3373e+00 -1.8727e+00 -4.8813e-01 +8.1137e-01 +1.6854e-01 -2.4847e+00 -1.0490e+00 +3.1784e+00 +2.0143e+00 +7.2267e-02
404 +5.263319857e+02 +5.263319857e+02 +6.424198570e+01 +6.424198570e+01 -1.8433e+00 -3.8770e+00 -3.4627e+00 +2.5229e+00 +8.3596e-01 +8.0734e-01 -9.6502e-01 -6.8457e-01 +6.1956e-01 +3.9181e+00 -1.3785e+00 -1.4804e+00 -2.7786e-01 -5.2505e-01 +9.0394e-01 -2.4038e+00 -1.5996e+00 +2.2832e+00 +8.7956e-01 +1.8766e+00
423 +4.917624154e+02 +4.917624154e+02 +2.967241544e+01 +2.967241544e+01 -1.5936e+00 -2.6896e+00 -2.6513e+00 +1.7058e+00 +1.8477e+00 +1.5874e+00 -1.2273e+00 +8.1264e-01 +6.7365e-02 +3.6867e+00 -2.2941e-02 -2.0005e+00 -1.3334e+00 -5.9669e-01 +3.9720e-01 -3.0051e+00 -1.8367e+00 +2.3880e+00 +1.2327e+00 +1.5404e+00
440 +4.853016501e+02 +4.853016501e+02 +2.321165014e+01 +2.321165014e+01 -1.4617e+00 -2.9523e+00 -3.5533e+00 +2.1484e+00 +1.3849e+00 +1.1647e+00 -1.5479e+00 -1.0764e-01 +5.2726e-01 +3.4115e+00 -9.2133e-01 -2.2012e+00 -9.7688e-01 -3.2018e-01 +8.2745e-01 -2.7891e+00 -1.4819e+00 +3.2361e+00 +1.6724e+00 +1.1531e+00
478 +4.291688691e+02 +4.291688691e+02 -3.292113093e+01 -3.292113093e+01 -1.4118e+00 -2.5905e+00 -3.7512e+00 +2.0570e+00 +2.4356e+00 +1.2044e+00 -9.8966e-01 +4.3940e-01 -1.7786e-01 +3.5625e+00 +2.7221e-01 -2.7210e+00 -8.6194e-01 -1.1154e+00 +1.0836e+00 -3.4437e+00 -1.3535e+00 +3.3176e+00 +2.3857e+00 +1.6446e+00
506 +4.005600083e+02 +4.005600083e+02 -6.152999169e+01 -6.152999169e+01 -1.6045e+00 -3.1682e+00 -3.3391e+00 +2.0563e+00 +8.9914e-01 -2.3756e-02 -9.8841e-01 +9.4699e-01 +5.0338e-01 +3.8375e+00 -5.8775e-02 -2.5382e+00 -8.0927e-01 -1.5472e+00 +1.6799e-01 -3.0283e+00 -1.4057e+00 +3.6474e+00 +1.6318e+00 +1.5756e+00
568 +3.589830568e+02 +3.589830568e+02 -1.031069432e+02 -1.031069432e+02 -2.5939e+00 -3.7269e+00 -3.1491e+00 +1.5041e+00 +1.3072e+00 +1.3478e+00 -5.2924e-02 +1.5969e+00 +7.2399e-01 +2.3826e+00 +6.4218e-01 -4.1029e+00 +2.1971e-01 -1.1055e+00 +9.6234e-01 -3.9661e+00 -1.8150e+00 +3.7391e+00 +2.7944e+00 +1.2346e+00
687 +3.132249167e+02 +3.132249167e+02 -1.488650833e+02 -1.488650833e+02 -1.9515e+00 -2.8778e+00 -5.9001e-01 +2.5435e+00 -6.7614e-02 -1.3652e+00 +3.7770e-01 +3.8219e+00 +6.1186e-01 +2.9599e+00 +1.8639e+00 -2.9341e+00 -4.0797e-01 -3.0856e+00 +1.3117e+00 -3.4928e+00 -2.0042e+00 +2.6571e+00 +2.2765e+00 +2.4428e+00
792 +3.050246307e+02 +3.050246307e+02 -1.570653693e+02 -1.570653693e+02 -1.6347e+00 -3.1217e+00 -6.6290e-01 +2.5273e+00 -3.6957e-01 +7.4320e-01 +1.9357e-01 +2.0515e+00 +1.3565e+00 +1.8334e+00 +1.5152e+00 -3.6621e+00 -2.5688e-01 -3.8679e+00 +5.8083e-01 -2.3102e+00 -1.0947e+00 +3.3254e+00 +1.8448e+00 +2.3305e+00
864 +2.904302515e+02 +2.904302515e+02 -1.716597485e+02 -1.716597485e+02 +9.6863e-02 -3.6789e+00 +2.7046e-02 +2.4613e+00 +5.6354e-01 +8.8938e-01 +4.1929e-01 +1.2996e+00 +9.6986e-01 +2.3015e+00 +5.8513e-01 -3.8427e+00 -6.2173e-02 -3.1288e+00 +4.0976e-01 -2.6978e+00 +3.0757e-01 +2.7941e+00 +1.7925e+00 +2.4125e+00
960 +2.794475198e+02 +2.794475198e+02 -1.826424802e+02 -1.826424802e+02 -8.7927e-01 -3.4627e+00 -3.9177e-01 +2.1920e+00 +1.5467e+00 +2.3950e+00 +7.7456e-01 +1.0225e+00 -1.7152e-01 +1.9624e+00 +1.6962e+00 -3.1752e+00 -1.8946e-01 -4.4264e+00 +5.6708e-01 -2.7985e+00 -4.8395e-01 +3.2588e+00 +2.0770e+00 +2.1051e+00
1147 +2.676612788e+02 +2.676612788e+02 -1.944287212e+02 -1.944287212e+02 -8.9072e-01 -3.2179e+00 -6.5775e-01 +2.1683e+00 +7.4713e-01 +1.1765e+00 +1.7987e+00 +2.4230e+00 +2.8203e-01 +2.5675e-01 +2.3471e+00 -4.3423e+00 -1.1634e+00 -2.9067e+00 +1.0892e+00 -2.8368e+00 -3.0710e-01 +2.8931e+00 +2.1312e+00 +2.2700e+00
1159 +2.522690739e+02 +2.522690739e+02 -2.098209261e+02 -2.098209261e+02 -1.1473e-01 -3.4618e+00 -4.1032e-01 +2.5462e+00 -1.3554e-01 +6.5700e-01 +2.0937e+00 +1.3509e+00 +1.4514e-01 +7.1348e-01 +1.8736e+00 -4.2253e+00 -1.1431e+00 -4.5185e+00 +9.8299e-01 -3.1198e+00 -1.1429e-01 +1.9850e+00 +2.8037e+00 +1.5551e+00
1313 +2.438792507e+02 +2.438792507e+02 -2.182107493e+02 -2.182107493e+02 -2.1307e-01 -3.5315e+00 -6.1357e-01 +3.0990e+00 +7.3308e-01 +1.3382e+00 +1.8563e+00 +2.6089e+00 +1.2842e+00 +9.1800e-01 +2.2560e+00 -4.7587e+00 -1.2453e+00 -3.9230e+00 +9.3286e-01 -3.1131e+00 -2.7512e-01 +2.6752e+00 +1.6959e+00 +1.3109e+00
1506 +2.313678399e+02 +2.313678399e+02 -2.307221601e+02 -2.307221601e+02 -6.5118e-01 -3.6815e+00 -1.3669e+00 +3.1253e+00 +1.7708e+00 +8.3541e-01 +1.1638e+00 +2.4688e+00 +5.7724e-01 +9.2719e-02 +2.0441e+00 -3.9486e+00 -3.6015e-01 -2.6660e+00 +1.2205e+00 -3.3127e+00 -3.7496e-01 +3.2188e+00 +2.0319e+00 +1.8163e+00
1527 +2.272605248e+02 +2.272605248e+02 -2.348294752e+02 -2.348294752e+02 -6.7664e-01 -3.5480e+00 -3.0770e-01 +2.8447e+00 +1.6056e+00 +8.7927e-01 +1.7369e+00 +1.9263e+00 +1.3202e+00 +6.1044e-01 +2.6847e+00 -4.2494e+00 -5.1353e-01 -3.8228e+00 +1.1459e+00 -3.5614e+00 -1.7585e-01 +3.0216e+00 +1.6477e+00 +1.6276e+00
1554 +2.047912616e+02 +2.047912616e+02 -2.572987384e+02 -2.572987384e+02 -8.1872e-01 -3.6948e+00 -1.4663e+00 +3.1840e+00 +2.1027e+00 +8.2717e-01 +5.4529e-01 +2.4623e+00 +1.7919e+00 +3.0274e-01 +2.2248e+00 -4.0974e+00 -5.3219e-01 -3.3242e+00 +1.3134e+00 -3.0390e+00 -4.3025e-02 +3.1915e+00 +2.4732e+00 +1.4693e+00
1669 +1.963967035e+02 +1.963967035e+02 -2.656932965e+02 -2.656932965e+02 -6.1797e-01 -3.5725e+00 +7.5291e-01 +2.8494e+00 +9.5556e-01 +1.2990e+00 +5.9738e-01 +2.3785e+00 +3.0843e-02 +1.0374e+00 +2.7147e+00 -4.0956e+00 -3.1914e-01 -3.3979e+00 +8.7018e-01 -3.0512e+00 +2.9128e-01 +3.2486e+00 +2.4861e+00 +1.1979e+00
