% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.777311742e+04 +1.777311742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
184 +1.782341969e+04 +1.782341969e+04 +1.727691969e+04 +1.727691969e+04 -3.9629e+00 +1.6783e-01 -2.2962e+00 -3.0171e-01 +3.3841e+00 -3.5944e-01 +1.0696e+00 -1.5045e+00 -6.1634e-01 -2.1949e+00 +2.9652e+00 +1.6629e+00 -2.9442e-01 +5.8370e-01 +2.2948e+00 -3.5159e+00 -3.5180e-01 -4.9741e-01 -3.2054e+00 +1.8062e-01
201 +1.635818811e+04 +1.635818811e+04 +1.581168811e+04 +1.581168811e+04 -4.0801e+00 +3.9744e-02 -1.8923e+00 -6.5286e-01 +3.6484e+00 -3.1470e-01 +4.0702e-01 -1.5115e+00 -4.1472e-01 -2.3076e+00 +3.0754e+00 +1.1453e+00 +2.3679e-01 +4.3369e-01 +1.6570e+00 -3.4449e+00 +2.9565e-01 -1.3803e-01 -3.3717e+00 +9.4093e-01
204 +1.146813965e+04 +1.146813965e+04 +1.092163965e+04 +1.092163965e+04 -3.7247e+00 -1.1658e+00 -1.9845e+00 -4.3681e-01 +3.1786e+00 -4.4777e-01 +1.0793e+00 -1.6223e+00 -5.2897e-01 -2.1780e+00 +2.0283e+00 +1.6161e+00 -1.6803e-02 +1.5258e-01 +2.1637e+00 -2.6425e+00 -5.6734e-01 -8.7680e-01 -2.7334e+00 +8.9923e-01
232 +9.559040465e+03 +9.559040465e+03 +9.012540465e+03 +9.012540465e+03 -3.5838e+00 -8.4242e-01 -2.5436e+00 -4.1594e-01 +3.5547e+00 -5.3399e-01 +4.7519e-01 -2.0209e+00 +1.1478e-01 -1.4533e+00 +2.7491e+00 +1.5279e+00 +2.8373e-01 +2.1323e-01 +2.2681e+00 -2.6241e+00 -2.0403e-01 -7.1372e-01 -2.5195e+00 +3.2523e-01
242 +9.513636938e+03 +9.513636938e+03 +8.967136938e+03 +8.967136938e+03 -4.0013e+00 -3.9487e-01 -2.1351e+00 -3.7044e-01 +3.4788e+00 -5.5294e-01 +8.3330e-01 -1.6431e+00 -1.6902e-01 -1.8132e+00 +2.5080e+00 +1.4145e+00 +2.1802e-01 +3.4575e-01 +2.0455e+00 -2.8073e+00 -2.0445e-01 -1.0323e+00 -2.4556e+00 +5.5354e-01
248 +8.648460071e+03 +8.648460071e+03 +8.101960071e+03 +8.101960071e+03 -3.8312e+00 -1.1072e+00 -2.4431e+00 -1.1499e-01 +3.5026e+00 -4.2537e-01 +6.8944e-01 -1.9600e+00 -8.7374e-01 -2.3687e-01 +2.5332e+00 +1.3937e+00 +4.8973e-01 -2.1377e-02 +2.3029e+00 -2.8162e+00 -7.7103e-01 -8.6445e-01 -2.2710e+00 +5.8522e-01
281 +7.786366695e+03 +7.786366695e+03 +7.239866695e+03 +7.239866695e+03 -3.8964e+00 -5.7532e-01 -2.5750e+00 +5.6300e-01 +3.8692e+00 -1.8238e-01 +7.0870e-02 -8.0589e-01 -1.1864e-01 -1.2550e+00 +2.5961e+00 +1.5476e+00 -3.0265e-01 -5.1335e-01 +2.2233e+00 -3.1592e+00 -6.1937e-01 -8.9158e-01 -2.1845e+00 +2.0101e+00
282 +5.972933753e+03 +5.972933753e+03 +5.426433753e+03 +5.426433753e+03 -4.1926e+00 -9.8597e-02 -2.1770e+00 +3.2849e-02 +3.5977e+00 -2.9299e-01 -1.2499e-02 -1.4222e+00 -1.2373e+00 -3.8433e-01 +2.3380e+00 +1.8354e+00 -4.6511e-01 -7.4074e-01 +3.0607e+00 -2.9654e+00 -1.9768e-01 -9.5081e-01 -9.2605e-01 +9.0549e-01
286 +5.739523981e+03 +5.739523981e+03 +5.193023981e+03 +5.193023981e+03 -4.2160e+00 -4.3701e-01 -2.4617e+00 -1.2362e-01 +3.3934e+00 -4.0654e-01 +4.1591e-01 -1.2535e+00 -8.2004e-01 -9.2204e-01 +2.7045e+00 +1.8081e+00 -1.0905e-01 +2.8793e-01 +2.3621e+00 -2.5365e+00 -1.4425e-01 -7.6869e-01 -2.2627e+00 +1.0779e+00
299 +5.006626749e+03 +5.006626749e+03 +4.460126749e+03 +4.460126749e+03 -4.3749e+00 +9.4859e-02 -2.8359e+00 +3.2622e-01 +2.5811e+00 -2.0052e-01 +8.1973e-02 +2.2075e-01 +2.5030e-01 +3.9093e-01 +2.9758e+00 +1.9449e+00 -4.9652e-01 +2.0381e-01 +2.3821e+00 -1.7293e+00 +2.4622e-01 -4.4681e-01 -2.6334e+00 +1.1732e+00
