% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+02 +1.581765120e+02 +1.412365120e+02 +1.412365120e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
61 +1.461803434e+02 +1.461803434e+02 +1.292403434e+02 +1.292403434e+02 -4.0380e+00 -2.5919e+00 +3.4779e+00 -1.2645e-01 +1.2559e+00 -1.0107e+00 -2.2134e+00 +2.7824e+00 +7.0544e-01 -1.0774e+00 +1.6652e+00 +8.2532e-01 -1.6828e+00 -1.5102e+00 +9.1262e-01 -2.1324e-01 +1.8330e+00 -3.1254e+00 -2.1953e-01 -1.5484e+00
300 +1.445108495e+02 +1.445108495e+02 +1.275708495e+02 +1.275708495e+02 -3.6048e+00 -2.6855e+00 +3.5576e+00 +3.3493e-02 +1.2360e+00 -9.4004e-01 -2.3443e+00 +2.6295e+00 +5.6876e-01 -9.9264e-01 +1.5773e+00 +1.1027e+00 -1.8084e+00 -1.4516e+00 +8.7064e-01 +7.5411e-02 +1.8585e+00 -3.1052e+00 -4.0915e-01 -1.5470e+00
2096 +1.411904070e+02 +1.411904070e+02 +1.242504070e+02 +1.242504070e+02 -3.7289e+00 -2.7428e+00 +3.7025e+00 -2.2572e-01 +1.5090e+00 -8.9702e-01 -2.4422e+00 +2.6771e+00 +5.6670e-01 -8.3001e-01 +1.5812e+00 +1.1333e+00 -1.6175e+00 -1.3875e+00 +1.0852e+00 +2.1288e-02 +1.8457e+00 -3.3232e+00 -3.4342e-01 -1.4033e+00
2604 +1.379701545e+02 +1.379701545e+02 +1.210301545e+02 +1.210301545e+02 -3.7339e+00 -2.8247e+00 +3.7650e+00 -2.4473e-01 +1.5076e+00 -9.1006e-01 -2.4964e+00 +2.6642e+00 +4.9102e-01 -9.2963e-01 +1.6108e+00 +1.1191e+00 -1.5484e+00 -1.3315e+00 +1.0837e+00 +1.8287e-03 +1.8814e+00 -3.2709e+00 -3.8471e-01 -1.3884e+00
3476 +1.347990878e+02 +1.347990878e+02 +1.178590878e+02 +1.178590878e+02 -3.6826e+00 -2.7675e+00 +3.8101e+00 -2.8851e-01 +1.4735e+00 -9.7933e-01 -2.5924e+00 +2.6892e+00 +4.8370e-01 -9.5011e-01 +1.5800e+00 +1.1252e+00 -1.6152e+00 -1.3553e+00 +1.0964e+00 -3.6330e-02 +1.9120e+00 -3.1950e+00 -3.9926e-01 -1.3935e+00
4493 +1.318223815e+02 +1.318223815e+02 +1.148823815e+02 +1.148823815e+02 -3.6986e+00 -2.7834e+00 +3.7897e+00 -2.6422e-01 +1.4608e+00 -9.9965e-01 -2.6508e+00 +2.6875e+00 +4.6437e-01 -9.8122e-01 +1.6067e+00 +1.1193e+00 -1.6124e+00 -1.3793e+00 +1.0594e+00 -2.0220e-02 +1.8547e+00 -3.0990e+00 -4.3503e-01 -1.3737e+00
6358 +1.287739974e+02 +1.287739974e+02 +1.118339974e+02 +1.118339974e+02 -3.7352e+00 -2.7748e+00 +3.8713e+00 -2.6767e-01 +1.4306e+00 -9.7782e-01 -2.6465e+00 +2.6982e+00 +4.3441e-01 -1.0318e+00 +1.6584e+00 +1.0987e+00 -1.5947e+00 -1.3974e+00 +1.0501e+00 -2.8699e-02 +1.8249e+00 -2.9815e+00 -4.8692e-01 -1.4175e+00
8460 +1.258838082e+02 +1.258838082e+02 +1.089438082e+02 +1.089438082e+02 -3.7826e+00 -2.7594e+00 +3.8679e+00 -1.7299e-01 +1.4251e+00 -9.5370e-01 -2.6411e+00 +2.7054e+00 +3.9508e-01 -1.0267e+00 +1.7145e+00 +1.0640e+00 -1.5982e+00 -1.3940e+00 +1.0618e+00 -8.2858e-03 +1.8023e+00 -2.8984e+00 -5.4688e-01 -1.4371e+00
11339 +1.230037468e+02 +1.230037468e+02 +1.060637468e+02 +1.060637468e+02 -3.8678e+00 -2.7371e+00 +3.8383e+00 -3.8972e-02 +1.4264e+00 -9.4805e-01 -2.6439e+00 +2.7057e+00 +3.6588e-01 -1.0768e+00 +1.8092e+00 +1.0023e+00 -1.5973e+00 -1.4326e+00 +1.0485e+00 -2.1639e-02 +1.7702e+00 -2.8256e+00 -5.7312e-01 -1.5000e+00
