% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288577618e+008 +4.288577618e+008 +4.288571407e+008 +4.288571407e+008 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
139 +4.240289519e+008 +4.240289519e+008 +4.240283308e+008 +4.240283308e+008 +3.9202e-001 +1.3712e+000 -3.9429e-001 -3.5019e+000 -1.1557e+000 -1.4383e+000 -6.8224e-001 +4.5000e-001 +3.5984e-001 -1.9882e+000 +1.8286e+000 +3.2846e-001 -3.1461e+000 +5.2527e-001 -1.8772e+000 +1.8298e-001 +1.9053e+000 +2.9562e+000 +2.8818e+000 +1.0200e+000
143 +4.139914170e+008 +4.139914170e+008 +4.139907959e+008 +4.139907959e+008 +6.4308e-001 +1.3979e+000 -4.3258e-001 -3.2189e+000 -1.0633e+000 -1.4863e+000 -7.3779e-001 +1.7918e-001 +8.4518e-001 -2.0384e+000 +1.6073e+000 +2.2511e-002 -2.8303e+000 +5.0932e-001 -2.0639e+000 +1.4039e-001 +1.9364e+000 +3.1056e+000 +3.0678e+000 +8.4699e-001
172 +3.857823680e+008 +3.857823680e+008 +3.857817468e+008 +3.857817468e+008 +1.5106e-001 +1.4547e+000 -5.4639e-001 -3.3013e+000 -9.5795e-001 -1.4020e+000 -5.4888e-001 +5.0123e-001 +3.8067e-001 -2.4913e+000 +1.8500e+000 +3.8125e-001 -2.9818e+000 +4.1632e-001 -2.1999e+000 +7.0347e-002 +1.8925e+000 +3.5993e+000 +2.9106e+000 +5.8836e-001
178 +3.339963065e+008 +3.339963065e+008 +3.339956854e+008 +3.339956854e+008 +4.6399e-001 +1.2171e+000 -6.9903e-001 -3.6139e+000 -1.1847e+000 -1.3550e+000 -1.0571e-001 +7.4804e-001 +9.8775e-001 -2.2800e+000 +1.5997e+000 +2.6353e-001 -2.9220e+000 +3.4345e-001 -2.1980e+000 -1.4608e-001 +2.1727e+000 +3.1886e+000 +2.6186e+000 +8.7826e-001
187 +3.205546331e+008 +3.205546331e+008 +3.205540120e+008 +3.205540120e+008 +4.6773e-001 +2.0480e+000 -6.1161e-001 -3.7803e+000 -1.2593e+000 -1.5941e+000 -2.5961e-001 -7.4595e-002 +1.0842e+000 -2.0792e+000 +1.3896e+000 +4.3277e-001 -2.9655e+000 +4.9126e-001 -2.0444e+000 +2.4199e-002 +2.1352e+000 +3.3110e+000 +2.3780e+000 +7.6799e-001
206 +3.112744015e+008 +3.112744015e+008 +3.112737804e+008 +3.112737804e+008 +7.0735e-001 +1.7269e+000 -5.3233e-001 -3.6330e+000 -1.3202e+000 -1.5246e+000 -8.1965e-001 +9.8709e-001 +6.1337e-001 -2.4420e+000 +1.5406e+000 +3.7234e-001 -3.0467e+000 +7.2706e-001 -2.0603e+000 -2.4084e-001 +2.4265e+000 +3.4729e+000 +2.7230e+000 +8.3404e-001
209 +2.997100470e+008 +2.997100470e+008 +2.997094259e+008 +2.997094259e+008 +6.0546e-001 +1.7066e+000 -7.9314e-001 -3.2569e+000 -1.1356e+000 -1.0434e+000 -3.3277e-001 +5.9017e-001 +9.4796e-001 -2.3390e+000 +1.9701e+000 +1.6178e-001 -2.5611e+000 +7.0777e-001 -2.3344e+000 -1.4112e-001 +2.0057e+000 +2.8587e+000 +2.2564e+000 +1.0714e+000
223 +1.618253874e+008 +1.618253874e+008 +1.618247662e+008 +1.618247662e+008 +4.9001e-001 +2.1519e+000 -1.1069e-001 -3.6164e+000 -1.6638e+000 -1.3463e+000 -1.5050e-001 +1.5286e+000 +7.1110e-001 -2.2639e+000 +1.6103e+000 +2.2673e-001 -1.7019e+000 +9.3431e-001 -2.0316e+000 -2.4525e-001 +2.0837e+000 +2.8701e+000 +2.7516e+000 +8.5664e-001
269 +1.462350268e+008 +1.462350268e+008 +1.462344057e+008 +1.462344057e+008 +1.9398e-001 +2.1317e+000 -1.0901e+000 -3.0754e+000 -1.8882e+000 -1.9816e+000 +1.9691e-001 +8.7225e-001 +4.6423e-001 -2.8852e+000 +2.0178e+000 +8.4070e-001 -7.6788e-001 +2.0382e+000 -2.3887e+000 -5.1785e-001 +2.5328e+000 +2.6111e+000 +2.1863e+000 +6.9797e-001
272 +1.335141272e+008 +1.335141272e+008 +1.335135061e+008 +1.335135061e+008 -1.8890e-001 +2.4776e+000 -4.0425e-001 -2.9220e+000 -1.0103e+000 -1.9640e+000 +5.4647e-002 +8.7410e-001 +2.4828e-001 -2.6646e+000 +1.5846e+000 +4.9421e-002 -1.4784e+000 +1.0334e+000 -1.5109e+000 -8.9692e-001 +2.2644e+000 +4.1403e+000 +1.9888e+000 +7.6657e-001
292 +1.020252950e+008 +1.020252950e+008 +1.020246739e+008 +1.020246739e+008 -1.8924e-001 +3.4250e+000 +1.1039e-001 -3.8893e+000 -1.3003e+000 -1.5798e+000 -1.8887e-001 +1.6893e+000 +1.3664e+000 -2.1135e+000 +1.2547e+000 +6.4040e-001 -1.7667e+000 +1.6283e+000 -1.1812e+000 -7.7121e-001 +1.8465e+000 +3.5279e+000 +1.9287e+000 +4.9001e-001
311 +6.306101145e+007 +6.306101145e+007 +6.306039034e+007 +6.306039034e+007 -1.2747e+000 +2.6574e+000 -1.5692e-001 -3.4512e+000 -1.4480e+000 -3.5065e+000 +5.9759e-001 +1.4489e+000 +6.6280e-001 -2.1699e+000 +1.2012e+000 +7.3336e-001 -6.1610e-002 +7.2330e-001 -7.6350e-001 -2.6028e-001 +1.8635e+000 +3.8343e+000 +1.4188e+000 +1.4298e+000
324 +5.472479566e+007 +5.472479566e+007 +5.472417455e+007 +5.472417455e+007 +2.6361e-001 +3.8158e+000 +4.8037e-001 -3.1617e+000 -8.1123e-001 -2.3851e+000 +5.3315e-001 +1.3378e+000 +8.9638e-001 -2.9771e+000 +1.0018e+000 +2.5026e-001 +9.6561e-001 +2.2447e+000 -1.5780e+000 -1.2036e+000 +1.8888e+000 +2.6871e+000 +1.7417e+000 +8.4438e-001
343 +4.519118703e+007 +4.519118703e+007 +4.519056592e+007 +4.519056592e+007 +4.8741e-001 +2.8068e+000 +2.4857e-001 -3.9731e+000 -1.2784e+000 -3.1807e+000 +2.3183e+000 +1.7877e+000 +6.5221e-001 -1.8472e+000 +1.4512e+000 +7.1105e-001 +2.2728e+000 +1.1848e+000 -1.5578e+000 -7.5941e-001 +1.5631e+000 +3.7863e+000 +1.1673e+000 +1.6288e+000
374 +4.053904592e+007 +4.053904592e+007 +4.053842481e+007 +4.053842481e+007 -9.6516e-001 +2.6385e+000 +3.5156e-001 -3.6837e+000 -1.5930e+000 -2.2769e+000 +1.1957e+000 +1.1936e+000 +1.0364e+000 -2.4752e+000 +4.1876e-001 +8.1100e-001 +1.1103e+000 +1.1108e+000 -7.4931e-001 -7.6789e-001 +2.0510e+000 +3.1287e+000 +2.0651e+000 +6.2669e-001
376 +3.672423360e+007 +3.672423360e+007 +3.672361249e+007 +3.672361249e+007 -3.9075e-001 +2.6787e+000 +2.5891e-001 -4.0880e+000 -1.4885e+000 -1.7278e+000 +1.8061e+000 -2.9963e-001 +9.9061e-001 -3.2652e+000 +8.2764e-002 +9.2467e-001 +2.8124e+000 +1.6624e+000 -3.2333e-001 -1.6621e+000 +1.9483e+000 +2.8495e+000 +3.2836e+000 +9.0260e-001
378 +2.552066791e+007 +2.552066791e+007 +2.552004680e+007 +2.552004680e+007 -6.9004e-001 +2.7783e+000 -1.5358e-001 -3.2804e+000 -2.0874e+000 -2.0520e+000 +2.1931e+000 -2.5951e-001 +2.0150e+000 -1.1423e+000 +2.2205e-001 +1.2433e+000 +9.1169e-001 +1.3278e+000 +1.4832e+000 -1.0486e+000 +1.3545e+000 +3.9468e+000 +6.0074e-001 +1.2457e+000
418 +2.165582240e+007 +2.165582240e+007 +2.165520129e+007 +2.165520129e+007 -1.4494e+000 +3.0817e+000 +3.7125e-001 -4.0091e+000 -1.3600e+000 -2.1133e+000 +1.3585e+000 +1.9115e-001 +1.6087e+000 -2.7649e+000 +3.1628e-001 +1.1186e+000 +2.6388e+000 +1.9511e+000 +8.2537e-001 -1.1675e+000 +1.8517e+000 +3.1173e+000 +2.1665e+000 +8.2578e-001
