% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.124201902e+02 +9.124201902e+02 +4.503301902e+02 +4.503301902e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
355 +8.588238577e+02 +8.588238577e+02 +3.967338577e+02 +3.967338577e+02 +1.8009e+00 +3.0770e+00 -2.5187e+00 -2.5537e+00 -2.1319e+00 +8.1091e-01 -7.2156e-01 +1.9547e+00 -8.6211e-01 -1.2507e+00 +3.1768e+00 -1.9836e+00 +2.2271e+00 -3.1707e+00 +1.0882e+00 -1.8215e+00 +7.2920e-01 +6.5584e-01 -3.4178e+00 +2.1368e+00
357 +7.429494447e+02 +7.429494447e+02 +2.808594447e+02 +2.808594447e+02 +1.7394e+00 +3.4137e+00 -3.7518e+00 -1.7626e+00 -1.0272e+00 +9.2840e-01 -1.1170e+00 +1.9707e+00 -2.1670e+00 -1.5450e+00 +3.3834e+00 -2.7701e+00 +8.4505e-01 -3.6007e+00 -2.6689e-01 -2.4056e+00 +5.1414e-01 -5.0287e-02 -2.3822e+00 +2.1762e+00
376 +6.882396194e+02 +6.882396194e+02 +2.261496194e+02 +2.261496194e+02 +1.7832e+00 +4.3432e+00 -2.7816e+00 -1.9395e+00 -9.9982e-01 +8.1861e-01 -1.1765e+00 +1.6283e+00 -1.9459e+00 -1.2074e+00 +2.6072e+00 -2.8277e+00 +1.0070e+00 -3.7315e+00 +1.8428e-01 -2.0070e+00 +5.6969e-01 +6.1382e-01 -2.5796e+00 +2.4197e+00
382 +5.901680305e+02 +5.901680305e+02 +1.280780305e+02 +1.280780305e+02 +2.2617e+00 +3.8358e+00 -3.6576e+00 -3.2322e+00 -2.4464e+00 +7.1655e-01 -9.9622e-01 +1.4558e+00 -1.3714e+00 +4.6397e-01 +9.0031e-01 -1.6401e+00 +5.1801e-01 -3.3551e+00 +1.2801e+00 -3.0357e+00 +1.3606e+00 +1.0622e+00 -3.5678e+00 +2.0979e+00
396 +5.574321010e+02 +5.574321010e+02 +9.534210104e+01 +9.534210104e+01 +2.1962e+00 +3.4965e+00 -2.9116e+00 -2.8885e+00 -1.6282e+00 +8.0755e-01 -9.5021e-01 +1.4594e+00 -1.6884e+00 -1.0485e+00 +1.8538e+00 -2.2548e+00 +9.6537e-01 -3.4653e+00 +3.4954e-01 -2.5784e+00 +3.6202e-01 +6.2609e-01 -2.8593e+00 +2.4510e+00
399 +5.210851064e+02 +5.210851064e+02 +5.899510639e+01 +5.899510639e+01 +2.2829e+00 +4.6880e+00 -4.4931e+00 -2.1159e+00 -2.2471e+00 +3.6951e-01 -1.2287e+00 +2.5910e+00 -1.7172e+00 -4.2059e-01 +4.4197e-02 -3.0318e+00 +2.2289e+00 -3.2714e+00 -1.6719e-01 -2.7737e+00 +9.7484e-01 +1.2664e+00 -2.8175e+00 +2.2248e+00
406 +4.374232670e+02 +4.374232670e+02 -2.466673299e+01 -2.466673299e+01 +3.7314e+00 +4.1328e+00 -2.0817e+00 -9.5978e-01 -1.5125e+00 +7.2873e-01 +5.5373e-01 +7.8672e-01 -1.7736e+00 +3.1899e-01 +5.4730e-01 -2.7988e+00 +1.5589e+00 -3.2043e+00 +1.7050e-01 -3.5176e+00 +1.3209e+00 +1.8503e+00 -2.9920e+00 +2.2193e+00
440 +4.356263930e+02 +4.356263930e+02 -2.646360704e+01 -2.646360704e+01 +2.2337e+00 +3.8471e+00 -3.0008e+00 -1.4142e+00 -1.9540e+00 +7.0086e-01 -6.2208e-01 +1.4526e+00 -1.7568e+00 -6.2063e-01 -1.0906e+00 -2.4980e+00 +1.3010e+00 -3.3258e+00 -1.9917e-01 -4.1546e+00 +4.3583e-01 +7.6698e-01 -2.6935e+00 +2.6378e+00
459 +4.180171744e+02 +4.180171744e+02 -4.407282565e+01 -4.407282565e+01 +2.7208e+00 +3.7074e+00 -2.4317e+00 -1.0692e+00 -1.5883e+00 +6.7503e-01 -1.5004e+00 +1.8251e+00 +1.1108e-01 -2.5282e+00 -1.1026e+00 -3.1437e+00 +6.1631e-01 -4.0306e+00 -3.1287e-01 -4.1017e+00 -6.4291e-01 +1.1232e+00 -4.1828e+00 +2.1165e+00
