% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.960016909e+006 +4.960016909e+006 +4.959961969e+006 +4.959961969e+006 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
202 +4.794802047e+006 +4.794802047e+006 +4.794747107e+006 +4.794747107e+006 -7.0520e+000 +2.3219e+000 -4.6016e+000 -3.7092e+000 +5.2075e+000 +2.6539e-001 -4.3813e+000 -1.8594e+000 +1.0820e+000 -9.8833e+000 -1.3219e-001 -6.9759e-001 +1.4823e+000 -5.7631e-001 +3.0729e+000 -2.6229e+000 +1.8062e+000 -4.2857e-001 +9.1550e-001 -3.5788e+000
228 +4.644104555e+006 +4.644104555e+006 +4.644049615e+006 +4.644049615e+006 -6.6957e+000 +2.6341e+000 -4.0060e+000 -3.3415e+000 +5.7562e+000 +4.2643e-001 -4.2208e+000 -1.7465e+000 +6.4970e-001 -9.7315e+000 -3.0248e-001 -5.0054e-001 +1.2531e+000 -3.4200e-001 +2.5515e+000 -2.2120e+000 +1.5821e+000 -1.2937e-001 +7.7444e-001 -3.5701e+000
244 +3.634048003e+006 +3.634048003e+006 +3.633993063e+006 +3.633993063e+006 -6.7096e+000 +2.2975e+000 -4.1759e+000 -3.9678e+000 +6.2741e+000 +4.2298e-002 -4.4637e+000 -1.7501e+000 +7.0547e-001 -9.3003e+000 -1.5464e-001 -1.1317e+000 +1.7866e+000 -3.1218e-001 +2.8707e+000 -2.3290e+000 +1.7457e+000 -1.0496e+000 +1.6752e-001 -3.5340e+000
267 +3.390734479e+006 +3.390734479e+006 +3.390679539e+006 +3.390679539e+006 -7.1330e+000 +2.3673e+000 -4.4015e+000 -3.7295e+000 +6.2564e+000 -8.8245e-002 -3.8189e+000 -2.3063e+000 +1.0934e+000 -9.5161e+000 -2.6245e-001 -1.0371e+000 +2.4931e+000 -4.3535e-001 +2.4437e+000 -2.5197e+000 +2.4481e+000 -5.2502e-001 +1.2303e+000 -4.1964e+000
289 +3.378419044e+006 +3.378419044e+006 +3.378364104e+006 +3.378364104e+006 -7.5058e+000 +3.3370e+000 -4.2927e+000 -3.2031e+000 +6.3234e+000 -1.3700e-001 -3.9392e+000 -1.0787e+000 +1.1719e+000 -9.9418e+000 +3.5874e-001 -1.2386e+000 +1.8741e+000 -9.3390e-001 +2.5839e+000 -2.2777e+000 +1.9435e+000 -8.9136e-001 +7.4446e-001 -4.5052e+000
294 +3.106325880e+006 +3.106325880e+006 +3.106270940e+006 +3.106270940e+006 -6.9791e+000 +2.0610e+000 -4.1551e+000 -3.8542e+000 +5.9334e+000 -5.4038e-003 -3.4904e+000 -2.3597e+000 +8.2311e-001 -9.3645e+000 +4.0168e-001 -1.1309e+000 +1.9003e+000 -6.1138e-001 +2.4259e+000 -2.2443e+000 +1.7449e+000 -5.0424e-001 +9.7324e-001 -3.3999e+000
308 +3.082268126e+006 +3.082268126e+006 +3.082213186e+006 +3.082213186e+006 -6.8492e+000 +2.6515e+000 -4.0724e+000 -3.6478e+000 +6.0802e+000 -1.3361e-001 -3.8270e+000 -1.9487e+000 +9.5067e-001 -9.6270e+000 +3.2745e-001 -1.3007e+000 +2.0256e+000 -3.4284e-001 +2.2484e+000 -2.2869e+000 +1.7912e+000 -6.3500e-001 +1.0284e+000 -3.5122e+000
312 +2.759842907e+006 +2.759842907e+006 +2.759787967e+006 +2.759787967e+006 -6.3897e+000 +2.2147e+000 -4.3763e+000 -4.2424e+000 +5.2384e+000 -9.5196e-001 -3.7288e+000 -1.8080e+000 +1.2409e+000 -1.0049e+001 +7.0170e-001 -1.5066e+000 +2.3399e+000 -1.6888e-002 +1.7456e+000 -2.6598e+000 +2.3587e+000 -8.1147e-001 +6.0005e-001 -3.8392e+000
330 +2.687782608e+006 +2.687782608e+006 +2.687727668e+006 +2.687727668e+006 -6.6614e+000 +2.4400e+000 -4.4302e+000 -3.7445e+000 +5.7864e+000 -3.3197e-001 -3.6302e+000 -1.9475e+000 +9.5486e-001 -9.6977e+000 +5.6942e-001 -1.3572e+000 +2.4607e+000 -6.5101e-001 +2.2935e+000 -2.3639e+000 +2.0146e+000 -4.1947e-001 +1.0899e+000 -3.4077e+000
337 +2.595195730e+006 +2.595195730e+006 +2.595140790e+006 +2.595140790e+006 -6.8613e+000 +2.1527e+000 -4.6126e+000 -4.1674e+000 +5.9402e+000 +1.4092e-001 -3.8615e+000 -1.9079e+000 +1.4064e+000 -1.0211e+001 +8.3651e-001 -1.3034e+000 +2.5430e+000 -2.8970e-001 +2.0895e+000 -2.3670e+000 +2.2703e+000 -9.5906e-001 +1.2770e+000 -3.3945e+000
339 +2.156569214e+006 +2.156569214e+006 +2.156514274e+006 +2.156514274e+006 -6.2910e+000 +1.8185e+000 -4.6358e+000 -4.1090e+000 +4.9218e+000 +2.5966e-001 -3.5813e+000 -1.1739e+000 +1.3499e+000 -9.5446e+000 +8.8182e-001 -9.1640e-001 +2.9451e+000 +1.2221e-001 +2.1502e+000 -2.8448e+000 +2.2085e+000 -1.2581e+000 +7.6567e-001 -3.3971e+000
360 +1.608317519e+006 +1.608317519e+006 +1.608262579e+006 +1.608262579e+006 -7.2583e+000 +2.2007e+000 -3.9887e+000 -2.8095e+000 +5.6691e+000 +2.9957e-001 -3.0738e+000 -2.2447e+000 +1.1117e+000 -9.3144e+000 +5.0118e-001 -2.4896e+000 +3.2800e+000 -2.7929e-001 +1.9574e+000 -3.4502e+000 +2.0309e+000 -1.1871e+000 +1.6151e+000 -3.3324e+000
365 +1.491822237e+006 +1.491822237e+006 +1.491767297e+006 +1.491767297e+006 -6.0221e+000 +2.6023e+000 -4.8193e+000 -4.1818e+000 +5.1386e+000 -2.4884e-002 -2.5797e+000 -1.3848e+000 +7.8961e-001 -8.8906e+000 +1.2723e+000 -1.2663e+000 +3.2319e+000 +8.4707e-002 +1.9385e+000 -2.7141e+000 +3.0644e+000 -1.2182e+000 +1.1742e+000 -3.6909e+000
379 +1.223295976e+006 +1.223295976e+006 +1.223241036e+006 +1.223241036e+006 -6.3170e+000 +2.5479e+000 -4.7109e+000 -3.5100e+000 +5.6521e+000 +5.9166e-001 -2.4329e+000 -4.1322e-001 +1.2884e+000 -9.1647e+000 +6.5149e-001 -1.5394e+000 +2.6598e+000 -5.7622e-001 +1.9992e+000 -2.5181e+000 +3.3166e+000 -1.0754e+000 +1.4355e-001 -2.6512e+000
395 +1.187919150e+006 +1.187919150e+006 +1.187864210e+006 +1.187864210e+006 -6.4493e+000 +1.5555e+000 -6.2143e+000 -3.6558e+000 +5.0231e+000 +1.3437e-002 -2.6964e+000 -1.4177e+000 +1.6645e+000 -8.8589e+000 +3.9664e-001 -2.2210e+000 +3.9030e+000 -9.7016e-001 +2.7693e+000 -2.5093e+000 +1.9260e+000 -9.6124e-001 +1.5592e+000 -2.9546e+000
396 +1.168387504e+006 +1.168387504e+006 +1.168332564e+006 +1.168332564e+006 -6.8250e+000 +2.1819e+000 -5.2377e+000 -3.1061e+000 +5.4616e+000 +2.0873e-001 -2.5329e+000 -1.1284e+000 +9.0853e-001 -9.1614e+000 +5.6159e-001 -2.0784e+000 +3.0846e+000 -3.6298e-001 +2.3289e+000 -2.7784e+000 +2.3676e+000 -1.0566e+000 +1.2655e+000 -3.4206e+000
402 +1.084066594e+006 +1.084066594e+006 +1.084011654e+006 +1.084011654e+006 -7.2968e+000 +1.3138e+000 -5.3284e+000 -2.9382e+000 +5.3021e+000 +2.0045e-001 -2.4505e+000 -4.8492e-001 +3.9894e-001 -8.9875e+000 +3.6706e-001 -3.2503e+000 +1.1311e+000 +2.5526e-001 +1.9282e+000 -2.9978e+000 +2.0466e+000 -1.2703e+000 +1.9381e+000 -3.8814e+000
418 +9.055833523e+005 +9.055833523e+005 +9.055284123e+005 +9.055284123e+005 -7.1953e+000 +1.8423e+000 -5.2744e+000 -3.0370e+000 +5.7699e+000 +2.3034e-001 -2.7264e+000 -3.8669e-001 +9.7565e-001 -9.4905e+000 +5.4928e-001 -2.6392e+000 +1.8573e+000 -3.5232e-001 +1.7271e+000 -2.3931e+000 +2.4784e+000 -1.2094e+000 +1.8202e+000 -3.0138e+000
432 +7.750801844e+005 +7.750801844e+005 +7.750252444e+005 +7.750252444e+005 -6.7721e+000 +1.9787e+000 -5.6845e+000 -2.7038e+000 +6.4662e+000 +1.0814e+000 -1.1333e+000 +3.1111e-001 +1.0785e+000 -9.7970e+000 +5.9049e-001 -2.1115e+000 +5.9308e-001 +3.6139e-002 +5.4128e-001 -2.0201e+000 +3.1038e+000 -1.0073e+000 +1.5711e+000 -4.0391e+000
439 +7.477059760e+005 +7.477059760e+005 +7.476510360e+005 +7.476510360e+005 -6.7961e+000 +1.7052e+000 -6.3648e+000 -2.7945e+000 +5.4007e+000 +2.6901e-001 -3.3954e+000 -2.7170e-001 +1.1607e+000 -1.0003e+001 +1.5176e+000 -2.0344e+000 +2.5596e+000 -1.0220e+000 +1.7069e+000 -2.7644e+000 +2.8131e+000 -1.1683e+000 +3.0364e+000 -2.8813e+000
440 +7.271070367e+005 +7.271070367e+005 +7.270520967e+005 +7.270520967e+005 -6.7300e+000 +1.5732e+000 -5.5729e+000 -2.7884e+000 +5.8203e+000 -7.7675e-002 -2.3120e+000 -4.9758e-001 +9.4026e-001 -9.6360e+000 +7.1560e-001 -2.5137e+000 +1.9213e+000 -5.1977e-001 +1.6024e+000 -2.5355e+000 +2.5878e+000 -1.0264e+000 +2.0958e+000 -2.8131e+000
