% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
40590 +4.365031422e+00 +4.365031422e+00 +1.029850314e+02 +1.029850314e+02 -8.0528e-01 -1.1479e+00 +2.4411e+00 -2.2199e+00 +9.1473e-01 +1.8106e+00 -1.3477e+00 -2.7801e+00 -2.7249e+00 -1.5523e-01 +1.5884e+00 -1.6662e+00 +9.1092e-01 -3.3554e+00 -3.1403e+00 -3.0065e+00 +6.3729e-01 +6.5626e-01 +1.2316e+00 -3.5060e-01
40904 +4.264023386e+00 +4.264023386e+00 +1.028840234e+02 +1.028840234e+02 -8.0580e-01 -1.1484e+00 +2.4464e+00 -2.2168e+00 +9.1575e-01 +1.8084e+00 -1.3440e+00 -2.7813e+00 -2.7217e+00 -1.5128e-01 +1.5906e+00 -1.6534e+00 +9.2352e-01 -3.3265e+00 -3.1051e+00 -2.9827e+00 +6.3324e-01 +6.6043e-01 +1.2315e+00 -3.5176e-01
41176 +4.161118209e+00 +4.161118209e+00 +1.027811182e+02 +1.027811182e+02 -8.0733e-01 -1.1464e+00 +2.4446e+00 -2.2161e+00 +9.1362e-01 +1.8114e+00 -1.3449e+00 -2.7783e+00 -2.7214e+00 -1.4795e-01 +1.5963e+00 -1.6534e+00 +9.3734e-01 -3.3040e+00 -3.0680e+00 -2.9576e+00 +6.4281e-01 +6.6060e-01 +1.2322e+00 -3.5141e-01
41404 +4.073791550e+00 +4.073791550e+00 +1.026937915e+02 +1.026937915e+02 -8.0739e-01 -1.1476e+00 +2.4438e+00 -2.2177e+00 +9.1340e-01 +1.8090e+00 -1.3437e+00 -2.7777e+00 -2.7208e+00 -1.5031e-01 +1.5974e+00 -1.6435e+00 +9.5139e-01 -3.2923e+00 -3.0575e+00 -2.9418e+00 +6.4694e-01 +6.6227e-01 +1.2312e+00 -3.5157e-01
41822 +3.970647473e+00 +3.970647473e+00 +1.025906475e+02 +1.025906475e+02 -8.0521e-01 -1.1462e+00 +2.4445e+00 -2.2169e+00 +9.1215e-01 +1.8100e+00 -1.3427e+00 -2.7766e+00 -2.7153e+00 -1.4761e-01 +1.6013e+00 -1.6352e+00 +9.5894e-01 -3.2701e+00 -3.0231e+00 -2.9115e+00 +6.5615e-01 +6.6480e-01 +1.2333e+00 -3.5266e-01
42130 +3.866392998e+00 +3.866392998e+00 +1.024863930e+02 +1.024863930e+02 -8.0700e-01 -1.1476e+00 +2.4458e+00 -2.2184e+00 +9.1388e-01 +1.8088e+00 -1.3446e+00 -2.7765e+00 -2.7152e+00 -1.4239e-01 +1.6056e+00 -1.6302e+00 +9.7193e-01 -3.2557e+00 -3.0038e+00 -2.8955e+00 +6.6488e-01 +6.6509e-01 +1.2335e+00 -3.5154e-01
42372 +3.793614959e+00 +3.793614959e+00 +1.024136150e+02 +1.024136150e+02 -8.0669e-01 -1.1470e+00 +2.4455e+00 -2.2184e+00 +9.1576e-01 +1.8105e+00 -1.3450e+00 -2.7761e+00 -2.7149e+00 -1.4067e-01 +1.6110e+00 -1.6199e+00 +9.8712e-01 -3.2317e+00 -2.9790e+00 -2.8724e+00 +6.7206e-01 +6.6564e-01 +1.2416e+00 -3.5101e-01
42639 +3.705144118e+00 +3.705144118e+00 +1.023251441e+02 +1.023251441e+02 -8.0729e-01 -1.1484e+00 +2.4461e+00 -2.2183e+00 +9.1315e-01 +1.8084e+00 -1.3465e+00 -2.7770e+00 -2.7103e+00 -1.3795e-01 +1.6153e+00 -1.6170e+00 +9.9343e-01 -3.2225e+00 -2.9589e+00 -2.8608e+00 +6.9018e-01 +6.6098e-01 +1.2387e+00 -3.4590e-01
42804 +3.629686389e+00 +3.629686389e+00 +1.022496864e+02 +1.022496864e+02 -8.0733e-01 -1.1492e+00 +2.4450e+00 -2.2174e+00 +9.1479e-01 +1.8102e+00 -1.3446e+00 -2.7762e+00 -2.7123e+00 -1.3902e-01 +1.6142e+00 -1.6127e+00 +9.9049e-01 -3.2216e+00 -2.9505e+00 -2.8418e+00 +7.0529e-01 +6.6479e-01 +1.2383e+00 -3.4531e-01
42931 +3.547671420e+00 +3.547671420e+00 +1.021676714e+02 +1.021676714e+02 -8.0969e-01 -1.1475e+00 +2.4458e+00 -2.2159e+00 +9.1280e-01 +1.8063e+00 -1.3437e+00 -2.7762e+00 -2.7116e+00 -1.3627e-01 +1.6166e+00 -1.6074e+00 +1.0009e+00 -3.2060e+00 -2.9353e+00 -2.8275e+00 +7.2330e-01 +6.6908e-01 +1.2358e+00 -3.4601e-01
43070 +3.445578275e+00 +3.445578275e+00 +1.020655783e+02 +1.020655783e+02 -8.0840e-01 -1.1482e+00 +2.4458e+00 -2.2175e+00 +9.1178e-01 +1.8048e+00 -1.3477e+00 -2.7738e+00 -2.7132e+00 -1.3681e-01 +1.6197e+00 -1.6078e+00 +1.0070e+00 -3.1916e+00 -2.9201e+00 -2.7986e+00 +7.4008e-01 +6.6939e-01 +1.2391e+00 -3.4889e-01
43425 +3.384797560e+00 +3.384797560e+00 +1.020047976e+02 +1.020047976e+02 -8.0658e-01 -1.1479e+00 +2.4441e+00 -2.2182e+00 +9.1285e-01 +1.8082e+00 -1.3469e+00 -2.7774e+00 -2.7067e+00 -1.3454e-01 +1.6235e+00 -1.6045e+00 +1.0087e+00 -3.1909e+00 -2.9014e+00 -2.7717e+00 +7.5468e-01 +6.7001e-01 +1.2342e+00 -3.5259e-01
43617 +3.303025916e+00 +3.303025916e+00 +1.019230259e+02 +1.019230259e+02 -8.0687e-01 -1.1482e+00 +2.4441e+00 -2.2188e+00 +9.1257e-01 +1.8057e+00 -1.3469e+00 -2.7769e+00 -2.7109e+00 -1.2830e-01 +1.6283e+00 -1.5988e+00 +1.0230e+00 -3.1728e+00 -2.8900e+00 -2.7521e+00 +7.6885e-01 +6.6840e-01 +1.2352e+00 -3.5309e-01
43732 +3.219320212e+00 +3.219320212e+00 +1.018393202e+02 +1.018393202e+02 -8.0492e-01 -1.1481e+00 +2.4449e+00 -2.2205e+00 +9.1315e-01 +1.8088e+00 -1.3466e+00 -2.7728e+00 -2.7112e+00 -1.2938e-01 +1.6281e+00 -1.5982e+00 +1.0297e+00 -3.1575e+00 -2.8672e+00 -2.7306e+00 +7.8524e-01 +6.7104e-01 +1.2417e+00 -3.5072e-01
43956 +3.157679503e+00 +3.157679503e+00 +1.017776795e+02 +1.017776795e+02 -8.0527e-01 -1.1492e+00 +2.4442e+00 -2.2193e+00 +9.1264e-01 +1.8077e+00 -1.3459e+00 -2.7719e+00 -2.7107e+00 -1.3263e-01 +1.6222e+00 -1.5961e+00 +1.0232e+00 -3.1560e+00 -2.8542e+00 -2.7221e+00 +7.9759e-01 +6.8221e-01 +1.2330e+00 -3.5289e-01
44112 +3.085763858e+00 +3.085763858e+00 +1.017057639e+02 +1.017057639e+02 -8.0655e-01 -1.1488e+00 +2.4434e+00 -2.2193e+00 +9.1095e-01 +1.8054e+00 -1.3440e+00 -2.7718e+00 -2.7069e+00 -1.3402e-01 +1.6224e+00 -1.5995e+00 +1.0313e+00 -3.1488e+00 -2.8367e+00 -2.6900e+00 +8.1971e-01 +6.8273e-01 +1.2261e+00 -3.5357e-01
44374 +3.011356501e+00 +3.011356501e+00 +1.016313565e+02 +1.016313565e+02 -8.0457e-01 -1.1491e+00 +2.4432e+00 -2.2203e+00 +9.1435e-01 +1.8048e+00 -1.3423e+00 -2.7712e+00 -2.7052e+00 -1.2922e-01 +1.6253e+00 -1.5931e+00 +1.0423e+00 -3.1363e+00 -2.8277e+00 -2.6836e+00 +8.2790e-01 +6.8798e-01 +1.2294e+00 -3.5249e-01
44598 +2.932283558e+00 +2.932283558e+00 +1.015522836e+02 +1.015522836e+02 -8.0504e-01 -1.1495e+00 +2.4434e+00 -2.2183e+00 +9.1644e-01 +1.8083e+00 -1.3435e+00 -2.7714e+00 -2.7037e+00 -1.2970e-01 +1.6261e+00 -1.5922e+00 +1.0451e+00 -3.1271e+00 -2.8147e+00 -2.6676e+00 +8.5570e-01 +7.0203e-01 +1.2392e+00 -3.5289e-01
44875 +2.870586662e+00 +2.870586662e+00 +1.014905867e+02 +1.014905867e+02 -8.0474e-01 -1.1498e+00 +2.4442e+00 -2.2184e+00 +9.1314e-01 +1.8090e+00 -1.3420e+00 -2.7703e+00 -2.7062e+00 -1.2890e-01 +1.6289e+00 -1.5889e+00 +1.0514e+00 -3.1199e+00 -2.8035e+00 -2.6554e+00 +8.5410e-01 +7.0259e-01 +1.2321e+00 -3.5151e-01
45034 +2.812658874e+00 +2.812658874e+00 +1.014326589e+02 +1.014326589e+02 -8.0594e-01 -1.1503e+00 +2.4431e+00 -2.2188e+00 +9.1396e-01 +1.8072e+00 -1.3424e+00 -2.7713e+00 -2.7099e+00 -1.3125e-01 +1.6325e+00 -1.5821e+00 +1.0484e+00 -3.1190e+00 -2.7917e+00 -2.6409e+00 +8.7543e-01 +7.1117e-01 +1.2352e+00 -3.5404e-01
45197 +2.752481151e+00 +2.752481151e+00 +1.013724812e+02 +1.013724812e+02 -8.0561e-01 -1.1492e+00 +2.4444e+00 -2.2179e+00 +9.1630e-01 +1.8075e+00 -1.3451e+00 -2.7714e+00 -2.7019e+00 -1.3161e-01 +1.6333e+00 -1.5817e+00 +1.0534e+00 -3.1075e+00 -2.7799e+00 -2.6106e+00 +8.9307e-01 +7.2286e-01 +1.2417e+00 -3.5465e-01
45320 +2.687776893e+00 +2.687776893e+00 +1.013077769e+02 +1.013077769e+02 -8.0640e-01 -1.1496e+00 +2.4425e+00 -2.2179e+00 +9.1496e-01 +1.8093e+00 -1.3435e+00 -2.7711e+00 -2.7054e+00 -1.2704e-01 +1.6306e+00 -1.5799e+00 +1.0574e+00 -3.1078e+00 -2.7726e+00 -2.6093e+00 +8.9886e-01 +7.2859e-01 +1.2407e+00 -3.5194e-01
45529 +2.616826152e+00 +2.616826152e+00 +1.012368262e+02 +1.012368262e+02 -8.0385e-01 -1.1503e+00 +2.4432e+00 -2.2194e+00 +9.1759e-01 +1.8099e+00 -1.3436e+00 -2.7721e+00 -2.7016e+00 -1.3028e-01 +1.6327e+00 -1.5795e+00 +1.0557e+00 -3.0933e+00 -2.7459e+00 -2.5754e+00 +9.2947e-01 +7.5741e-01 +1.2430e+00 -3.5587e-01
45628 +2.550233139e+00 +2.550233139e+00 +1.011702331e+02 +1.011702331e+02 -8.0405e-01 -1.1485e+00 +2.4416e+00 -2.2164e+00 +9.1822e-01 +1.8088e+00 -1.3442e+00 -2.7728e+00 -2.7035e+00 -1.2837e-01 +1.6379e+00 -1.5758e+00 +1.0646e+00 -3.0917e+00 -2.7536e+00 -2.5758e+00 +9.3950e-01 +7.5010e-01 +1.2324e+00 -3.5518e-01
45782 +2.498635130e+00 +2.498635130e+00 +1.011186351e+02 +1.011186351e+02 -8.0420e-01 -1.1459e+00 +2.4430e+00 -2.2149e+00 +9.1946e-01 +1.8113e+00 -1.3450e+00 -2.7718e+00 -2.7098e+00 -1.2747e-01 +1.6379e+00 -1.5707e+00 +1.0672e+00 -3.0892e+00 -2.7494e+00 -2.5661e+00 +9.6175e-01 +7.6703e-01 +1.2354e+00 -3.5633e-01
46006 +2.432438586e+00 +2.432438586e+00 +1.010524386e+02 +1.010524386e+02 -8.0516e-01 -1.1456e+00 +2.4439e+00 -2.2147e+00 +9.2148e-01 +1.8144e+00 -1.3441e+00 -2.7736e+00 -2.7059e+00 -1.2348e-01 +1.6409e+00 -1.5743e+00 +1.0748e+00 -3.0736e+00 -2.7273e+00 -2.5480e+00 +9.6714e-01 +7.7490e-01 +1.2379e+00 -3.5783e-01
46210 +2.398247391e+00 +2.398247391e+00 +1.010182474e+02 +1.010182474e+02 -8.0455e-01 -1.1453e+00 +2.4428e+00 -2.2136e+00 +9.2001e-01 +1.8133e+00 -1.3439e+00 -2.7742e+00 -2.7086e+00 -1.2719e-01 +1.6407e+00 -1.5691e+00 +1.0759e+00 -3.0752e+00 -2.7214e+00 -2.5412e+00 +9.7835e-01 +7.7884e-01 +1.2393e+00 -3.5809e-01
46322 +2.339286376e+00 +2.339286376e+00 +1.009592864e+02 +1.009592864e+02 -8.0486e-01 -1.1453e+00 +2.4442e+00 -2.2141e+00 +9.1962e-01 +1.8122e+00 -1.3439e+00 -2.7739e+00 -2.7112e+00 -1.2734e-01 +1.6407e+00 -1.5679e+00 +1.0810e+00 -3.0730e+00 -2.7139e+00 -2.5233e+00 +9.9874e-01 +7.8610e-01 +1.2474e+00 -3.5688e-01
46464 +2.289874456e+00 +2.289874456e+00 +1.009098745e+02 +1.009098745e+02 -8.0421e-01 -1.1451e+00 +2.4438e+00 -2.2152e+00 +9.1941e-01 +1.8135e+00 -1.3442e+00 -2.7746e+00 -2.7103e+00 -1.2702e-01 +1.6422e+00 -1.5672e+00 +1.0791e+00 -3.0699e+00 -2.7150e+00 -2.5193e+00 +1.0100e+00 +7.9617e-01 +1.2476e+00 -3.5505e-01
46568 +2.234028572e+00 +2.234028572e+00 +1.008540286e+02 +1.008540286e+02 -8.0398e-01 -1.1449e+00 +2.4440e+00 -2.2162e+00 +9.2050e-01 +1.8131e+00 -1.3455e+00 -2.7737e+00 -2.7092e+00 -1.2600e-01 +1.6430e+00 -1.5717e+00 +1.0775e+00 -3.0640e+00 -2.7041e+00 -2.5031e+00 +1.0243e+00 +8.1125e-01 +1.2447e+00 -3.5204e-01
46728 +2.182512533e+00 +2.182512533e+00 +1.008025125e+02 +1.008025125e+02 -8.0350e-01 -1.1443e+00 +2.4465e+00 -2.2171e+00 +9.1704e-01 +1.8099e+00 -1.3440e+00 -2.7757e+00 -2.7074e+00 -1.2282e-01 +1.6402e+00 -1.5693e+00 +1.0823e+00 -3.0668e+00 -2.7018e+00 -2.5022e+00 +1.0314e+00 +8.2374e-01 +1.2477e+00 -3.5095e-01
46882 +2.131415096e+00 +2.131415096e+00 +1.007514151e+02 +1.007514151e+02 -8.0241e-01 -1.1449e+00 +2.4451e+00 -2.2169e+00 +9.1503e-01 +1.8105e+00 -1.3449e+00 -2.7749e+00 -2.7064e+00 -1.2343e-01 +1.6409e+00 -1.5674e+00 +1.0858e+00 -3.0579e+00 -2.6927e+00 -2.4883e+00 +1.0465e+00 +8.2698e-01 +1.2505e+00 -3.4998e-01
47014 +2.089042998e+00 +2.089042998e+00 +1.007090430e+02 +1.007090430e+02 -8.0221e-01 -1.1456e+00 +2.4450e+00 -2.2164e+00 +9.1446e-01 +1.8119e+00 -1.3417e+00 -2.7749e+00 -2.7065e+00 -1.2266e-01 +1.6407e+00 -1.5646e+00 +1.0850e+00 -3.0534e+00 -2.6883e+00 -2.4823e+00 +1.0549e+00 +8.4034e-01 +1.2538e+00 -3.4915e-01
47057 +2.026781385e+00 +2.026781385e+00 +1.006467814e+02 +1.006467814e+02 -8.0146e-01 -1.1456e+00 +2.4465e+00 -2.2170e+00 +9.1867e-01 +1.8105e+00 -1.3419e+00 -2.7748e+00 -2.7030e+00 -1.2448e-01 +1.6424e+00 -1.5648e+00 +1.0890e+00 -3.0514e+00 -2.6814e+00 -2.4715e+00 +1.0775e+00 +8.5714e-01 +1.2618e+00 -3.4984e-01
47254 +1.992494375e+00 +1.992494375e+00 +1.006124944e+02 +1.006124944e+02 -8.0188e-01 -1.1461e+00 +2.4443e+00 -2.2156e+00 +9.1754e-01 +1.8098e+00 -1.3440e+00 -2.7742e+00 -2.7048e+00 -1.2186e-01 +1.6409e+00 -1.5651e+00 +1.0864e+00 -3.0494e+00 -2.6808e+00 -2.4679e+00 +1.0768e+00 +8.6613e-01 +1.2645e+00 -3.4803e-01
47344 +1.948994255e+00 +1.948994255e+00 +1.005689943e+02 +1.005689943e+02 -8.0242e-01 -1.1451e+00 +2.4460e+00 -2.2160e+00 +9.1654e-01 +1.8095e+00 -1.3428e+00 -2.7757e+00 -2.7056e+00 -1.2216e-01 +1.6386e+00 -1.5663e+00 +1.0885e+00 -3.0484e+00 -2.6765e+00 -2.4569e+00 +1.0955e+00 +8.7631e-01 +1.2694e+00 -3.4895e-01
47445 +1.900236803e+00 +1.900236803e+00 +1.005202368e+02 +1.005202368e+02 -8.0365e-01 -1.1450e+00 +2.4456e+00 -2.2170e+00 +9.1288e-01 +1.8105e+00 -1.3433e+00 -2.7765e+00 -2.7050e+00 -1.2342e-01 +1.6403e+00 -1.5660e+00 +1.0906e+00 -3.0469e+00 -2.6672e+00 -2.4455e+00 +1.1041e+00 +8.8627e-01 +1.2761e+00 -3.4854e-01
47492 +1.855819674e+00 +1.855819674e+00 +1.004758197e+02 +1.004758197e+02 -8.0111e-01 -1.1445e+00 +2.4465e+00 -2.2163e+00 +9.1142e-01 +1.8092e+00 -1.3432e+00 -2.7757e+00 -2.7069e+00 -1.2445e-01 +1.6413e+00 -1.5646e+00 +1.0929e+00 -3.0444e+00 -2.6629e+00 -2.4248e+00 +1.1284e+00 +9.0270e-01 +1.2796e+00 -3.5161e-01
47630 +1.813963034e+00 +1.813963034e+00 +1.004339630e+02 +1.004339630e+02 -8.0294e-01 -1.1446e+00 +2.4465e+00 -2.2171e+00 +9.1385e-01 +1.8086e+00 -1.3432e+00 -2.7748e+00 -2.7054e+00 -1.2362e-01 +1.6415e+00 -1.5647e+00 +1.0946e+00 -3.0393e+00 -2.6579e+00 -2.4332e+00 +1.1203e+00 +9.0466e-01 +1.2850e+00 -3.4954e-01
47806 +1.777637781e+00 +1.777637781e+00 +1.003976378e+02 +1.003976378e+02 -8.0305e-01 -1.1439e+00 +2.4465e+00 -2.2166e+00 +9.1558e-01 +1.8071e+00 -1.3438e+00 -2.7739e+00 -2.7065e+00 -1.2488e-01 +1.6441e+00 -1.5648e+00 +1.0925e+00 -3.0388e+00 -2.6598e+00 -2.4253e+00 +1.1310e+00 +9.1594e-01 +1.2884e+00 -3.4771e-01
47886 +1.737426825e+00 +1.737426825e+00 +1.003574268e+02 +1.003574268e+02 -8.0299e-01 -1.1436e+00 +2.4465e+00 -2.2167e+00 +9.1680e-01 +1.8086e+00 -1.3443e+00 -2.7752e+00 -2.7077e+00 -1.2393e-01 +1.6424e+00 -1.5614e+00 +1.0953e+00 -3.0395e+00 -2.6590e+00 -2.4158e+00 +1.1471e+00 +9.3197e-01 +1.2958e+00 -3.4444e-01
48070 +1.678075905e+00 +1.678075905e+00 +1.002980759e+02 +1.002980759e+02 -8.0424e-01 -1.1455e+00 +2.4461e+00 -2.2160e+00 +9.1806e-01 +1.8091e+00 -1.3438e+00 -2.7737e+00 -2.7082e+00 -1.2676e-01 +1.6410e+00 -1.5635e+00 +1.0918e+00 -3.0349e+00 -2.6481e+00 -2.4084e+00 +1.1616e+00 +9.4163e-01 +1.3046e+00 -3.4548e-01
48173 +1.658307391e+00 +1.658307391e+00 +1.002783074e+02 +1.002783074e+02 -8.0530e-01 -1.1443e+00 +2.4477e+00 -2.2172e+00 +9.1995e-01 +1.8087e+00 -1.3448e+00 -2.7731e+00 -2.7065e+00 -1.2814e-01 +1.6427e+00 -1.5646e+00 +1.0975e+00 -3.0272e+00 -2.6398e+00 -2.3944e+00 +1.1826e+00 +9.7010e-01 +1.3045e+00 -3.4569e-01
48202 +1.616944646e+00 +1.616944646e+00 +1.002369446e+02 +1.002369446e+02 -8.0536e-01 -1.1451e+00 +2.4468e+00 -2.2172e+00 +9.1850e-01 +1.8096e+00 -1.3450e+00 -2.7741e+00 -2.7074e+00 -1.2706e-01 +1.6437e+00 -1.5650e+00 +1.0954e+00 -3.0282e+00 -2.6430e+00 -2.3940e+00 +1.1784e+00 +9.7029e-01 +1.3156e+00 -3.4702e-01
48378 +1.584620631e+00 +1.584620631e+00 +1.002046206e+02 +1.002046206e+02 -8.0674e-01 -1.1440e+00 +2.4478e+00 -2.2168e+00 +9.1880e-01 +1.8109e+00 -1.3463e+00 -2.7737e+00 -2.7035e+00 -1.2547e-01 +1.6430e+00 -1.5591e+00 +1.0995e+00 -3.0305e+00 -2.6382e+00 -2.3795e+00 +1.1990e+00 +9.8172e-01 +1.3223e+00 -3.4514e-01
48444 +1.531943132e+00 +1.531943132e+00 +1.001519431e+02 +1.001519431e+02 -8.0657e-01 -1.1444e+00 +2.4476e+00 -2.2164e+00 +9.1759e-01 +1.8107e+00 -1.3465e+00 -2.7737e+00 -2.7032e+00 -1.2618e-01 +1.6436e+00 -1.5594e+00 +1.0980e+00 -3.0270e+00 -2.6308e+00 -2.3758e+00 +1.1999e+00 +9.8886e-01 +1.3321e+00 -3.4606e-01
48586 +1.499576078e+00 +1.499576078e+00 +1.001195761e+02 +1.001195761e+02 -8.0889e-01 -1.1460e+00 +2.4476e+00 -2.2163e+00 +9.1727e-01 +1.8115e+00 -1.3451e+00 -2.7728e+00 -2.7054e+00 -1.2481e-01 +1.6449e+00 -1.5628e+00 +1.1002e+00 -3.0247e+00 -2.6363e+00 -2.3796e+00 +1.2099e+00 +1.0038e+00 +1.3441e+00 -3.4482e-01
48686 +1.471024033e+00 +1.471024033e+00 +1.000910240e+02 +1.000910240e+02 -8.0647e-01 -1.1453e+00 +2.4472e+00 -2.2170e+00 +9.1726e-01 +1.8103e+00 -1.3451e+00 -2.7735e+00 -2.7053e+00 -1.2173e-01 +1.6460e+00 -1.5618e+00 +1.0967e+00 -3.0253e+00 -2.6276e+00 -2.3728e+00 +1.2132e+00 +1.0031e+00 +1.3436e+00 -3.4748e-01
48884 +1.441096037e+00 +1.441096037e+00 +1.000610960e+02 +1.000610960e+02 -8.0482e-01 -1.1444e+00 +2.4465e+00 -2.2177e+00 +9.1853e-01 +1.8109e+00 -1.3448e+00 -2.7732e+00 -2.7072e+00 -1.2138e-01 +1.6437e+00 -1.5573e+00 +1.0988e+00 -3.0254e+00 -2.6299e+00 -2.3703e+00 +1.2196e+00 +1.0222e+00 +1.3598e+00 -3.4753e-01
48994 +1.399956237e+00 +1.399956237e+00 +1.000199562e+02 +1.000199562e+02 -8.0344e-01 -1.1454e+00 +2.4466e+00 -2.2178e+00 +9.1900e-01 +1.8100e+00 -1.3455e+00 -2.7730e+00 -2.7062e+00 -1.1939e-01 +1.6433e+00 -1.5589e+00 +1.0991e+00 -3.0250e+00 -2.6256e+00 -2.3606e+00 +1.2361e+00 +1.0399e+00 +1.3703e+00 -3.4592e-01
49038 +1.371641348e+00 +1.371641348e+00 +9.999164135e+01 +9.999164135e+01 -8.0378e-01 -1.1447e+00 +2.4466e+00 -2.2178e+00 +9.1758e-01 +1.8105e+00 -1.3453e+00 -2.7742e+00 -2.7048e+00 -1.2061e-01 +1.6436e+00 -1.5590e+00 +1.1006e+00 -3.0210e+00 -2.6211e+00 -2.3570e+00 +1.2359e+00 +1.0378e+00 +1.3678e+00 -3.4457e-01
49104 +1.345407227e+00 +1.345407227e+00 +9.996540723e+01 +9.996540723e+01 -8.0370e-01 -1.1448e+00 +2.4468e+00 -2.2180e+00 +9.1663e-01 +1.8094e+00 -1.3446e+00 -2.7736e+00 -2.7043e+00 -1.2177e-01 +1.6435e+00 -1.5603e+00 +1.1005e+00 -3.0198e+00 -2.6166e+00 -2.3524e+00 +1.2445e+00 +1.0446e+00 +1.3701e+00 -3.4368e-01
49214 +1.314948788e+00 +1.314948788e+00 +9.993494879e+01 +9.993494879e+01 -8.0238e-01 -1.1442e+00 +2.4471e+00 -2.2184e+00 +9.1585e-01 +1.8103e+00 -1.3448e+00 -2.7738e+00 -2.7046e+00 -1.1934e-01 +1.6446e+00 -1.5575e+00 +1.1015e+00 -3.0161e+00 -2.6096e+00 -2.3471e+00 +1.2509e+00 +1.0555e+00 +1.3848e+00 -3.4271e-01
49324 +1.283302456e+00 +1.283302456e+00 +9.990330246e+01 +9.990330246e+01 -8.0167e-01 -1.1444e+00 +2.4460e+00 -2.2185e+00 +9.1464e-01 +1.8101e+00 -1.3442e+00 -2.7720e+00 -2.7037e+00 -1.2136e-01 +1.6440e+00 -1.5589e+00 +1.1008e+00 -3.0164e+00 -2.6114e+00 -2.3405e+00 +1.2608e+00 +1.0641e+00 +1.3908e+00 -3.4114e-01
49478 +1.255020745e+00 +1.255020745e+00 +9.987502075e+01 +9.987502075e+01 -8.0149e-01 -1.1442e+00 +2.4460e+00 -2.2179e+00 +9.1454e-01 +1.8103e+00 -1.3436e+00 -2.7729e+00 -2.7049e+00 -1.1891e-01 +1.6462e+00 -1.5564e+00 +1.1032e+00 -3.0152e+00 -2.6094e+00 -2.3370e+00 +1.2675e+00 +1.0732e+00 +1.4002e+00 -3.4002e-01
49821 +1.226075779e+00 +1.226075779e+00 +9.984607578e+01 +9.984607578e+01 -8.0237e-01 -1.1434e+00 +2.4461e+00 -2.2178e+00 +9.1376e-01 +1.8092e+00 -1.3435e+00 -2.7724e+00 -2.7038e+00 -1.1978e-01 +1.6469e+00 -1.5564e+00 +1.1066e+00 -3.0116e+00 -2.6057e+00 -2.3336e+00 +1.2765e+00 +1.0806e+00 +1.4053e+00 -3.3920e-01
49939 +1.201323830e+00 +1.201323830e+00 +9.982132383e+01 +9.982132383e+01 -8.0261e-01 -1.1430e+00 +2.4459e+00 -2.2168e+00 +9.1421e-01 +1.8095e+00 -1.3432e+00 -2.7727e+00 -2.7033e+00 -1.2137e-01 +1.6462e+00 -1.5558e+00 +1.1092e+00 -3.0092e+00 -2.6016e+00 -2.3314e+00 +1.2792e+00 +1.0941e+00 +1.4154e+00 -3.3742e-01
50138 +1.169668791e+00 +1.169668791e+00 +9.978966879e+01 +9.978966879e+01 -8.0228e-01 -1.1439e+00 +2.4463e+00 -2.2167e+00 +9.1428e-01 +1.8100e+00 -1.3437e+00 -2.7717e+00 -2.7037e+00 -1.2115e-01 +1.6481e+00 -1.5529e+00 +1.1094e+00 -3.0074e+00 -2.6008e+00 -2.3264e+00 +1.2871e+00 +1.0983e+00 +1.4175e+00 -3.3496e-01
50343 +1.147049371e+00 +1.147049371e+00 +9.976704937e+01 +9.976704937e+01 -8.0283e-01 -1.1442e+00 +2.4465e+00 -2.2167e+00 +9.1447e-01 +1.8102e+00 -1.3432e+00 -2.7706e+00 -2.7040e+00 -1.2018e-01 +1.6469e+00 -1.5532e+00 +1.1110e+00 -3.0068e+00 -2.5958e+00 -2.3179e+00 +1.2931e+00 +1.1072e+00 +1.4225e+00 -3.3318e-01
50559 +1.120637530e+00 +1.120637530e+00 +9.974063753e+01 +9.974063753e+01 -8.0327e-01 -1.1443e+00 +2.4472e+00 -2.2158e+00 +9.1552e-01 +1.8105e+00 -1.3439e+00 -2.7715e+00 -2.7048e+00 -1.2032e-01 +1.6486e+00 -1.5518e+00 +1.1113e+00 -3.0040e+00 -2.5943e+00 -2.3156e+00 +1.2981e+00 +1.1174e+00 +1.4326e+00 -3.3027e-01
50719 +1.095947583e+00 +1.095947583e+00 +9.971594758e+01 +9.971594758e+01 -8.0253e-01 -1.1439e+00 +2.4471e+00 -2.2161e+00 +9.1590e-01 +1.8101e+00 -1.3438e+00 -2.7714e+00 -2.7040e+00 -1.2087e-01 +1.6487e+00 -1.5524e+00 +1.1122e+00 -3.0024e+00 -2.5928e+00 -2.3141e+00 +1.3090e+00 +1.1236e+00 +1.4418e+00 -3.2671e-01
50842 +1.070228899e+00 +1.070228899e+00 +9.969022890e+01 +9.969022890e+01 -8.0174e-01 -1.1445e+00 +2.4470e+00 -2.2157e+00 +9.1515e-01 +1.8091e+00 -1.3432e+00 -2.7715e+00 -2.7048e+00 -1.2141e-01 +1.6477e+00 -1.5500e+00 +1.1146e+00 -3.0016e+00 -2.5931e+00 -2.3146e+00 +1.3079e+00 +1.1303e+00 +1.4499e+00 -3.2171e-01
