% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.396983841e+002 +6.396983841e+002 +1.776083841e+002 +1.776083841e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
521 +5.713072879e+002 +5.713072879e+002 +1.092172879e+002 +1.092172879e+002 -1.7392e+000 -1.1006e+000 -1.2340e+000 -3.7700e+000 -7.5531e-001 +3.8388e+000 +1.7521e+000 +1.3657e+000 -1.4855e+000 +1.9728e+000 -9.3672e-001 -1.5566e+000 -9.8379e-001 -1.3000e+000 +2.6923e-001 -1.5166e+000 -1.3870e+000 +2.9749e+000 +9.5091e-001 -5.9204e-001
535 +4.661576693e+002 +4.661576693e+002 +4.067669343e+000 +4.067669343e+000 -1.5458e+000 +7.2234e-001 -4.7264e-001 -2.9363e+000 -1.7087e+000 +2.5499e+000 +2.6882e+000 +4.1166e+000 -3.0492e+000 +1.3289e-002 +1.8719e-001 -2.7160e+000 -2.8417e+000 -1.1732e+000 +4.9424e-001 -3.3712e+000 -1.9151e+000 +4.1987e+000 +1.3738e+000 +1.3027e+000
569 +4.275339032e+002 +4.275339032e+002 -3.455609679e+001 -3.455609679e+001 -1.7384e+000 -1.1146e+000 -4.8721e-001 -3.4889e+000 -1.2684e+000 +3.0199e+000 +2.3151e+000 +4.3179e+000 -1.8787e+000 +5.3592e-001 -7.5530e-001 -5.9767e-001 -1.8610e+000 -2.5500e+000 +6.4440e-001 -2.2411e+000 -4.7361e-001 +2.9290e+000 +2.0569e+000 +9.7634e-002
574 +4.074724889e+002 +4.074724889e+002 -5.461751113e+001 -5.461751113e+001 -8.6188e-001 -8.8943e-001 -4.3825e-001 -1.1280e+000 +1.8368e-001 +7.2298e-001 +1.6170e+000 +3.1136e+000 -1.0644e+000 -1.0749e+000 +5.9629e-001 -2.6972e+000 -1.1463e+000 -1.0276e+000 +1.1648e+000 -3.4797e+000 -2.1334e+000 +2.8843e+000 +6.1533e-001 +3.0448e-001
594 +4.017660931e+002 +4.017660931e+002 -6.032390691e+001 -6.032390691e+001 -1.3159e+000 -9.7555e-001 -5.9929e-001 -2.2699e+000 -7.4677e-001 +3.0092e+000 +1.2562e+000 +3.1974e+000 -6.1104e-001 +1.5499e-001 -2.1526e-001 -2.2314e+000 -7.5606e-001 -2.3999e+000 -2.9357e-001 -2.6481e+000 -4.0873e-001 +2.1750e+000 +1.3673e+000 -2.4337e-001
675 +3.324641835e+002 +3.324641835e+002 -1.296258165e+002 -1.296258165e+002 -3.1113e+000 -2.2855e+000 -2.3707e-001 -2.5211e+000 -1.3366e+000 +2.7241e+000 -3.5987e-001 +4.0223e+000 -1.0302e-002 +6.1971e-001 +1.2579e+000 -2.5600e+000 +1.1490e-001 -1.9116e+000 -2.3495e-001 -3.9424e+000 -9.5374e-001 +2.0310e+000 +2.5547e+000 +1.1728e+000
836 +3.062650170e+002 +3.062650170e+002 -1.558249830e+002 -1.558249830e+002 -2.4280e+000 -2.3226e+000 -2.0026e+000 -2.6924e+000 -8.2897e-002 +2.9553e+000 -9.6951e-001 +3.9582e+000 +3.5290e-001 +4.4705e-001 +1.0830e+000 -1.7435e+000 -5.6210e-001 -3.4313e+000 -1.6288e-001 -3.5366e+000 -1.5381e-001 +2.1736e+000 +1.7974e+000 +1.4720e+000
974 +2.916590775e+002 +2.916590775e+002 -1.704309225e+002 -1.704309225e+002 -1.3753e+000 -2.1639e+000 -1.2143e+000 -2.7522e+000 -1.9487e-001 +2.1545e+000 +1.1069e+000 +2.8638e+000 +5.8992e-001 -3.6442e-001 +2.4159e+000 -1.4221e+000 -1.2549e+000 -3.5008e+000 -1.4241e-002 -4.4200e+000 -1.0875e+000 +2.9581e+000 +2.0892e+000 +1.8137e+000
990 +2.717430582e+002 +2.717430582e+002 -1.903469418e+002 -1.903469418e+002 -1.5294e+000 -2.5749e+000 -9.4347e-001 -2.0343e+000 -4.8268e-001 +2.6119e+000 +1.2683e+000 +1.9389e+000 +1.0591e+000 +8.0414e-002 +2.0634e+000 -2.0844e+000 -1.1972e+000 -3.4543e+000 +4.4311e-002 -3.6124e+000 -1.0319e+000 +2.2954e+000 +2.3985e+000 +1.7868e+000
