% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.287602554e+01 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
311 +8.019639848e+01 +8.019639848e+01 -9.198036015e+02 -9.198036015e+02 -1.3339e+00 +1.2055e+00 -2.5248e+00 -2.6375e+00 +1.6977e+00 +3.6235e+00 -4.7566e+00 +4.9914e-01 -3.8685e+00 +1.9077e+00 -4.5634e-01 -2.9863e+00 -3.2849e+00 +1.9605e-01 -8.9542e-01 +7.9867e-01 +2.3268e+00 -3.0276e-01 +1.4375e+00 +1.2940e-01
340 +7.823164822e+01 +7.823164822e+01 -9.217683518e+02 -9.217683518e+02 -1.7854e+00 +1.2459e+00 -1.4560e+00 -2.2755e+00 +1.2781e+00 +3.6558e+00 -5.5845e+00 -9.9466e-01 -2.7434e+00 +1.0086e+00 -1.6875e+00 -2.3814e+00 -3.3946e+00 -4.7628e-01 -8.2646e-01 -3.1623e-01 +2.5785e+00 +1.2866e+00 +8.6342e-01 +2.2297e+00
363 +7.494370065e+01 +7.494370065e+01 -9.250562994e+02 -9.250562994e+02 -1.9733e+00 -3.2224e-01 -3.1904e-01 -2.0220e+00 +1.5315e+00 +2.9567e+00 -4.3413e+00 -7.9876e-01 -3.3291e+00 +3.5140e+00 -2.3016e+00 -3.8733e+00 -2.7530e+00 +3.9502e+00 -2.0673e+00 -9.6964e-01 +2.6773e+00 +5.1003e-01 +1.0817e+00 +3.3105e+00
376 +7.195238266e+01 +7.195238266e+01 -9.280476173e+02 -9.280476173e+02 -2.4757e+00 +2.3069e-01 +1.0752e+00 -3.1512e+00 +2.0262e+00 +4.1483e+00 -5.9405e+00 -1.3531e-01 -4.5582e+00 +1.4614e+00 -2.1765e+00 -2.9493e+00 -2.7803e+00 +3.7958e+00 -7.5211e-01 +7.5238e-02 +2.5385e+00 +5.0942e-01 +5.0687e-01 +2.2548e+00
418 +6.867298388e+01 +6.867298388e+01 -9.313270161e+02 -9.313270161e+02 -2.9565e+00 +1.6817e+00 +2.0127e-01 -3.4226e+00 +3.0027e+00 +2.5632e+00 -5.5625e+00 -6.7445e-01 -4.1799e+00 +1.5881e+00 -1.0026e+00 -3.4531e+00 -3.1663e+00 +2.3406e+00 -1.3965e+00 -1.0620e+00 +1.3772e+00 -8.3081e-01 +1.3350e+00 +2.4760e+00
440 +6.497261397e+01 +6.497261397e+01 -9.350273860e+02 -9.350273860e+02 -3.1333e+00 +2.0518e+00 +9.1334e-01 -3.0098e+00 +3.4968e+00 +2.3980e+00 -5.4427e+00 +3.7700e-01 -4.2141e+00 +1.1106e+00 -9.1427e-01 -3.6527e+00 -3.1890e+00 +1.8399e+00 -2.0736e+00 -9.3054e-01 +1.6123e+00 -8.4267e-01 +1.1205e+00 +2.8981e+00
462 +5.053795298e+01 +5.053795298e+01 -9.494620470e+02 -9.494620470e+02 -3.3949e+00 +2.3614e+00 +2.7384e+00 -3.2341e+00 +3.4409e+00 +2.8894e+00 -4.8555e+00 +4.6306e-02 -2.4945e+00 +3.3369e-01 -9.7088e-01 -3.9437e+00 -2.4960e+00 +1.0546e+00 -1.1765e+00 -2.1339e-01 +1.6891e+00 -9.9140e-01 +4.9611e-01 +3.0807e+00
616 +4.181774339e+01 +4.181774339e+01 -9.581822566e+02 -9.581822566e+02 -3.8641e+00 +2.6549e+00 +3.9574e+00 -4.0077e+00 +3.7605e+00 +3.5580e+00 -2.7558e+00 -4.8622e-01 -1.2333e+00 +1.4916e+00 -1.8339e+00 -3.8310e+00 -3.4096e+00 +3.2338e+00 -1.3087e+00 -5.8743e-01 +2.5028e+00 -1.5585e+00 -3.2596e-02 +2.1157e+00
633 +3.909129256e+01 +3.909129256e+01 -9.609087074e+02 -9.609087074e+02 -3.8733e+00 +3.7961e+00 +3.9451e+00 -4.0653e+00 +3.5034e+00 +4.4780e+00 -2.1464e+00 -3.9594e-01 -1.9750e+00 +1.6939e+00 -2.1851e+00 -3.6478e+00 -2.7583e+00 +3.9330e+00 -2.2372e+00 -1.2042e+00 +6.8267e-01 -4.7535e-01 -9.8413e-01 +3.1830e+00
638 +3.856691870e+01 +3.856691870e+01 -9.614330813e+02 -9.614330813e+02 -3.8397e+00 +2.5342e+00 +3.9462e+00 -4.5944e+00 +2.8847e+00 +3.8867e+00 -2.6212e+00 -3.8615e-01 -1.7354e+00 +1.4172e+00 -1.2934e+00 -3.7491e+00 -3.0694e+00 +4.3051e+00 -2.1222e+00 -6.2049e-01 +1.8599e+00 -1.4449e+00 -8.8501e-01 +2.2299e+00
660 +3.330374907e+01 +3.330374907e+01 -9.666962509e+02 -9.666962509e+02 -3.9867e+00 +3.4302e+00 +4.8571e+00 -4.1454e+00 +3.5869e+00 +4.1297e+00 -3.2538e+00 -7.7828e-01 -1.9951e+00 +1.8505e+00 -1.6686e+00 -3.8753e+00 -3.0357e+00 +4.1392e+00 -1.9280e+00 -1.7512e-01 +1.7309e+00 -2.5176e+00 -1.0838e+00 +2.5421e+00
682 +3.249930581e+01 +3.249930581e+01 -9.675006942e+02 -9.675006942e+02 -4.3286e+00 +2.4098e+00 +5.1123e+00 -4.0164e+00 +4.3854e+00 +3.8081e+00 -4.4152e+00 -8.4321e-01 -2.5206e+00 +1.1499e+00 -1.1753e+00 -4.1563e+00 -2.6014e+00 +4.5486e+00 -2.3951e+00 -8.8049e-02 +1.3929e+00 -2.9296e+00 -1.0821e+00 +2.9928e+00
704 +2.516355240e+01 +2.516355240e+01 -9.748364476e+02 -9.748364476e+02 -4.4818e+00 +2.6385e+00 +4.4493e+00 -3.4047e+00 +4.4409e+00 +3.9992e+00 -4.8477e+00 -2.8204e-01 -2.2426e+00 +9.2496e-01 -1.2069e+00 -4.0127e+00 -2.9877e+00 +3.6114e+00 -2.4238e+00 -9.7536e-01 +1.0962e+00 -2.4108e+00 -1.9616e+00 +3.6890e+00
726 +2.354892660e+01 +2.354892660e+01 -9.764510734e+02 -9.764510734e+02 -4.1063e+00 +2.4553e+00 +3.4787e+00 -3.3370e+00 +4.4922e+00 +4.9697e+00 -4.0039e+00 -2.3274e-01 -2.0961e+00 +1.9349e+00 -1.1444e+00 -3.5737e+00 -3.4328e+00 +2.9223e+00 -1.9812e+00 -1.3551e+00 +5.7838e-01 -1.5694e+00 -2.1041e+00 +3.9903e+00
770 +2.161829720e+01 +2.161829720e+01 -9.783817028e+02 -9.783817028e+02 -4.4620e+00 +3.1511e+00 +4.2984e+00 -4.2665e+00 +4.4392e+00 +4.9922e+00 -4.0443e+00 -8.2966e-01 -1.8693e+00 +1.7820e+00 -8.5689e-01 -3.6562e+00 -3.7107e+00 +2.8777e+00 -2.6607e+00 +5.6431e-03 +1.0438e+00 -1.4292e+00 -1.9085e+00 +4.9862e+00
858 +2.052867369e+01 +2.052867369e+01 -9.794713263e+02 -9.794713263e+02 -3.9671e+00 +3.0771e+00 +4.5390e+00 -4.0410e+00 +4.7572e+00 +4.0397e+00 -3.7689e+00 -1.7756e-01 -1.8765e+00 +9.4719e-01 -7.4495e-01 -3.6823e+00 -3.5577e+00 +3.6599e+00 -2.9199e+00 +8.1851e-01 +1.3450e+00 -2.5284e+00 -1.2415e+00 +4.7397e+00
880 +1.835734837e+01 +1.835734837e+01 -9.816426516e+02 -9.816426516e+02 -3.8739e+00 +2.7223e+00 +4.1526e+00 -3.8878e+00 +4.8530e+00 +4.0405e+00 -3.9549e+00 -2.6767e-01 -1.6213e+00 +1.1954e+00 -3.5747e-01 -3.2933e+00 -3.5353e+00 +2.8843e+00 -3.2175e+00 +6.6261e-01 +1.0782e+00 -2.6408e+00 -1.9202e+00 +4.8173e+00
1012 +1.766291661e+01 +1.766291661e+01 -9.823370834e+02 -9.823370834e+02 -3.7722e+00 +2.4386e+00 +4.4334e+00 -3.5750e+00 +3.8958e+00 +4.0319e+00 -3.9813e+00 +5.2024e-02 -1.2218e+00 +1.6250e+00 -1.2965e+00 -3.6747e+00 -3.6568e+00 +2.7110e+00 -2.8586e+00 +8.1442e-01 +3.7569e-01 -2.4117e+00 -1.6965e+00 +3.8056e+00
1034 +1.629511294e+01 +1.629511294e+01 -9.837048871e+02 -9.837048871e+02 -3.7111e+00 +2.4707e+00 +3.9714e+00 -3.4423e+00 +4.0071e+00 +4.6744e+00 -3.9574e+00 -4.2881e-02 -1.0010e+00 +1.5071e+00 -1.1442e+00 -3.5103e+00 -3.6998e+00 +2.4464e+00 -2.9222e+00 +7.3412e-01 +3.3968e-01 -2.1793e+00 -1.8949e+00 +3.9662e+00
1144 +1.614169013e+01 +1.614169013e+01 -9.838583099e+02 -9.838583099e+02 -3.9528e+00 +2.6318e+00 +4.0168e+00 -3.6959e+00 +4.3891e+00 +4.6143e+00 -4.4705e+00 -1.1973e-01 -1.6152e+00 +1.2733e+00 -1.2265e+00 -2.9855e+00 -3.5177e+00 +2.6827e+00 -2.8119e+00 +3.1042e-01 +2.5269e-01 -1.9787e+00 -1.9802e+00 +3.9805e+00
1188 +1.575353364e+01 +1.575353364e+01 -9.842464664e+02 -9.842464664e+02 -3.9269e+00 +2.7496e+00 +3.7112e+00 -3.4827e+00 +4.6090e+00 +4.6146e+00 -4.2717e+00 -3.7716e-02 -1.5795e+00 +1.4370e+00 -1.2535e+00 -2.8895e+00 -3.6116e+00 +3.0250e+00 -3.0330e+00 +3.7418e-01 +5.8062e-01 -2.2533e+00 -1.7994e+00 +4.1805e+00
1276 +1.544047013e+01 +1.544047013e+01 -9.845595299e+02 -9.845595299e+02 -3.9869e+00 +2.3549e+00 +3.5759e+00 -3.4853e+00 +4.3993e+00 +4.5610e+00 -4.0138e+00 -2.5759e-02 -1.4279e+00 +1.0003e+00 -1.4473e+00 -2.7737e+00 -4.0926e+00 +2.8222e+00 -2.9832e+00 +6.3463e-01 +4.8263e-01 -2.0698e+00 -1.7515e+00 +4.0606e+00
